dataset,trial_id,block,cue,cue_sample,cue_end_sample,cue_duration_s,next_cue_sample,record_stop_sample,target_sample,target_s,target_status,platform_end_sample,platform_sign,click_sample,click_side,response_sample,response_s,rt_s,response_status,correctness,correctness_reason,timeout,timeout_reason,n_platforms,n_clicks,cue_platform_disagree,valid_events,event_issue,horizon_s,gap_s,retained,end_s,behavior_duration_s,behavior_event,behavior_survival_eligible,eeg_administrative_cutoff,window_status,bound_reason,behavior_status,filter_start_sample,filter_stop_sample,filter_mode,reason,epoch_start_sample,epoch_end_exclusive,saturation_fraction,PTP,max_jump,past_slopes
A1,93,4,1,202756,202808,0.203125,204941,223845,203324,2.21875,platform_onset_hypothesis,203657,1.0,,,203657,3.51953125,1.30078125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.41953125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,176086,223845,causal,retained,202692,203632,0.0,175.67732641504367,13.229124225224382,"[[25.189926851358102, 66.45437999209551, 62.392099822797505], [-0.5869640199234336, 5.199683288498321, 50.32665452437694], [3.984069284397235, -41.016280009910446, -53.68337072414593]]"
A1,94,4,1,204941,204993,0.203125,207113,223845,205508,2.21484375,platform_onset_hypothesis,205829,1.0,,,205829,3.46875,1.25390625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.36875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,176086,223845,causal,retained,204877,205804,0.0,131.5061144173601,11.589224243430344,"[[-85.97970395988301, -98.20269187631348, -72.49045296564796], [2.459331724930851, -6.507069798362709, 10.017300254472248], [0.10702777366982846, 3.1616585846444663, -0.6374145292359352]]"
A1,95,4,-1,207113,207165,0.203125,209286,223845,207681,2.21875,platform_onset_hypothesis,208003,-1.0,,,208003,3.4765625,1.2578125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.3765625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,176086,223845,causal,retained,207049,207978,0.0,235.69226915343677,11.588997837738958,"[[6.684908624623137, 20.660418713458995, 20.576904649406575], [3.07915867282801, 63.736038853109896, 1.4336299687447749], [-0.858604501223241, 10.038760390450227, 1.967023905871185]]"
A1,96,4,1,209286,209338,0.203125,211382,223845,209853,2.21484375,platform_onset_hypothesis,210099,1.0,,,210099,3.17578125,0.9609375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.07578125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,176086,223845,causal,retained,209222,210074,0.0,154.44761162192404,12.112897832403576,"[[-0.7044908660497242, 17.935803868316725, 47.67831223368279], [11.806987042711174, 2.19292707280605, 2.3768019709434256], [0.35920970568166727, -0.16993840544961714, 2.27860405759275]]"
A1,97,4,1,211382,211434,0.203125,213467,223845,211950,2.21875,platform_onset_hypothesis,212182,1.0,,,212182,3.125,0.90625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.025,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,176086,223845,causal,retained,211318,212157,0.0,993.5058296465929,14.601038181334161,"[[-94.96227605820425, 403.12868064411157, 545.6546549199223], [-37.27395716931169, 434.9700286431611, 355.17873504723894], [7.475997477321974, -42.03286318600354, -45.34601677341291]]"
A1,98,4,-1,213467,213519,0.203125,215619,223845,214034,2.21484375,platform_onset_hypothesis,214334,-1.0,,,214334,3.38671875,1.171875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.28671875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,176086,223845,causal,retained,213403,214309,0.0,1360.9998518380162,15.345738913798982,"[[119.35623153691768, -83.12008584404657, 352.2387875116128], [202.14976521602188, -557.4211009555582, -643.089505496027], [8.285110293866559, -61.27108484996234, -78.73753903841914]]"
A1,99,4,-1,215619,215672,0.20703125,217816,223845,216187,2.21875,platform_onset_hypothesis,216530,-1.0,,,216530,3.55859375,1.33984375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.45859375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,176086,223845,causal,retained,215555,216505,0.0,255.08107826593482,13.663075983876837,"[[8.441079098466162, 75.73386614133483, 99.24315767193593], [-8.085265215461206, 4.725477957252167, 20.940810193398278], [21.836424620075842, -84.76717720792345, -78.6114627671702]]"
A1,100,4,1,217816,217868,0.203125,223845,223845,218383,2.21484375,platform_onset_hypothesis,218710,1.0,,,218710,3.4921875,1.27734375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.3921875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,176086,223845,causal,block_boundary_24s_buffer,217752,218685,,,,
A2,1,0,1,5133,5185,0.203125,7418,230157,5701,2.21875,platform_onset_hypothesis,6134,-1.0,6134.0,-1.0,6134,3.91015625,1.69140625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,False,3.81015625,1.69140625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,block_boundary_24s_buffer,5069,6109,,,,
A2,2,0,-1,7418,7470,0.203125,9778,230157,7985,2.21484375,platform_onset_hypothesis,8490,-1.0,8490.0,-1.0,8490,4.1875,1.97265625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,4.0875,1.97265625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,7354,8465,0.0,636.3480264582761,12.652875667622311,"[[-28.211643562015183, -222.67695358122182, -162.47519473088119], [-14.904216190144837, -4.466035069835641, -21.66528134603189], [-25.660645984417798, -39.69512621993162, -42.002865028074595]]"
A2,3,0,-1,9778,9830,0.203125,12014,230157,10345,2.21484375,platform_onset_hypothesis,10730,-1.0,10730.0,-1.0,10730,3.71875,1.50390625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.61875,1.50390625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,9714,10705,0.0,565.0038250261291,10.009677946549402,"[[69.6699519626715, 69.65468822341882, 66.72915561981432], [35.39958923400211, 37.32994925821856, 63.018178701476145], [-23.072431684107357, -31.268621991827146, -38.15073200291182]]"
A2,4,0,-1,12014,12066,0.203125,14255,230157,12581,2.21484375,platform_onset_hypothesis,12969,-1.0,12969.0,-1.0,12969,3.73046875,1.515625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.63046875,1.515625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,11950,12944,0.0,224.81127602179433,8.723892228276902,"[[-11.654734458066713, -11.032809872705734, -64.51036124387949], [-36.787060008417086, 3.7692999026276226, -13.659623236052987], [-24.25963980673268, -40.48707190103639, -46.87330765074748]]"
A2,5,0,1,14255,14307,0.203125,16479,230157,14822,2.21484375,platform_onset_hypothesis,15193,-1.0,15193.0,-1.0,15193,3.6640625,1.44921875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.5640625,1.44921875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,14191,15168,0.0,486.6206152788588,10.997352355333874,"[[66.7778109641722, 121.66008101535976, 201.5309562607058], [-191.28270228696786, -299.57398288519533, -294.0464427982336], [3.2746551737316434, 2.6152716678785115, 2.6561935445116296]]"
A2,6,0,-1,16479,16531,0.203125,18675,230157,17046,2.21484375,platform_onset_hypothesis,17389,1.0,17389.0,1.0,17389,3.5546875,1.33984375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.4546875,1.33984375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,16415,17364,0.0,430.28150069770965,12.503813338160995,"[[228.20795289484514, 178.1811070363987, 153.22387568897975], [32.61665393932494, 35.031697751329986, 13.631501739804875], [-12.53772155443869, -8.564141010385395, -9.098091051707954]]"
A2,7,0,1,18675,18727,0.203125,20864,230157,19243,2.21875,platform_onset_hypothesis,19580,-1.0,19580.0,-1.0,19580,3.53515625,1.31640625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.43515625,1.31640625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,18611,19555,0.0,445.20942527729926,9.738930171568,"[[67.04937635022857, 149.01188288087576, 81.54042049378808], [69.49563897780003, 79.87422170710664, 161.73640449469093], [-32.0223569412293, -43.58647773341759, -43.34227883088212]]"
A2,8,0,1,20864,20916,0.203125,23056,230157,21431,2.21484375,platform_onset_hypothesis,21772,-1.0,21772.0,-1.0,21772,3.546875,1.33203125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.446875,1.33203125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,20800,21747,0.0,383.520800128738,9.663848942410596,"[[73.46758365359882, 128.56417339020823, 163.99470441151027], [89.5831656343658, 247.93693147659536, 243.38864341830214], [-29.059274579170246, -50.30046304729305, -51.0593118038112]]"
A2,9,0,-1,23056,23108,0.203125,25337,230157,23624,2.21875,platform_onset_hypothesis,24050,1.0,24050.0,1.0,24050,3.8828125,1.6640625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.7828125,1.6640625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,22992,24025,0.0,376.6816136592497,10.24605665911082,"[[-70.44182658578791, -90.73952290485886, -44.78300381904995], [-77.28785709162815, -150.7127444485377, -113.92308356902379], [-2.209614941688737, -6.383771450624583, -5.084505316812381]]"
A2,10,0,-1,25337,25389,0.203125,27533,230157,25904,2.21484375,platform_onset_hypothesis,26248,-1.0,26248.0,-1.0,26248,3.55859375,1.34375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.45859375,1.34375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,25273,26223,0.0,527.7652321026478,10.23179629635706,"[[238.03950808867899, 287.8205663609541, 374.1465714638581], [-66.18268400865182, -149.65365716249585, -112.89058769570549], [-9.403178848539499, -20.747942496851465, -14.345918214255475]]"
A2,11,0,1,27533,27585,0.203125,29761,230157,28100,2.21484375,platform_onset_hypothesis,28478,1.0,28478.0,1.0,28478,3.69140625,1.4765625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.59140625,1.4765625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,27469,28453,0.0,599.5730474332731,13.737118622783555,"[[88.73172603971939, 122.14459458412833, 140.86415688367], [94.53952207657139, 85.09767802859417, 149.97157497015058], [-44.583373336664216, -54.53873909869182, -62.513125600692845]]"
A2,12,0,1,29761,29814,0.20703125,31970,230157,30329,2.21875,platform_onset_hypothesis,30687,-1.0,30687.0,-1.0,30687,3.6171875,1.3984375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.5171875,1.3984375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,29697,30662,0.0,732.2517275177167,10.609531480622877,"[[333.94684445203677, 748.7174936608806, 478.7907155922494], [-119.67991545487294, -224.5214192846986, -144.07074628857322], [-48.92280339726741, -78.81003866158949, -70.93778013222084]]"
A2,13,0,1,31970,32022,0.203125,34166,230157,32537,2.21484375,platform_onset_hypothesis,32883,-1.0,32883.0,-1.0,32883,3.56640625,1.3515625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.46640625,1.3515625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,31906,32858,0.0,489.6754584461116,10.067602270164343,"[[172.09668063329957, 310.5594880282249, 208.06481128456005], [126.9876514577216, 234.5091368637936, 247.5677629586753], [-34.80236430923473, -54.95658998961727, -40.031570498769646]]"
A2,14,0,-1,34166,34218,0.203125,36415,230157,34734,2.21875,platform_onset_hypothesis,35127,-1.0,35127.0,-1.0,35127,3.75390625,1.53515625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.65390625,1.53515625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,34102,35102,0.0,945.2818531764538,10.80623553373124,"[[245.91680482631546, 96.31546834956248, 223.10646515885014], [508.5261937011636, 447.54955022304466, 660.2509655822904], [-26.793289376086427, -35.608576326637916, -35.01445797190823]]"
A2,15,0,-1,36415,36467,0.203125,38699,230157,36982,2.21484375,platform_onset_hypothesis,37415,1.0,37415.0,1.0,37415,3.90625,1.69140625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.80625,1.69140625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,36351,37390,0.0,263.92412007146095,12.543844932043669,"[[-148.81218288147954, -179.89554342003103, -76.70730562141213], [-10.381107026268808, 13.671361523940227, -11.845418069168147], [47.39756268009596, 37.638522462836676, 52.36592347633427]]"
A2,16,0,-1,38699,38751,0.203125,40943,230157,39267,2.21875,platform_onset_hypothesis,39657,1.0,39657.0,1.0,39657,3.7421875,1.5234375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.6421875,1.5234375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,38635,39632,0.0,772.9062419120025,8.731350772037729,"[[-116.22381266393097, -135.22428633707287, -139.88922131569836], [35.689048939150155, 69.27695158959176, 31.640459451050386], [-1.195759079071304, -10.933465054738011, 0.018548604162857973]]"
A2,17,0,1,40943,40996,0.20703125,43164,230157,41511,2.21875,platform_onset_hypothesis,41874,-1.0,41874.0,-1.0,41874,3.63671875,1.41796875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.53671875,1.41796875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,retained,40879,41849,0.0,945.7999698354779,13.001074595965406,"[[304.7518468414157, 318.6257697192377, 366.2862936611391], [405.77040922615936, 833.2139478850588, 611.8187897341078], [-37.72120521826869, -70.88876049712243, -48.43894042994611]]"
A2,18,0,1,43164,43216,0.203125,45420,230157,43731,2.21484375,platform_onset_hypothesis,44133,1.0,44133.0,1.0,44133,3.78515625,1.5703125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.68515625,1.5703125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,block_boundary_24s_buffer,43100,44108,,,,
A2,19,0,-1,45420,45472,0.203125,47593,230157,45988,2.21875,platform_onset_hypothesis,46306,1.0,46306.0,1.0,46306,3.4609375,1.2421875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,False,3.3609375,1.2421875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,block_boundary_24s_buffer,45356,46281,,,,
A2,20,0,-1,47593,47645,0.203125,49821,230157,48160,2.21484375,platform_onset_hypothesis,48538,1.0,48538.0,1.0,48538,3.69140625,1.4765625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,False,3.59140625,1.4765625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,0,48707,causal,block_boundary_24s_buffer,47529,48513,,,,
A2,21,1,1,49821,49873,0.203125,52005,230157,50388,2.21484375,platform_onset_hypothesis,50719,-1.0,50719.0,-1.0,50719,3.5078125,1.29296875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,False,3.4078125,1.29296875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,block_boundary_24s_buffer,49757,50694,,,,
A2,22,1,-1,52005,52058,0.20703125,54226,230157,52573,2.21875,platform_onset_hypothesis,52939,-1.0,52939.0,-1.0,52939,3.6484375,1.4296875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.5484375,1.4296875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,block_boundary_24s_buffer,51941,52914,,,,
A2,23,1,1,54226,54278,0.203125,56418,230157,54793,2.21484375,platform_onset_hypothesis,55131,1.0,55131.0,1.0,55131,3.53515625,1.3203125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.43515625,1.3203125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,block_boundary_24s_buffer,54162,55106,,,,
A2,24,1,1,56418,56470,0.203125,58631,230157,56986,2.21875,platform_onset_hypothesis,57344,-1.0,57344.0,-1.0,57344,3.6171875,1.3984375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.5171875,1.3984375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,56354,57319,0.0,561.9828731552933,8.432756717302524,"[[29.947584573743484, -18.94482388634205, 48.93278211375059], [55.91629160723848, 113.37912392679424, 121.7537440768818], [-0.37918713878698895, -24.443852182242004, -0.8349618135756209]]"
A2,25,1,-1,58631,58683,0.203125,60795,230157,59198,2.21484375,platform_onset_hypothesis,59512,1.0,59512.0,1.0,59512,3.44140625,1.2265625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.34140625,1.2265625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,58567,59487,0.0,338.49296688869333,10.715406124847163,"[[146.843425336209, 244.6369321313807, 297.9108547586222], [8.36367857217823, 38.97493824171096, 11.200404230080636], [-1.7152794074503177, 10.802376865444897, 0.216679549741702]]"
A2,26,1,-1,60795,60847,0.203125,62972,230157,61363,2.21875,platform_onset_hypothesis,61688,1.0,61688.0,1.0,61688,3.48828125,1.26953125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.38828125,1.26953125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,60731,61663,0.0,302.8075107433475,11.704463855587221,"[[-61.39083519761317, -44.61224651975738, -62.6902991492307], [41.59866617246806, 128.03115194666387, 63.15740092847223], [1.307795442691782, 11.092045710862823, -3.15459802376332]]"
A2,27,1,1,62972,63024,0.203125,65181,230157,63539,2.21484375,platform_onset_hypothesis,63895,1.0,63895.0,1.0,63895,3.60546875,1.390625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.50546875,1.390625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,62908,63870,0.0,785.7270713349682,10.963619626527276,"[[223.16188703770788, 738.7441594035109, 421.98493299739414], [64.15564714110837, 294.0611003633494, 96.16889661670356], [-0.7488836029448254, -9.960957428869829, -6.336325424081748]]"
A2,28,1,1,65181,65233,0.203125,67405,230157,65748,2.21484375,platform_onset_hypothesis,66119,1.0,66119.0,1.0,66119,3.6640625,1.44921875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.5640625,1.44921875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,65117,66094,0.0,521.3158260669284,12.047087165117887,"[[24.907420916100374, 95.09993340371675, 44.699845827515176], [-18.941074516184685, -26.500193174682224, -23.513927696490263], [-1.501246775110558, 0.6279740259700652, 2.974959205134117]]"
A2,29,1,1,67405,67457,0.203125,69685,230157,67972,2.21484375,platform_onset_hypothesis,68399,1.0,68399.0,1.0,68399,3.8828125,1.66796875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.7828125,1.66796875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,67341,68374,0.0,1028.2094060548293,15.127498181472163,"[[247.639972976011, 598.7868368812333, 398.49462864977545], [218.2269588426446, 678.1936852876215, 373.86413107080836], [-10.770700543808907, -28.812878742625408, -10.605442691436222]]"
A2,30,1,-1,69685,69737,0.203125,71941,230157,70252,2.21484375,platform_onset_hypothesis,70656,-1.0,70656.0,-1.0,70656,3.79296875,1.578125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.69296875,1.578125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,quality,69621,70631,0.03629316420014094,2666.149684167902,542.6805271577863,
A2,31,1,-1,71941,71993,0.203125,74110,230157,72509,2.21875,platform_onset_hypothesis,72819,1.0,72819.0,1.0,72819,3.4296875,1.2109375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,False,3.3296875,1.2109375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,quality,71877,72794,0.10160218835482611,3602.5506779987513,547.8879539564339,
A2,32,1,-1,74110,74162,0.203125,76262,230157,74677,2.21484375,platform_onset_hypothesis,74976,1.0,74976.0,1.0,74976,3.3828125,1.16796875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.2828125,1.16796875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,74046,74951,0.0,488.6574707999523,10.88079705822176,"[[160.39233461892508, 109.27893656016158, 315.68197048281206], [133.16667011827664, 33.84902653575381, 189.96847948610375], [-81.26480381597307, -31.887183046058713, -104.99328796224191]]"
A2,33,1,1,76262,76314,0.203125,78455,230157,76830,2.21875,platform_onset_hypothesis,77164,1.0,77164.0,1.0,77164,3.5234375,1.3046875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.4234375,1.3046875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,quality,76198,77139,0.13835043709616116,3823.9523944260936,548.7287658211048,
A2,34,1,-1,78455,78507,0.203125,80691,230157,79022,2.21484375,platform_onset_hypothesis,79406,-1.0,79406.0,-1.0,79406,3.71484375,1.5,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.61484375,1.5,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,quality,78391,79381,0.1558675305975522,3457.04215696948,591.7485491956296,
A2,35,1,-1,80691,80743,0.203125,82915,230157,81258,2.21484375,platform_onset_hypothesis,81632,-1.0,81632.0,-1.0,81632,3.67578125,1.4609375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.57578125,1.4609375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,80627,81607,0.007641921397379912,931.5969526303035,10.010147257912593,"[[229.47709575709268, 161.00829107646484, 272.2480670474491], [187.12489950589895, 14.421132853867618, 170.9601090045995], [-116.25202492024832, -31.941019682990422, -105.71635926135518]]"
A2,36,1,1,82915,82968,0.20703125,85072,230157,83483,2.21875,platform_onset_hypothesis,83785,1.0,83785.0,1.0,83785,3.3984375,1.1796875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.2984375,1.1796875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,82851,83760,0.0,401.7062306556165,11.177631246268518,"[[69.58938291942457, 92.83583219283514, 94.1997291561164], [10.669499104493354, -0.3522087413010695, 63.260473122397], [-56.758857281624124, -55.98856333316976, -66.90947581835175]]"
A2,37,1,1,85072,85124,0.203125,87272,230157,85639,2.21484375,platform_onset_hypothesis,85983,1.0,85983.0,1.0,85983,3.55859375,1.34375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.45859375,1.34375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,retained,85008,85958,0.0,1154.2827769796836,14.895416025077338,"[[-269.52377263883, -617.3063914301388, -466.03097368291947], [-268.0976535217968, -582.6696033523687, -351.40979869531765], [-5.1343736676378935, -7.631755070701935, -12.805947804871865]]"
A2,38,1,-1,87272,87325,0.20703125,89489,230157,87840,2.21875,platform_onset_hypothesis,88205,1.0,88205.0,1.0,88205,3.64453125,1.42578125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,False,3.54453125,1.42578125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,block_boundary_24s_buffer,87208,88180,,,,
A2,39,1,1,89489,89541,0.203125,91757,230157,90057,2.21875,platform_onset_hypothesis,90473,1.0,90473.0,1.0,90473,3.84375,1.625,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.74375,1.625,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,block_boundary_24s_buffer,89425,90448,,,,
A2,40,1,-1,91757,91810,0.20703125,93938,230157,92325,2.21875,platform_onset_hypothesis,92650,1.0,92650.0,1.0,92650,3.48828125,1.26953125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,False,3.38828125,1.26953125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,48707,92847,causal,block_boundary_24s_buffer,91693,92625,,,,
A2,41,2,-1,93938,93990,0.203125,96182,230157,94505,2.21484375,platform_onset_hypothesis,94897,-1.0,94897.0,-1.0,94897,3.74609375,1.53125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.64609375,1.53125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,92847,137084,causal,block_boundary_24s_buffer,93874,94872,,,,
A2,42,2,-1,96182,96235,0.20703125,98375,230157,96750,2.21875,platform_onset_hypothesis,97091,-1.0,97091.0,-1.0,97091,3.55078125,1.33203125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.45078125,1.33203125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,92847,137084,causal,block_boundary_24s_buffer,96118,97066,,,,
A2,43,2,-1,98375,98427,0.203125,100571,230157,98942,2.21484375,platform_onset_hypothesis,99283,-1.0,99283.0,-1.0,99283,3.546875,1.33203125,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.446875,1.33203125,1.0,True,False,response_minus_gap,configured_horizon,observed_click,92847,137084,causal,block_boundary_24s_buffer,98311,99258,,,,
