dataset,trial_id,block,cue,cue_sample,cue_end_sample,cue_duration_s,next_cue_sample,record_stop_sample,target_sample,target_s,target_status,platform_end_sample,platform_sign,click_sample,click_side,response_sample,response_s,rt_s,response_status,correctness,correctness_reason,timeout,timeout_reason,n_platforms,n_clicks,cue_platform_disagree,valid_events,event_issue,horizon_s,gap_s,retained,end_s,behavior_duration_s,behavior_event,behavior_survival_eligible,eeg_administrative_cutoff,window_status,bound_reason,behavior_status,filter_start_sample,filter_stop_sample,filter_mode,reason,epoch_start_sample,epoch_end_exclusive,saturation_fraction,PTP,max_jump,past_slopes
A2,97,4,-1,217535,217587,0.203125,219715,230157,218102,2.21484375,platform_onset_hypothesis,218429,-1.0,218429.0,-1.0,218429,3.4921875,1.27734375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.3921875,1.27734375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,181171,230157,causal,retained,217471,218404,0.0,220.18425401693074,10.272449322618968,"[[57.72743037226368, 93.8766440256417, 96.43436712479769], [106.92289155716551, 147.10481216989498, 161.50228607202803], [-47.910146697280254, -79.9093455864654, -76.19640291003525]]"
A2,98,4,-1,219715,219767,0.203125,221904,230157,220282,2.21484375,platform_onset_hypothesis,220617,-1.0,220617.0,-1.0,220617,3.5234375,1.30859375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,True,3.4234375,1.30859375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,181171,230157,causal,retained,219651,220592,0.0,510.07919213801614,13.555886858010467,"[[-86.27906599873614, -341.77418653527707, -175.92476786217983], [-30.865309848944072, -54.74257809605306, -29.78489952770193], [-18.998672485306464, -27.57733824568929, -30.58265592181046]]"
A2,99,4,-1,221904,221956,0.203125,224096,230157,222471,2.21484375,platform_onset_hypothesis,222810,1.0,222810.0,1.0,222810,3.5390625,1.32421875,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,True,True,none,2.0,0.1,True,3.4390625,1.32421875,1.0,True,False,response_minus_gap,configured_horizon,observed_click,181171,230157,causal,retained,221840,222785,0.0,508.5408815487769,10.494857639920951,"[[-275.1845611622553, -208.4886113126263, -331.81914564946965], [-176.25313811912247, 162.07471166827168, -174.2457255329706], [13.864992203023794, -2.894133501693643, 12.540587118407228]]"
A2,100,4,-1,224096,224148,0.203125,230157,230157,224663,2.21484375,platform_onset_hypothesis,225022,-1.0,225022.0,-1.0,225022,3.6171875,1.40234375,explicit_click,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,1,False,True,none,2.0,0.1,False,3.5171875,1.40234375,1.0,True,False,response_minus_gap,configured_horizon,observed_click,181171,230157,causal,block_boundary_24s_buffer,224032,224997,,,,
B1,1,0,-1,5154,5207,0.20703125,7486,223005,5726,2.234375,platform_onset_hypothesis,6204,-1.0,,,6204,4.1015625,1.8671875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,4.0015625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,block_boundary_24s_buffer,5090,6179,,,,
B1,2,0,-1,7486,7539,0.20703125,9647,223005,8054,2.21875,platform_onset_hypothesis,8363,-1.0,,,8363,3.42578125,1.20703125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.32578125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,7422,8338,0.0,245.8464282069777,16.658792971253874,"[[88.12268737245128, -160.58145356110077, -147.5648769740851], [-28.6942245382254, -301.0041672943899, -151.9626435733011], [12.092748417857651, -22.46000294878705, -20.653402739535252]]"
B1,3,0,1,9647,9699,0.203125,11776,223005,10214,2.21484375,platform_onset_hypothesis,10493,1.0,,,10493,3.3046875,1.08984375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.2046875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,9583,10468,0.0,652.3316919938304,11.47647576097313,"[[-156.85954112479874, 572.4247635253881, 682.1450971833776], [112.69492008536588, 43.5510385179557, -82.61249868109854], [22.110872749556194, -27.9700108799947, -41.318166494592674]]"
B1,4,0,-1,11776,11828,0.203125,13888,223005,12343,2.21484375,platform_onset_hypothesis,12604,-1.0,,,12604,3.234375,1.01953125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.134375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,11712,12579,0.0,513.5982853790988,9.847247604584084,"[[-426.8946240030257, 522.5086565233663, 628.4997014508972], [-79.50831064603636, 460.5823627871731, 553.3363945636446], [73.60647464770011, -79.51705008044448, -124.32642927373078]]"
B1,5,0,1,13888,13940,0.203125,16049,223005,14455,2.21484375,platform_onset_hypothesis,14763,1.0,,,14763,3.41796875,1.203125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.31796875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,13824,14738,0.0,1129.0036631837709,11.745304126411156,"[[581.9620547802072, -787.313775581026, -712.9867490581476], [91.9863279754523, -302.6180738623574, -325.1715519823083], [64.77344206962863, -55.01685265466113, -61.3716956594298]]"
B1,6,0,1,16049,16101,0.203125,18233,223005,16616,2.21484375,platform_onset_hypothesis,16950,1.0,,,16950,3.51953125,1.3046875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.41953125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,quality,15985,16925,0.2663622526636225,3720.0002550261934,545.8632901392643,
B1,7,0,1,18233,18285,0.203125,20378,223005,18800,2.21484375,platform_onset_hypothesis,19092,1.0,,,19092,3.35546875,1.140625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.25546875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,18169,19067,0.0,291.12049257962803,12.15989200328653,"[[157.34963448965317, -205.0632157907635, -180.95768229082447], [131.23887052746807, -216.3106918313718, -205.1253828504598], [-59.96917365295131, 106.07487574415124, 95.98717278955394]]"
B1,8,0,-1,20378,20430,0.203125,22478,223005,20945,2.21484375,platform_onset_hypothesis,21193,-1.0,,,21193,3.18359375,0.96875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.08359375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,20314,21168,0.0,136.2329002397268,9.135866807742364,"[[56.21225877117007, -71.73096217045719, -114.87588520981157], [-7.9214154642295185, -43.20216912363721, 20.87299314049821], [-38.515844723839464, 51.64755587586787, 39.48479200048379]]"
B1,9,0,-1,22478,22530,0.203125,24782,223005,23046,2.21875,platform_onset_hypothesis,23499,-1.0,,,23499,3.98828125,1.76953125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.88828125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,22414,23474,0.0,79.32661173413503,9.380814101858022,"[[-1.5226737618278974, -4.787731111224968, 14.15879138490796], [-11.414071941770512, -25.55211026878023, 27.450188279491897], [2.884824900099784, 6.876182053680269, 1.0901875250654856]]"
B1,10,0,-1,24782,24835,0.20703125,26963,223005,25350,2.21875,platform_onset_hypothesis,25681,-1.0,,,25681,3.51171875,1.29296875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.41171875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,24718,25656,0.0,694.6798204842671,9.573771080038842,"[[-12.711736495192861, -17.20869004030541, -10.027266985978542], [-5.528811490471059, 9.899837883979465, -5.6186793988310875], [0.8443914281899507, 1.4514908216731206, -0.9690046263711289]]"
B1,11,0,1,26963,27015,0.203125,29103,223005,27530,2.21484375,platform_onset_hypothesis,27820,1.0,,,27820,3.34765625,1.1328125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.24765625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,26899,27795,0.0,210.7863117991275,10.634726276621763,"[[-105.60681165037215, 369.66839080192983, 293.4270718354502], [49.901775969214185, 39.337609321027685, 75.339962432775], [2.7984555731804877, 11.110176017520404, 32.01490330984328]]"
B1,12,0,-1,29103,29156,0.20703125,31236,223005,29671,2.21875,platform_onset_hypothesis,29954,-1.0,,,29954,3.32421875,1.10546875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.22421875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,29039,29929,0.0,136.37034515805033,9.980665669874263,"[[-59.58278586401222, -38.9119089341083, 16.65043738241036], [-33.727669603057926, 15.663811220852054, 30.285559007710617], [28.308853589961426, -28.28787651718574, -17.277239187345778]]"
B1,13,0,1,31236,31288,0.203125,33360,223005,31804,2.21875,platform_onset_hypothesis,32074,1.0,,,32074,3.2734375,1.0546875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.1734375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,31172,32049,0.0,379.3747170734211,11.199649262123458,"[[20.62256736278559, 61.81039061724232, 89.14965742276932], [60.807164920805135, -258.20250493415386, 8.646676600005478], [3.147668370612854, -11.88546453257258, -13.40912844014619]]"
B1,14,0,1,33360,33413,0.20703125,35553,223005,33928,2.21875,platform_onset_hypothesis,34269,1.0,,,34269,3.55078125,1.33203125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.45078125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,quality,33296,34244,0.11312217194570136,1284.4878310712195,11.273333207778762,
B1,15,0,-1,35553,35605,0.203125,37666,223005,36120,2.21484375,platform_onset_hypothesis,36384,-1.0,,,36384,3.24609375,1.03125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.14609375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,35489,36359,0.0,219.09578567279942,12.288001580030397,"[[36.90567217598985, -59.12207026721342, -57.30581257059282], [37.23676144706653, -76.27299159083125, -202.24147963477], [-23.741895954315844, 29.83291780329244, 77.17606482873167]]"
B1,16,0,1,37666,37718,0.203125,39798,223005,38233,2.21484375,platform_onset_hypothesis,38513,1.0,,,38513,3.30859375,1.09375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.20859375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,37602,38488,0.0,159.4355768444511,8.401156882407427,"[[-15.919269490453843, 40.04415099714291, 16.469820441490754], [-45.713185000917804, 75.87116332285075, 94.41242208016192], [-11.298296001226309, 15.071969283688338, 32.72397304812538]]"
B1,17,0,-1,39798,39850,0.203125,41899,223005,40365,2.21484375,platform_onset_hypothesis,40614,-1.0,,,40614,3.1875,0.97265625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.0875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,retained,39734,40589,0.0,1237.3874905983912,13.10400811909875,"[[-212.20530044271337, 283.24618101341684, 507.90399894783195], [-196.37516867879097, 463.5698170016274, 578.3615047240525], [19.63338972818639, -26.039147314930965, -43.601754142948145]]"
B1,18,0,-1,41899,41951,0.203125,44055,223005,42466,2.21484375,platform_onset_hypothesis,42769,-1.0,,,42769,3.3984375,1.18359375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.2984375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,block_boundary_24s_buffer,41835,42744,,,,
B1,19,0,1,44055,44107,0.203125,46168,223005,44623,2.21875,platform_onset_hypothesis,44883,1.0,,,44883,3.234375,1.015625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.134375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,block_boundary_24s_buffer,43991,44858,,,,
B1,20,0,-1,46168,46220,0.203125,48304,223005,46735,2.21484375,platform_onset_hypothesis,47021,-1.0,,,47021,3.33203125,1.1171875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.23203125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,0,47236,causal,block_boundary_24s_buffer,46104,46996,,,,
B1,21,1,1,48304,48356,0.203125,50461,223005,48872,2.21875,platform_onset_hypothesis,49176,1.0,,,49176,3.40625,1.1875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.30625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,block_boundary_24s_buffer,48240,49151,,,,
B1,22,1,1,50461,50513,0.203125,52617,223005,51028,2.21484375,platform_onset_hypothesis,51335,1.0,,,51335,3.4140625,1.19921875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.3140625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,block_boundary_24s_buffer,50397,51310,,,,
B1,23,1,1,52617,52669,0.203125,54762,223005,53185,2.21875,platform_onset_hypothesis,53477,1.0,,,53477,3.359375,1.140625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.259375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,block_boundary_24s_buffer,52553,53452,,,,
B1,24,1,1,54762,54814,0.203125,56882,223005,55329,2.21484375,platform_onset_hypothesis,55597,1.0,,,55597,3.26171875,1.046875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.16171875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,54698,55572,0.0,795.4974849011719,12.771029919563631,"[[-320.5367642430342, 481.02900497439487, 264.127531675774], [-95.1627565391558, 650.4085912567533, 694.8354282672273], [45.94258368722422, -66.38019261054464, -73.30175886490115]]"
B1,25,1,1,56882,56935,0.20703125,58975,223005,57450,2.21875,platform_onset_hypothesis,57691,1.0,,,57691,3.16015625,0.94140625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.06015625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,quality,56818,57666,0.05102040816326531,2558.726662111334,545.7258101919568,
B1,26,1,1,58975,59027,0.203125,61072,223005,59543,2.21875,platform_onset_hypothesis,59788,1.0,,,59788,3.17578125,0.95703125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.07578125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,58911,59763,0.0,779.64049579618,16.119314069698248,"[[133.53572030327993, 14.72863560886708, -18.292264892288927], [213.89780126205443, -23.94892917459795, -24.339196732273123], [-124.93204970983956, 52.87334669090237, 15.418570481667771]]"
B1,27,1,1,61072,61124,0.203125,63176,223005,61639,2.21484375,platform_onset_hypothesis,61892,1.0,,,61892,3.203125,0.98828125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.103125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,61008,61867,0.0,182.6514152904315,9.419635095420581,"[[118.34696071378221, 57.52548629548851, 18.947692512902677], [16.722962002627696, -16.541894071033244, -82.55613584816241], [-60.63463088974019, 27.985862678427296, 50.073637878784155]]"
B1,28,1,1,63176,63228,0.203125,65365,223005,63744,2.21875,platform_onset_hypothesis,64081,1.0,,,64081,3.53515625,1.31640625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.43515625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,63112,64056,0.0,1176.196748857547,12.020181704614401,"[[-36.12821488528539, -41.760824705369544, 188.27931266730866], [-119.15183181229114, 35.48735047138926, 296.6184802644351], [-4.997684495981709, 16.335157177691524, 38.334541443185515]]"
B1,29,1,1,65365,65417,0.203125,67489,223005,65932,2.21484375,platform_onset_hypothesis,66207,1.0,,,66207,3.2890625,1.07421875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.1890625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,65301,66182,0.0,183.26437875019263,10.205398691076539,"[[66.25658967263854, -4.65111804955643, 93.05113276003169], [34.00640249550451, 38.98615023019705, -38.09961205502563], [-16.43665849715831, -9.518749092046885, 24.05998851011757]]"
B1,30,1,-1,67489,67541,0.203125,69694,223005,68057,2.21875,platform_onset_hypothesis,68411,-1.0,,,68411,3.6015625,1.3828125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.5015625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,67425,68386,0.0,1026.496952969974,11.00657259931279,"[[326.37504388898856, -857.9114286207022, -72.25753932452798], [-164.4072466461625, 326.5529502962167, 19.929554301514536], [-19.43041864565167, 16.992277244802285, 15.488024511485724]]"
B1,31,1,1,69694,69746,0.203125,71822,223005,70261,2.21484375,platform_onset_hypothesis,70537,1.0,,,70537,3.29296875,1.078125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.19296875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,69630,70512,0.0,241.5355147012147,9.667648700250055,"[[-81.59850818847926, 221.69823313334024, -28.878045695242044], [36.38644326627156, -7.162786405066541, 11.318210058508788], [-14.038798362264819, 3.662859793129538, -4.780999372501697]]"
B1,32,1,-1,71822,71874,0.203125,73895,223005,72389,2.21484375,platform_onset_hypothesis,72609,-1.0,,,72609,3.07421875,0.859375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,2.97421875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,71758,72584,0.0,667.3236410830348,12.240304173821244,"[[638.3175254090352, 765.56299448039, 668.6878370534141], [583.1675977221425, -3.367964313805942, -125.19482683471563], [-31.67131161888971, -18.247802194747933, -35.506935710905914]]"
B1,33,1,-1,73895,73947,0.203125,76035,223005,74462,2.21484375,platform_onset_hypothesis,74750,-1.0,,,74750,3.33984375,1.125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.23984375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,73831,74725,0.0,495.02340500252944,9.720610874369754,"[[-118.22984678587113, 15.361958062674944, 195.2187174507983], [-278.10164770404685, 128.03290594758954, 435.5059666002204], [34.1525727517344, -110.47014743863386, -137.2872921184101]]"
B1,34,1,1,76035,76087,0.203125,78188,223005,76603,2.21875,platform_onset_hypothesis,76904,1.0,,,76904,3.39453125,1.17578125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.29453125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,75971,76879,0.0,763.239514343351,13.345305270298354,"[[-506.29079155926365, 708.6009717155556, 755.6223849139374], [-58.51650578154795, 180.99796965942568, 472.375683723224], [58.19088259422199, -44.95142754339753, -61.54320882791776]]"
B1,35,1,-1,78188,78240,0.203125,80340,223005,78755,2.21484375,platform_onset_hypothesis,79057,-1.0,,,79057,3.39453125,1.1796875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.29453125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,78124,79032,0.0,966.5041324319685,9.78651315209163,"[[-374.75533390541904, 502.04276712706906, 245.47359190803854], [-163.95411880319193, 249.13713517575528, 216.84870256160346], [99.93947173376682, -64.4563723366343, -55.92190321538746]]"
B1,36,1,-1,80340,80392,0.203125,82429,223005,80908,2.21875,platform_onset_hypothesis,81147,-1.0,,,81147,3.15234375,0.93359375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.05234375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,quality,80276,81122,0.03793691389599318,2536.8149887181826,303.5995286692628,
B1,37,1,-1,82429,82481,0.203125,84649,223005,82996,2.21484375,platform_onset_hypothesis,83365,-1.0,,,83365,3.65625,1.44140625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.55625,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,retained,82365,83340,0.0,983.0036354216383,14.944235086252206,"[[-65.27676456045012, 407.0136770736925, 203.18121893891896], [-46.67592927069873, 89.93154080438602, 55.878145317155536], [-29.430232994509176, 26.979929689431483, 7.4229682542462845]]"
B1,38,1,-1,84649,84702,0.20703125,86790,223005,85217,2.21875,platform_onset_hypothesis,85508,-1.0,,,85508,3.35546875,1.13671875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.25546875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,block_boundary_24s_buffer,84585,85483,,,,
B1,39,1,1,86790,86842,0.203125,88926,223005,87357,2.21484375,platform_onset_hypothesis,87644,1.0,,,87644,3.3359375,1.12109375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.2359375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,block_boundary_24s_buffer,86726,87619,,,,
B1,40,1,1,88926,88979,0.20703125,91091,223005,89494,2.21875,platform_onset_hypothesis,89809,1.0,,,89809,3.44921875,1.23046875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.34921875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,47236,90008,causal,block_boundary_24s_buffer,88862,89784,,,,
B1,41,2,-1,91091,91143,0.203125,93191,223005,91658,2.21484375,platform_onset_hypothesis,91909,-1.0,,,91909,3.1953125,0.98046875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.0953125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,90008,132743,causal,block_boundary_24s_buffer,91027,91884,,,,
B1,42,2,1,93191,93244,0.20703125,95340,223005,93759,2.21875,platform_onset_hypothesis,94055,1.0,,,94055,3.375,1.15625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.275,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,90008,132743,causal,block_boundary_24s_buffer,93127,94030,,,,
B1,43,2,1,95340,95392,0.203125,97457,223005,95908,2.21875,platform_onset_hypothesis,96171,1.0,,,96171,3.24609375,1.02734375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.14609375,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,90008,132743,causal,block_boundary_24s_buffer,95276,96146,,,,
B1,44,2,1,97457,97509,0.203125,99705,223005,98024,2.21484375,platform_onset_hypothesis,98419,1.0,,,98419,3.7578125,1.54296875,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.6578125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,90008,132743,causal,retained,97393,98394,0.0,320.601635143235,18.637779429807452,"[[97.15745349653776, -1.651752359907789, -6.978271003743771], [119.80065820363073, -22.678717667098017, -61.062967331810604], [-27.885152639263254, -11.034342241489355, -22.6502044065643]]"
B1,45,2,1,99705,99757,0.203125,101998,223005,100273,2.21875,platform_onset_hypothesis,100711,1.0,,,100711,3.9296875,1.7109375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.8296875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,90008,132743,causal,retained,99641,100686,0.0,139.6857966330564,12.572592095234844,"[[63.80269494461044, 7.773264014322972, 49.112874906340764], [23.204757757865885, 7.294316540030593, 6.924256682968245], [4.095310072021583, -3.3060801181875124, -9.134260020479404]]"
B1,46,2,-1,101998,102050,0.203125,104198,223005,102565,2.21484375,platform_onset_hypothesis,102913,-1.0,,,102913,3.57421875,1.359375,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,False,3.47421875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,90008,132743,causal,quality,101934,102888,0.04681647940074907,1269.0232177429973,17.932274047699934,
B1,47,2,-1,104198,104250,0.203125,106294,223005,104765,2.21484375,platform_onset_hypothesis,105010,-1.0,,,105010,3.171875,0.95703125,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.071875,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,90008,132743,causal,retained,104134,104985,0.0,1543.1741807334417,15.458588119136095,"[[223.67650179045904, -439.41425249790063, 554.7893725901631], [430.0742688845364, -947.5790982197801, 19.945167526291836], [-53.651757024262885, 55.50600041660148, 41.81484366139878]]"
B1,48,2,1,106294,106347,0.20703125,108395,223005,106862,2.21875,platform_onset_hypothesis,107112,1.0,,,107112,3.1953125,0.9765625,platform_end_proxy,,target_ground_truth_unavailable,,experimental_deadline_unavailable,1,0,False,True,none,2.0,0.1,True,3.0953125,,,False,False,response_minus_gap,configured_horizon,proxy_only_not_observed_click,90008,132743,causal,retained,106230,107087,0.0,1054.422410200613,17.40674152452152,"[[-160.18447099980193, 54.1807462382435, -51.979686692228086], [-202.72334822804862, 329.97926716098516, -132.74210206127952], [31.531888169886567, -98.7663467497714, 58.04973630281131]]"
