scenario,time_s,correct_cdf,error_cdf,unresolved_survival
weak_memory,1.06640625,0.1645,0.049666666666666665,0.7858333333333334
weak_memory,1.0703125,0.165,0.049833333333333334,0.7851666666666667
weak_memory,1.07421875,0.16566666666666666,0.050166666666666665,0.7841666666666667
weak_memory,1.078125,0.16683333333333333,0.0505,0.7826666666666666
weak_memory,1.08203125,0.167,0.050666666666666665,0.7823333333333333
weak_memory,1.0859375,0.16816666666666666,0.050833333333333335,0.781
weak_memory,1.08984375,0.16883333333333334,0.051,0.7801666666666666
weak_memory,1.09375,0.16916666666666666,0.051333333333333335,0.7795
weak_memory,1.09765625,0.17016666666666666,0.051833333333333335,0.778
weak_memory,1.1015625,0.17033333333333334,0.052,0.7776666666666666
weak_memory,1.10546875,0.172,0.052333333333333336,0.7756666666666667
weak_memory,1.109375,0.17283333333333334,0.052833333333333336,0.7743333333333333
weak_memory,1.11328125,0.17366666666666666,0.05333333333333334,0.773
weak_memory,1.1171875,0.17516666666666666,0.05366666666666667,0.7711666666666667
weak_memory,1.12109375,0.17583333333333334,0.05383333333333333,0.7703333333333334
weak_memory,1.125,0.17666666666666667,0.0545,0.7688333333333334
weak_memory,1.12890625,0.17816666666666667,0.055,0.7668333333333333
weak_memory,1.1328125,0.17866666666666667,0.05533333333333333,0.766
weak_memory,1.13671875,0.1795,0.05583333333333333,0.7646666666666667
weak_memory,1.140625,0.18033333333333335,0.056,0.7636666666666666
weak_memory,1.14453125,0.18083333333333335,0.0565,0.7626666666666666
weak_memory,1.1484375,0.1815,0.057166666666666664,0.7613333333333333
weak_memory,1.15234375,0.18183333333333335,0.057666666666666665,0.7605000000000001
weak_memory,1.15625,0.18266666666666667,0.058166666666666665,0.7591666666666667
weak_memory,1.16015625,0.18366666666666667,0.058666666666666666,0.7576666666666667
weak_memory,1.1640625,0.18483333333333332,0.058833333333333335,0.7563333333333334
weak_memory,1.16796875,0.18583333333333332,0.059,0.7551666666666668
weak_memory,1.171875,0.18633333333333332,0.059,0.7546666666666666
weak_memory,1.17578125,0.188,0.059166666666666666,0.7528333333333334
weak_memory,1.1796875,0.18916666666666668,0.059833333333333336,0.751
weak_memory,1.18359375,0.18983333333333333,0.06016666666666667,0.75
weak_memory,1.1875,0.1905,0.060333333333333336,0.7491666666666666
weak_memory,1.19140625,0.19216666666666668,0.060833333333333336,0.747
weak_memory,1.1953125,0.19316666666666665,0.06133333333333333,0.7454999999999999
weak_memory,1.19921875,0.19383333333333333,0.06166666666666667,0.7445
weak_memory,1.203125,0.19433333333333333,0.06166666666666667,0.744
weak_memory,1.20703125,0.19533333333333333,0.06216666666666667,0.7424999999999999
weak_memory,1.2109375,0.19633333333333333,0.06216666666666667,0.7414999999999999
weak_memory,1.21484375,0.1975,0.06233333333333333,0.7401666666666666
weak_memory,1.21875,0.198,0.06233333333333333,0.7396666666666667
weak_memory,1.22265625,0.19883333333333333,0.06283333333333334,0.7383333333333334
weak_memory,1.2265625,0.19933333333333333,0.06316666666666666,0.7374999999999999
weak_memory,1.23046875,0.20016666666666666,0.06333333333333334,0.7365
weak_memory,1.234375,0.20166666666666666,0.06433333333333334,0.734
weak_memory,1.23828125,0.203,0.06483333333333334,0.7321666666666666
weak_memory,1.2421875,0.20383333333333334,0.06483333333333334,0.7313333333333334
weak_memory,1.24609375,0.20533333333333334,0.06566666666666666,0.729
weak_memory,1.25,0.206,0.066,0.728
weak_memory,1.25390625,0.20683333333333334,0.0665,0.7266666666666667
weak_memory,1.2578125,0.20766666666666667,0.067,0.7253333333333334
weak_memory,1.26171875,0.2085,0.06733333333333333,0.7241666666666666
weak_memory,1.265625,0.20933333333333334,0.0675,0.7231666666666666
weak_memory,1.26953125,0.21016666666666667,0.0675,0.7223333333333334
weak_memory,1.2734375,0.2105,0.068,0.7215
weak_memory,1.27734375,0.21116666666666667,0.06816666666666667,0.7206666666666666
weak_memory,1.28125,0.212,0.06833333333333333,0.7196666666666667
weak_memory,1.28515625,0.21233333333333335,0.069,0.7186666666666666
weak_memory,1.2890625,0.21333333333333335,0.06966666666666667,0.717
weak_memory,1.29296875,0.21416666666666667,0.07033333333333333,0.7155
weak_memory,1.296875,0.21483333333333332,0.07083333333333333,0.7143333333333334
weak_memory,1.30078125,0.2155,0.071,0.7135
weak_memory,1.3046875,0.21633333333333332,0.07133333333333333,0.7123333333333334
weak_memory,1.30859375,0.21716666666666667,0.07166666666666667,0.7111666666666666
weak_memory,1.3125,0.218,0.0725,0.7095
weak_memory,1.31640625,0.21866666666666668,0.07266666666666667,0.7086666666666667
weak_memory,1.3203125,0.22016666666666668,0.07333333333333333,0.7065
weak_memory,1.32421875,0.22066666666666668,0.07416666666666667,0.7051666666666666
weak_memory,1.328125,0.22133333333333333,0.07433333333333333,0.7043333333333333
weak_memory,1.33203125,0.222,0.07466666666666667,0.7033333333333334
weak_memory,1.3359375,0.22233333333333333,0.07483333333333334,0.7028333333333334
weak_memory,1.33984375,0.22333333333333333,0.07516666666666667,0.7014999999999999
weak_memory,1.34375,0.22416666666666665,0.07533333333333334,0.7005
weak_memory,1.34765625,0.22483333333333333,0.0755,0.6996666666666667
weak_memory,1.3515625,0.22533333333333333,0.07583333333333334,0.6988333333333333
weak_memory,1.35546875,0.22616666666666665,0.0765,0.6973333333333334
weak_memory,1.359375,0.22733333333333333,0.07683333333333334,0.6958333333333333
weak_memory,1.36328125,0.22766666666666666,0.07733333333333334,0.695
weak_memory,1.3671875,0.22866666666666666,0.07816666666666666,0.6931666666666667
weak_memory,1.37109375,0.229,0.079,0.6920000000000001
weak_memory,1.375,0.22983333333333333,0.07966666666666666,0.6905
weak_memory,1.37890625,0.23166666666666666,0.07983333333333334,0.6885
weak_memory,1.3828125,0.23216666666666666,0.0805,0.6873333333333334
weak_memory,1.38671875,0.233,0.08066666666666666,0.6863333333333334
weak_memory,1.390625,0.23366666666666666,0.08116666666666666,0.6851666666666667
weak_memory,1.39453125,0.23416666666666666,0.08133333333333333,0.6845
weak_memory,1.3984375,0.235,0.0815,0.6835
weak_memory,1.40234375,0.23583333333333334,0.08183333333333333,0.6823333333333333
weak_memory,1.40625,0.23666666666666666,0.08233333333333333,0.6809999999999999
weak_memory,1.41015625,0.23683333333333334,0.08233333333333333,0.6808333333333333
weak_memory,1.4140625,0.23733333333333334,0.08266666666666667,0.6799999999999999
weak_memory,1.41796875,0.23833333333333334,0.08266666666666667,0.679
weak_memory,1.421875,0.23933333333333334,0.08266666666666667,0.6779999999999999
weak_memory,1.42578125,0.23966666666666667,0.08266666666666667,0.6776666666666666
weak_memory,1.4296875,0.24016666666666667,0.08333333333333333,0.6765
weak_memory,1.43359375,0.241,0.0835,0.6755
weak_memory,1.4375,0.242,0.08383333333333333,0.6741666666666667
weak_memory,1.44140625,0.24266666666666667,0.08483333333333333,0.6725
weak_memory,1.4453125,0.2435,0.08483333333333333,0.6716666666666666
weak_memory,1.44921875,0.24416666666666667,0.08533333333333333,0.6705
weak_memory,1.453125,0.24483333333333332,0.0855,0.6696666666666666
weak_memory,1.45703125,0.24483333333333332,0.08633333333333333,0.6688333333333333
weak_memory,1.4609375,0.2455,0.087,0.6675
weak_memory,1.46484375,0.24633333333333332,0.08716666666666667,0.6665000000000001
weak_memory,1.46875,0.24733333333333332,0.08733333333333333,0.6653333333333333
weak_memory,1.47265625,0.248,0.08816666666666667,0.6638333333333333
weak_memory,1.4765625,0.24833333333333332,0.08833333333333333,0.6633333333333333
weak_memory,1.48046875,0.249,0.08883333333333333,0.6621666666666667
weak_memory,1.484375,0.249,0.08883333333333333,0.6621666666666667
weak_memory,1.48828125,0.24916666666666668,0.08916666666666667,0.6616666666666666
weak_memory,1.4921875,0.25,0.0895,0.6605
weak_memory,1.49609375,0.25033333333333335,0.08983333333333333,0.6598333333333334
weak_memory,1.5,0.25133333333333335,0.09033333333333333,0.6583333333333332
weak_memory,1.50390625,0.252,0.09066666666666667,0.6573333333333333
weak_memory,1.5078125,0.253,0.09083333333333334,0.6561666666666667
weak_memory,1.51171875,0.25383333333333336,0.09116666666666666,0.655
weak_memory,1.515625,0.2545,0.09166666666666666,0.6538333333333334
weak_memory,1.51953125,0.25533333333333336,0.09216666666666666,0.6525
weak_memory,1.5234375,0.25633333333333336,0.093,0.6506666666666667
weak_memory,1.52734375,0.2575,0.09316666666666666,0.6493333333333333
weak_memory,1.53125,0.25866666666666666,0.0935,0.6478333333333334
weak_memory,1.53515625,0.2595,0.094,0.6465
weak_memory,1.5390625,0.26016666666666666,0.09433333333333334,0.6455
weak_memory,1.54296875,0.2608333333333333,0.09483333333333334,0.6443333333333334
weak_memory,1.546875,0.26166666666666666,0.09483333333333334,0.6435
weak_memory,1.55078125,0.2625,0.09516666666666666,0.6423333333333334
weak_memory,1.5546875,0.26266666666666666,0.0955,0.6418333333333334
weak_memory,1.55859375,0.26366666666666666,0.0955,0.6408333333333333
weak_memory,1.5625,0.26416666666666666,0.09616666666666666,0.6396666666666667
weak_memory,1.56640625,0.2653333333333333,0.097,0.6376666666666667
weak_memory,1.5703125,0.2658333333333333,0.09783333333333333,0.6363333333333333
weak_memory,1.57421875,0.2665,0.0985,0.635
weak_memory,1.578125,0.2675,0.09866666666666667,0.6338333333333332
weak_memory,1.58203125,0.2685,0.099,0.6325000000000001
weak_memory,1.5859375,0.2698333333333333,0.0995,0.6306666666666666
weak_memory,1.58984375,0.27116666666666667,0.0995,0.6293333333333333
weak_memory,1.59375,0.272,0.10016666666666667,0.6278333333333334
weak_memory,1.59765625,0.2725,0.10016666666666667,0.6273333333333334
weak_memory,1.6015625,0.273,0.10083333333333333,0.6261666666666666
weak_memory,1.60546875,0.2738333333333333,0.101,0.6251666666666666
weak_memory,1.609375,0.2745,0.10133333333333333,0.6241666666666668
weak_memory,1.61328125,0.276,0.10216666666666667,0.6218333333333333
weak_memory,1.6171875,0.2765,0.10233333333333333,0.6211666666666666
weak_memory,1.62109375,0.2771666666666667,0.10266666666666667,0.6201666666666666
weak_memory,1.625,0.278,0.103,0.619
weak_memory,1.62890625,0.279,0.10333333333333333,0.6176666666666666
weak_memory,1.6328125,0.2793333333333333,0.10383333333333333,0.6168333333333333
weak_memory,1.63671875,0.28,0.10433333333333333,0.6156666666666666
weak_memory,1.640625,0.2801666666666667,0.1045,0.6153333333333333
weak_memory,1.64453125,0.281,0.10466666666666667,0.6143333333333333
weak_memory,1.6484375,0.2815,0.10483333333333333,0.6136666666666667
weak_memory,1.65234375,0.2825,0.10533333333333333,0.6121666666666667
weak_memory,1.65625,0.2836666666666667,0.106,0.6103333333333333
weak_memory,1.66015625,0.2841666666666667,0.10633333333333334,0.6094999999999999
weak_memory,1.6640625,0.2846666666666667,0.107,0.6083333333333334
weak_memory,1.66796875,0.2848333333333333,0.1075,0.6076666666666667
weak_memory,1.671875,0.2851666666666667,0.10816666666666666,0.6066666666666667
weak_memory,1.67578125,0.2856666666666667,0.10883333333333334,0.6054999999999999
weak_memory,1.6796875,0.28583333333333333,0.109,0.6051666666666666
weak_memory,1.68359375,0.2865,0.1095,0.604
weak_memory,1.6875,0.287,0.11,0.6030000000000001
weak_memory,1.69140625,0.2876666666666667,0.11033333333333334,0.6019999999999999
weak_memory,1.6953125,0.2885,0.111,0.6005
weak_memory,1.69921875,0.28983333333333333,0.11133333333333334,0.5988333333333333
weak_memory,1.703125,0.2901666666666667,0.1115,0.5983333333333333
weak_memory,1.70703125,0.29033333333333333,0.112,0.5976666666666667
weak_memory,1.7109375,0.2911666666666667,0.11216666666666666,0.5966666666666667
weak_memory,1.71484375,0.29183333333333333,0.113,0.5951666666666666
weak_memory,1.71875,0.2925,0.1135,0.594
weak_memory,1.72265625,0.29333333333333333,0.11383333333333333,0.5928333333333333
weak_memory,1.7265625,0.2945,0.11416666666666667,0.5913333333333334
weak_memory,1.73046875,0.29533333333333334,0.11433333333333333,0.5903333333333334
weak_memory,1.734375,0.296,0.11466666666666667,0.5893333333333333
weak_memory,1.73828125,0.29733333333333334,0.11466666666666667,0.588
weak_memory,1.7421875,0.29783333333333334,0.11466666666666667,0.5874999999999999
weak_memory,1.74609375,0.2981666666666667,0.11516666666666667,0.5866666666666667
weak_memory,1.75,0.2986666666666667,0.116,0.5853333333333334
weak_memory,1.75390625,0.29933333333333334,0.11633333333333333,0.5843333333333334
weak_memory,1.7578125,0.29983333333333334,0.1165,0.5836666666666666
weak_memory,1.76171875,0.3005,0.11666666666666667,0.5828333333333333
weak_memory,1.765625,0.30183333333333334,0.11683333333333333,0.5813333333333333
weak_memory,1.76953125,0.30216666666666664,0.117,0.5808333333333333
weak_memory,1.7734375,0.30316666666666664,0.11766666666666667,0.5791666666666667
weak_memory,1.77734375,0.30333333333333334,0.11833333333333333,0.5783333333333334
weak_memory,1.78125,0.30366666666666664,0.119,0.5773333333333334
weak_memory,1.78515625,0.304,0.11933333333333333,0.5766666666666667
weak_memory,1.7890625,0.30466666666666664,0.11966666666666667,0.5756666666666667
weak_memory,1.79296875,0.30533333333333335,0.12,0.5746666666666667
weak_memory,1.796875,0.30583333333333335,0.1205,0.5736666666666665
weak_memory,1.80078125,0.30633333333333335,0.121,0.5726666666666667
weak_memory,1.8046875,0.307,0.12116666666666667,0.5718333333333334
weak_memory,1.80859375,0.30816666666666664,0.12166666666666667,0.5701666666666666
weak_memory,1.8125,0.30866666666666664,0.12183333333333334,0.5695
weak_memory,1.81640625,0.30916666666666665,0.12216666666666667,0.5686666666666668
weak_memory,1.8203125,0.3095,0.12216666666666667,0.5683333333333334
weak_memory,1.82421875,0.31,0.1225,0.5674999999999999
weak_memory,1.828125,0.31033333333333335,0.12283333333333334,0.5668333333333333
weak_memory,1.83203125,0.311,0.12316666666666666,0.5658333333333334
weak_memory,1.8359375,0.31166666666666665,0.12366666666666666,0.5646666666666667
weak_memory,1.83984375,0.312,0.124,0.564
weak_memory,1.84375,0.31283333333333335,0.1245,0.5626666666666666
weak_memory,1.84765625,0.31366666666666665,0.12483333333333334,0.5615
weak_memory,1.8515625,0.31433333333333335,0.125,0.5606666666666666
weak_memory,1.85546875,0.31466666666666665,0.12533333333333332,0.56
weak_memory,1.859375,0.31533333333333335,0.12566666666666668,0.5589999999999999
weak_memory,1.86328125,0.31583333333333335,0.12566666666666668,0.5584999999999999
weak_memory,1.8671875,0.31616666666666665,0.12616666666666668,0.5576666666666666
weak_memory,1.87109375,0.31616666666666665,0.1265,0.5573333333333332
weak_memory,1.875,0.31683333333333336,0.12716666666666668,0.556
weak_memory,1.87890625,0.31716666666666665,0.12733333333333333,0.5555000000000001
weak_memory,1.8828125,0.31766666666666665,0.128,0.5543333333333333
weak_memory,1.88671875,0.318,0.12833333333333333,0.5536666666666666
weak_memory,1.890625,0.31866666666666665,0.12866666666666668,0.5526666666666666
weak_memory,1.89453125,0.31866666666666665,0.12916666666666668,0.5521666666666667
weak_memory,1.8984375,0.31933333333333336,0.12916666666666668,0.5515
weak_memory,1.90234375,0.31966666666666665,0.1295,0.5508333333333333
weak_memory,1.90625,0.32,0.12983333333333333,0.5501666666666666
weak_memory,1.91015625,0.32,0.13016666666666668,0.5498333333333333
weak_memory,1.9140625,0.3205,0.13066666666666665,0.5488333333333333
weak_memory,1.91796875,0.32083333333333336,0.13116666666666665,0.548
weak_memory,1.921875,0.32083333333333336,0.13133333333333333,0.5478333333333334
weak_memory,1.92578125,0.3215,0.1315,0.5469999999999999
weak_memory,1.9296875,0.3233333333333333,0.132,0.5446666666666667
weak_memory,1.93359375,0.3235,0.13233333333333333,0.5441666666666667
weak_memory,1.9375,0.324,0.13266666666666665,0.5433333333333332
weak_memory,1.94140625,0.32416666666666666,0.133,0.5428333333333333
weak_memory,1.9453125,0.3245,0.13316666666666666,0.5423333333333333
weak_memory,1.94921875,0.325,0.13366666666666666,0.5413333333333334
weak_memory,1.953125,0.32566666666666666,0.1345,0.5398333333333334
weak_memory,1.95703125,0.327,0.13533333333333333,0.5376666666666667
weak_memory,1.9609375,0.3278333333333333,0.13616666666666666,0.536
weak_memory,1.96484375,0.3283333333333333,0.1365,0.5351666666666666
weak_memory,1.96875,0.3285,0.13683333333333333,0.5346666666666666
weak_memory,1.97265625,0.32916666666666666,0.13716666666666666,0.5336666666666667
weak_memory,1.9765625,0.3293333333333333,0.1375,0.5331666666666668
weak_memory,1.98046875,0.32966666666666666,0.138,0.5323333333333333
weak_memory,1.984375,0.3303333333333333,0.13833333333333334,0.5313333333333333
weak_memory,1.98828125,0.3303333333333333,0.13916666666666666,0.5305
weak_memory,1.9921875,0.33066666666666666,0.1395,0.5298333333333334
weak_memory,1.99609375,0.33116666666666666,0.13983333333333334,0.529
weak_memory,2.0,0.3315,0.1405,0.528
retrieval_off,0.0,0.0,0.0,1.0
retrieval_off,0.00390625,0.0,0.0,1.0
retrieval_off,0.0078125,0.0,0.0,1.0
retrieval_off,0.01171875,0.0,0.0,1.0
retrieval_off,0.015625,0.0,0.0,1.0
retrieval_off,0.01953125,0.0,0.0,1.0
retrieval_off,0.0234375,0.0,0.0,1.0
retrieval_off,0.02734375,0.0,0.0,1.0
retrieval_off,0.03125,0.0,0.0,1.0
retrieval_off,0.03515625,0.0,0.0,1.0
retrieval_off,0.0390625,0.0,0.0,1.0
retrieval_off,0.04296875,0.0,0.0,1.0
retrieval_off,0.046875,0.0,0.0,1.0
retrieval_off,0.05078125,0.0,0.0,1.0
retrieval_off,0.0546875,0.0,0.0,1.0
retrieval_off,0.05859375,0.0,0.0,1.0
retrieval_off,0.0625,0.0,0.0,1.0
retrieval_off,0.06640625,0.0,0.0,1.0
retrieval_off,0.0703125,0.0,0.0,1.0
retrieval_off,0.07421875,0.0,0.0,1.0
retrieval_off,0.078125,0.0,0.0,1.0
retrieval_off,0.08203125,0.0,0.0,1.0
retrieval_off,0.0859375,0.0,0.0,1.0
retrieval_off,0.08984375,0.0,0.0,1.0
retrieval_off,0.09375,0.0,0.0,1.0
retrieval_off,0.09765625,0.0,0.0,1.0
retrieval_off,0.1015625,0.0,0.0,1.0
retrieval_off,0.10546875,0.0,0.0,1.0
retrieval_off,0.109375,0.0,0.0,1.0
retrieval_off,0.11328125,0.0,0.0,1.0
retrieval_off,0.1171875,0.0,0.0,1.0
retrieval_off,0.12109375,0.0,0.0,1.0
retrieval_off,0.125,0.0,0.0,1.0
retrieval_off,0.12890625,0.0,0.0,1.0
retrieval_off,0.1328125,0.0,0.0,1.0
retrieval_off,0.13671875,0.0,0.0,1.0
retrieval_off,0.140625,0.0,0.0,1.0
retrieval_off,0.14453125,0.0,0.0,1.0
retrieval_off,0.1484375,0.0,0.0,1.0
retrieval_off,0.15234375,0.0,0.0,1.0
retrieval_off,0.15625,0.0,0.0,1.0
retrieval_off,0.16015625,0.0,0.0,1.0
retrieval_off,0.1640625,0.0,0.0,1.0
retrieval_off,0.16796875,0.0,0.0,1.0
retrieval_off,0.171875,0.0,0.0,1.0
retrieval_off,0.17578125,0.0,0.0,1.0
retrieval_off,0.1796875,0.0,0.0,1.0
retrieval_off,0.18359375,0.0,0.0,1.0
retrieval_off,0.1875,0.0,0.0,1.0
retrieval_off,0.19140625,0.0,0.0,1.0
retrieval_off,0.1953125,0.0,0.0,1.0
retrieval_off,0.19921875,0.0,0.0,1.0
retrieval_off,0.203125,0.0,0.0,1.0
retrieval_off,0.20703125,0.0,0.0,1.0
retrieval_off,0.2109375,0.0,0.0,1.0
retrieval_off,0.21484375,0.0,0.0,1.0
retrieval_off,0.21875,0.0003333333333333333,0.0,0.9996666666666667
retrieval_off,0.22265625,0.0005,0.0,0.9995
retrieval_off,0.2265625,0.0005,0.0,0.9995
retrieval_off,0.23046875,0.0005,0.00016666666666666666,0.9993333333333334
retrieval_off,0.234375,0.0005,0.00016666666666666666,0.9993333333333334
retrieval_off,0.23828125,0.0005,0.00016666666666666666,0.9993333333333334
retrieval_off,0.2421875,0.0005,0.00016666666666666666,0.9993333333333334
retrieval_off,0.24609375,0.0005,0.00016666666666666666,0.9993333333333334
retrieval_off,0.25,0.0005,0.00016666666666666666,0.9993333333333334
retrieval_off,0.25390625,0.0006666666666666666,0.00016666666666666666,0.9991666666666666
retrieval_off,0.2578125,0.0006666666666666666,0.0003333333333333333,0.999
retrieval_off,0.26171875,0.001,0.0003333333333333333,0.9986666666666667
retrieval_off,0.265625,0.001,0.0003333333333333333,0.9986666666666667
retrieval_off,0.26953125,0.0011666666666666668,0.0005,0.9983333333333334
retrieval_off,0.2734375,0.0011666666666666668,0.0005,0.9983333333333334
retrieval_off,0.27734375,0.0011666666666666668,0.0005,0.9983333333333334
retrieval_off,0.28125,0.0015,0.0005,0.9980000000000001
retrieval_off,0.28515625,0.0016666666666666668,0.0006666666666666666,0.9976666666666666
retrieval_off,0.2890625,0.0016666666666666668,0.0006666666666666666,0.9976666666666666
retrieval_off,0.29296875,0.0016666666666666668,0.001,0.9973333333333333
retrieval_off,0.296875,0.0016666666666666668,0.001,0.9973333333333333
retrieval_off,0.30078125,0.0018333333333333333,0.001,0.9971666666666666
retrieval_off,0.3046875,0.0018333333333333333,0.001,0.9971666666666666
retrieval_off,0.30859375,0.0021666666666666666,0.0011666666666666668,0.9966666666666667
retrieval_off,0.3125,0.0023333333333333335,0.0011666666666666668,0.9965
retrieval_off,0.31640625,0.0025,0.0011666666666666668,0.9963333333333334
retrieval_off,0.3203125,0.0026666666666666666,0.0013333333333333333,0.996
retrieval_off,0.32421875,0.003,0.0013333333333333333,0.9956666666666667
retrieval_off,0.328125,0.0031666666666666666,0.0015,0.9953333333333334
retrieval_off,0.33203125,0.0035,0.0018333333333333333,0.9946666666666667
retrieval_off,0.3359375,0.0035,0.002,0.9945
retrieval_off,0.33984375,0.0035,0.002,0.9945
retrieval_off,0.34375,0.003833333333333333,0.0021666666666666666,0.994
retrieval_off,0.34765625,0.003833333333333333,0.0023333333333333335,0.9938333333333333
retrieval_off,0.3515625,0.004166666666666667,0.0023333333333333335,0.9935
retrieval_off,0.35546875,0.004333333333333333,0.0023333333333333335,0.9933333333333334
retrieval_off,0.359375,0.0045,0.0023333333333333335,0.9931666666666668
retrieval_off,0.36328125,0.004833333333333334,0.0025,0.9926666666666667
retrieval_off,0.3671875,0.004833333333333334,0.0026666666666666666,0.9924999999999999
retrieval_off,0.37109375,0.005333333333333333,0.0028333333333333335,0.9918333333333333
retrieval_off,0.375,0.0065,0.0031666666666666666,0.9903333333333334
retrieval_off,0.37890625,0.007,0.0031666666666666666,0.9898333333333333
retrieval_off,0.3828125,0.0075,0.0031666666666666666,0.9893333333333334
retrieval_off,0.38671875,0.007666666666666666,0.0033333333333333335,0.989
retrieval_off,0.390625,0.007666666666666666,0.0035,0.9888333333333333
retrieval_off,0.39453125,0.007833333333333333,0.004166666666666667,0.988
retrieval_off,0.3984375,0.008166666666666666,0.005,0.9868333333333333
retrieval_off,0.40234375,0.0085,0.0055,0.9860000000000001
retrieval_off,0.40625,0.0085,0.006,0.9855
retrieval_off,0.41015625,0.008666666666666666,0.0065,0.9848333333333333
retrieval_off,0.4140625,0.008833333333333334,0.006833333333333334,0.9843333333333333
retrieval_off,0.41796875,0.0095,0.007166666666666667,0.9833333333333334
retrieval_off,0.421875,0.010333333333333333,0.0075,0.9821666666666667
retrieval_off,0.42578125,0.011,0.008,0.981
retrieval_off,0.4296875,0.011166666666666667,0.0085,0.9803333333333334
retrieval_off,0.43359375,0.011833333333333333,0.008833333333333334,0.9793333333333333
retrieval_off,0.4375,0.012,0.009,0.979
retrieval_off,0.44140625,0.012333333333333333,0.009333333333333334,0.9783333333333334
retrieval_off,0.4453125,0.012666666666666666,0.009666666666666667,0.9776666666666666
retrieval_off,0.44921875,0.012833333333333334,0.010166666666666666,0.977
retrieval_off,0.453125,0.013,0.010166666666666666,0.9768333333333333
retrieval_off,0.45703125,0.013166666666666667,0.011,0.9758333333333333
retrieval_off,0.4609375,0.013833333333333333,0.011166666666666667,0.975
retrieval_off,0.46484375,0.014,0.0115,0.9745
retrieval_off,0.46875,0.014833333333333334,0.012,0.9731666666666666
retrieval_off,0.47265625,0.015,0.012166666666666666,0.9728333333333333
retrieval_off,0.4765625,0.015,0.012666666666666666,0.9723333333333333
retrieval_off,0.48046875,0.015833333333333335,0.013166666666666667,0.971
retrieval_off,0.484375,0.0165,0.013333333333333334,0.9701666666666667
retrieval_off,0.48828125,0.016833333333333332,0.014166666666666666,0.969
retrieval_off,0.4921875,0.017,0.014333333333333333,0.9686666666666667
retrieval_off,0.49609375,0.0175,0.014666666666666666,0.9678333333333333
retrieval_off,0.5,0.017833333333333333,0.015166666666666667,0.967
retrieval_off,0.50390625,0.017833333333333333,0.016,0.9661666666666666
retrieval_off,0.5078125,0.018166666666666668,0.01633333333333333,0.9655
retrieval_off,0.51171875,0.018666666666666668,0.016666666666666666,0.9646666666666666
retrieval_off,0.515625,0.019,0.017166666666666667,0.9638333333333333
retrieval_off,0.51953125,0.019833333333333335,0.0175,0.9626666666666667
retrieval_off,0.5234375,0.02033333333333333,0.017666666666666667,0.962
retrieval_off,0.52734375,0.0205,0.018,0.9615
retrieval_off,0.53125,0.020833333333333332,0.0185,0.9606666666666667
retrieval_off,0.53515625,0.021666666666666667,0.019166666666666665,0.9591666666666666
retrieval_off,0.5390625,0.021833333333333333,0.019166666666666665,0.959
retrieval_off,0.54296875,0.0225,0.0195,0.9580000000000001
retrieval_off,0.546875,0.023166666666666665,0.020166666666666666,0.9566666666666667
retrieval_off,0.55078125,0.023333333333333334,0.020833333333333332,0.9558333333333333
retrieval_off,0.5546875,0.023666666666666666,0.021666666666666667,0.9546666666666668
retrieval_off,0.55859375,0.024166666666666666,0.022166666666666668,0.9536666666666667
retrieval_off,0.5625,0.024333333333333332,0.022333333333333334,0.9533333333333334
retrieval_off,0.56640625,0.025,0.022333333333333334,0.9526666666666667
retrieval_off,0.5703125,0.025666666666666667,0.0225,0.9518333333333334
retrieval_off,0.57421875,0.026,0.023,0.951
retrieval_off,0.578125,0.026166666666666668,0.023666666666666666,0.9501666666666667
retrieval_off,0.58203125,0.02666666666666667,0.024333333333333332,0.9490000000000001
retrieval_off,0.5859375,0.027166666666666665,0.0245,0.9483333333333334
retrieval_off,0.58984375,0.028,0.0245,0.9475
retrieval_off,0.59375,0.028333333333333332,0.024666666666666667,0.9470000000000001
retrieval_off,0.59765625,0.029,0.025,0.946
retrieval_off,0.6015625,0.029166666666666667,0.0255,0.9453333333333334
retrieval_off,0.60546875,0.029666666666666668,0.026333333333333334,0.9440000000000001
retrieval_off,0.609375,0.030666666666666665,0.0265,0.9428333333333334
retrieval_off,0.61328125,0.031166666666666665,0.02666666666666667,0.9421666666666667
retrieval_off,0.6171875,0.03166666666666667,0.027333333333333334,0.9410000000000001
retrieval_off,0.62109375,0.0325,0.0275,0.9400000000000001
retrieval_off,0.625,0.03333333333333333,0.028333333333333332,0.9383333333333334
retrieval_off,0.62890625,0.0335,0.028833333333333332,0.9376666666666666
retrieval_off,0.6328125,0.034,0.029666666666666668,0.9363333333333334
retrieval_off,0.63671875,0.034333333333333334,0.030333333333333334,0.9353333333333333
retrieval_off,0.640625,0.035333333333333335,0.0305,0.9341666666666667
retrieval_off,0.64453125,0.0355,0.031,0.9335
retrieval_off,0.6484375,0.036166666666666666,0.03166666666666667,0.9321666666666667
retrieval_off,0.65234375,0.03666666666666667,0.03283333333333333,0.9305
retrieval_off,0.65625,0.037333333333333336,0.033166666666666664,0.9295
retrieval_off,0.66015625,0.038,0.033666666666666664,0.9283333333333333
retrieval_off,0.6640625,0.03833333333333333,0.034,0.9276666666666666
retrieval_off,0.66796875,0.039,0.034833333333333334,0.9261666666666666
retrieval_off,0.671875,0.04,0.0355,0.9245
retrieval_off,0.67578125,0.041,0.035666666666666666,0.9233333333333333
