cue,channel,metric,stage,point,low,high,n_trials,n_boot
-1,F4,positive_mean,V7减V4,6.330333798558996,-16.555390483309544,31.905172167133006,46,400
-1,F4,positive_mean,V7减V6,-0.3683109905289115,-1.2080322596027326,0.16190549373599983,46,400
1,Fz,proxy_MAE,预处理,15.948826556300093,2.622972704184218,62.72268594372622,48,400
1,Fz,proxy_MAE,V3,13.042197213962005,2.5294009522120877,57.96448175904348,48,400
1,Fz,proxy_MAE,V4,12.914743471556282,2.479879119300357,61.422388375418066,48,400
1,Fz,proxy_MAE,V6,15.49371409358852,2.535254159487391,62.538292168135825,48,400
1,Fz,proxy_MAE,V7,15.515085987592695,2.539824512903294,62.60139879709099,48,400
1,Fz,proxy_MAE,V7减预处理,-0.43374056870739786,-1.346235704070471,0.7479024945307532,48,400
1,Fz,proxy_MAE,V7减V3,2.4728887736306895,-5.199722772474606,9.23317287804543,48,400
1,Fz,proxy_MAE,V7减V4,2.600342516036413,-4.553894267052022,6.867573030405458,48,400
1,Fz,proxy_MAE,V7减V6,0.021371894004174052,-0.249741404325325,0.20420158669237792,48,400
1,Fz,positive_mean,预处理,18.459606519839472,0.0,65.23346590726558,48,400
1,Fz,positive_mean,V3,15.55297717750139,0.0,58.31509511211019,48,400
1,Fz,positive_mean,V4,15.425523435095668,0.0,61.35974673818999,48,400
1,Fz,positive_mean,V6,18.004494057127904,0.0,65.04907213167523,48,400
1,Fz,positive_mean,V7,18.025865951132072,0.0,65.11217876063037,48,400
1,Fz,positive_mean,V7减预处理,-0.43374056870739963,-1.346235704070478,0.14718012282901916,48,400
1,Fz,positive_mean,V7减V3,2.4728887736306824,-2.476626366127797,9.233172878045423,48,400
1,Fz,positive_mean,V7减V4,2.600342516036404,-0.23598468590756647,6.867573030405451,48,400
1,Fz,positive_mean,V7减V6,0.021371894004168723,-0.2374752749391404,0.20372025741960262,48,400
1,F3,proxy_MAE,预处理,17.092363703313495,2.3971779131678517,58.329476963086805,48,400
1,F3,proxy_MAE,V3,5.014521630050372,2.185687769464044,10.27433500803085,48,400
1,F3,proxy_MAE,V4,5.653102940774143,2.239121810340202,24.469781685591837,48,400
1,F3,proxy_MAE,V6,15.376474588932593,2.147245017263573,52.36605487865284,48,400
1,F3,proxy_MAE,V7,15.674882632266625,2.199828544481655,51.6773689991025,48,400
1,F3,proxy_MAE,V7减预处理,-1.4174810710468702,-6.933372092573825,0.34823186774311254,48,400
1,F3,proxy_MAE,V7减V3,10.660361002216252,-3.8429152119091174,45.21978163486598,48,400
1,F3,proxy_MAE,V7减V4,10.021779691492483,-4.553505612380862,29.36794389174556,48,400
1,F3,proxy_MAE,V7减V6,0.2984080433340317,-2.068330037924141,1.0201399961605826,48,400
1,F3,positive_mean,预处理,0.0,0.0,24.090644808150078,48,400
1,F3,positive_mean,V3,2.3564452991145672,0.2693576592480289,5.972824838767207,48,400
1,F3,positive_mean,V4,1.4309894979898916,0.0,18.250352731683027,48,400
1,F3,positive_mean,V6,0.0,0.0,22.801901884270162,48,400
1,F3,positive_mean,V7,0.0,0.0,21.26021729654075,48,400
1,F3,positive_mean,V7减预处理,0.0,-3.0460344489820326,0.2052091185207044,48,400
1,F3,positive_mean,V7减V3,-2.3564452991145672,-5.596595091036251,18.67033509355094,48,400
1,F3,positive_mean,V7减V4,-1.4309894979898916,-8.556087141200397,6.427510865035771,48,400
1,F3,positive_mean,V7减V6,0.0,-2.0200217464087866,0.0,48,400
1,F4,proxy_MAE,预处理,7.428362242474929,2.4030085665243206,50.32870993893871,48,400
1,F4,proxy_MAE,V3,4.108560853467409,2.1853389953457696,12.484805433470278,48,400
1,F4,proxy_MAE,V4,3.482792925945544,2.1831806167142043,26.026239683554408,48,400
1,F4,proxy_MAE,V6,6.813010328059052,2.425465911794983,46.59090325604413,48,400
1,F4,proxy_MAE,V7,6.838131715114573,2.3062282738886766,44.33726515392503,48,400
1,F4,proxy_MAE,V7减预处理,-0.5902305273603563,-6.1924002279796015,0.3404374654934546,48,400
1,F4,proxy_MAE,V7减V3,2.7295708616471632,-5.385813562883162,39.413967076131925,48,400
1,F4,proxy_MAE,V7减V4,3.3553387891690285,-5.4392527395623835,25.841809712396618,48,400
1,F4,proxy_MAE,V7减V6,0.025121387055520472,-2.1223899298457494,0.6119930200409693,48,400
1,F4,positive_mean,预处理,0.07328523320838871,0.0,33.60477669155183,48,400
1,F4,positive_mean,V3,1.7294507108242927,0.0,6.137337301419124,48,400
1,F4,positive_mean,V4,1.5620215037780776,0.0,18.57235300230648,48,400
1,F4,positive_mean,V6,0.17989411992564366,0.0,31.33184108681068,48,400
1,F4,positive_mean,V7,0.1806772607550063,0.0,29.3510917221035,48,400
1,F4,positive_mean,V7减预处理,0.1073920275466176,-4.270717749399648,0.2543688163338705,48,400
1,F4,positive_mean,V7减V3,-1.5487734500692865,-4.864467058167825,26.167769550842046,48,400
1,F4,positive_mean,V7减V4,-1.3813442430230713,-4.687457840869941,14.373745973434195,48,400
1,F4,positive_mean,V7减V6,0.0007831408293626496,-1.7456940281745625,0.20947508625501432,48,400
