stage,cue,channel,MAE_before,MAE_after,RMSE_before,RMSE_after,corr_before,corr_after,shape_distance_before,shape_distance_after,baseline_RMS_before,baseline_RMS_after,trial_PTP_median_before,trial_PTP_median_after,SNR_proxy_dB_before,SNR_proxy_dB_after,edge_band_ratio_before,edge_band_ratio_after,amp_error_before,amp_error_after,latency_error_before_ms,latency_error_after_ms,P300_positive_mean_before,P300_positive_mean_after,P300_positive_mean_ref,P300_positive_mean_error_before,P300_positive_mean_error_after,P300_AUC_before_unit_ms,P300_AUC_after_unit_ms,P300_AUC_ref_unit_ms,P300_AUC_error_before_unit_ms,P300_AUC_error_after_unit_ms,P300_amp_before,P300_amp_after,P300_lat_before_ms,P300_lat_after_ms,n_trials,positive_peak_valid,reference_positive_peak_valid,latency_error_valid
预处理,-1,Fz,9.676717541715277,9.676717541715277,9.908346990519878,9.908346990519878,0.8779968740381463,0.8779968740381463,0.4141959960085163,0.4141959960085163,18.68157036567333,18.68157036567333,157.13831814510368,157.13831814510368,-30.224465708112763,-30.224465708112763,0.3340411949391091,0.3340411949391091,13.008627345201457,13.008627345201457,3.90625,3.90625,1.003573738157463,1.003573738157463,8.025436584197248,7.0218628460397845,7.0218628460397845,254.81364445404333,254.81364445404333,2014.2503255251554,1759.4366810711122,1759.4366810711122,4.700880828037939,4.700880828037939,355.46875,355.46875,46,True,True,True
预处理,-1,F3,6.156330785269456,6.156330785269456,7.071995346815276,7.071995346815276,0.7512311306582815,0.7512311306582815,0.6155728735338685,0.6155728735338685,22.028942097447093,22.028942097447093,172.46586410151602,172.46586410151602,-25.47726474623492,-25.47726474623492,0.5652404009447999,0.5652404009447999,6.0318300823176845,6.0318300823176845,140.625,140.625,9.173229718362187,9.173229718362187,4.066356935371628,5.106872782990559,5.106872782990559,2292.9297444964636,2292.9297444964636,1018.3053054209333,1274.6244390755303,1274.6244390755303,18.036948074723014,18.036948074723014,500.0,500.0,46,True,True,True
预处理,-1,F4,33.53543782924629,33.53543782924629,34.298063118587805,34.298063118587805,-0.4176712469501769,-0.4176712469501769,1.4595250704564127,1.4595250704564127,19.717563938158406,19.717563938158406,155.59356885859216,155.59356885859216,-12.039086070007093,-12.039086070007093,0.45690742543739776,0.45690742543739776,38.803760061092476,38.803760061092476,183.59375,183.59375,41.88392537395796,41.88392537395796,8.348487544711666,33.53543782924629,33.53543782924629,10475.06294007194,10475.06294007194,2086.112234479786,8388.950705592155,8388.950705592155,52.93197712156464,52.93197712156464,500.0,500.0,46,True,True,True
预处理,1,Fz,15.948826556300093,15.948826556300093,16.205286102580864,16.205286102580864,0.7473812501640587,0.7473812501640587,0.5765567561431143,0.5765567561431143,21.812171748969558,21.812171748969558,165.3663532959017,165.3663532959017,-19.726363333007082,-19.726363333007082,0.3619279584431658,0.3619279584431658,10.324325035489961,10.324325035489961,7.8125,7.8125,18.459606519839472,18.459606519839472,3.061711950877125,15.397894568962347,15.397894568962347,4620.170119277694,4620.170119277694,770.0134055187203,3850.156713758973,3850.156713758973,23.002938018630996,23.002938018630996,328.125,328.125,48,True,True,True
预处理,1,F3,17.092363703313495,17.092363703313495,17.260030878859347,17.260030878859347,0.7272120292680084,0.7272120292680084,0.6187852749275067,0.6187852749275067,19.78454782305008,19.78454782305008,146.17983564265586,146.17983564265586,-21.996144617458878,-21.996144617458878,0.515243323380248,0.515243323380248,,,,,0.0,0.0,5.913740429916491,5.913740429916491,5.913740429916491,0.0,0.0,1488.3964806035578,1488.3964806035578,1488.3964806035578,,,,,48,False,True,False
预处理,1,F4,7.428362242474929,7.428362242474929,7.798663417080837,7.798663417080837,0.885441732414304,0.885441732414304,0.38416144270994523,0.38416144270994523,20.52475815818411,20.52475815818411,155.07438348548231,155.07438348548231,-26.532640602896215,-26.532640602896215,0.47989255561460525,0.47989255561460525,8.077099007509561,8.077099007509561,7.8125,7.8125,0.07328523320838871,0.07328523320838871,3.0976965065659043,3.0244112733575155,3.0244112733575155,18.607578744317443,18.607578744317443,779.3148023549262,760.7072236106087,760.7072236106087,1.0737475405933548,1.0737475405933548,324.21875,324.21875,48,True,True,True
V3,-1,Fz,9.676717541715277,8.534642649130697,9.908346990519878,8.995608642995572,0.8779968740381463,0.78212343789377,0.4141959960085163,0.5495151665113841,18.68157036567333,16.981612591661982,157.13831814510368,139.45341007821838,-30.224465708112763,-30.361788551658208,0.3340411949391091,0.32337589844457665,13.008627345201457,9.633454260882415,3.90625,7.8125,1.003573738157463,1.513883206989298,8.025436584197248,7.0218628460397845,6.5115533772079495,254.81364445404333,384.2756433991732,2014.2503255251554,1759.4366810711122,1629.9746821259823,4.700880828037939,8.076053912356981,355.46875,351.5625,46,True,True,True
V3,-1,F3,6.156330785269456,4.456847109318396,7.071995346815276,4.825402155653643,0.7512311306582815,0.613302982788696,0.6155728735338685,0.7968800139376164,22.028942097447093,12.697094452696964,172.46586410151602,138.98766023065994,-25.47726474623492,-16.66811883958241,0.5652404009447999,0.36912186711229705,6.0318300823176845,0.6045514627110169,140.625,140.625,9.173229718362187,3.0544771673640696,4.066356935371628,5.106872782990559,1.0118797680075584,2292.9297444964636,753.284111772724,1018.3053054209333,1274.6244390755303,265.0211936482093,18.036948074723014,11.400566529694313,500.0,500.0,46,True,True,True
V3,-1,F4,33.53543782924629,2.6259001552328187,34.298063118587805,3.0364730102522146,-0.4176712469501769,0.37810134587774635,1.4595250704564127,0.9523573948309204,19.717563938158406,12.476078170925359,155.59356885859216,128.92094420296922,-12.039086070007093,-13.358865760500649,0.45690742543739776,0.26250109362142376,38.803760061092476,0.4315487906233102,183.59375,35.15625,41.88392537395796,8.926025136975369,8.348487544711666,33.53543782924629,0.5775375922637025,10475.06294007194,2228.4646592991585,2086.112234479786,8388.950705592155,142.35242481937257,52.93197712156464,14.559765851095474,500.0,351.5625,46,True,True,True
V3,1,Fz,15.948826556300093,13.042197213962005,16.205286102580864,13.402557247526989,0.7473812501640587,0.7263341868288505,0.5765567561431143,0.613572645616412,21.812171748969558,20.263263690963484,165.3663532959017,140.17779488009572,-19.726363333007082,-20.55448963774415,0.3619279584431658,0.3803284978731278,10.324325035489961,6.589472389155011,7.8125,7.8125,18.459606519839472,15.55297717750139,3.061711950877125,15.397894568962347,12.491265226624265,4620.170119277694,3892.6657559635355,770.0134055187203,3850.156713758973,3122.652350444815,23.002938018630996,19.268085372296046,328.125,328.125,48,True,True,True
V3,1,F3,17.092363703313495,5.014521630050372,17.260030878859347,5.653329215783912,0.7272120292680084,0.777294871614052,0.6187852749275067,0.5395323621421523,19.78454782305008,11.69787924251618,146.17983564265586,102.67123526314492,-21.996144617458878,-13.326756531710322,0.515243323380248,0.3411047448761276,,6.347829335640946,,42.96875,0.0,2.3564452991145672,5.913740429916491,5.913740429916491,3.5572951308019234,0.0,593.9905684752237,1488.3964806035578,1488.3964806035578,894.4059121283342,,6.34326758203916,,328.125,48,True,True,True
V3,1,F4,7.428362242474929,4.108560853467409,7.798663417080837,5.042329492974839,0.885441732414304,0.8818850046483353,0.38416144270994523,0.3819664435653295,20.52475815818411,11.250422776410796,155.07438348548231,119.24404249505291,-26.532640602896215,-14.127740982264093,0.47989255561460525,0.3374520792886857,8.077099007509561,3.4190321118546017,7.8125,7.8125,0.07328523320838871,1.7294507108242927,3.0976965065659043,3.0244112733575155,1.3682457957416116,18.607578744317443,439.11834454523057,779.3148023549262,760.7072236106087,340.19645780969563,1.0737475405933548,5.731814436248314,324.21875,324.21875,48,True,True,True
V4,-1,Fz,9.676717541715277,7.574325626409031,9.908346990519878,7.918840121263724,0.8779968740381463,0.8549292865624315,0.4141959960085163,0.46322980539455305,18.68157036567333,18.156883098882716,157.13831814510368,157.13831814510368,-30.224465708112763,-31.214704752359687,0.3340411949391091,0.31313231959280186,13.008627345201457,9.770740715535482,3.90625,7.8125,1.003573738157463,1.9381558645871195,8.025436584197248,7.0218628460397845,6.087280719610129,254.81364445404333,492.1098874928233,2014.2503255251554,1759.4366810711122,1522.140438032332,4.700880828037939,7.938767457703913,355.46875,351.5625,46,True,True,True
V4,-1,F3,6.156330785269456,3.1614183071880215,7.071995346815276,3.9553635730922876,0.7512311306582815,0.8768399784791635,0.6155728735338685,0.41964966380611035,22.028942097447093,16.907487227540745,172.46586410151602,154.40933367236877,-25.47726474623492,-26.541568046868168,0.5652404009447999,0.41857217193909557,6.0318300823176845,1.1374770954951394,140.625,140.625,9.173229718362187,5.611611473271364,4.066356935371628,5.106872782990559,1.5452545378997362,2292.9297444964636,1403.5973645085296,1018.3053054209333,1274.6244390755303,385.2920590875963,18.036948074723014,10.86764089691019,500.0,500.0,46,True,True,True
V4,-1,F4,33.53543782924629,25.65467925384876,34.298063118587805,26.15178608315862,-0.4176712469501769,-0.2370353447094493,1.4595250704564127,1.4007195148449951,19.717563938158406,14.78291945179525,155.59356885859216,142.40142745755088,-12.039086070007093,-9.969214283291043,0.45690742543739776,0.29387587923766606,38.803760061092476,26.091318987920044,183.59375,183.59375,41.88392537395796,34.00316679856042,8.348487544711666,33.53543782924629,25.654679253848755,10475.06294007194,8505.831235745985,2086.112234479786,8388.950705592155,6419.7190012661995,52.93197712156464,40.21953604839221,500.0,500.0,46,True,True,True
V4,1,Fz,15.948826556300093,12.914743471556282,16.205286102580864,13.201605784157962,0.7473812501640587,0.8122596926904044,0.5765567561431143,0.48931793702229237,21.812171748969558,20.781817999170734,165.3663532959017,149.7485568370223,-19.726363333007082,-21.05682364139422,0.3619279584431658,0.3765969763855794,10.324325035489961,7.1841616754937245,7.8125,7.8125,18.459606519839472,15.425523435095668,3.061711950877125,15.397894568962347,12.363811484218543,4620.170119277694,3860.3965979605787,770.0134055187203,3850.156713758973,3090.3831924418582,23.002938018630996,19.86277465863476,328.125,328.125,48,True,True,True
V4,1,F3,17.092363703313495,5.653102940774143,17.260030878859347,6.077897338168699,0.7272120292680084,0.740912022616883,0.6187852749275067,0.6081789310425099,19.78454782305008,15.249277606662952,146.17983564265586,123.74178131306198,-21.996144617458878,-26.3193831092482,0.515243323380248,0.3793898319613945,,8.179907395521152,,42.96875,0.0,1.4309894979898916,5.913740429916491,5.913740429916491,4.482750931926599,0.0,363.3371772239959,1488.3964806035578,1488.3964806035578,1125.059303379562,,4.511189522158953,,328.125,48,True,True,True
