dataset,fold,seed,level,stage,n_trials,V5_base,trend_strength,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-2,2,2053,1.0,V4,19,V4,0.1,120.55988310289096,0.6886626371642625,35.16602529041306,15.665922650124097,36.458333333333336,6,0.8785873357793463
VisualCogA_Task-2,2,2053,1.0,V5,19,V4,0.1,134.41771882264624,0.7678214207209043,27.733233316040664,15.963436089790562,36.458333333333336,6,0.9382167650372584
VisualCogA_Task-2,2,2053,2.0,预处理,19,V4,0.1,310.77381649250736,1.7752034135988695,121.69695575198264,64.7903028510129,108.07291666666667,6,2.4928777496938954
VisualCogA_Task-2,2,2053,2.0,V3,19,V4,0.1,156.2020616882087,0.8922580294880621,45.21623008528806,67.47893891595817,86.58854166666667,6,1.4068536524826778
VisualCogA_Task-2,2,2053,2.0,V4,19,V4,0.1,183.35488327391698,1.0473604834586416,85.80894474836163,31.00576152648483,82.03125,6,1.4695508114636902
VisualCogA_Task-2,2,2053,2.0,V5,19,V4,0.1,204.8884589244872,1.17036465875667,65.44140692411482,23.299941196024815,82.03125,6,1.4903660049171645
VisualCogA_Task-2,3,2027,0.0,预处理,19,V4,0.1,1.3829687641532538e-14,8.601378367799223e-17,1.4632739896536142e-14,2.3684757858670005e-15,0.0,6,1.4624871070764622e-16
VisualCogA_Task-2,3,2027,0.0,V3,19,V4,0.1,127.564448570386,0.7933874696767663,78.30503916744415,68.26512566505363,69.01041666666667,6,1.4614718357965235
VisualCogA_Task-2,3,2027,0.0,V4,19,V4,0.1,127.65214904690946,0.7939329230529866,77.8615445686498,68.90306665804637,69.01041666666667,6,1.4646058070957055
VisualCogA_Task-2,3,2027,0.0,V5,19,V4,0.1,141.01190075582008,0.8770239387915448,83.82865760798393,77.34574919119684,69.01041666666667,6,1.6187623508213562
VisualCogA_Task-2,3,2027,0.5,预处理,19,V4,0.1,55.644778025777505,0.3460828634730276,66.79844381272105,25.692717944785162,41.666666666666664,6,0.7136053602360948
VisualCogA_Task-2,3,2027,0.5,V3,19,V4,0.1,132.04665858810642,0.8212645882969821,76.76113567698611,74.17695411655517,74.21875,6,1.5213164329747642
VisualCogA_Task-2,3,2027,0.5,V4,19,V4,0.1,131.9784012455704,0.8208400615507889,76.72301961227303,74.19460885042719,74.21875,6,1.5208831784094465
VisualCogA_Task-2,3,2027,0.5,V5,19,V4,0.1,144.5601832071033,0.8990924921171116,91.61668538735553,80.44101649511582,74.21875,6,1.6843007594490749
VisualCogA_Task-2,3,2027,1.0,预处理,19,V4,0.1,111.07381667350973,0.6908239352386066,133.54288489193326,43.03962133160314,125.0,6,1.3737941750615659
VisualCogA_Task-2,3,2027,1.0,V3,19,V4,0.1,133.55774081470346,0.8306627687278868,66.32058333033643,77.94017769168522,29.296875,6,1.5216524704103196
VisualCogA_Task-2,3,2027,1.0,V4,19,V4,0.1,133.9457453796692,0.8330759642809672,66.03626439927139,78.54731953817875,29.296875,6,1.5269576252734531
VisualCogA_Task-2,3,2027,1.0,V5,19,V4,0.1,146.90362310327868,0.9136675235651587,91.32771253312653,82.61737196888656,52.734375,6,1.7115130065140707
VisualCogA_Task-2,3,2027,2.0,预处理,19,V4,0.1,222.1974881169198,1.381957942367821,267.2001830707564,71.92132277239519,125.0,6,2.6601989937691006
VisualCogA_Task-2,3,2027,2.0,V3,19,V4,0.1,134.83802038286007,0.8386254713338419,63.134662054988006,75.39495602079572,54.036458333333336,6,1.5038777357628146
VisualCogA_Task-2,3,2027,2.0,V4,19,V4,0.1,134.58884788064594,0.8370757422105618,62.06651789564076,75.1347211675076,54.036458333333336,6,1.497387812292663
VisualCogA_Task-2,3,2027,2.0,V5,19,V4,0.1,152.19066206910077,0.9465502782369007,107.21228866000355,76.08033604264618,54.036458333333336,6,1.7531357310589577
VisualCogA_Task-2,3,2039,0.0,预处理,19,V4,0.1,1.3829687641532538e-14,8.601378367799223e-17,1.4632739896536142e-14,2.3684757858670005e-15,0.0,6,1.4624871070764622e-16
VisualCogA_Task-2,3,2039,0.0,V3,19,V4,0.1,127.564448570386,0.7933874696767663,78.30503916744415,68.26512566505363,69.01041666666667,6,1.4614718357965235
VisualCogA_Task-2,3,2039,0.0,V4,19,V4,0.1,127.65214904690946,0.7939329230529866,77.8615445686498,68.90306665804637,69.01041666666667,6,1.4646058070957055
VisualCogA_Task-2,3,2039,0.0,V5,19,V4,0.1,141.01190075582008,0.8770239387915448,83.82865760798393,77.34574919119684,69.01041666666667,6,1.6187623508213562
VisualCogA_Task-2,3,2039,0.5,预处理,19,V4,0.1,69.95901743375316,0.43511031831264907,100.64967459391967,43.45936076479461,118.48958333333333,6,1.0184014188485835
VisualCogA_Task-2,3,2039,0.5,V3,19,V4,0.1,132.78711959252342,0.8258698877301119,57.925995018998556,78.03984637745894,126.953125,6,1.4913743955385677
VisualCogA_Task-2,3,2039,0.5,V4,19,V4,0.1,133.44892989847708,0.8299860189087518,59.33060193460903,79.61192103063861,126.953125,6,1.5096360281855647
VisualCogA_Task-2,3,2039,0.5,V5,19,V4,0.1,147.87972815844762,0.9197384118772096,69.59786765247972,83.47249506952623,126.953125,6,1.6553279178741902
VisualCogA_Task-2,3,2039,1.0,预处理,19,V4,0.1,139.8440370756947,0.8697604071376545,201.27848492972078,82.10385639177552,164.0625,6,2.0063316574163625
VisualCogA_Task-2,3,2039,1.0,V3,19,V4,0.1,132.5486083516869,0.8243864663538785,44.31046441950538,78.82525069559789,111.97916666666667,6,1.4524348820126363
VisualCogA_Task-2,3,2039,1.0,V4,19,V4,0.1,133.00165396934415,0.8272041849288377,46.16661616127965,80.4149118519377,111.97916666666667,6,1.4709116735638796
VisualCogA_Task-2,3,2039,1.0,V5,19,V4,0.1,150.69483987805538,0.9372470076427818,63.4048671259049,81.02661771625668,151.04166666666666,6,1.6383656794655603
VisualCogA_Task-2,3,2039,2.0,预处理,19,V4,0.1,279.8013899764362,1.7402255823883355,403.14799372660013,132.35683580015223,166.015625,6,3.817109395574958
VisualCogA_Task-2,3,2039,2.0,V3,19,V4,0.1,137.27783350389944,0.8537998963423703,56.27677686412291,74.95567976292037,146.484375,6,1.4949937620358322
VisualCogA_Task-2,3,2039,2.0,V4,19,V4,0.1,137.7366630729888,0.8566535882205727,56.06278631438243,76.6211554675129,146.484375,6,1.5075404276111373
VisualCogA_Task-2,3,2039,2.0,V5,19,V4,0.1,167.42433143757734,1.04129613046766,84.80361179008095,70.28607148309113,146.484375,6,1.7421587210894556
VisualCogA_Task-2,3,2053,0.0,预处理,19,V4,0.1,1.3829687641532538e-14,8.601378367799223e-17,1.4632739896536142e-14,2.3684757858670005e-15,0.0,6,1.4624871070764622e-16
VisualCogA_Task-2,3,2053,0.0,V3,19,V4,0.1,127.564448570386,0.7933874696767663,78.30503916744415,68.26512566505363,69.01041666666667,6,1.4614718357965235
VisualCogA_Task-2,3,2053,0.0,V4,19,V4,0.1,127.65214904690946,0.7939329230529866,77.8615445686498,68.90306665804637,69.01041666666667,6,1.4646058070957055
VisualCogA_Task-2,3,2053,0.0,V5,19,V4,0.1,141.01190075582008,0.8770239387915448,83.82865760798393,77.34574919119684,69.01041666666667,6,1.6187623508213562
VisualCogA_Task-2,3,2053,0.5,预处理,19,V4,0.1,60.68806115190048,0.37744957797021333,35.81290227491806,24.716701774393883,52.734375,6,0.6425444050741921
VisualCogA_Task-2,3,2053,0.5,V3,19,V4,0.1,131.9572805086326,0.820708701064191,63.945659885520946,82.82669238857021,14.322916666666666,6,1.5347046737924437
VisualCogA_Task-2,3,2053,0.5,V4,19,V4,0.1,131.97420289824942,0.8208139499170606,63.277204964066115,83.18527867039401,14.322916666666666,6,1.5349614224060266
VisualCogA_Task-2,3,2053,0.5,V5,19,V4,0.1,145.7447494969516,0.9064599057021637,69.6366626993279,86.52878466917873,14.322916666666666,6,1.6611786569664782
VisualCogA_Task-2,3,2053,1.0,预处理,19,V4,0.1,121.0978923897322,0.7531687041571495,71.67189326109164,48.928216506264526,78.77604166666667,6,1.2803596704809348
VisualCogA_Task-2,3,2053,1.0,V3,19,V4,0.1,133.96275339038755,0.833181745654534,53.50532205949777,80.60321858829424,13.671875,6,1.5008819602490886
VisualCogA_Task-2,3,2053,1.0,V4,19,V4,0.1,134.45397252185688,0.8362368845128988,53.98028368005996,82.03225795505992,13.671875,6,1.5143020263363975
VisualCogA_Task-2,3,2053,1.0,V5,19,V4,0.1,152.40309651062515,0.9478715148817659,62.54204350358716,81.24539001679504,13.671875,6,1.647667674631822
VisualCogA_Task-2,3,2053,2.0,预处理,19,V4,0.1,241.52819519433834,1.5021853328915493,142.95805763138313,96.64788334451286,99.609375,6,2.547851166266373
VisualCogA_Task-2,3,2053,2.0,V3,19,V4,0.1,141.3743594200622,0.8792782515386173,57.31383929845742,76.13803433125621,17.578125,6,1.5310507814656718
VisualCogA_Task-2,3,2053,2.0,V4,19,V4,0.1,141.61624644619837,0.8807826686216255,55.85973785051579,77.4390214470361,17.578125,6,1.536124797655296
VisualCogA_Task-2,3,2053,2.0,V5,19,V4,0.1,177.02348374073873,1.1009980869468976,68.57216724814204,67.73293741441587,17.578125,6,1.7355056936329833
VisualCogA_Task-2,4,2027,0.0,预处理,19,V4,0.1,1.2543725723489306e-14,6.942810642910967e-17,1.4174369790521295e-14,0.0,0.0,3,1.0865487509717175e-16
VisualCogA_Task-2,4,2027,0.0,V3,19,V4,0.1,152.10254829503742,0.8418704413627045,120.8938762777325,29.17921144253896,70.3125,3,1.337941065763934
VisualCogA_Task-2,4,2027,0.0,V4,19,V4,0.1,62.66706706178638,0.34685514475324275,29.223247078214843,2.4719354038559174,0.0,3,0.4414107157714278
VisualCogA_Task-2,4,2027,0.0,V5,19,V4,0.1,74.40229360540003,0.41180829945384473,37.82041298907487,5.415499185755007,0.0,3,0.546448335449844
VisualCogA_Task-2,4,2027,0.5,预处理,19,V4,0.1,67.10301322442639,0.371407606205493,75.93913898578677,14.581057773305405,54.6875,3,0.6622693982424458
VisualCogA_Task-2,4,2027,0.5,V3,19,V4,0.1,161.47975327523181,0.8937722127920157,125.9355762034266,30.363704299466928,70.3125,3,1.4103514915849737
VisualCogA_Task-2,4,2027,0.5,V4,19,V4,0.1,86.30871900907205,0.47770902052656666,87.45825281290546,14.885063455014938,53.385416666666664,3,0.8021319473080052
VisualCogA_Task-2,4,2027,0.5,V5,19,V4,0.1,96.80952963737407,0.5358298224290239,99.7153013471695,18.5593884764642,53.385416666666664,3,0.9145104138564351
VisualCogA_Task-2,4,2027,1.0,预处理,19,V4,0.1,133.3139136559034,0.7378774687691847,149.70479892937365,38.534090951919985,55.989583333333336,3,1.3654588985453435
VisualCogA_Task-2,4,2027,1.0,V3,19,V4,0.1,167.62015063939464,0.9277586193121937,125.16998691412532,30.02003669861941,72.91666666666667,3,1.4403170115512687
VisualCogA_Task-2,4,2027,1.0,V4,19,V4,0.1,115.08947646229836,0.6370072653718907,136.3130223781343,31.230802471396043,50.78125,3,1.1871048314881947
VisualCogA_Task-2,4,2027,1.0,V5,19,V4,0.1,128.3758547699313,0.7105458700523472,150.75938446721264,37.42077200978616,50.78125,3,1.334883711087724
VisualCogA_Task-2,4,2027,2.0,预处理,19,V4,0.1,266.09429112317673,1.4728018749392227,298.1745431373745,90.15310175400833,66.40625,3,2.7969703450839614
VisualCogA_Task-2,4,2027,2.0,V3,19,V4,0.1,169.06414646205397,0.9357509732482373,103.58013931385545,21.86070444172672,153.64583333333334,3,1.3433996970346884
VisualCogA_Task-2,4,2027,2.0,V4,19,V4,0.1,179.66172903277823,0.9944073969321292,224.07846900948763,59.311131352249795,57.291666666666664,3,1.9428123365513732
VisualCogA_Task-2,4,2027,2.0,V5,19,V4,0.1,200.10339223278612,1.1075496960801827,239.98536198543817,68.51043045766579,57.291666666666664,3,2.1508931470206183
VisualCogA_Task-2,4,2039,0.0,预处理,19,V4,0.1,1.2543725723489306e-14,6.942810642910967e-17,1.4174369790521295e-14,0.0,0.0,3,1.0865487509717175e-16
VisualCogA_Task-2,4,2039,0.0,V3,19,V4,0.1,152.10254829503742,0.8418704413627045,120.8938762777325,29.17921144253896,70.3125,3,1.337941065763934
VisualCogA_Task-2,4,2039,0.0,V4,19,V4,0.1,62.66706706178638,0.34685514475324275,29.223247078214843,2.4719354038559174,0.0,3,0.4414107157714278
VisualCogA_Task-2,4,2039,0.0,V5,19,V4,0.1,74.40229360540003,0.41180829945384473,37.82041298907487,5.415499185755007,0.0,3,0.546448335449844
VisualCogA_Task-2,4,2039,0.5,预处理,19,V4,0.1,67.14606864628585,0.3716459131070551,45.343602562349275,9.980253417865402,97.65625,3,0.5523713513657175
VisualCogA_Task-2,4,2039,0.5,V3,19,V4,0.1,158.45716919516286,0.8770425509811718,147.1771591929438,41.57488237064625,93.75,3,1.514459317773619
VisualCogA_Task-2,4,2039,0.5,V4,19,V4,0.1,83.62024836579238,0.46282863888655457,70.3174138282692,11.552053677991005,97.65625,3,0.7213674278606997
VisualCogA_Task-2,4,2039,0.5,V5,19,V4,0.1,97.00464118268876,0.5369097428156989,75.6521847565593,15.948318065670437,98.95833333333333,3,0.8345450366482121
VisualCogA_Task-2,4,2039,1.0,预处理,19,V4,0.1,133.67188702657737,0.739858810981682,92.89745339602162,19.979145634403313,113.28125,3,1.1075295885336678
VisualCogA_Task-2,4,2039,1.0,V3,19,V4,0.1,159.60834329209285,0.8834141697076897,138.0657534436783,37.940964832252924,134.11458333333334,3,1.4755023116415076
VisualCogA_Task-2,4,2039,1.0,V4,19,V4,0.1,112.14532845659448,0.6207117383818282,107.96786995076009,22.82763781108017,100.26041666666667,3,1.0458551262366296
VisualCogA_Task-2,4,2039,1.0,V5,19,V4,0.1,130.81704448023385,0.7240575796318345,109.53859779862078,27.820136252516164,101.5625,3,1.1811807836973984
VisualCogA_Task-2,4,2039,2.0,预处理,19,V4,0.1,267.4290493399133,1.4801896110529982,184.01474512666556,40.42341438709085,160.15625,3,2.213179073160524
VisualCogA_Task-2,4,2039,2.0,V3,19,V4,0.1,167.32771283551278,0.9261400090667716,132.55263953957078,35.332907399354696,93.75,3,1.4885356157299785
VisualCogA_Task-2,4,2039,2.0,V4,19,V4,0.1,176.1388102497931,0.9749084389990659,167.30491575286356,35.4199500638046,113.28125,3,1.6339607806621501
VisualCogA_Task-2,4,2039,2.0,V5,19,V4,0.1,205.8708916212777,1.1394721543833153,155.63716831986738,37.865438898364594,105.46875,2,1.7797701680746505
VisualCogA_Task-2,4,2053,0.0,预处理,19,V4,0.1,1.2543725723489306e-14,6.942810642910967e-17,1.4174369790521295e-14,0.0,0.0,3,1.0865487509717175e-16
VisualCogA_Task-2,4,2053,0.0,V3,19,V4,0.1,152.10254829503742,0.8418704413627045,120.8938762777325,29.17921144253896,70.3125,3,1.337941065763934
VisualCogA_Task-2,4,2053,0.0,V4,19,V4,0.1,62.66706706178638,0.34685514475324275,29.223247078214843,2.4719354038559174,0.0,3,0.4414107157714278
VisualCogA_Task-2,4,2053,0.0,V5,19,V4,0.1,74.40229360540003,0.41180829945384473,37.82041298907487,5.415499185755007,0.0,3,0.546448335449844
VisualCogA_Task-2,4,2053,0.5,预处理,19,V4,0.1,60.428269041102574,0.33446365033765235,54.20348526342185,8.198121373080978,75.52083333333333,3,0.529844414321389
VisualCogA_Task-2,4,2053,0.5,V3,19,V4,0.1,161.04898195081694,0.8913879421201786,123.65251276351272,29.810755569645895,128.90625,3,1.398588462831004
VisualCogA_Task-2,4,2053,0.5,V4,19,V4,0.1,83.5623285996937,0.46250805951694046,42.372899151305845,6.836480879681129,100.26041666666667,3,0.6176118174431195
VisualCogA_Task-2,4,2053,0.5,V5,19,V4,0.1,97.08734587212805,0.5373675039392402,49.48523448245377,8.032377831725597,100.26041666666667,3,0.7187734032947554
VisualCogA_Task-2,4,2053,1.0,预处理,19,V4,0.1,120.79919969542985,0.668609939174642,109.73588188680036,16.611820981675653,125.0,3,1.0642423555601865
VisualCogA_Task-2,4,2053,1.0,V3,19,V4,0.1,169.7118193308415,0.9393357694927235,132.61071469644537,35.92052228291259,76.82291666666667,3,1.5051444779492036
VisualCogA_Task-2,4,2053,1.0,V4,19,V4,0.1,109.89017094618906,0.6082296960366549,69.47361372502982,11.913681833022432,101.5625,3,0.8664348868643436
VisualCogA_Task-2,4,2053,1.0,V5,19,V4,0.1,126.64939588578999,0.7009901149445017,77.13786328132606,15.251146245666106,101.5625,3,0.9988781729174089
VisualCogA_Task-2,4,2053,2.0,预处理,19,V4,0.1,241.52096086966642,1.336791264872743,216.77849390758317,31.46342511664658,128.90625,3,2.110860023624333
VisualCogA_Task-2,4,2053,2.0,V3,19,V4,0.1,177.7796342232662,0.9839902145395182,140.38225481148422,39.384280010901925,53.385416666666664,3,1.5904777299584694
VisualCogA_Task-2,4,2053,2.0,V4,19,V4,0.1,168.90673633510113,0.9348797259579178,119.9033906819932,19.172454960006462,104.16666666666667,3,1.3728229694014449
VisualCogA_Task-2,4,2053,2.0,V5,19,V4,0.1,194.13591277276942,1.0745203706471713,120.71155604169142,22.621817911914253,127.60416666666667,3,1.533792000834632
VisualCogA_Task-2,5,2027,0.0,预处理,19,V4,0.1,8.107548201355371e-15,4.863419029017255e-17,9.614063940325392e-15,6.19874522082379e-16,0.0,5,8.11882000198584e-17
VisualCogA_Task-2,5,2027,0.0,V3,19,V4,0.1,139.2654408576313,0.8354019961771588,77.68751485876115,33.541951532628524,93.75,5,1.2696171567307373
VisualCogA_Task-2,5,2027,0.0,V4,19,V4,0.1,139.3293031873379,0.8357850827303546,78.70424389723983,33.83797873988772,93.75,5,1.2748254924619558
VisualCogA_Task-2,5,2027,0.0,V5,19,V4,0.1,152.93068498937137,0.9173747537802043,84.86206112789773,37.964613524423534,93.75,5,1.3996385598025036
VisualCogA_Task-2,5,2027,0.5,预处理,19,V4,0.1,59.080049258235505,0.3543994172612443,44.302023907097734,16.691979583753987,56.640625,4,0.5874041919413309
VisualCogA_Task-2,5,2027,0.5,V3,19,V4,0.1,143.28599838945237,0.8595198373812956,72.08578357239696,30.862066537297864,82.8125,5,1.2608579970381228
VisualCogA_Task-2,5,2027,0.5,V4,19,V4,0.1,143.62177427781901,0.8615340330473719,74.17124287080985,31.732409511903068,82.8125,5,1.2743480095250996
VisualCogA_Task-2,5,2027,0.5,V5,19,V4,0.1,159.01176868012695,0.9538529311578275,85.4555938722083,38.03042388663827,138.671875,4,1.4382917012329084
VisualCogA_Task-2,5,2027,1.0,预处理,19,V4,0.1,117.07649598211864,0.7022987027260725,85.39525264290985,30.515852734106772,176.7578125,4,1.1414793506559235
VisualCogA_Task-2,5,2027,1.0,V3,19,V4,0.1,147.4189294993828,0.8843117662190333,92.05297380424662,37.58628492991412,95.703125,4,1.3858739345806452
VisualCogA_Task-2,5,2027,1.0,V4,19,V4,0.1,147.81179636103033,0.8866684295694743,94.49574942201478,38.545455494338135,95.703125,4,1.4013109630713845
VisualCogA_Task-2,5,2027,1.0,V5,19,V4,0.1,166.0774813685168,0.9962375346024783,111.4439583044472,42.41895520425464,131.8359375,4,1.5849487896216434
VisualCogA_Task-2,5,2027,2.0,预处理,19,V4,0.1,232.2200153156793,1.3930021917306017,167.111811155195,51.23593994524964,181.640625,4,2.201568740076967
VisualCogA_Task-2,5,2027,2.0,V3,19,V4,0.1,156.19495456820556,0.9369559025951942,83.85889388194943,36.194615731497834,100.78125,5,1.4055933298286478
VisualCogA_Task-2,5,2027,2.0,V4,19,V4,0.1,156.17632002048063,0.9368441208188153,83.94480629131306,35.7918846126703,100.78125,5,1.4033233910852505
VisualCogA_Task-2,5,2027,2.0,V5,19,V4,0.1,183.53957080583012,1.1009861663055047,109.74375921082527,42.89497998006737,152.34375,3,1.6874534847924838
VisualCogA_Task-2,5,2039,0.0,预处理,19,V4,0.1,8.107548201355371e-15,4.863419029017255e-17,9.614063940325392e-15,6.19874522082379e-16,0.0,5,8.11882000198584e-17
VisualCogA_Task-2,5,2039,0.0,V3,19,V4,0.1,139.2654408576313,0.8354019961771588,77.68751485876115,33.541951532628524,93.75,5,1.2696171567307373
VisualCogA_Task-2,5,2039,0.0,V4,19,V4,0.1,139.3293031873379,0.8357850827303546,78.70424389723983,33.83797873988772,93.75,5,1.2748254924619558
VisualCogA_Task-2,5,2039,0.0,V5,19,V4,0.1,152.93068498937137,0.9173747537802043,84.86206112789773,37.964613524423534,93.75,5,1.3996385598025036
VisualCogA_Task-2,5,2039,0.5,预处理,19,V4,0.1,55.3892054201745,0.33225940685445304,23.8532592689762,6.230878400284486,39.0625,4,0.4411795981412393
VisualCogA_Task-2,5,2039,0.5,V3,19,V4,0.1,145.98851401305737,0.8757312314842128,95.05348055585903,37.67054219042344,93.75,5,1.3867982945303226
VisualCogA_Task-2,5,2039,0.5,V4,19,V4,0.1,146.20021274853002,0.8770011340897187,94.46148808136348,37.383473759730386,93.75,5,1.3845706073210222
VisualCogA_Task-2,5,2039,0.5,V5,19,V4,0.1,157.39912398352624,0.9441792706260523,94.92405360912699,37.23847210644444,117.1875,4,1.4522663124054482
VisualCogA_Task-2,5,2039,1.0,预处理,19,V4,0.1,110.34665797961496,0.6619288875973653,47.54806740681063,10.563847678032094,0.0,3,0.8679091686627336
VisualCogA_Task-2,5,2039,1.0,V3,19,V4,0.1,148.8074372335598,0.8926409118110448,84.5314392229561,34.82849506713546,42.96875,4,1.3551006609031684
VisualCogA_Task-2,5,2039,1.0,V4,19,V4,0.1,147.62968509859698,0.8855760112981051,87.44163074430507,34.76526446309938,42.96875,4,1.3563850459208282
VisualCogA_Task-2,5,2039,1.0,V5,19,V4,0.1,156.80058788820222,0.940588873426729,81.66720521742366,35.104586736327775,42.96875,4,1.396114053071101
VisualCogA_Task-2,5,2039,2.0,预处理,19,V4,0.1,220.52061633980566,1.322821813897243,95.82002296426164,18.461100063343526,0.0,3,1.720957623701401
VisualCogA_Task-2,5,2039,2.0,V3,19,V4,0.1,148.49544086215363,0.890769360693498,76.43966814604664,32.77582351606312,55.46875,5,1.3166461159357723
VisualCogA_Task-2,5,2039,2.0,V4,19,V4,0.1,147.78874822173427,0.8865301722857036,76.00045404762702,32.165576100645005,55.46875,5,1.3074289367786764
VisualCogA_Task-2,5,2039,2.0,V5,19,V4,0.1,158.33345362304988,0.9497839694022797,59.226440704997664,28.689144822959236,55.46875,5,1.2995183467861031
VisualCogA_Task-2,5,2053,0.0,预处理,19,V4,0.1,8.107548201355371e-15,4.863419029017255e-17,9.614063940325392e-15,6.19874522082379e-16,0.0,5,8.11882000198584e-17
VisualCogA_Task-2,5,2053,0.0,V3,19,V4,0.1,139.2654408576313,0.8354019961771588,77.68751485876115,33.541951532628524,93.75,5,1.2696171567307373
VisualCogA_Task-2,5,2053,0.0,V4,19,V4,0.1,139.3293031873379,0.8357850827303546,78.70424389723983,33.83797873988772,93.75,5,1.2748254924619558
VisualCogA_Task-2,5,2053,0.0,V5,19,V4,0.1,152.93068498937137,0.9173747537802043,84.86206112789773,37.964613524423534,93.75,5,1.3996385598025036
VisualCogA_Task-2,5,2053,0.5,预处理,19,V4,0.1,56.43182554527005,0.3385137002986516,42.13421992140406,12.690017215525414,46.09375,5,0.5410102511626653
VisualCogA_Task-2,5,2053,0.5,V3,19,V4,0.1,148.91843301237304,0.8933067345350229,92.05645174016054,39.27561857408185,64.84375,5,1.4050130235567897
VisualCogA_Task-2,5,2053,0.5,V4,19,V4,0.1,149.205647838991,0.8950296303088108,93.6820846663149,39.681073297539264,64.84375,5,1.4140438786839433
VisualCogA_Task-2,5,2053,0.5,V5,19,V4,0.1,161.38161398725683,0.9680687587746105,99.5112206608537,42.561815100684726,64.84375,5,1.5218469323986563
VisualCogA_Task-2,5,2053,1.0,预处理,19,V4,0.1,112.40168668785651,0.6742562465924903,84.05808626896251,27.33119228691068,46.09375,5,1.090322707657898
VisualCogA_Task-2,5,2053,1.0,V3,19,V4,0.1,149.7251162618441,0.898145729713875,83.76381547176902,36.32286380452154,66.40625,5,1.3672672996676305
VisualCogA_Task-2,5,2053,1.0,V4,19,V4,0.1,150.8355895389143,0.9048070491815969,87.6275063967998,37.61472545990649,66.40625,5,1.3932664487131696
VisualCogA_Task-2,5,2053,1.0,V5,19,V4,0.1,163.0833494973625,0.978276842225559,93.21118229619009,40.84198040827416,66.40625,5,1.502842559241581
VisualCogA_Task-2,5,2053,2.0,预处理,19,V4,0.1,224.88477433985005,1.3490007875350507,167.92398388563848,56.779366108674935,96.09375,5,2.193256266402188
VisualCogA_Task-2,5,2053,2.0,V3,19,V4,0.1,149.14390727846072,0.8946592714660535,63.04707471939391,27.79017832077157,66.40625,5,1.2504603673804575
VisualCogA_Task-2,5,2053,2.0,V4,19,V4,0.1,149.21895941807173,0.8951094815602614,66.17216385226943,30.200061452334975,66.40625,5,1.2747397055637522
VisualCogA_Task-2,5,2053,2.0,V5,19,V4,0.1,165.50335536955436,0.9927935645648525,70.84847654160407,34.48334154679787,93.75,5,1.4121433427143313
VisualCogB_Task-1,1,2027,0.0,预处理,19,V3,0.0,9.235068937130886e-15,8.118496721456662e-17,6.642561250403486e-15,1.933638434555481e-15,0.0,5,1.2738066261065666e-16
VisualCogB_Task-1,1,2027,0.0,V3,19,V3,0.0,85.26633155060864,0.7495714843676236,30.301877962793576,8.985999311984763,35.9375,5,0.9617579398611529
VisualCogB_Task-1,1,2027,0.0,V4,19,V3,0.0,85.3493701933744,0.7503014723662377,30.25805699090825,8.835879679559271,35.9375,5,0.9609756208467156
VisualCogB_Task-1,1,2027,0.0,V5,19,V3,0.0,85.26633155060864,0.7495714843676236,30.301877962793576,8.985999311984763,35.9375,5,0.9617579398611529
VisualCogB_Task-1,1,2027,0.5,预处理,19,V3,0.0,38.48605550251818,0.3383287309992331,23.535465342422594,9.584418173813216,48.4375,5,0.5260342779869901
VisualCogB_Task-1,1,2027,0.5,V3,19,V3,0.0,89.3573509814119,0.7855354041417949,28.065322791763222,9.618593754164197,58.59375,5,0.9934522466701363
VisualCogB_Task-1,1,2027,0.5,V4,19,V3,0.0,89.27417515002715,0.7848042101258125,27.72238688507871,9.577113505522638,58.59375,5,0.9908490370889048
VisualCogB_Task-1,1,2027,0.5,V5,19,V3,0.0,89.3573509814119,0.7855354041417949,28.065322791763222,9.618593754164197,58.59375,5,0.9934522466701363
VisualCogB_Task-1,1,2027,1.0,预处理,19,V3,0.0,76.92719829639641,0.6762626369242548,46.56720618263091,19.57025666506325,71.875,5,1.0529884873779614
VisualCogB_Task-1,1,2027,1.0,V3,19,V3,0.0,93.88968928887498,0.8253789331291411,26.007451361050705,12.042417665478327,89.0625,5,1.045558158670295
VisualCogB_Task-1,1,2027,1.0,V4,19,V3,0.0,93.77901976117474,0.8244060435882876,26.44276607572655,12.30181015624281,89.0625,5,1.0487789872859123
VisualCogB_Task-1,1,2027,1.0,V5,19,V3,0.0,93.88968928887498,0.8253789331291411,26.007451361050705,12.042417665478327,89.0625,5,1.045558158670295
VisualCogB_Task-1,1,2027,2.0,预处理,19,V3,0.0,154.0900351411224,1.3545967589614911,94.53440851809815,41.022904828175314,73.4375,5,2.1307501001452867
VisualCogB_Task-1,1,2027,2.0,V3,19,V3,0.0,96.68218847660837,0.8499276350983624,26.07405804158548,10.823303057371135,114.84375,5,1.0596824610429771
VisualCogB_Task-1,1,2027,2.0,V4,19,V3,0.0,96.39061210119156,0.8473644037202424,25.620555044923425,11.114929911350947,114.84375,5,1.0576895452366448
VisualCogB_Task-1,1,2027,2.0,V5,19,V3,0.0,96.68218847660837,0.8499276350983624,26.07405804158548,10.823303057371135,114.84375,5,1.0596824610429771
