cue,channel,n_trials,fit_family,smoothing_s,noise_scale_used,fit_RMSE_50_750,fit_RMSE_250_500,positive_mean,positive_area_unit_ms,local_positive_peak,local_peak_latency_ms,peak_status
-1,Fz,45,cubic_smoothing_spline,45.57344556796343,0.5030456295794539,0.5031757234912153,0.4830537786756481,28.440245537794674,7123.460349848408,33.03558879369359,339.84375,窗内局部正峰，非生理确认
-1,F3,45,cubic_smoothing_spline,11.250239308038458,0.25,0.25000265896406487,0.2664605468148236,0.0,0.0,,,无合格窗内局部正峰
-1,F4,45,cubic_smoothing_spline,43.80772153004762,0.49335401627301934,0.493331765369398,0.38503693570681297,20.273381079713698,5094.745045895563,27.991922224616317,339.84375,窗内局部正峰，非生理确认
1,Fz,47,cubic_smoothing_spline,46.71282575220346,0.5093423305380771,0.5094268334347462,0.4766918904629784,10.79582143976598,2692.7922948031533,13.600501783790948,359.375,窗内局部正峰，非生理确认
1,F3,47,cubic_smoothing_spline,12.749993093520848,0.26614730752419263,0.266145251627762,0.2967131977148772,0.0,0.0,,,无合格窗内局部正峰
1,F4,47,cubic_smoothing_spline,55.85916399642225,0.5570282590631793,0.5570715294008595,0.5098905817325755,4.522160345241534,1125.8368720347582,10.816702879833828,300.78125,窗内局部正峰，非生理确认
