dataset,model,stage,MSE,zero_MSE,baseline_MSE,normalized_MSE,RMSE,NRMSE,S_zero,S_train_baseline,n_trials
A1,M0,encoding,14396.71194130053,14276.35048800756,14365.523957080917,0.39835782805930925,119.98629897325998,0.6311559459113961,-0.008430827850162137,-0.0021710300517259196,66
A1,M0,maintenance,66089.34529931747,65925.53175064329,69669.55669013942,1.7991306327132217,257.07848081727394,1.3413167533111714,-0.002484827112108734,0.051388462348701425,66
A1,M1,encoding,14468.839105338971,14276.35048800756,14365.523957080917,0.3997185646822635,120.28648762574694,0.6322329987293162,-0.013483040885911679,-0.007191881658248134,66
A1,M1,maintenance,66315.83597900509,65925.53175064329,69669.55669013942,1.8048910658070105,257.51861287876864,1.3434623425340253,-0.005920380435277872,0.04813753482098726,66
A1,M2,encoding,14513.002747156555,14276.35048800756,14365.523957080917,0.40054884577229527,120.46992465821731,0.6328892839765067,-0.016576523485311467,-0.010266161576581112,66
A1,M2,maintenance,66407.54537160243,65925.53175064329,69669.55669013942,1.8072992681650681,257.6966149789369,1.3443583109294441,-0.007311486280949797,0.046821186663279946,66
A1,M3,encoding,14498.717029504367,14276.35048800756,14365.523957080917,0.40143166935518426,120.41061842505572,0.6335863550891735,-0.015575867353746942,-0.00927171698166962,66
A1,M3,maintenance,67002.06010878358,65925.53175064329,69669.55669013942,1.8223932723789913,258.8475615275979,1.3499604706727495,-0.0163294603707127,0.03828783629584054,66
