dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B1,11,0,1,M1,encoding,0,205,9371.131316099641,8808.612609852351,8477.947641086597,0.14552231014228909
B1,11,0,1,M1,encoding,1,205,12056.64848138749,14718.28914196507,8792.597933896783,0.18386479708184694
B1,11,0,1,M1,encoding,2,205,6577.459073686968,9445.787648911559,4924.907280484118,0.09590295734369188
B1,11,0,1,M1,maintenance,0,362,36768.456617144664,37725.12332579739,27323.158997107792,0.5709695624583792
B1,11,0,1,M1,maintenance,1,362,44083.50719509117,40995.564283093416,29387.1879218269,0.672276803756395
B1,11,0,1,M1,maintenance,2,362,10696.58821131,8864.683464567363,15575.74863797671,0.15596211720360775
B1,12,0,-1,M1,encoding,0,205,445.3551085714873,202.87543721977997,159.4670420833874,0.006915824999874938
B1,12,0,-1,M1,encoding,1,205,104.12833340351436,180.86011984316184,695.6994356111825,0.0015879649241880179
B1,12,0,-1,M1,encoding,2,205,1455.2286273416125,95.59730499889957,1013.2130146544205,0.021218030763820738
B1,12,0,-1,M1,maintenance,0,363,1449.4548002398558,1870.548901338502,838.7154106823048,0.02250827609419567
B1,12,0,-1,M1,maintenance,1,363,2135.1000120731405,1765.184690213421,540.4920086304743,0.032560435935020275
B1,12,0,-1,M1,maintenance,2,363,1125.463506211058,635.187394504253,1940.7762735288272,0.016409874606416717
B1,13,0,1,M1,encoding,0,205,827.0104862011814,680.4964075427549,622.3953812001444,0.01284247039171615
B1,13,0,1,M1,encoding,1,205,13635.483938289293,16476.594595734015,10719.747383317334,0.2079421566695478
B1,13,0,1,M1,encoding,2,205,2354.585309212059,3893.613667128689,1646.8243783371493,0.034331143978501386
B1,13,0,1,M1,maintenance,0,363,6442.257777225419,6848.723495108648,3040.739566805253,0.1000404543113547
B1,13,0,1,M1,maintenance,1,363,98392.46884908291,93065.19379869079,75276.3716646438,1.500492557881778
B1,13,0,1,M1,maintenance,2,363,5839.275411818107,4292.7936152468565,9314.715648390691,0.08513983507369098
B1,15,0,-1,M1,encoding,0,205,218.3902461375471,312.74430897354836,357.57504383315853,0.003391335801247358
B1,15,0,-1,M1,encoding,1,205,315.98739923700793,218.2879450773853,620.0832922102711,0.004818831628940958
B1,15,0,-1,M1,encoding,2,205,3001.934447058214,698.0902658507092,2806.6725135046754,0.04376984911643169
B1,15,0,-1,M1,maintenance,0,362,708.9330761333688,552.6197778755476,2121.3562482036964,0.011008871340642542
B1,15,0,-1,M1,maintenance,1,362,1741.0060593581943,1298.1004960237171,354.3468537233949,0.026550473484926694
B1,15,0,-1,M1,maintenance,2,362,1808.4096648655461,740.6699318724596,1630.114566819234,0.02636760381274468
