dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
A2,2,0,-1,M0,encoding,0,205,7997.89064543796,3198.9059772613355,11385.69446622096,0.21785644164141546
A2,2,0,-1,M0,encoding,1,205,53579.574849609686,30062.864990812814,61890.942097171435,0.5980977030176827
A2,2,0,-1,M0,encoding,2,205,37058.431353381035,19793.61745911962,35600.8797215033,0.2868736098126483
A2,2,0,-1,M0,maintenance,0,362,1159.7777171714556,1139.7643003739213,8294.867058965161,0.03159146051866798
A2,2,0,-1,M0,maintenance,1,362,7381.413431660303,7162.264807078192,16896.00468835258,0.08239719017725765
A2,2,0,-1,M0,maintenance,2,362,8945.154367383097,8825.962348070394,18600.18078111761,0.06924547613018282
A2,2,0,-1,M0,retrieval,0,480,12968.371132772783,15310.715313501989,1263.722381152535,0.3532485394111589
A2,2,0,-1,M0,retrieval,1,480,33114.354847337745,38956.60309315932,12228.33056670244,0.3696486884544486
A2,2,0,-1,M0,retrieval,2,480,43459.566338829165,51418.62852694886,12564.330089567475,0.3364255372178541
A2,3,0,-1,M0,encoding,0,205,967.8474842283512,1367.1763345357338,1918.5131985213973,0.026363427347666415
A2,3,0,-1,M0,encoding,1,205,2000.5793174823295,1880.8379430162913,3719.5594135437514,0.0223320527990263
A2,3,0,-1,M0,encoding,2,205,1557.9688974126884,2673.0594137907533,1550.7603353753645,0.012060417703995258
A2,3,0,-1,M0,maintenance,0,362,28699.241983570504,29401.301959548597,57787.14327451807,0.7817454643385183
A2,3,0,-1,M0,maintenance,1,362,67957.08178288466,69054.94336700982,112956.01581731666,0.7585908367547306
A2,3,0,-1,M0,maintenance,2,362,81709.60061697576,83215.17382131533,125987.01677776242,0.6325234833018115
A2,3,0,-1,M0,retrieval,0,360,30190.15524610592,21595.625201845858,56032.22406588781,0.8223568045744876
A2,3,0,-1,M0,retrieval,1,360,94370.11420612154,75511.30798828966,125974.59957834859,1.0534340501697517
A2,3,0,-1,M0,retrieval,2,360,107810.09323903268,84445.34580359461,158240.95740582532,0.8345704200698117
A2,4,0,-1,M0,encoding,0,205,2476.2202785664836,535.3141101436587,4063.045773512705,0.06745035191454134
A2,4,0,-1,M0,encoding,1,205,7361.272133516389,857.2898534934726,9736.733680105976,0.0821723570353471
A2,4,0,-1,M0,encoding,2,205,10321.094522229841,2452.931637390341,9172.25709702045,0.07989678825246585
A2,4,0,-1,M0,maintenance,0,362,751.5152049903144,699.8047565109624,6686.383974038018,0.02047070104565595
A2,4,0,-1,M0,maintenance,1,362,1616.5794951239436,1573.516503799294,12662.401110428882,0.018045542270407906
A2,4,0,-1,M0,maintenance,2,362,2259.1825608029267,2155.2916680520166,10524.471442954033,0.01748859389819232
A2,4,0,-1,M0,retrieval,0,363,1398.0118556221705,1089.3305692939891,4998.162263649693,0.0380807767623185
A2,4,0,-1,M0,retrieval,1,363,6827.342228310274,8725.28150706616,1116.311829048447,0.07621220802758479
A2,4,0,-1,M0,retrieval,2,363,7231.41943168642,9759.712357887434,1177.0303375255742,0.05597925548049258
A2,5,0,1,M0,encoding,0,205,11992.72483897893,3096.4603798085814,11362.534335031238,0.3266726784386406
A2,5,0,1,M0,encoding,1,205,7341.349563527619,1618.9959462258857,6414.980047729927,0.08194996551055543
A2,5,0,1,M0,encoding,2,205,8018.082677865213,1107.7991596702648,3383.4594308797805,0.06206890679320678
A2,5,0,1,M0,maintenance,0,362,20890.15478165834,20398.5425326989,7427.703162326074,0.5690318845090027
A2,5,0,1,M0,maintenance,1,362,75797.50937848631,74767.09518320074,35599.71498085037,0.8461119070276496
A2,5,0,1,M0,maintenance,2,362,68515.62084852252,67242.78288638804,32854.79956178699,0.5303873575743552
A2,5,0,1,M0,retrieval,0,346,70000.95635852944,81851.77624885255,35728.110465567755,1.9067726654232273
A2,5,0,1,M0,retrieval,1,346,158689.12216391868,180939.73316238105,113448.67929054452,1.7714138219001496
A2,5,0,1,M0,retrieval,2,346,147200.31160555768,171618.79035621972,88908.7519112645,1.1394946632564449
A2,6,0,-1,M0,encoding,0,205,7216.648912046291,6850.290986087862,6265.771643246615,0.19657601263285396
A2,6,0,-1,M0,encoding,1,205,8940.055182844351,4607.698662820424,8881.627772031175,0.09979598540523858
A2,6,0,-1,M0,encoding,2,205,12830.504118912599,10200.135405688538,10202.213363713625,0.09932241862074116
A2,6,0,-1,M0,maintenance,0,362,22677.979860517746,23396.223836240293,45300.58820729324,0.6177308761837339
A2,6,0,-1,M0,maintenance,1,362,36755.90072885672,37818.47375912389,71991.8314160781,0.41029851132600637
A2,6,0,-1,M0,maintenance,2,362,40227.2263554028,41566.832908735276,70255.46965877384,0.3114036189843217
A2,6,0,-1,M0,retrieval,0,318,10557.053910021463,5600.029017003206,26095.51512364473,0.28756609723912085
A2,6,0,-1,M0,retrieval,1,318,30513.574087342226,19379.81414206,48742.60093839681,0.34061671119497916
A2,6,0,-1,M0,retrieval,2,318,22084.51755131098,12049.88522499804,42150.01131728544,0.1709588085502532
A2,7,0,1,M0,encoding,0,205,4231.454090032095,622.5460077259634,3639.8608279493615,0.11526158232098778
A2,7,0,1,M0,encoding,1,205,6794.387491924961,698.6436641742382,5648.75625812963,0.07584434112698071
A2,7,0,1,M0,encoding,2,205,7064.219328965376,654.3207962364481,2577.5617114936254,0.054684940117512286
A2,7,0,1,M0,maintenance,0,363,34761.7039202456,35499.39948190913,71314.70256001456,0.9468823039955997
A2,7,0,1,M0,maintenance,1,363,101109.36183504794,102626.9563267694,166462.62079812458,1.1286628764200888
A2,7,0,1,M0,maintenance,2,363,104220.96827237488,106119.21403291571,165568.4389821941,0.8067865879524849
A2,7,0,1,M0,retrieval,0,312,12585.223574554146,6868.269728714505,29741.687990605224,0.3428118921303259
A2,7,0,1,M0,retrieval,1,312,45754.84888260967,31963.733965155072,67695.45181820985,0.5107519067745905
A2,7,0,1,M0,retrieval,2,312,46332.23387419268,30472.50297128849,77237.542883018,0.3586631893678593
A2,8,0,1,M0,encoding,0,205,5633.956992684015,6901.356836181185,3596.787898820973,0.15346469177932826
A2,8,0,1,M0,encoding,1,205,7581.391981259931,9239.256344731644,4159.030925940581,0.08462950933066755
A2,8,0,1,M0,encoding,2,205,11070.136914465,15011.960279268065,8691.935537224683,0.08569521217694737
A2,8,0,1,M0,maintenance,0,362,10765.988057123828,10788.846397572186,5162.11721788512,0.293257304063894
A2,8,0,1,M0,maintenance,1,362,18284.29298378928,18093.9015049996,3361.293523153372,0.20410377771010568
A2,8,0,1,M0,maintenance,2,362,35546.271211471205,35244.43914412774,13846.369158284719,0.2751678029913107
A2,8,0,1,M0,retrieval,0,316,3112.2981022823105,5121.678028797809,859.2501314958846,0.08477662673186319
A2,8,0,1,M0,retrieval,1,316,13456.98733464319,19810.41964985292,2792.3919857955707,0.15021756400604908
A2,8,0,1,M0,retrieval,2,316,17496.394819724756,26198.325040015912,2137.702654591479,0.13544161901455734
A2,9,0,-1,M0,encoding,0,205,1495.1241239593567,1817.0903794921876,1381.2588742018427,0.040726040889771074
A2,9,0,-1,M0,encoding,1,205,4680.945279359574,2275.0612938585914,4933.439850730651,0.052252423192880586
A2,9,0,-1,M0,encoding,2,205,3398.800741421193,3631.938815243858,2078.4882324542846,0.02631051024334429
A2,9,0,-1,M0,maintenance,0,363,11755.88504829902,11389.191926811698,1035.083460928273,0.32022134316487644
A2,9,0,-1,M0,maintenance,1,363,32739.745569184113,32031.881457445426,8326.941447328332,0.3654670026269353
A2,9,0,-1,M0,maintenance,2,363,41334.02417889086,40280.03949233924,14002.175888755854,0.3199714691431448
A2,9,0,-1,M0,retrieval,0,401,14177.481964226714,18432.710769836438,1558.23294151912,0.38618379633929645
A2,9,0,-1,M0,retrieval,1,401,56935.89672504992,67629.75852577393,29430.544523732802,0.6355636293510537
A2,9,0,-1,M0,retrieval,2,401,53820.10198767799,65739.65718937329,19700.171136340323,0.416627643800186
A2,10,0,-1,M0,encoding,0,205,9126.627947036372,13724.390429591442,6659.4454997097855,0.24860238491264874
A2,10,0,-1,M0,encoding,1,205,21980.814038994973,35342.578298093555,17117.244951532582,0.24536727706560926
A2,10,0,-1,M0,encoding,2,205,19662.228266821567,30621.24081454138,18965.396827371074,0.15220758661034844
A2,10,0,-1,M0,maintenance,0,362,23645.34940796044,23253.387282181207,10446.24760294279,0.6440812848978544
A2,10,0,-1,M0,maintenance,1,362,83816.88869554238,82885.1588860837,46170.69926230544,0.9356305783239688
A2,10,0,-1,M0,maintenance,2,362,80570.34102980552,79333.81428623061,44709.12242126552,0.6237043428700786
A2,10,0,-1,M0,retrieval,0,319,9020.777483014303,4026.481879451496,19940.270787952293,0.24571909899886918
A2,10,0,-1,M0,retrieval,1,319,37871.668980206596,47043.9701150059,18534.501622851658,0.42275360135061996
A2,10,0,-1,M0,retrieval,2,319,10855.575845708556,7194.223456396239,11515.379597331697,0.08403427008977493
A2,11,0,1,M0,encoding,0,205,5204.306023400928,1891.4829740745029,3694.2950864379236,0.14176132704662972
A2,11,0,1,M0,encoding,1,205,9793.078202182387,824.2293682703073,7896.203942423423,0.1093181047934443
A2,11,0,1,M0,encoding,2,205,9128.259448516179,3255.066573790756,3558.1205460214182,0.07066291377342222
A2,11,0,1,M0,maintenance,0,362,38194.611520009435,39162.46376505892,74222.16281119562,1.04039208892807
A2,11,0,1,M0,maintenance,1,362,158310.81269740977,160363.33916320832,238578.59715826312,1.7671908316359692
A2,11,0,1,M0,maintenance,2,362,87146.00929299249,89212.15485313993,142186.33813818285,0.6746073525955243
A2,11,0,1,M0,retrieval,0,353,8477.987222743732,4152.899117171096,23784.25036523197,0.2309339062646306
A2,11,0,1,M0,retrieval,1,353,28897.427263390426,19279.914916237558,45619.69151816869,0.32257599874330245
A2,11,0,1,M0,retrieval,2,353,15606.480209142659,8091.626201759742,31335.075582675065,0.12081157109360328
A2,12,0,1,M0,encoding,0,205,3759.3787152550026,2955.3491445318245,3399.1477615619715,0.10240260913733495
A2,12,0,1,M0,encoding,1,205,21850.798670976063,41325.47577236721,20792.16978171793,0.24391594242573256
A2,12,0,1,M0,encoding,2,205,16832.368428935177,33178.33287426246,21031.802158035545,0.13030131380519258
A2,12,0,1,M0,maintenance,0,363,100041.90400051375,98813.55038802142,58797.01283635749,2.725065168653671
A2,12,0,1,M0,maintenance,1,363,358641.14751501125,356272.5356501675,258445.43805118554,4.003436890614238
A2,12,0,1,M0,maintenance,2,363,281021.2179320521,278315.62210746476,198432.98839587133,2.1754178004288236
A2,12,0,1,M0,retrieval,0,333,222773.56862333565,245468.71538792326,158482.92923872365,6.068182112457723
A2,12,0,1,M0,retrieval,1,333,667336.9567263155,714800.9240207844,572847.2565804985,7.449344308481904
A2,12,0,1,M0,retrieval,2,333,471260.1708627292,516939.1591613435,363395.7348060872,3.648079571613662
A2,13,0,1,M0,encoding,0,205,2233.0466492919145,4021.633458615151,819.7929681709369,0.060826487707920235
A2,13,0,1,M0,encoding,1,205,4250.4594111495535,11340.497759022935,1827.611258344882,0.047446998557080934
A2,13,0,1,M0,encoding,2,205,3564.8950269647453,5409.333383857296,1937.6339562389712,0.027596265347460017
A2,13,0,1,M0,maintenance,0,362,3669.133257077194,3677.0385312971316,2976.9223872073744,0.09994439168169479
A2,13,0,1,M0,maintenance,1,362,11268.071648815518,11388.521033965239,11890.872691090723,0.12578315131301065
A2,13,0,1,M0,maintenance,2,362,16809.036596586808,17732.758259704613,43839.292487295286,0.13012069938831416
A2,13,0,1,M0,retrieval,0,321,23603.821269815387,29783.624035244513,6417.781838879931,0.6429500900859529
A2,13,0,1,M0,retrieval,1,321,44305.63313018414,55923.71279267869,22058.091429729193,0.4945746113194537
A2,13,0,1,M0,retrieval,2,321,21510.57230653043,27238.72098113028,6775.432833412491,0.16651583192679778
A2,14,0,-1,M0,encoding,0,205,49689.600863317035,61818.607437653256,41628.32069914871,1.3535068320594263
A2,14,0,-1,M0,encoding,1,205,25735.735238492496,39533.19123963277,19354.918717462384,0.28728268514295097
A2,14,0,-1,M0,encoding,2,205,59760.62342851737,79678.68305790005,58038.47261729365,0.4626139084008743
A2,14,0,-1,M0,maintenance,0,363,116179.63425760137,115008.89988825185,67723.39713771017,3.1646446335196345
