dataset,stage,control,S_cog,ci_low,ci_high,n_blocks,n_bootstraps
A1,encoding,M0,-0.008411807371058178,-0.02149224155955065,-0.0010240298087047517,5,2000
A1,encoding,M1,-0.0031478108953946204,-0.00581678094140714,-0.0012256989749537262,5,2000
A1,encoding,M3,-0.0012379343423272182,-0.011346362404908827,0.005189424020212052,5,2000
A1,maintenance,M0,-0.004959324431547785,-0.012044106114531328,0.0010846972453313342,5,2000
A1,maintenance,M1,-0.0014315676727065796,-0.0033522262447560625,0.00025589682091209376,5,2000
A1,maintenance,M3,0.009159866882792467,-0.00023250505383121678,0.0209299072848107,5,2000
