dataset,stage,control,S_cog,ci_low,ci_high,n_blocks,n_bootstraps
A1,encoding,M0,0.023026429863049147,0.021468302834619313,0.030725208336459975,5,2000
A1,encoding,M1,0.045190351811718266,0.010016401845567513,0.05686556610139293,5,2000
A1,encoding,M3,-0.007395127363265974,-0.017108379165420518,0.020885395674193348,5,2000
A1,maintenance,M0,-0.0011931555261794902,-0.012358627818026768,0.008563673660273219,5,2000
A1,maintenance,M1,0.0042150648749950115,0.002415524982990136,0.00803313587455146,5,2000
A1,maintenance,M3,-0.00022271367966353317,-0.007202042229300876,0.007243402625779272,5,2000
A1,retrieval,M0,0.0030115545901683305,-0.004448928631201943,0.006675590135394649,5,2000
A1,retrieval,M1,-0.00024376328933817248,-0.009613812610678618,0.0049809639768338965,5,2000
A1,retrieval,M3,0.002803874787577154,-0.003907766365529813,0.007606166884521204,5,2000
