dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
A1,0,M0,encoding,1674.8275663458203,1769.219331970193,0.05335221242425525,205
A1,0,M1,encoding,1577.7161841768611,1769.219331970193,0.10824160935437832,205
A1,0,M2,encoding,1499.750668328034,1769.219331970193,0.1523093597118229,205
A1,0,M3,encoding,1724.178310393994,1769.219331970193,0.02545813329206703,205
A1,0,M0,maintenance,1587.679024109776,1589.0108205213119,0.000838129227527129,362
A1,0,M1,maintenance,1581.9639074090824,1589.0108205213119,0.004434779814726286,362
A1,0,M2,maintenance,1576.996375098357,1589.0108205213119,0.007560958847978916,362
A1,0,M3,maintenance,1511.9517199015415,1589.0108205213119,0.04849501313936255,362
A1,0,M0,retrieval,7007.647380348368,7012.972206771996,0.0007592824078906935,278
A1,0,M1,retrieval,7002.363276394938,7012.972206771996,0.0015127580809194408,278
A1,0,M2,retrieval,6997.081011876353,7012.972206771996,0.0022659714636110717,278
A1,0,M3,retrieval,7249.517732171603,7012.972206771996,-0.03372971094498123,278
A1,1,M0,encoding,273.0635552557768,290.07422238249023,0.05864246394249839,205
A1,1,M1,encoding,262.4553482786314,290.07422238249023,0.09521312813325666,205
A1,1,M2,encoding,274.27992613696085,290.07422238249023,0.05444915482597801,205
A1,1,M3,encoding,322.74992838927875,290.07422238249023,-0.11264601776197303,205
A1,1,M0,maintenance,461.9729959772243,462.93384766601963,0.0020755701784168634,362
A1,1,M1,maintenance,458.6339425598662,462.93384766601963,0.009288379166553229,362
A1,1,M2,maintenance,456.8135590908862,462.93384766601963,0.01322065475659251,362
A1,1,M3,maintenance,597.7465605054222,462.93384766601963,-0.29121377388819103,362
A1,1,M0,retrieval,1379.2833923044207,1375.4717328552726,-0.0027711652359700967,277
A1,1,M1,retrieval,1382.8296688489884,1375.4717328552726,-0.005349390916556063,277
A1,1,M2,retrieval,1406.5754798116427,1375.4717328552726,-0.022613148793543925,277
A1,1,M3,retrieval,1354.4975133640744,1375.4717328552726,0.0152487462956864,277
A1,2,M0,encoding,28135.719089353213,30128.41540271466,0.06614009687286437,205
A1,2,M1,encoding,26728.19866094413,30128.41540271466,0.11285747014309166,205
A1,2,M2,encoding,29355.70533387199,30128.41540271466,0.02564721902941658,205
A1,2,M3,encoding,29842.01867588529,30128.41540271466,0.009505867567252357,205
A1,2,M0,maintenance,18118.81315307979,18150.9480942906,0.0017704276957807297,362
A1,2,M1,maintenance,17551.526500241427,18150.9480942906,0.03302425806824505,362
A1,2,M2,maintenance,17942.520976209693,18150.9480942906,0.011482987940804601,362
A1,2,M3,maintenance,18104.321309612817,18150.9480942906,0.002568834665581554,362
A1,2,M0,retrieval,13724.382053132947,13673.45296171948,-0.0037246693688894883,285
A1,2,M1,retrieval,13752.99078685551,13673.45296171948,-0.005816952408342235,285
A1,2,M2,retrieval,13749.731631524093,13673.45296171948,-0.005578595985824775,285
A1,2,M3,retrieval,13508.876901312895,13673.45296171948,0.01203617410081681,285
A1,3,M0,encoding,2046.0900527481951,1903.7901406624574,-0.0747455872611158,205
A1,3,M1,encoding,2232.578525925904,1903.7901406624574,-0.17270201071061275,205
A1,3,M2,encoding,2378.0962040384843,1903.7901406624574,-0.24913778743017545,205
A1,3,M3,encoding,2283.107549244146,1903.7901406624574,-0.19924328867975882,205
A1,3,M0,maintenance,53494.28001577408,53486.453989658345,-0.0001463179091523159,363
A1,3,M1,maintenance,53520.14672897416,53486.453989658345,-0.0006299303244581278,363
A1,3,M2,maintenance,54524.648844301206,53486.453989658345,-0.019410425952776755,363
A1,3,M3,maintenance,56217.88613822294,53486.453989658345,-0.05106773668511866,363
A1,3,M0,retrieval,80601.10133553845,80547.52802980933,-0.0006651142131797183,255
A1,3,M1,retrieval,80652.43331361403,80547.52802980933,-0.0013024022756586984,255
A1,3,M2,retrieval,81657.35529015343,80547.52802980933,-0.013778539050054661,255
A1,3,M3,retrieval,84038.92884812485,80547.52802980933,-0.04334584690201071,255
A1,4,M0,encoding,12109.111835664082,12231.623539912058,0.010015980613547915,205
A1,4,M1,encoding,12006.674638145074,12231.623539912058,0.018390763992447212,205
A1,4,M2,encoding,12354.1027727712,12231.623539912058,-0.010013325905550596,205
A1,4,M3,encoding,12857.962687930947,12231.623539912058,-0.0512065422856689,205
A1,4,M0,maintenance,56813.487473030706,56817.98509620935,7.915844201489275e-05,363
A1,4,M1,maintenance,56801.5252149922,56817.98509620935,0.0002896949124344683,363
A1,4,M2,maintenance,57864.340865687,56817.98509620935,-0.018415925304388514,363
A1,4,M3,maintenance,60630.0955058427,56817.98509620935,-0.06709337550739147,363
A1,4,M0,retrieval,40364.20249397717,40377.289433560676,0.00032411634775630915,300
A1,4,M1,retrieval,40355.09309655825,40377.289433560676,0.0005497233051997563,300
A1,4,M2,retrieval,40943.66147203948,40377.289433560676,-0.014026995036671375,300
A1,4,M3,retrieval,43780.01763941114,40377.289433560676,-0.08427331932346593,300
