dataset,trial_id,block,cue,cue_sample,cue_end_sample,cue_duration_s,target_sample,target_status,platform_end_sample,platform_sign,click_sample,click_side,response_sample,response_status,target_s,response_s,rt_s,correctness,correctness_reason,timeout,timeout_reason,cue_platform_disagree,valid_events,n_platforms,n_clicks,end_s,gap_s,filter_mode,pretarget_only,filter_start_sample,filter_stop_sample,retained,reason,epoch_start_sample,epoch_end_exclusive,saturation_fraction,PTP,max_jump
B1,1,0,-1,5154,5207,0.20703125,5726,platform_onset_hypothesis,6204,-1.0,,,6204,platform_end_proxy,2.234375,4.1015625,1.8671875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,4.0015625,0.1,zero_phase,False,0,47236,False,block_boundary_24s_buffer,5090,6179,,,
B1,2,0,-1,7486,7539,0.20703125,8054,platform_onset_hypothesis,8363,-1.0,,,8363,platform_end_proxy,2.21875,3.42578125,1.20703125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.32578125,0.1,zero_phase,False,0,47236,True,retained,7422,8338,0.0,196.94257579371111,12.5979233480939
B1,3,0,1,9647,9699,0.203125,10214,platform_onset_hypothesis,10493,1.0,,,10493,platform_end_proxy,2.21484375,3.3046875,1.08984375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2046875,0.1,zero_phase,False,0,47236,True,retained,9583,10468,0.0,367.79918934620855,9.74432760613692
B1,4,0,-1,11776,11828,0.203125,12343,platform_onset_hypothesis,12604,-1.0,,,12604,platform_end_proxy,2.21484375,3.234375,1.01953125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.134375,0.1,zero_phase,False,0,47236,True,retained,11712,12579,0.0,310.074868611753,8.666160863842606
B1,5,0,1,13888,13940,0.203125,14455,platform_onset_hypothesis,14763,1.0,,,14763,platform_end_proxy,2.21484375,3.41796875,1.203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.31796875,0.1,zero_phase,False,0,47236,True,retained,13824,14738,0.0,701.1909742458324,11.883315951054215
B1,6,0,1,16049,16101,0.203125,16616,platform_onset_hypothesis,16950,1.0,,,16950,platform_end_proxy,2.21484375,3.51953125,1.3046875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.41953125,0.1,zero_phase,False,0,47236,False,quality,15985,16925,0.2663622526636225,2292.9926725669493,476.6058320274718
B1,7,0,1,18233,18285,0.203125,18800,platform_onset_hypothesis,19092,1.0,,,19092,platform_end_proxy,2.21484375,3.35546875,1.140625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.25546875,0.1,zero_phase,False,0,47236,True,retained,18169,19067,0.0,210.09112249253766,11.513857271494558
B1,8,0,-1,20378,20430,0.203125,20945,platform_onset_hypothesis,21193,-1.0,,,21193,platform_end_proxy,2.21484375,3.18359375,0.96875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.08359375,0.1,zero_phase,False,0,47236,True,retained,20314,21168,0.0,121.83697153974185,8.36926527919914
B1,9,0,-1,22478,22530,0.203125,23046,platform_onset_hypothesis,23499,-1.0,,,23499,platform_end_proxy,2.21875,3.98828125,1.76953125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.88828125,0.1,zero_phase,False,0,47236,True,retained,22414,23474,0.0,87.22258615854258,9.215681698294222
B1,10,0,-1,24782,24835,0.20703125,25350,platform_onset_hypothesis,25681,-1.0,,,25681,platform_end_proxy,2.21875,3.51171875,1.29296875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.41171875,0.1,zero_phase,False,0,47236,True,retained,24718,25656,0.0,599.0541714077076,8.803116706799933
