dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B1,2,0,-1,M0,encoding,0,205,1124.3955275532755,1868.4655130970264,1094.716632458276,0.018128762584995777
B1,2,0,-1,M0,encoding,1,205,1399.5401474131015,1636.6824842127057,2408.8801802576686,0.024866579884703584
B1,2,0,-1,M0,encoding,2,205,2445.7211646916057,610.2144456978406,4732.810831724004,0.03693033063526688
B1,2,0,-1,M0,maintenance,0,363,4541.44415729501,4491.109342860629,2694.567689049503,0.07322224333262169
B1,2,0,-1,M0,maintenance,1,363,376.17818248589526,375.7237188620354,365.0557965991078,0.006683813138878839
B1,2,0,-1,M0,maintenance,2,363,457.4180539515569,440.6058851426075,1824.4006312725335,0.0069070015890799336
B1,2,0,-1,M0,retrieval,0,284,5445.836999594904,6316.976841612333,133.56978675602284,0.08780387650338103
B1,2,0,-1,M0,retrieval,1,284,3273.666256949519,3530.722513452636,570.0879073258956,0.05816545073377271
B1,2,0,-1,M0,retrieval,2,284,7646.327096767684,6810.89461981691,5312.420560282196,0.11545935485439442
B1,3,0,1,M0,encoding,0,205,2347.491572929242,3820.709614979866,2649.2949292667176,0.037848885337100485
B1,3,0,1,M0,encoding,1,205,53.199202337090654,68.78000454377577,86.96504573053741,0.0009452263424975545
B1,3,0,1,M0,encoding,2,205,2991.3745715634172,1681.262309438654,7573.46701136443,0.045169683926620845
B1,3,0,1,M0,maintenance,0,362,13172.137374054528,13097.219115293856,9718.478348171679,0.2123759347485219
B1,3,0,1,M0,maintenance,1,362,1940.8770524470801,1965.4045358958438,3629.9407449592604,0.034484880166011825
B1,3,0,1,M0,maintenance,2,362,1305.5020051875692,1280.575309084993,1043.002188997656,0.019713048810558187
B1,3,0,1,M0,retrieval,0,254,6149.829465483016,7208.158624183526,328.2956659324421,0.09915443061264809
B1,3,0,1,M0,retrieval,1,254,80966.39280288183,79347.00368541908,106562.64845044824,1.4385848654149884
B1,3,0,1,M0,retrieval,2,254,24542.503998837325,26133.77648821371,29463.917124000884,0.3705912188107961
B1,4,0,-1,M0,encoding,0,205,797.754763711187,1419.1789099272182,758.011994027596,0.012862294769030263
B1,4,0,-1,M0,encoding,1,205,7962.221733692102,7419.3200661159935,6094.479385323132,0.14147019874102698
B1,4,0,-1,M0,encoding,2,205,5025.545043252077,8341.290359260964,2862.643303488155,0.07588560901754657
B1,4,0,-1,M0,maintenance,0,362,2167.38976426666,2207.9785464522674,3476.0742874092466,0.03494508249338313
B1,4,0,-1,M0,maintenance,1,362,35004.503847860426,35080.75005820061,41381.723561403734,0.6219487828671107
B1,4,0,-1,M0,maintenance,2,362,49570.69918893823,49555.240434493746,33337.08018105446,0.7485163629025892
B1,4,0,-1,M0,retrieval,0,236,12925.5142866218,11287.23184974168,31411.94401958893,0.20839960142943126
B1,4,0,-1,M0,retrieval,1,236,48591.5373765116,47126.94169395537,69370.78616879914,0.8633588312039545
B1,4,0,-1,M0,retrieval,2,236,67159.27681185366,70209.87904015384,75744.03048484211,1.01410346105416
B1,5,0,1,M0,encoding,0,205,39705.486241388055,44765.79018443897,40778.01008920164,0.6401762687177132
B1,5,0,1,M0,encoding,1,205,216199.0602469006,213109.23936636825,220999.0157363862,3.8413554713414926
B1,5,0,1,M0,encoding,2,205,210203.46160537814,198671.4035831602,239281.97497833517,3.174067203504414
B1,5,0,1,M0,maintenance,0,362,348899.9773019966,348464.28379363084,330197.4713654517,5.625355757312561
B1,5,0,1,M0,maintenance,1,362,446154.8318896391,445759.2961109547,424167.3616192927,7.927135772872897
B1,5,0,1,M0,maintenance,2,362,554405.0241939465,554597.2792192812,616672.7972000003,8.371502501969518
B1,5,0,1,M0,retrieval,0,283,472294.7986628962,481214.7702803531,387462.126648184,7.614865112207893
B1,5,0,1,M0,retrieval,1,283,209093.8644553383,211321.62993917172,171170.18527851565,3.715112634311113
B1,5,0,1,M0,retrieval,2,283,327577.5581975828,322382.36835198855,310904.2224591251,4.946413232865635
B1,7,0,1,M0,encoding,0,205,1564.6305153694498,651.5590596388361,1283.6757174405575,0.02522672356060966
B1,7,0,1,M0,encoding,1,205,135.44627986958722,112.71817104953428,171.78012061191842,0.0024065660029035617
B1,7,0,1,M0,encoding,2,205,262.75001366005324,85.63211745000265,2139.536508063211,0.003967518872949777
B1,7,0,1,M0,maintenance,0,362,1769.3600043443973,1799.8310161160912,3354.12617028647,0.028527601417933306
B1,7,0,1,M0,maintenance,1,362,6682.531714455162,6721.97053820751,9473.364885790095,0.1187330774445555
B1,7,0,1,M0,maintenance,2,362,1198.2886350350827,1208.3676410262767,5160.136613057511,0.018094129505522916
B1,7,0,1,M0,retrieval,0,267,730.8952237434114,438.390387809267,7013.944621781423,0.011784310468207425
B1,7,0,1,M0,retrieval,1,267,2847.3214096859274,3073.8382233770017,773.3567044680144,0.050590292405869076
B1,7,0,1,M0,retrieval,2,267,9438.593292952268,8511.528645780156,6747.008301934732,0.14252253121606068
B1,8,0,-1,M0,encoding,0,205,133.8743319334943,85.93374771507487,194.1654943364004,0.0021584717480408544
B1,8,0,-1,M0,encoding,1,205,104.50552722893602,94.6198997495592,259.061252081105,0.001856820646435051
B1,8,0,-1,M0,encoding,2,205,7593.488242395936,4001.826658463743,11540.23396148585,0.1146614894270069
B1,8,0,-1,M0,maintenance,0,362,65.88002915483438,64.9240244158533,248.4612546550669,0.001062191531693018
B1,8,0,-1,M0,maintenance,1,362,122.3789980163979,124.9135051743209,559.5977376292836,0.0021743907354209646
B1,8,0,-1,M0,maintenance,2,362,12340.426326946226,12333.112797432404,22977.390337898985,0.18634014008368877
B1,8,0,-1,M0,retrieval,0,223,298.5127494795014,100.55329728149066,5786.671513516928,0.004812956500889133
B1,8,0,-1,M0,retrieval,1,223,628.6040102236741,461.03005520369834,4487.6591373638375,0.01116883418097341
B1,8,0,-1,M0,retrieval,2,223,12472.577462935775,11172.547609656589,9119.388591672865,0.1883356190517646
B1,9,0,-1,M0,encoding,0,205,459.86886474539546,207.96471046770733,559.7724632955011,0.007414520304382657
B1,9,0,-1,M0,encoding,1,205,736.3292698644789,785.5480035412047,1230.7503792764246,0.013082861998903395
B1,9,0,-1,M0,encoding,2,205,707.7969878101514,215.13897468327465,1597.3132338978787,0.010687717455219752
B1,9,0,-1,M0,maintenance,0,363,153.65377780262526,159.6280846600452,731.8262143194289,0.0024773781021105177
B1,9,0,-1,M0,maintenance,1,363,169.28735877148665,171.88554235674985,540.0243214526834,0.003007843424958287
B1,9,0,-1,M0,maintenance,2,363,152.40112139741092,149.3376052993077,1260.817912681956,0.0023012532596296703
