dataset,model,stage,MSE,zero_MSE,baseline_MSE,normalized_MSE,RMSE,NRMSE,S_zero,S_train_baseline,n_trials
B1,M0,encoding,19799.869539740175,19823.91811289169,19780.9923026688,0.3472024411385533,140.71200922359176,0.5892388659436454,0.001213108983530109,-0.0009543119365567065,64
B1,M0,maintenance,78597.94192537911,78603.48367662939,79725.0234049923,1.3921684219489394,280.3532448989651,1.1799018696268513,7.050261630991983e-05,0.014137110677130416,64
B1,M0,retrieval,79531.24568272059,79506.48729040644,81721.38550774241,1.4362464496594622,282.01284666256004,1.1984350001812623,-0.00031140090774872675,0.026800081905296702,64
B1,M1,encoding,19697.909606733538,19823.91811289169,19780.9923026688,0.3455252516843512,140.34924156094874,0.5878139600965183,0.006356387543601016,0.004200127812802101,64
B1,M1,maintenance,78776.38262295669,78603.48367662939,79725.0234049923,1.3957702856667915,280.6713070888378,1.181427224024735,-0.0021996346502732855,0.01189890879324862,64
B1,M1,retrieval,79669.3295853684,79506.48729040644,81721.38550774241,1.4391275583886145,282.2575589516929,1.1996364275848805,-0.002048163621757748,0.025110390745634148,64
B1,M2,encoding,19682.105108567637,19823.91811289169,19780.9923026688,0.34529910714068035,140.29292608170817,0.5876215679675827,0.007153631462583077,0.004999101793686123,64
B1,M2,maintenance,78925.1435626112,78603.48367662939,79725.0234049923,1.3987387532135698,280.9361912652252,1.1826828624840937,-0.0040921835895353365,0.010032983475185886,64
B1,M2,retrieval,79787.39609247852,79506.48729040644,81721.38550774241,1.4414614467635272,282.4666282810742,1.2006087817284725,-0.00353315574169466,0.023665646430831244,64
B1,M3,encoding,19742.44277651524,19823.91811289169,19780.9923026688,0.34623427587359173,140.5078032584498,0.5884167535629757,0.004109951217134311,0.0019488165994766549,64
B1,M3,maintenance,78814.50400313789,78603.48367662939,79725.0234049923,1.3962638360375916,280.7392099496219,1.1816360844344556,-0.0026846179919535196,0.011420748003159509,64
B1,M3,retrieval,79801.89878476234,79506.48729040644,81721.38550774241,1.4408821985522466,282.4922986291172,1.2003675264485651,-0.0037155646592317293,0.02348818135001174,64
