dataset,stage,control,S_cog,ci_low,ci_high,n_blocks,n_bootstraps
B1,encoding,M0,-0.009753507975219122,-0.04089645871488135,0.01913784343624092,5,2000
B1,encoding,M1,-0.013228163996369613,-0.034988578479393295,0.006779133359738457,5,2000
B1,encoding,M3,0.006514768904320678,0.0024047358200038893,0.009827827537905232,5,2000
B1,maintenance,M0,-0.010185719414874894,-0.02008554819991737,0.00028480589122481526,5,2000
B1,maintenance,M1,-0.008066313126574576,-0.020861998514259517,0.008448691964632382,5,2000
B1,maintenance,M3,-0.0028534249002463152,-0.007165731201391745,-0.0007358611896990386,5,2000
