dataset,model,stage,MSE,zero_MSE,baseline_MSE,normalized_MSE,RMSE,NRMSE,S_zero,S_train_baseline,n_trials
A1,M0,encoding,21597.444729238752,20636.831370165888,22930.567877725087,0.5837308579146808,146.96069110220853,0.7640228124308075,-0.0465484909888636,0.05813738044321792,65
A1,M0,maintenance,52940.0788606103,52930.687320860045,53346.01678411741,1.4088976116334222,230.0871114613122,1.1869699286980366,-0.0001774309049367151,0.0076095264085015435,65
A1,M0,retrieval,51573.340924382006,51866.05692846802,49835.3160530661,1.2240412943241965,227.0976462325887,1.1063639972107717,0.00564369110398566,-0.03487536568374949,65
A1,M1,encoding,22095.53703757014,20636.831370165888,22930.567877725087,0.5944981381043032,148.64567614824907,0.7710370536519651,-0.07068457561334052,0.03641561973552787,65
A1,M1,maintenance,53223.872078758795,52930.687320860045,53346.01678411741,1.4149683787473464,230.7029953831523,1.1895244338589042,-0.005539031755274593,0.00228966870859193,65
A1,M1,retrieval,51404.2788449416,51866.05692846802,49835.3160530661,1.2210291967624942,226.72511736669495,1.1050018989859223,0.008903281083489478,-0.03148295056872574,65
A1,M2,encoding,21103.522329866842,20636.831370165888,22930.567877725087,0.5740364158504809,145.2705143167974,0.7576519094217878,-0.022614467857484888,0.07967729179673078,65
A1,M2,maintenance,53001.496022138235,52930.687320860045,53346.01678411741,1.413340872158187,230.2205377939558,1.1888401373431952,-0.0013377627395796399,0.00645822842543986,65
A1,M2,retrieval,51403.49527487586,51866.05692846802,49835.3160530661,1.2225059730043093,226.72338934233463,1.1056699204574163,0.008918388653105236,-0.0314672273802763,65
A1,M3,encoding,20951.619631675825,20636.831370165888,22930.567877725087,0.5700844784686497,144.74674307795607,0.7550393886868749,-0.015253710991941283,0.08630175478434732,65
A1,M3,maintenance,53009.83988766238,52930.687320860045,53346.01678411741,1.4146892237627726,230.23865854296142,1.1894070891678645,-0.0014954003208482725,0.006301818143526705,65
A1,M3,retrieval,51567.94537788984,51866.05692846802,49835.3160530661,1.228114444438551,227.08576656825025,1.1082032505089268,0.005747719572924637,-0.03476709815542822,65
