dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
B1,0,M0,encoding,4368.00495554739,4540.49207367646,0.03798863985008705,205
B1,0,M1,encoding,4529.2499595910895,4540.49207367646,0.002475968221714697,205
B1,0,M2,encoding,4563.306627835814,4540.49207367646,-0.005024687586533183,205
B1,0,M3,encoding,5046.319657871845,4540.49207367646,-0.11140369281292761,205
B1,0,M0,maintenance,38779.05914004874,38789.34000562149,0.0002650435808203566,362
B1,0,M1,maintenance,38800.048137690894,38789.34000562149,-0.0002760586302281709,362
B1,0,M2,maintenance,38867.80042357997,38789.34000562149,-0.002022731450112447,362
B1,0,M3,maintenance,40977.735857490195,38789.34000562149,-0.05641745519649355,362
B1,0,M0,retrieval,30315.986064713863,30366.158174749264,0.0016522376570218267,267
B1,0,M1,retrieval,30358.659336622008,30366.158174749264,0.0002469472128842076,267
B1,0,M2,retrieval,30362.402372750137,30366.158174749264,0.0001236838054229361,267
B1,0,M3,retrieval,33412.30400402683,30366.158174749264,-0.10031383659888093,267
B1,1,M0,encoding,1861.8189093317749,1823.377243388023,-0.021082672871535424,205
B1,1,M1,encoding,2250.461735340953,1823.377243388023,-0.23422717021484973,205
B1,1,M2,encoding,2388.041098438128,1823.377243388023,-0.30968021406305435,205
B1,1,M3,encoding,1873.4865183455568,1823.377243388023,-0.0274815730750404,205
B1,1,M0,maintenance,95140.47851587416,95112.70003639988,-0.00029205857328884477,362
B1,1,M1,maintenance,96951.84043153147,95112.70003639988,-0.019336433456601965,362
B1,1,M2,maintenance,98201.61952752707,95112.70003639988,-0.032476414715858715,362
B1,1,M3,maintenance,97185.03590602154,95112.70003639988,-0.021788214074761614,362
B1,1,M0,retrieval,138479.5060757314,138276.17912264157,-0.0014704409275692054,277
B1,1,M1,retrieval,138900.0942756035,138276.17912264157,-0.004512094251668319,277
B1,1,M2,retrieval,139959.52556774422,138276.17912264157,-0.012173799245708494,277
B1,1,M3,retrieval,139689.9001180258,138276.17912264157,-0.010223893980541465,277
B1,2,M0,encoding,35707.928640260994,35805.70055947422,0.002730624389008285,205
B1,2,M1,encoding,35645.94297408459,35805.70055947422,0.0044617919184201105,205
B1,2,M2,encoding,35606.68775937268,35805.70055947422,0.0055581317218182935,205
B1,2,M3,encoding,36007.22130047149,35805.70055947422,-0.005628174783580464,205
B1,2,M0,maintenance,23537.878075855868,23539.353927614047,6.269720752394292e-05,362
B1,2,M1,maintenance,23521.782738051443,23539.353927614047,0.0007464601457047859,362
B1,2,M2,maintenance,23524.820846579638,23539.353927614047,0.0006173950686624297,362
B1,2,M3,maintenance,23647.315895388736,23539.353927614047,-0.004586445664850558,362
B1,2,M0,retrieval,16887.979901386218,16891.478898780388,0.00020714571028013218,220
B1,2,M1,retrieval,16885.872518558677,16891.478898780388,0.00033190582395459245,220
B1,2,M2,retrieval,16883.30467603119,16891.478898780388,0.0004839258183477746,220
B1,2,M3,retrieval,17849.784304996745,16891.478898780388,-0.05673306712567072,220
B1,3,M0,encoding,4193.273400165204,3442.80476706691,-0.2179817572803162,205
B1,3,M1,encoding,3652.000282504785,3442.80476706691,-0.0607631072894379,205
B1,3,M2,encoding,3753.1785088420406,3442.80476706691,-0.09015142094146489,205
B1,3,M3,encoding,3725.7194310199848,3442.80476706691,-0.0821756338492885,205
B1,3,M0,maintenance,7487.477194909347,7468.447052926024,-0.002548072155893255,362
B1,3,M1,maintenance,7503.07355433459,7468.447052926024,-0.004636372349322571,362
B1,3,M2,maintenance,7537.434565013796,7468.447052926024,-0.00923719638083842,362
B1,3,M3,maintenance,7848.131737985523,7468.447052926024,-0.05083850529686007,362
B1,3,M0,retrieval,14921.28701416533,14829.344016465187,-0.006200071803449836,258
B1,3,M1,retrieval,14854.523331157146,14829.344016465187,-0.0016979385375375244,258
B1,3,M2,retrieval,14875.490635089047,14829.344016465187,-0.003111844905116623,258
B1,3,M3,retrieval,15074.157111435123,14829.344016465187,-0.01650869348624706,258
B1,4,M0,encoding,1019.9976722899747,846.5392860385255,-0.20490293730272935,205
B1,4,M1,encoding,872.353403295396,846.5392860385255,-0.03049370263448803,205
B1,4,M2,encoding,888.7752526593805,846.5392860385255,-0.04989250625154429,205
B1,4,M3,encoding,898.6699885223511,846.5392860385255,-0.06158096067552532,205
B1,4,M0,maintenance,8389.530718523205,8394.462279964124,0.0005874779439642985,363
B1,4,M1,maintenance,8387.673215618865,8394.462279964124,0.0008087551196058751,363
B1,4,M2,maintenance,8401.554213644473,8394.462279964124,-0.000844834778432002,363
B1,4,M3,maintenance,8949.090697954249,8394.462279964124,-0.06607074991734851,363
B1,4,M0,retrieval,8148.33252030196,8125.460547825493,-0.002814852443359328,255
B1,4,M1,retrieval,8131.753616909827,8125.460547825493,-0.0007744876794728572,255
B1,4,M2,retrieval,8136.45648200769,8125.460547825493,-0.0013532690384103763,255
B1,4,M3,retrieval,8156.99054664454,8125.460547825493,-0.0038803952875612335,255
