iteration,model,n,BA,AUC
1918,lateral_3windows,275,0.5277777777777778,0.5276190476190477
1919,all_9windows,275,0.5107142857142857,0.5187301587301587
1919,early_lateral,275,0.5170634920634921,0.5634391534391534
1919,lateral_3windows,275,0.5166666666666666,0.5622222222222223
1920,all_9windows,275,0.49246031746031743,0.4887301587301587
1920,early_lateral,275,0.4899470899470899,0.4537037037037037
1920,lateral_3windows,275,0.47579365079365077,0.44063492063492066
1921,all_9windows,275,0.5361111111111111,0.5308994708994709
1921,early_lateral,275,0.5156084656084656,0.5010052910052909
1921,lateral_3windows,275,0.4973544973544973,0.4755026455026454
1922,all_9windows,275,0.5354497354497354,0.518941798941799
1922,early_lateral,275,0.4751322751322751,0.4344444444444444
1922,lateral_3windows,275,0.4587301587301587,0.4448148148148149
1923,all_9windows,275,0.5443121693121693,0.5458201058201058
1923,early_lateral,275,0.47923280423280423,0.4943386243386243
1923,lateral_3windows,275,0.4939153439153439,0.5213756613756613
1924,all_9windows,275,0.49933862433862436,0.48439153439153443
1924,early_lateral,275,0.48293650793650794,0.43576719576719575
1924,lateral_3windows,275,0.5234126984126983,0.5165608465608466
1925,all_9windows,275,0.47883597883597884,0.47015873015873016
1925,early_lateral,275,0.4955026455026455,0.47460317460317464
1925,lateral_3windows,275,0.48796296296296293,0.4783597883597883
1926,all_9windows,275,0.5125661375661376,0.5233862433862434
1926,early_lateral,275,0.5607142857142857,0.5798412698412698
1926,lateral_3windows,275,0.5276455026455027,0.5626455026455026
1927,all_9windows,275,0.5268518518518519,0.5158201058201058
1927,early_lateral,275,0.5170634920634921,0.5278835978835978
1927,lateral_3windows,275,0.5423280423280423,0.5380952380952381
1928,all_9windows,275,0.5294973544973545,0.5633333333333334
1928,early_lateral,275,0.5228835978835978,0.5045502645502645
1928,lateral_3windows,275,0.5157407407407407,0.5267724867724868
1929,all_9windows,275,0.5113756613756614,0.5122222222222221
1929,early_lateral,275,0.49047619047619045,0.4551322751322751
1929,lateral_3windows,275,0.5047619047619047,0.4976190476190477
1930,all_9windows,275,0.5169312169312169,0.5323809523809524
1930,early_lateral,275,0.5374338624338625,0.5275132275132275
1930,lateral_3windows,275,0.5085978835978836,0.5284126984126984
1931,all_9windows,275,0.5064814814814815,0.49920634920634915
1931,early_lateral,275,0.5461640211640211,0.5354497354497355
1931,lateral_3windows,275,0.5314814814814814,0.542063492063492
1932,all_9windows,275,0.4887566137566138,0.44566137566137565
1932,early_lateral,275,0.42843915343915345,0.38592592592592595
1932,lateral_3windows,275,0.44087301587301586,0.4061375661375662
1933,all_9windows,275,0.5423280423280423,0.5458730158730158
1933,early_lateral,275,0.5607142857142857,0.5544444444444445
1933,lateral_3windows,275,0.5678571428571428,0.5696825396825397
1934,all_9windows,275,0.5113756613756614,0.5070899470899471
1934,early_lateral,275,0.5316137566137566,0.5314285714285715
1934,lateral_3windows,275,0.5239417989417989,0.5157142857142858
1935,all_9windows,275,0.47724867724867726,0.4733333333333333
1935,early_lateral,275,0.45978835978835975,0.4373015873015873
1935,lateral_3windows,275,0.4645502645502645,0.427037037037037
1936,all_9windows,275,0.4394179894179894,0.4339153439153439
1936,early_lateral,275,0.3939153439153439,0.38486772486772486
1936,lateral_3windows,275,0.4626984126984127,0.4532275132275133
1937,all_9windows,275,0.5243386243386243,0.5385185185185186
1937,early_lateral,275,0.5228835978835978,0.5501058201058202
1937,lateral_3windows,275,0.5412698412698412,0.5523809523809524
1938,all_9windows,275,0.5351851851851852,0.5404232804232805
1938,early_lateral,275,0.5170634920634921,0.5442857142857143
1938,lateral_3windows,275,0.5240740740740741,0.5422751322751322
1939,all_9windows,275,0.521031746031746,0.49238095238095236
1939,early_lateral,275,0.4915343915343915,0.4465608465608466
1939,lateral_3windows,275,0.426058201058201,0.3997883597883598
1940,all_9windows,275,0.5089947089947089,0.5231746031746032
1940,early_lateral,275,0.5461640211640211,0.5474074074074073
1940,lateral_3windows,275,0.5205026455026456,0.5493121693121694
1941,all_9windows,275,0.5082010582010582,0.48534391534391536
1941,early_lateral,275,0.5425925925925925,0.532962962962963
1941,lateral_3windows,275,0.5461640211640211,0.5362433862433863
1942,all_9windows,275,0.519047619047619,0.5056084656084656
1942,early_lateral,275,0.5388888888888889,0.5369841269841269
1942,lateral_3windows,275,0.5242063492063492,0.5304232804232805
1943,all_9windows,275,0.5030423280423281,0.5143386243386243
1943,early_lateral,275,0.5228835978835978,0.5121164021164021
1943,lateral_3windows,275,0.49034391534391536,0.5097883597883598
1944,all_9windows,275,0.4915343915343915,0.4703174603174603
1944,early_lateral,275,0.5170634920634921,0.5207936507936508
1944,lateral_3windows,275,0.5205026455026456,0.5385714285714286
1945,all_9windows,275,0.5662698412698413,0.5788888888888889
1945,early_lateral,275,0.5301587301587302,0.5472486772486772
1945,lateral_3windows,275,0.5084656084656085,0.5525925925925926
1946,all_9windows,275,0.4797619047619048,0.4252910052910054
1946,early_lateral,275,0.5280423280423281,0.5258201058201059
1946,lateral_3windows,275,0.5064814814814815,0.5012169312169312
1947,all_9windows,275,0.5260582010582011,0.5348148148148149
1947,early_lateral,275,0.501058201058201,0.4884126984126984
1947,lateral_3windows,275,0.4939153439153439,0.4852910052910053
1948,all_9windows,275,0.45939153439153435,0.46656084656084656
1948,early_lateral,275,0.43478835978835984,0.4356084656084656
1948,lateral_3windows,275,0.49047619047619045,0.49201058201058195
1949,all_9windows,275,0.45079365079365075,0.4561375661375661
1949,early_lateral,275,0.44656084656084655,0.4417460317460318
1949,lateral_3windows,275,0.4976190476190476,0.4946560846560847
1950,all_9windows,275,0.5175925925925926,0.5214814814814814
1950,early_lateral,275,0.49378306878306877,0.5023280423280424
1950,lateral_3windows,275,0.5521164021164021,0.5377248677248677
1951,all_9windows,275,0.5412698412698412,0.5387301587301587
1951,early_lateral,275,0.5301587301587302,0.5501058201058201
1951,lateral_3windows,275,0.5558201058201058,0.5652380952380952
1952,all_9windows,275,0.4697089947089947,0.4504761904761905
1952,early_lateral,275,0.4537037037037037,0.39994708994708994
1952,lateral_3windows,275,0.45211640211640214,0.41455026455026456
1953,all_9windows,275,0.5462962962962963,0.5629100529100529
1953,early_lateral,275,0.45899470899470896,0.4666666666666667
1953,lateral_3windows,275,0.546031746031746,0.5646560846560847
1954,all_9windows,275,0.48584656084656086,0.47873015873015873
1954,early_lateral,275,0.5007936507936508,0.4825396825396826
1954,lateral_3windows,275,0.523015873015873,0.5308465608465608
1955,all_9windows,275,0.5115079365079365,0.535873015873016
1955,early_lateral,275,0.4992063492063492,0.5009523809523809
1955,lateral_3windows,275,0.4756613756613757,0.44433862433862437
1956,all_9windows,275,0.4542328042328042,0.43645502645502643
1956,early_lateral,275,0.5374338624338625,0.5353968253968254
1956,lateral_3windows,275,0.541005291005291,0.5243915343915344
1957,all_9windows,275,0.5284391534391535,0.535026455026455
1957,early_lateral,275,0.5156084656084656,0.4744973544973544
1957,lateral_3windows,275,0.4719576719576719,0.44904761904761903
1958,all_9windows,275,0.49986772486772485,0.5061375661375661
1958,early_lateral,275,0.4753968253968254,0.452010582010582
1958,lateral_3windows,275,0.4361111111111111,0.407989417989418
1959,all_9windows,275,0.4920634920634921,0.47455026455026456
1959,early_lateral,275,0.5243386243386243,0.5234391534391535
1959,lateral_3windows,275,0.5170634920634921,0.5062962962962964
1960,all_9windows,275,0.5417989417989417,0.5207936507936508
1960,early_lateral,275,0.5607142857142857,0.5513227513227513
1960,lateral_3windows,275,0.5423280423280423,0.5469841269841269
1961,all_9windows,275,0.4380952380952381,0.40068783068783076
1961,early_lateral,275,0.5156084656084656,0.4846560846560847
1961,lateral_3windows,275,0.44021164021164016,0.4174074074074074
1962,all_9windows,275,0.48174603174603176,0.5098412698412699
1962,early_lateral,275,0.5280423280423281,0.4931216931216931
1962,lateral_3windows,275,0.46944444444444444,0.42730158730158735
1963,all_9windows,275,0.5361111111111111,0.5071957671957672
1963,early_lateral,275,0.4736772486772487,0.47105820105820106
1963,lateral_3windows,275,0.48822751322751323,0.4555555555555556
1964,all_9windows,275,0.5566137566137566,0.5505291005291005
1964,early_lateral,275,0.5607142857142857,0.5621164021164021
1964,lateral_3windows,275,0.5568783068783069,0.5755026455026455
1965,all_9windows,275,0.4988095238095238,0.5081481481481482
1965,early_lateral,275,0.5243386243386243,0.5236507936507937
1965,lateral_3windows,275,0.4914021164021164,0.5299999999999999
1966,all_9windows,275,0.44074074074074077,0.4021164021164021
1966,early_lateral,275,0.5062169312169312,0.4820634920634921
1966,lateral_3windows,275,0.480026455026455,0.45386243386243386
1967,all_9windows,275,0.4984126984126984,0.4855555555555556
1967,early_lateral,275,0.5156084656084656,0.5089417989417989
1967,lateral_3windows,275,0.5412698412698412,0.5315873015873016
1968,all_9windows,275,0.4753968253968254,0.4573015873015873
1968,early_lateral,275,0.5447089947089947,0.5376190476190477
1968,lateral_3windows,275,0.5305555555555556,0.5277248677248677
1969,all_9windows,275,0.5247354497354497,0.5018518518518518
1969,early_lateral,275,0.5170634920634921,0.5282010582010582
1969,lateral_3windows,275,0.5205026455026456,0.536984126984127
1970,all_9windows,275,0.4751322751322751,0.4905291005291006
1970,early_lateral,275,0.5083333333333333,0.5104232804232804
1970,lateral_3windows,275,0.5121693121693122,0.5104761904761904
1971,all_9windows,275,0.5432539682539683,0.5252910052910054
1971,early_lateral,275,0.49378306878306877,0.4770370370370371
1971,lateral_3windows,275,0.4793650793650793,0.4723809523809524
1972,all_9windows,275,0.446031746031746,0.463015873015873
1972,early_lateral,275,0.5243386243386243,0.5542857142857143
1972,lateral_3windows,275,0.48756613756613754,0.49269841269841275
1973,all_9windows,275,0.4714285714285714,0.47830687830687835
1973,early_lateral,275,0.5268518518518519,0.4839153439153439
1973,lateral_3windows,275,0.5123015873015873,0.4717989417989419
1974,all_9windows,275,0.4816137566137566,0.457037037037037
1974,early_lateral,275,0.49497354497354495,0.5018518518518518
1974,lateral_3windows,275,0.5316137566137566,0.5522222222222222
1975,all_9windows,275,0.48677248677248675,0.4413756613756613
1975,early_lateral,275,0.5316137566137566,0.5344444444444445
1975,lateral_3windows,275,0.455026455026455,0.45052910052910056
1976,all_9windows,275,0.5457671957671958,0.5280952380952382
1976,early_lateral,275,0.5461640211640211,0.5731746031746032
1976,lateral_3windows,275,0.5714285714285714,0.5875661375661376
1977,all_9windows,275,0.4793650793650793,0.4731746031746032
1977,early_lateral,275,0.4865079365079365,0.49597883597883596
1977,lateral_3windows,275,0.46851851851851856,0.4987301587301587
1978,all_9windows,275,0.4981481481481481,0.4627513227513227
1978,early_lateral,275,0.4358465608465608,0.42989417989417994
1978,lateral_3windows,275,0.47579365079365077,0.43306878306878305
1979,all_9windows,275,0.5167989417989418,0.49682539682539684
1979,early_lateral,275,0.4722222222222222,0.4441269841269841
1979,lateral_3windows,275,0.4558201058201058,0.407989417989418
1980,all_9windows,275,0.5293650793650794,0.5594708994708995
1980,early_lateral,275,0.501058201058201,0.48962962962962964
1980,lateral_3windows,275,0.48677248677248675,0.48264550264550266
1981,all_9windows,275,0.5757936507936507,0.5805820105820105
1981,early_lateral,275,0.5461640211640211,0.5650793650793651
1981,lateral_3windows,275,0.5641534391534391,0.5843386243386244
1982,all_9windows,275,0.5316137566137566,0.5418518518518519
1982,early_lateral,275,0.5461640211640211,0.544973544973545
1982,lateral_3windows,275,0.5533068783068783,0.5739153439153439
1983,all_9windows,275,0.5211640211640212,0.4918518518518518
1983,early_lateral,275,0.4531746031746032,0.4303703703703703
1983,lateral_3windows,275,0.4842592592592593,0.47941798941798947
1984,all_9windows,275,0.46746031746031746,0.473968253968254
1984,early_lateral,275,0.5228835978835978,0.5007407407407408
1984,lateral_3windows,275,0.4257936507936508,0.4144973544973545
1985,all_9windows,275,0.5038359788359789,0.5122751322751322
1985,early_lateral,275,0.47923280423280423,0.48899470899470904
1985,lateral_3windows,275,0.4865079365079365,0.4786243386243386
1986,all_9windows,275,0.5244708994708995,0.5287830687830688
1986,early_lateral,275,0.5156084656084656,0.5362433862433862
1986,lateral_3windows,275,0.5157407407407407,0.5217989417989418
1987,all_9windows,275,0.5006613756613757,0.5141269841269842
1987,early_lateral,275,0.5167989417989418,0.49910052910052916
1987,lateral_3windows,275,0.5133597883597883,0.5163492063492063
1988,all_9windows,275,0.5206349206349207,0.5122222222222222
1988,early_lateral,275,0.5097883597883598,0.5256084656084655
1988,lateral_3windows,275,0.5059523809523809,0.5264021164021164
1989,all_9windows,275,0.49682539682539684,0.509100529100529
1989,early_lateral,275,0.5207671957671958,0.5053439153439153
1989,lateral_3windows,275,0.5531746031746032,0.5351851851851852
1990,all_9windows,275,0.5203703703703704,0.5094179894179894
1990,early_lateral,275,0.5318783068783068,0.49407407407407405
1990,lateral_3windows,275,0.5063492063492063,0.4704232804232804
1991,all_9windows,275,0.432010582010582,0.42846560846560844
1991,early_lateral,275,0.46124338624338623,0.43328042328042327
1991,lateral_3windows,275,0.47632275132275137,0.47190476190476194
1992,all_9windows,275,0.49708994708994714,0.5365608465608466
1992,early_lateral,275,0.5138888888888888,0.4764021164021164
1992,lateral_3windows,275,0.4902116402116402,0.4613756613756614
1993,all_9windows,275,0.43412698412698414,0.3816931216931217
1993,early_lateral,275,0.4395502645502646,0.42280423280423285
1993,lateral_3windows,275,0.4468253968253968,0.3948677248677248
1994,all_9windows,275,0.44021164021164016,0.3992592592592593
1994,early_lateral,275,0.4664021164021164,0.42862433862433863
1994,lateral_3windows,275,0.4630952380952381,0.43386243386243384
1995,all_9windows,275,0.48664021164021165,0.49296296296296294
1995,early_lateral,275,0.5134920634920634,0.507989417989418
1995,lateral_3windows,275,0.5242063492063492,0.5166137566137565
1996,all_9windows,275,0.507010582010582,0.4986772486772487
1996,early_lateral,275,0.4351851851851852,0.383915343915344
