dataset,origin,held_block,method,alpha,gate,level,weight,contrast_normalized,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
A1,synthetic,4,gated,0.0,2.0,0.0,0.5,4.3016107245086286e-18,3.684309763184684e-17,2.491749226089893e-18,6.360377771480977e-17,0.0,0.0,6,4.642554588344208e-18
A1,synthetic,4,gated,0.05,0.0,0.0,0.5,0.013409286415795767,0.13583222820868252,0.009186519898492162,0.19827021251485197,0.07319961766317018,0.0,6,0.020841753648066424
A1,synthetic,4,gated,0.05,1.0,0.0,0.5,5.743758776519415e-06,0.00011625463195976134,7.862460211942282e-06,8.492743297011366e-05,1.846242448966251e-05,0.0,6,1.1982978691126157e-05
A1,synthetic,4,gated,0.05,2.0,0.0,0.5,4.3016107245086286e-18,3.684309763184684e-17,2.491749226089893e-18,6.360377771480977e-17,0.0,0.0,6,4.642554588344208e-18
A1,synthetic,4,gated,0.1,0.0,0.0,0.5,0.0268185728315915,0.271664456417365,0.01837303979698432,0.39654042502970344,0.1458245782094091,1.3020833333333333,6,0.04164464244712668
A1,synthetic,4,gated,0.1,1.0,0.0,0.5,1.14875175530781e-05,0.0002325092639195221,1.5724920423884524e-05,0.00016985486594080795,3.692484897932502e-05,0.0,6,2.396595738227191e-05
A1,synthetic,4,gated,0.1,2.0,0.0,0.5,4.3016107245086286e-18,3.684309763184684e-17,2.491749226089893e-18,6.360377771480977e-17,0.0,0.0,6,4.642554588344208e-18
A1,synthetic,4,gated,0.15,0.0,0.0,0.5,0.04022785924738726,0.4074966846260475,0.02755955969547648,0.5948106375445553,0.21844953875565043,1.953125,6,0.06244753124618711
A1,synthetic,4,gated,0.15,1.0,0.0,0.5,1.7231276329586717e-05,0.0003487638958792831,2.3587380635826785e-05,0.0002547822989107619,5.538727347105995e-05,0.0,6,3.5948936073532816e-05
A1,synthetic,4,gated,0.15,2.0,0.0,0.5,4.3016107245086286e-18,3.684309763184684e-17,2.491749226089893e-18,6.360377771480977e-17,0.0,0.0,6,4.642554588344208e-18
A1,synthetic,4,gated,0.25,0.0,0.0,0.5,0.06704643207897884,0.6791611410434125,0.0459325994924608,0.9913510625742599,0.36369945984813007,2.6041666666666665,6,0.1040533088443078
A1,synthetic,4,gated,0.25,1.0,0.0,0.5,2.8718793882660865e-05,0.0005812731597988064,3.9312301059711394e-05,0.00042463716485151146,9.231212244949678e-05,0.0,6,5.991489345574276e-05
A1,synthetic,4,gated,0.25,2.0,0.0,0.5,4.3016107245086286e-18,3.684309763184684e-17,2.491749226089893e-18,6.360377771480977e-17,0.0,0.0,6,4.642554588344208e-18
A1,synthetic,4,shrink,0.0,0.0,1.0,0.25,1.7328796328590885,26.19039451492289,1.7712923032600285,25.62242332782931,8.76996750257131,14.322916666666666,6,3.2308570505986514
A1,synthetic,4,shrink,0.05,0.0,1.0,0.25,1.6579986878343997,24.92336681859453,1.6856014823277607,24.515230862623326,8.419619098198948,13.671875,6,3.0840312140355453
A1,synthetic,4,shrink,0.1,0.0,1.0,0.25,1.5832794046600995,23.65867198233448,1.6000684359216162,23.410428735608225,8.065354874810495,13.671875,6,2.937179150712841
A1,synthetic,4,shrink,0.15,0.0,1.0,0.25,1.5087458020019797,22.396705204733603,1.5147198918643419,22.30837208767839,7.708471032735988,13.020833333333334,6,2.7904272615923422
A1,synthetic,4,shrink,0.25,0.0,1.0,0.25,1.3603576482552808,19.883032594338257,1.344716765520755,20.11429927382698,6.973443839111009,12.369791666666666,6,2.496519161122105
A1,synthetic,4,gated,0.0,0.0,1.0,0.25,1.7328796328590885,26.19039451492289,1.7712923032600285,25.62242332782931,8.76996750257131,14.322916666666666,6,3.2308570505986514
A1,synthetic,4,gated,0.0,1.0,1.0,0.25,1.7328796328590885,26.19039451492289,1.7712923032600285,25.62242332782931,8.76996750257131,14.322916666666666,6,3.2308570505986514
A1,synthetic,4,gated,0.0,2.0,1.0,0.25,1.7328796328590885,26.19039451492289,1.7712923032600285,25.62242332782931,8.76996750257131,14.322916666666666,6,3.2308570505986514
A1,synthetic,4,gated,0.05,0.0,1.0,0.25,1.6543548420892606,24.950835933751577,1.6874592562619148,24.46135282259511,8.413488909368597,13.671875,6,3.0836524720184895
A1,synthetic,4,gated,0.05,1.0,1.0,0.25,1.6689338116251327,25.166293807377006,1.7020309677728676,24.676918013649566,8.483053415490028,13.671875,6,3.1102184112596416
A1,synthetic,4,gated,0.05,2.0,1.0,0.25,1.6835206302130734,25.3820073961679,1.7166199736511945,24.89259926108267,8.552518169217118,13.671875,6,3.136798823002954
A1,synthetic,4,gated,0.1,0.0,1.0,0.25,1.5759448281473258,23.714250795386562,1.6038273072791054,23.301979411848457,8.053471732891445,12.369791666666666,6,2.9364670606272805
A1,synthetic,4,gated,0.1,1.0,1.0,0.25,1.6050665424030603,24.14433835227525,1.6329147186508879,23.732574172467462,8.193702846393188,13.020833333333334,6,2.989599351671214
A1,synthetic,4,gated,0.1,2.0,1.0,0.25,1.6342218921013139,24.575511371413477,1.662075541323405,24.163666268002697,8.333933959894928,13.020833333333334,6,3.0428218717371416
A1,synthetic,4,gated,0.15,0.0,1.0,0.25,1.4976676184782183,22.481129772051325,1.5204296411470697,22.144569650067144,7.6911977310982635,12.369791666666666,6,2.7894297020317187
A1,synthetic,4,gated,0.15,1.0,1.0,0.25,1.5412875902459648,23.124812566961168,1.5639627914291347,22.78953619072476,7.9038012266669035,12.369791666666666,6,2.8691515042056217
A1,synthetic,4,gated,0.15,2.0,1.0,0.25,1.584989041851196,23.77109892220712,1.6076720240677214,23.435707495319306,8.114147896919519,12.369791666666666,6,2.9489374964632504
A1,synthetic,4,gated,0.25,0.0,1.0,0.25,1.3416045588575698,20.027837877661817,1.3545101454439274,19.837015389740927,6.950190053942161,11.067708333333334,6,2.495363310961031
A1,synthetic,4,gated,0.25,1.0,1.0,0.25,1.4140424228078663,21.09445836676024,1.4266471520767596,20.90808436643374,7.311354679777828,11.71875,6,2.6281453085803794
A1,synthetic,4,gated,0.25,2.0,1.0,0.25,1.486747178508746,22.169431405918377,1.4993490531263192,21.9830996145735,7.669113963797486,12.369791666666666,6,2.7613953385540313
A1,synthetic,4,shrink,0.0,0.0,2.0,0.25,3.471733379251007,52.46669002910405,3.5483942089199685,51.33318012270626,16.060611547941317,26.041666666666668,6,6.370462085942948
A1,synthetic,4,shrink,0.05,0.0,2.0,0.25,3.309925379092509,49.88546591360505,3.3738224816339426,48.940680955842524,15.384954047123008,24.739583333333332,6,6.069290715079158
A1,synthetic,4,shrink,0.1,0.0,2.0,0.25,3.1481985551127387,47.30540919776905,3.1993297071883067,46.549382063005936,14.702752550602662,23.4375,6,5.767796305740182
A1,synthetic,4,shrink,0.15,0.0,2.0,0.25,2.986566094759222,44.72672190606916,3.0249295487752703,44.159478434290854,14.017114509532774,23.4375,6,5.46620927602555
A1,synthetic,4,shrink,0.25,0.0,2.0,0.25,2.663652968455667,39.5745262521544,2.6764794900535853,39.38487282212177,12.632804278318062,20.182291666666668,6,4.862679854523101
A1,synthetic,4,gated,0.0,0.0,2.0,0.25,3.471733379251007,52.46669002910405,3.5483942089199685,51.33318012270626,16.060611547941317,26.041666666666668,6,6.370462085942948
A1,synthetic,4,gated,0.0,1.0,2.0,0.25,3.471733379251007,52.46669002910405,3.5483942089199685,51.33318012270626,16.060611547941317,26.041666666666668,6,6.370462085942948
A1,synthetic,4,gated,0.0,2.0,2.0,0.25,3.471733379251007,52.46669002910405,3.5483942089199685,51.33318012270626,16.060611547941317,26.041666666666668,6,6.370462085942948
A1,synthetic,4,gated,0.05,0.0,2.0,0.25,3.308709255203515,49.92924696632565,3.3767834542786437,48.92269930234967,15.383129675715217,24.739583333333332,6,6.071520241038782
A1,synthetic,4,gated,0.05,1.0,2.0,0.25,3.323656461057142,50.14986434810517,3.3917041104027343,49.143709249427154,15.448816251934828,24.739583333333332,6,6.0983569733338
A1,synthetic,4,gated,0.05,2.0,2.0,0.25,3.338607210938353,50.37059490236505,3.4066324205368974,49.36477159862959,15.514502828154434,24.739583333333332,6,6.12520313165268
A1,synthetic,4,gated,0.1,0.0,2.0,0.25,3.1457593773570443,47.39500953531304,3.2053895009104187,46.51331628910962,14.700005562658786,23.4375,6,5.772450728022088
A1,synthetic,4,gated,0.1,1.0,2.0,0.25,3.1756371376103263,47.83575836940523,3.2351979490822664,46.95508997424083,14.832823349155083,24.088541666666668,6,5.826180705391513
A1,synthetic,4,gated,0.1,2.0,2.0,0.25,3.2055299730139537,48.27698840444625,3.2650389415342893,47.39708656111118,14.96516388668203,24.088541666666668,6,5.879918487613905
A1,synthetic,4,gated,0.15,0.0,2.0,0.25,2.9828959135187327,44.86452096361121,3.034249088039242,44.105210996639386,14.012166439049674,23.4375,6,5.473359079875832
A1,synthetic,4,gated,0.15,1.0,2.0,0.25,3.027683856107616,45.52478683682553,3.078903774652053,44.76744719772018,14.211816019431643,23.4375,6,5.553910312739646
A1,synthetic,4,gated,0.15,2.0,2.0,0.25,3.0725080233401223,46.18620896290049,3.1236366602317234,45.43021901774196,14.411465599813605,23.4375,6,5.634557856892132
A1,synthetic,4,gated,0.25,0.0,2.0,0.25,2.6574917704276144,39.81764840896017,2.692922174979796,39.29377311670202,12.621380226063605,22.135416666666668,6,4.875269316112318
A1,synthetic,4,gated,0.25,1.0,2.0,0.25,2.7320183327403775,40.91437096450934,2.7670950256540783,40.39572566582102,12.960236942426684,22.135416666666668,6,5.00962279243964
A1,synthetic,4,gated,0.25,2.0,2.0,0.25,2.8066614303471957,42.014818902602016,2.841519829059437,41.49940131017427,13.297124092240347,22.786458333333332,6,5.1441532846579126
A2,semisynthetic,0,shrink,0.0,0.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,0,shrink,0.05,0.0,0.0,0.5,0.03636177599934904,9.414790645572053,0.04910267961575127,6.971890561044687,3.7741471447083907,0.0,5,0.08696756750940945
A2,semisynthetic,0,shrink,0.1,0.0,0.0,0.5,0.07272355199869794,18.82958129114408,0.09820535923150242,13.943781122089348,7.54829428941678,0.0,5,0.1739351350188187
A2,semisynthetic,0,shrink,0.15,0.0,0.0,0.5,0.10908532799804695,28.24437193671613,0.1473080388472537,20.91567168313403,11.322441434125158,0.0,5,0.26090270252822806
A2,semisynthetic,0,shrink,0.25,0.0,0.0,0.5,0.1818088799967448,47.07395322786021,0.24551339807875608,34.85945280522336,18.870735723541937,0.0,5,0.4348378375470467
A2,semisynthetic,0,gated,0.0,0.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,0,gated,0.0,1.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,0,gated,0.0,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,0,gated,0.05,0.0,0.0,0.5,0.021105744474003388,8.471381532771687,0.04418234552056845,4.046747900453475,1.4854294291104821,0.0,5,0.06248244954373043
A2,semisynthetic,0,gated,0.05,1.0,0.0,0.5,0.004970449727749948,2.4491857245810813,0.01277368626461574,0.9530181238030667,0.28074792118110575,0.0,5,0.016723147110522623
A2,semisynthetic,0,gated,0.05,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,0,gated,0.1,0.0,0.0,0.5,0.0422114889480067,16.942763065543375,0.0883646910411369,8.093495800906936,2.9708588582209523,0.0,5,0.12496489908746077
A2,semisynthetic,0,gated,0.1,1.0,0.0,0.5,0.009940899455499827,4.89837144916216,0.025547372529231466,1.9060362476061201,0.5614958423621973,0.0,5,0.03344629422104513
A2,semisynthetic,0,gated,0.1,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,0,gated,0.15,0.0,0.0,0.5,0.06331723342201001,25.41414459831506,0.13254703656170533,12.140243701360397,4.456288287331426,0.0,5,0.18744734863119109
A2,semisynthetic,0,gated,0.15,1.0,0.0,0.5,0.014911349183249711,7.347557173743239,0.03832105879384719,2.8590543714091745,0.842876367614379,0.0,5,0.050172740667282646
A2,semisynthetic,0,gated,0.15,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,0,gated,0.25,0.0,0.0,0.5,0.10552872237001666,42.35690766385843,0.22091172760284222,20.233739502267323,7.427147145552365,0.0,5,0.3124122477186518
A2,semisynthetic,0,gated,0.25,1.0,0.0,0.5,0.024852248638749498,12.245928622905398,0.06386843132307865,4.765090619015287,1.4070146469188127,0.0,5,0.08363281647301338
A2,semisynthetic,0,gated,0.25,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,0,shrink,0.0,0.0,1.0,0.25,0.4546767769303629,131.34557641089748,0.6850306077155053,87.17827010055196,33.69821626742364,90.625,5,1.0881214668720902
A2,semisynthetic,0,shrink,0.05,0.0,1.0,0.25,0.43169627910726077,125.87201709310757,0.6564833526933606,82.77206299274012,32.0956456174174,89.84375,5,1.0397257831178082
A2,semisynthetic,0,shrink,0.1,0.0,1.0,0.25,0.4121067774299793,121.16054301297794,0.6319107401963076,79.01603463367832,30.922061327308555,90.625,5,0.9992376109857558
A2,semisynthetic,0,shrink,0.15,0.0,1.0,0.25,0.39641131076924196,117.30301757008318,0.6117918822139311,76.00663608655715,30.05547402965323,90.625,5,0.9667513484410367
A2,semisynthetic,0,shrink,0.25,0.0,1.0,0.25,0.3785242766192325,112.48228385816469,0.5866494279756613,72.57703340274524,28.707931419356218,132.03125,5,0.9256372916872105
A2,semisynthetic,0,gated,0.0,0.0,1.0,0.25,0.4546767769303629,131.34557641089748,0.6850306077155053,87.17827010055196,33.69821626742364,90.625,5,1.0881214668720902
A2,semisynthetic,0,gated,0.0,1.0,1.0,0.25,0.4546767769303629,131.34557641089748,0.6850306077155053,87.17827010055196,33.69821626742364,90.625,5,1.0881214668720902
A2,semisynthetic,0,gated,0.0,2.0,1.0,0.25,0.4546767769303629,131.34557641089748,0.6850306077155053,87.17827010055196,33.69821626742364,90.625,5,1.0881214668720902
A2,semisynthetic,0,gated,0.05,0.0,1.0,0.25,0.4359162756770689,126.1895755662263,0.6581395734795497,83.58119162972454,32.12192426029189,90.625,5,1.0436290580014393
A2,semisynthetic,0,gated,0.05,1.0,1.0,0.25,0.4552625349737769,130.53184559289343,0.6807866085492882,87.29058147318698,33.460210392385136,90.625,5,1.082929031156301
A2,semisynthetic,0,gated,0.05,2.0,1.0,0.25,0.4546767769303629,131.34557641089748,0.6850306077155053,87.17827010055196,33.69821626742364,90.625,5,1.0881214668720902
A2,semisynthetic,0,gated,0.1,0.0,1.0,0.25,0.4186183634240484,121.68803785504595,0.6346618805247659,80.26454529306673,30.97402305836627,90.625,5,1.0055155498310164
A2,semisynthetic,0,gated,0.1,1.0,1.0,0.25,0.4559244972138061,129.78978530374184,0.6769164058007099,87.4175039946037,33.651062824146216,132.8125,5,1.0803851971219434
A2,semisynthetic,0,gated,0.1,2.0,1.0,0.25,0.4546767769303629,131.34557641089748,0.6850306077155053,87.17827010055196,33.69821626742364,90.625,5,1.0881214668720902
A2,semisynthetic,0,gated,0.15,0.0,1.0,0.25,0.4029714330653848,117.91594111480933,0.6149885744802422,77.26445294117381,29.952500498259962,91.40625,5,0.9726910451633212
A2,semisynthetic,0,gated,0.15,1.0,1.0,0.25,0.4566623322615086,129.12063122763993,0.6734264441595703,87.55897412534696,33.84238768946154,132.8125,5,1.0782620045679845
A2,semisynthetic,0,gated,0.15,2.0,1.0,0.25,0.4546767769303629,131.34557641089748,0.6850306077155053,87.17827010055196,33.69821626742364,90.625,5,1.0881214668720902
A2,semisynthetic,0,gated,0.25,0.0,1.0,0.25,0.3774310265922626,112.83888293762631,0.5885092643766238,72.36741714131648,28.528631611106594,72.65625,5,0.9260153679908519
A2,semisynthetic,0,gated,0.25,1.0,1.0,0.25,0.45836411750275086,128.00549066299786,0.6676104476139753,87.88526898125704,34.23068000062074,132.8125,5,1.0753220325519266
A2,semisynthetic,0,gated,0.25,2.0,1.0,0.25,0.4546767769303629,131.34557641089748,0.6850306077155053,87.17827010055196,33.69821626742364,90.625,5,1.0881214668720902
A2,semisynthetic,0,shrink,0.0,0.0,2.0,0.25,0.9246466812188142,262.87819640686433,1.3710367380504287,177.28879549794695,67.27440655136637,150.0,5,2.184228595612485
A2,semisynthetic,0,shrink,0.05,0.0,2.0,0.25,0.8762416698978748,250.69193504448114,1.3074795003042725,168.00777353846507,63.541114493342285,150.0,5,2.076997931317841
A2,semisynthetic,0,shrink,0.1,0.0,2.0,0.25,0.8295101744716167,238.89251259286524,1.2459398142821418,159.04762616085446,60.71029576243692,150.0,5,1.9773284108995401
A2,semisynthetic,0,shrink,0.15,0.0,2.0,0.25,0.7847512227123414,227.54011728898203,1.1867315907046896,150.46568799319368,57.88170362103059,150.0,5,1.8809882374988651
A2,semisynthetic,0,shrink,0.25,0.0,2.0,0.25,0.7026437540260948,206.4686614498265,1.0768337731048763,134.72266471690588,52.85564267919261,150.0,5,1.7038233506611817
A2,semisynthetic,0,gated,0.0,0.0,2.0,0.25,0.9246466812188142,262.87819640686433,1.3710367380504287,177.28879549794695,67.27440655136637,150.0,5,2.184228595612485
A2,semisynthetic,0,gated,0.0,1.0,2.0,0.25,0.9246466812188142,262.87819640686433,1.3710367380504287,177.28879549794695,67.27440655136637,150.0,5,2.184228595612485
A2,semisynthetic,0,gated,0.0,2.0,2.0,0.25,0.9246466812188142,262.87819640686433,1.3710367380504287,177.28879549794695,67.27440655136637,150.0,5,2.184228595612485
A2,semisynthetic,0,gated,0.05,0.0,2.0,0.25,0.8838619057504183,251.17392677267028,1.309993319920415,169.46885317369066,63.7237968767439,150.0,5,2.084274645706954
A2,semisynthetic,0,gated,0.05,1.0,2.0,0.25,0.9130200636292141,258.2554243563208,1.3469267494718462,175.05954505013437,65.75571937476008,150.0,5,2.146384611239597
A2,semisynthetic,0,gated,0.05,2.0,2.0,0.25,0.9253126365434283,261.98804841280463,1.366394186409254,177.41648364062286,67.13761116814585,150.0,5,2.17920556765168
A2,semisynthetic,0,gated,0.1,0.0,2.0,0.25,0.8440828175409241,239.83990656464604,1.2508809313411946,161.84173810594197,61.08004930780036,150.0,5,1.9914842927861738
A2,semisynthetic,0,gated,0.1,1.0,2.0,0.25,0.9015794389223205,253.73217846656547,1.323335837882922,172.86595628241648,65.13966271829061,150.0,5,2.113860354340195
A2,semisynthetic,0,gated,0.1,2.0,2.0,0.25,0.9259864418246025,261.10938084257947,1.361811510722269,177.5456769088473,67.00437906916034,150.0,5,2.174264924871339
A2,semisynthetic,0,gated,0.15,0.0,2.0,0.25,0.8054584336774666,228.93113378859633,1.1939864134715568,154.43602235408687,58.438365881843104,150.0,5,1.9014999282504423
A2,semisynthetic,0,gated,0.15,1.0,2.0,0.25,0.890331977064142,249.31387583907767,1.3002922560837875,170.7094039411296,64.52472255907905,150.0,5,2.0819858317272963
A2,semisynthetic,0,gated,0.15,2.0,2.0,0.25,0.9266680799385932,260.2423099817963,1.357289317475071,177.67637201936844,66.87228389946056,150.0,5,2.169394610582441
A2,semisynthetic,0,gated,0.25,0.0,2.0,0.25,0.732399421532153,208.6536899508277,1.0882297518870925,140.42792117706296,53.15434268871934,114.0625,5,1.7316550279882383
A2,semisynthetic,0,gated,0.25,1.0,2.0,0.25,0.868446433907271,240.8150693555034,1.2559668762012846,166.5131399368231,63.29673349440967,150.0,5,2.0203131242986196
A2,semisynthetic,0,gated,0.25,2.0,2.0,0.25,0.928054785429946,258.5434235277639,1.3484288042256205,177.94225449238857,66.60993678051256,150.0,5,2.1598591831660214
A2,semisynthetic,1,shrink,0.0,0.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,1,shrink,0.05,0.0,0.0,0.5,0.029360758672068644,9.627363492048488,0.05021134966147872,5.629537904159878,4.053198416805944,0.0,5,0.08603111602924662
A2,semisynthetic,1,shrink,0.1,0.0,0.0,0.5,0.058721517344137164,19.25472698409695,0.10042269932295732,11.259075808319732,8.106396833611873,0.0,5,0.172062232058493
A2,semisynthetic,1,shrink,0.15,0.0,0.0,0.5,0.08808227601620576,28.88209047614544,0.15063404898443603,16.8886137124796,12.159595250417809,0.0,5,0.2580933480877396
A2,semisynthetic,1,shrink,0.25,0.0,0.0,0.5,0.14680379336034285,48.13681746024238,0.25105674830739333,28.14768952079932,20.265992084029666,0.0,5,0.4301555801462324
A2,semisynthetic,1,gated,0.0,0.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,1,gated,0.0,1.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,1,gated,0.0,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,1,gated,0.05,0.0,0.0,0.5,0.019966316999574286,8.685639456720601,0.04529980405903819,3.828277723031188,2.1129616551596744,0.0,5,0.06630307793892351
A2,semisynthetic,1,gated,0.05,1.0,0.0,0.5,0.005851583732596169,2.376722250786386,0.012395754256190382,1.1219639379875237,0.4138333606532492,0.0,5,0.01747988693827954
A2,semisynthetic,1,gated,0.05,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,1,gated,0.1,0.0,0.0,0.5,0.03993263399914852,17.3712789134412,0.09059960811807635,7.6565554460623675,4.22592331031934,0.0,5,0.13260615587784694
A2,semisynthetic,1,gated,0.1,1.0,0.0,0.5,0.011703167465192276,4.75344450157277,0.024791508512380753,2.2439278759750354,0.8276667213064955,0.0,5,0.03495977387655902
A2,semisynthetic,1,gated,0.1,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,1,gated,0.15,0.0,0.0,0.5,0.05989895099872275,26.056918370161796,0.13589941217711454,11.484833169093545,6.338884965479011,0.0,5,0.1989092338167704
A2,semisynthetic,1,gated,0.15,1.0,0.0,0.5,0.017554751197788397,7.130166752359152,0.037187262768571115,3.3658918139625498,1.24150008195974,0.0,5,0.052439660814838494
A2,semisynthetic,1,gated,0.15,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,1,gated,0.25,0.0,0.0,0.5,0.09983158499787122,43.42819728360299,0.22649902029519087,19.1413886151559,10.564808275798343,0.0,5,0.3315153896946172
A2,semisynthetic,1,gated,0.25,1.0,0.0,0.5,0.029257918662980633,11.883611253931917,0.06197877128095185,5.609819689937578,2.0691668032662274,0.0,5,0.08739943469139742
A2,semisynthetic,1,gated,0.25,2.0,0.0,0.5,1.1784763711741352e-16,1.5404960916466082e-14,8.034431022958164e-17,2.259572879154813e-14,1.1842378929335004e-14,0.0,5,2.0103185358539229e-16
A2,semisynthetic,1,shrink,0.0,0.0,1.0,0.25,0.8056171211872154,156.1070707227548,0.8141737578687396,154.4664485893564,51.035258201979076,96.875,5,1.4831558348939125
A2,semisynthetic,1,shrink,0.05,0.0,1.0,0.25,0.7856886699061282,148.4523738610501,0.7742508172845259,150.64543111800575,51.88275957896459,96.875,5,1.4376887976082517
A2,semisynthetic,1,shrink,0.1,0.0,1.0,0.25,0.7663755739613219,141.4887513354455,0.7379321630826284,146.94239990950385,52.73467226345739,96.09375,5,1.3961567314719172
A2,semisynthetic,1,shrink,0.15,0.0,1.0,0.25,0.7477255171431766,135.32293182637886,0.7057744368707726,143.36649770121505,53.582463184869795,96.09375,5,1.3590956159040923
A2,semisynthetic,1,shrink,0.25,0.0,1.0,0.25,0.71262092943051,125.83943399330522,0.6563134160935238,136.63565639886264,55.28687992845763,96.09375,5,1.300971657650567
A2,semisynthetic,1,gated,0.0,0.0,1.0,0.25,0.8056171211872154,156.1070707227548,0.8141737578687396,154.4664485893564,51.035258201979076,96.875,5,1.4831558348939125
A2,semisynthetic,1,gated,0.0,1.0,1.0,0.25,0.8056171211872154,156.1070707227548,0.8141737578687396,154.4664485893564,51.035258201979076,96.875,5,1.4831558348939125
A2,semisynthetic,1,gated,0.0,2.0,1.0,0.25,0.8056171211872154,156.1070707227548,0.8141737578687396,154.4664485893564,51.035258201979076,96.875,5,1.4831558348939125
A2,semisynthetic,1,gated,0.05,0.0,1.0,0.25,0.7850495565538328,149.11816707020682,0.777723250381585,150.52288956919952,51.672535778576325,96.875,5,1.4397452553931391
A2,semisynthetic,1,gated,0.05,1.0,1.0,0.25,0.8073103285923866,153.8231786427179,0.8022621577806646,154.79109875842997,51.21720359111065,96.875,5,1.4730397715741088
A2,semisynthetic,1,gated,0.05,2.0,1.0,0.25,0.8056171211872154,156.1070707227548,0.8141737578687396,154.4664485893564,51.035258201979076,96.875,5,1.4831558348939125
A2,semisynthetic,1,gated,0.1,0.0,1.0,0.25,0.764968976331372,142.8018934519284,0.7447808333359532,146.67270338149015,52.30038853672105,95.3125,5,1.4000371035598782
A2,semisynthetic,1,gated,0.1,1.0,1.0,0.25,0.8090894147570739,151.63324366956294,0.7908405893768329,155.1322150460142,51.40042918254887,96.09375,5,1.4634633561915449
A2,semisynthetic,1,gated,0.1,2.0,1.0,0.25,0.8056171211872154,156.1070707227548,0.8141737578687396,154.4664485893564,51.035258201979076,96.875,5,1.4831558348939125
A2,semisynthetic,1,gated,0.15,0.0,1.0,0.25,0.7454147378890957,137.25114425341798,0.7158309958108847,142.92343628225487,52.922895442801234,95.3125,5,1.3645568209372456
A2,semisynthetic,1,gated,0.15,1.0,1.0,0.25,0.8109538144740226,149.5413936796425,0.779930581525773,155.489689081079,51.582084925749676,96.09375,5,1.4544329706212462
A2,semisynthetic,1,gated,0.15,2.0,1.0,0.25,0.8056171211872154,156.1070707227548,0.8141737578687396,154.4664485893564,51.035258201979076,96.875,5,1.4831558348939125
A2,semisynthetic,1,gated,0.25,0.0,1.0,0.25,0.7080585636188488,128.82894339674755,0.6719051512655155,135.7608829791341,54.16376930665219,138.671875,4,1.3084246456742883
A2,semisynthetic,1,gated,0.25,1.0,1.0,0.25,0.8149361856244285,145.66865386596749,0.7597323732527632,156.253256180623,51.940783805174696,96.09375,5,1.4380967357952035
A2,semisynthetic,1,gated,0.25,2.0,1.0,0.25,0.8056171211872154,156.1070707227548,0.8141737578687396,154.4664485893564,51.035258201979076,96.875,5,1.4831558348939125
