dataset,origin,held_block,family,seed,level,method,n,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
A1,semisynthetic,0,direction_step,20260927,1.0,V7,14,21.047914118092823,0.21085249288510077,44.414873200686,1.6361895031316924,25.390625,2,0.44971169646842696
A1,semisynthetic,0,direction_step,20260927,1.0,shrink,14,18.738667798734586,0.1877190678630042,46.13158000812081,1.5116838231320673,25.390625,2,0.43392976580704434
A1,semisynthetic,0,direction_step,20260927,1.0,gated,14,18.738667798734586,0.1877190678630042,46.13158000812081,1.5116838231320673,25.390625,2,0.43392976580704434
A1,semisynthetic,0,direction_step,20260927,2.0,uncorrected,14,37.47733559746917,0.3754381357260084,92.26316001624161,7.239401424231608,25.390625,2,0.9100946541627919
A1,semisynthetic,0,direction_step,20260927,2.0,V7,14,36.948388667391725,0.3701392838690028,87.1540906723951,7.140100594539195,25.390625,2,0.8782103730759303
A1,semisynthetic,0,direction_step,20260927,2.0,shrink,14,37.47733559746917,0.3754381357260084,92.26316001624161,7.239401424231608,25.390625,2,0.9100946541627919
A1,semisynthetic,0,direction_step,20260927,2.0,gated,14,37.47733559746917,0.3754381357260084,92.26316001624161,7.239401424231608,25.390625,2,0.9100946541627919
A1,semisynthetic,0,direction_step,20260928,0.0,uncorrected,14,0.0,0.0,0.0,0.0,0.0,2,0.0
A1,semisynthetic,0,direction_step,20260928,0.0,V7,14,11.361786915708882,0.11381940658657588,3.5948412887312795,0.07273530124080112,0.0,2,0.13255413920675732
A1,semisynthetic,0,direction_step,20260928,0.0,shrink,14,0.0,0.0,0.0,0.0,0.0,2,0.0
A1,semisynthetic,0,direction_step,20260928,0.0,gated,14,0.0,0.0,0.0,0.0,0.0,2,0.0
A1,semisynthetic,0,direction_step,20260928,0.5,uncorrected,14,9.678888423893405,0.09696057011085853,23.215497038436602,0.6685803345187056,25.390625,2,0.2199416183878783
A1,semisynthetic,0,direction_step,20260928,0.5,V7,14,14.498101495974803,0.14523818490401988,22.50603195821263,0.6430445423167349,25.390625,2,0.2644098045895036
A1,semisynthetic,0,direction_step,20260928,0.5,shrink,14,9.678888423893405,0.09696057011085853,23.215497038436602,0.6685803345187056,25.390625,2,0.2199416183878783
A1,semisynthetic,0,direction_step,20260928,0.5,gated,14,9.678888423893405,0.09696057011085853,23.215497038436602,0.6685803345187056,25.390625,2,0.2199416183878783
A1,semisynthetic,0,direction_step,20260928,1.0,uncorrected,14,19.35777684778681,0.19392114022171705,46.43099407687319,2.120596864720574,25.390625,2,0.4477314954654011
