iteration,dataset,model,n,BA,AUC,recall_left,recall_right
192,A1,post_erp,67,0.26651785714285714,0.1955357142857143,0.21875,0.3142857142857143
192,A1,post_given_past,67,0.3875,0.39017857142857143,0.375,0.4
192,A2,past_only,70,0.4163162321278385,0.3624894869638351,0.4878048780487805,0.3448275862068966
192,A2,post_erp,70,0.44575273338940286,0.3868797308662741,0.5121951219512195,0.3793103448275862
192,A2,post_given_past,70,0.5147182506307821,0.4693019343986543,0.5121951219512195,0.5172413793103449
192,B1,past_only,69,0.4201680672268907,0.3478991596638656,0.42857142857142855,0.4117647058823529
192,B1,post_erp,69,0.5210084033613445,0.5117647058823529,0.5714285714285714,0.47058823529411764
192,B1,post_given_past,69,0.5785714285714285,0.5781512605042017,0.6571428571428571,0.5
192,B2,past_only,69,0.40371621621621623,0.36486486486486486,0.375,0.43243243243243246
192,B2,post_erp,69,0.5941722972972974,0.6469594594594595,0.59375,0.5945945945945946
192,B2,post_given_past,69,0.6389358108108107,0.695945945945946,0.65625,0.6216216216216216
193,pooled,past_only,275,0.5087301587301587,0.5332275132275133,0.5285714285714286,0.4888888888888889
193,pooled,post_erp,275,0.4718253968253968,0.5023809523809524,0.5214285714285715,0.4222222222222222
193,pooled,post_given_past,275,0.5088624338624339,0.5071957671957672,0.5214285714285715,0.4962962962962963
193,A1,past_only,67,0.5866071428571429,0.625,0.6875,0.4857142857142857
193,A1,post_erp,67,0.496875,0.5383928571428572,0.59375,0.4
193,A1,post_given_past,67,0.596875,0.5392857142857143,0.59375,0.6
193,A2,past_only,70,0.5046257359125316,0.4911690496215307,0.5609756097560976,0.4482758620689655
193,A2,post_erp,70,0.3696383515559294,0.3708999158957107,0.4634146341463415,0.27586206896551724
193,A2,post_given_past,70,0.3746846089150547,0.35407905803195966,0.43902439024390244,0.3103448275862069
193,B1,past_only,69,0.44957983193277307,0.4672268907563025,0.42857142857142855,0.47058823529411764
193,B1,post_erp,69,0.4050420168067227,0.38655462184873945,0.45714285714285713,0.35294117647058826
193,B1,post_given_past,69,0.4054621848739496,0.3882352941176471,0.42857142857142855,0.38235294117647056
193,B2,past_only,69,0.4890202702702703,0.5084459459459459,0.4375,0.5405405405405406
193,B2,post_erp,69,0.6076858108108107,0.6630067567567568,0.59375,0.6216216216216216
193,B2,post_given_past,69,0.6524493243243243,0.637668918918919,0.65625,0.6486486486486487
194,pooled,past_only,275,0.48703703703703705,0.4953439153439154,0.5,0.4740740740740741
194,pooled,post_erp,275,0.5051587301587301,0.5238624338624339,0.5214285714285715,0.4888888888888889
194,pooled,post_given_past,275,0.5308201058201059,0.5331216931216931,0.5357142857142857,0.5259259259259259
194,A1,past_only,67,0.5098214285714285,0.5383928571428571,0.5625,0.45714285714285713
194,A1,post_erp,67,0.5526785714285714,0.6303571428571428,0.5625,0.5428571428571428
194,A1,post_given_past,67,0.6138392857142857,0.6660714285714286,0.65625,0.5714285714285714
194,A2,past_only,70,0.4558452481076535,0.496215306980656,0.4634146341463415,0.4482758620689655
194,A2,post_erp,70,0.5218671152228764,0.5626576955424727,0.5609756097560976,0.4827586206896552
194,A2,post_given_past,70,0.4772918418839361,0.45248107653490327,0.6097560975609756,0.3448275862068966
194,B1,past_only,69,0.5642857142857143,0.5663865546218487,0.6285714285714286,0.5
194,B1,post_erp,69,0.3760504201680672,0.3403361344537815,0.42857142857142855,0.3235294117647059
194,B1,post_given_past,69,0.40714285714285714,0.39495798319327735,0.3142857142857143,0.5
194,B2,past_only,69,0.41511824324324326,0.3699324324324324,0.34375,0.4864864864864865
194,B2,post_erp,69,0.5629222972972974,0.5261824324324325,0.53125,0.5945945945945946
194,B2,post_given_past,69,0.6055743243243243,0.5633445945945946,0.5625,0.6486486486486487
195,pooled,past_only,275,0.5486772486772487,0.5518518518518518,0.5714285714285714,0.5259259259259259
195,pooled,post_erp,275,0.5242063492063492,0.5176190476190476,0.4928571428571429,0.5555555555555556
195,pooled,post_given_past,275,0.49457671957671956,0.48312169312169306,0.4928571428571429,0.4962962962962963
195,A1,past_only,67,0.6839285714285714,0.66875,0.625,0.7428571428571429
195,A1,post_erp,67,0.6084821428571429,0.5705357142857144,0.53125,0.6857142857142857
195,A1,post_given_past,67,0.5357142857142857,0.5517857142857143,0.5,0.5714285714285714
195,A2,past_only,70,0.5269133725820017,0.5004205214465938,0.5365853658536586,0.5172413793103449
195,A2,post_erp,70,0.49537426408746843,0.4810765349032801,0.43902439024390244,0.5517241379310345
195,A2,post_given_past,70,0.44365012615643395,0.43061396131202695,0.43902439024390244,0.4482758620689655
195,B1,past_only,69,0.47731092436974787,0.4890756302521008,0.5428571428571428,0.4117647058823529
195,B1,post_erp,69,0.4197478991596638,0.3638655462184874,0.45714285714285713,0.38235294117647056
195,B1,post_given_past,69,0.37563025210084033,0.3100840336134454,0.45714285714285713,0.29411764705882354
195,B2,past_only,69,0.5130912162162162,0.5456081081081081,0.59375,0.43243243243243246
195,B2,post_erp,69,0.5785472972972974,0.6173986486486487,0.5625,0.5945945945945946
195,B2,post_given_past,69,0.6211993243243243,0.5996621621621622,0.59375,0.6486486486486487
196,pooled,past_only,275,0.5137566137566137,0.5189417989417989,0.45714285714285713,0.5703703703703704
196,pooled,post_erp,275,0.513095238095238,0.55005291005291,0.4928571428571429,0.5333333333333333
196,pooled,post_given_past,275,0.5276455026455027,0.5617460317460318,0.5071428571428571,0.5481481481481482
196,A1,past_only,67,0.40044642857142854,0.40625,0.34375,0.45714285714285713
196,A1,post_erp,67,0.4459821428571429,0.4714285714285714,0.40625,0.4857142857142857
196,A1,post_given_past,67,0.4745535714285714,0.46875,0.40625,0.5428571428571428
196,A2,past_only,70,0.556349873843566,0.6215306980656014,0.5609756097560976,0.5517241379310345
196,A2,post_erp,70,0.5929352396972245,0.5853658536585366,0.6341463414634146,0.5517241379310345
196,A2,post_given_past,70,0.5634987384356602,0.6063919259882254,0.6097560975609756,0.5172413793103449
196,B1,past_only,69,0.6823529411764706,0.6512605042016807,0.6,0.7647058823529411
196,B1,post_erp,69,0.4504201680672269,0.5008403361344538,0.37142857142857144,0.5294117647058824
196,B1,post_given_past,69,0.49327731092436977,0.5,0.45714285714285713,0.5294117647058824
196,B2,past_only,69,0.39738175675675674,0.3606418918918919,0.28125,0.5135135135135135
196,B2,post_erp,69,0.5494087837837838,0.5903716216216217,0.53125,0.5675675675675675
196,B2,post_given_past,69,0.5629222972972974,0.6021959459459459,0.53125,0.5945945945945946
197,pooled,past_only,275,0.5521164021164021,0.5631216931216931,0.5857142857142857,0.5185185185185185
197,pooled,post_erp,275,0.567063492063492,0.5657142857142857,0.5785714285714286,0.5555555555555556
197,pooled,post_given_past,275,0.5600529100529101,0.577037037037037,0.5571428571428572,0.562962962962963
197,A1,past_only,67,0.5370535714285714,0.5383928571428571,0.53125,0.5428571428571428
197,A1,post_erp,67,0.5241071428571429,0.5080357142857144,0.5625,0.4857142857142857
197,A1,post_given_past,67,0.5214285714285714,0.5151785714285715,0.5,0.5428571428571428
197,A2,past_only,70,0.5929352396972245,0.5449957947855341,0.6341463414634146,0.5517241379310345
197,A2,post_erp,70,0.5685449957947855,0.5946173254835997,0.5853658536585366,0.5517241379310345
197,A2,post_given_past,70,0.5025231286795626,0.5744322960470984,0.4878048780487805,0.5172413793103449
197,B1,past_only,69,0.49117647058823527,0.5991596638655462,0.6,0.38235294117647056
197,B1,post_erp,69,0.580672268907563,0.5252100840336135,0.5142857142857142,0.6470588235294118
197,B1,post_given_past,69,0.5357142857142857,0.5327731092436975,0.5714285714285714,0.5
197,B2,past_only,69,0.5785472972972974,0.5912162162162162,0.5625,0.5945945945945946
197,B2,post_erp,69,0.5983952702702703,0.6300675675675675,0.65625,0.5405405405405406
197,B2,post_given_past,69,0.6815878378378378,0.6680743243243243,0.6875,0.6756756756756757
198,pooled,past_only,275,0.4908730158730159,0.47777777777777775,0.4928571428571429,0.4888888888888889
198,pooled,post_erp,275,0.5195767195767196,0.5295767195767196,0.5428571428571428,0.4962962962962963
198,pooled,post_given_past,275,0.5386243386243386,0.5561904761904762,0.5142857142857142,0.562962962962963
198,A1,past_only,67,0.5044642857142857,0.4776785714285714,0.4375,0.5714285714285714
198,A1,post_erp,67,0.534375,0.4991071428571429,0.46875,0.6
198,A1,post_given_past,67,0.634375,0.5991071428571428,0.46875,0.8
198,A2,past_only,70,0.48233809924306137,0.43986543313709,0.5853658536585366,0.3793103448275862
198,A2,post_erp,70,0.340201850294365,0.2775441547518923,0.43902439024390244,0.2413793103448276
198,A2,post_given_past,70,0.3502943650126157,0.3128679562657696,0.3902439024390244,0.3103448275862069
198,B1,past_only,69,0.5361344537815126,0.5756302521008403,0.5428571428571428,0.5294117647058824
198,B1,post_erp,69,0.5781512605042016,0.6226890756302521,0.6857142857142857,0.47058823529411764
198,B1,post_given_past,69,0.55,0.5941176470588235,0.6,0.5
198,B2,past_only,69,0.4172297297297297,0.34797297297297297,0.375,0.4594594594594595
198,B2,post_erp,69,0.6076858108108107,0.6199324324324325,0.59375,0.6216216216216216
198,B2,post_given_past,69,0.6097972972972974,0.6537162162162162,0.625,0.5945945945945946
199,pooled,past_only,275,0.5812169312169313,0.5807407407407407,0.6142857142857143,0.5481481481481482
199,pooled,post_erp,275,0.48756613756613754,0.49507936507936506,0.4714285714285714,0.5037037037037037
199,pooled,post_given_past,275,0.4916666666666667,0.4726984126984126,0.45,0.5333333333333333
199,A1,past_only,67,0.5098214285714285,0.4544642857142857,0.5625,0.45714285714285713
199,A1,post_erp,67,0.5683035714285714,0.5696428571428571,0.59375,0.5428571428571428
199,A1,post_given_past,67,0.5825892857142857,0.6133928571428572,0.59375,0.5714285714285714
199,A2,past_only,70,0.5706476030277544,0.5559293523969723,0.6585365853658537,0.4827586206896552
199,A2,post_erp,70,0.47308662741799834,0.48696383515559294,0.4634146341463415,0.4827586206896552
199,A2,post_given_past,70,0.46299411269974766,0.4735071488645921,0.5121951219512195,0.41379310344827586
199,B1,past_only,69,0.6084033613445379,0.6252100840336134,0.6285714285714286,0.5882352941176471
199,B1,post_erp,69,0.4651260504201681,0.5621848739495798,0.37142857142857144,0.5588235294117647
199,B1,post_given_past,69,0.46596638655462186,0.4571428571428572,0.3142857142857143,0.6176470588235294
199,B2,past_only,69,0.6211993243243243,0.6748310810810811,0.59375,0.6486486486486487
199,B2,post_erp,69,0.45059121621621623,0.44003378378378377,0.46875,0.43243243243243246
199,B2,post_given_past,69,0.44425675675675674,0.3724662162162162,0.375,0.5135135135135135
200,pooled,past_only,275,0.4575396825396826,0.48391534391534385,0.4928571428571429,0.4222222222222222
200,pooled,post_erp,275,0.5238095238095237,0.5106349206349207,0.5142857142857142,0.5333333333333333
200,pooled,post_given_past,275,0.5093915343915344,0.518994708994709,0.4928571428571429,0.5259259259259259
200,A1,past_only,67,0.36160714285714285,0.3303571428571429,0.4375,0.2857142857142857
200,A1,post_erp,67,0.5955357142857143,0.6017857142857143,0.5625,0.6285714285714286
200,A1,post_given_past,67,0.5669642857142857,0.59375,0.5625,0.5714285714285714
200,A2,past_only,70,0.5370058873002523,0.5576114381833472,0.4878048780487805,0.5862068965517241
200,A2,post_erp,70,0.48528174936921786,0.4861227922624054,0.4878048780487805,0.4827586206896552
200,A2,post_given_past,70,0.48528174936921786,0.496215306980656,0.4878048780487805,0.4827586206896552
200,B1,past_only,69,0.49201680672268905,0.5563025210084034,0.5428571428571428,0.4411764705882353
200,B1,post_erp,69,0.4487394957983193,0.4436974789915966,0.4857142857142857,0.4117647058823529
200,B1,post_given_past,69,0.4789915966386554,0.44705882352941173,0.42857142857142855,0.5294117647058824
200,B2,past_only,69,0.45270270270270274,0.4408783783783784,0.5,0.40540540540540543
200,B2,post_erp,69,0.5629222972972974,0.5050675675675675,0.53125,0.5945945945945946
200,B2,post_given_past,69,0.5067567567567568,0.5143581081081082,0.5,0.5135135135135135
201,pooled,past_only,275,0.5170634920634921,0.5231746031746032,0.4785714285714286,0.5555555555555556
201,pooled,post_erp,275,0.5427248677248677,0.5504232804232805,0.4928571428571429,0.5925925925925926
201,pooled,post_given_past,275,0.531084656084656,0.5519047619047619,0.5214285714285715,0.5407407407407407
201,A1,past_only,67,0.4758928571428571,0.5035714285714286,0.4375,0.5142857142857142
201,A1,post_erp,67,0.5330357142857143,0.4821428571428572,0.4375,0.6285714285714286
201,A1,post_given_past,67,0.5058035714285714,0.5446428571428572,0.46875,0.5428571428571428
201,A2,past_only,70,0.5664423885618166,0.5399495374264087,0.5121951219512195,0.6206896551724138
201,A2,post_erp,70,0.5857863751051303,0.6122792262405382,0.5853658536585366,0.5862068965517241
201,A2,post_given_past,70,0.5979814970563498,0.6148023549201009,0.6097560975609756,0.5862068965517241
201,B1,past_only,69,0.47815126050420165,0.46302521008403363,0.4857142857142857,0.47058823529411764
201,B1,post_erp,69,0.507563025210084,0.5218487394957984,0.4857142857142857,0.5294117647058824
201,B1,post_given_past,69,0.4634453781512605,0.47394957983193275,0.4857142857142857,0.4411764705882353
201,B2,past_only,69,0.5451858108108107,0.5565878378378378,0.46875,0.6216216216216216
201,B2,post_erp,69,0.5295608108108107,0.5489864864864865,0.4375,0.6216216216216216
201,B2,post_given_past,69,0.5472972972972974,0.5177364864864865,0.5,0.5945945945945946
202,pooled,past_only,275,0.549074074074074,0.5439153439153439,0.55,0.5481481481481482
202,pooled,post_erp,275,0.5092592592592593,0.5032804232804233,0.5,0.5185185185185185
202,pooled,post_given_past,275,0.49444444444444446,0.482010582010582,0.5,0.4888888888888889
202,A1,past_only,67,0.6138392857142857,0.5883928571428572,0.65625,0.5714285714285714
202,A1,post_erp,67,0.5928571428571429,0.5919642857142857,0.5,0.6857142857142857
202,A1,post_given_past,67,0.6084821428571429,0.5776785714285715,0.53125,0.6857142857142857
202,A2,past_only,70,0.47308662741799834,0.45752733389402855,0.4634146341463415,0.4827586206896552
202,A2,post_erp,70,0.48528174936921786,0.48444070647603027,0.4878048780487805,0.4827586206896552
202,A2,post_given_past,70,0.5025231286795626,0.48696383515559294,0.4878048780487805,0.5172413793103449
202,B1,past_only,69,0.5504201680672269,0.5394957983193277,0.5714285714285714,0.5294117647058824
202,B1,post_erp,69,0.33235294117647063,0.2672268907563025,0.4,0.2647058823529412
202,B1,post_given_past,69,0.3025210084033613,0.19915966386554623,0.42857142857142855,0.17647058823529413
202,B2,past_only,69,0.5629222972972974,0.5684121621621622,0.53125,0.5945945945945946
202,B2,post_erp,69,0.6233108108108107,0.6309121621621623,0.625,0.6216216216216216
202,B2,post_given_past,69,0.5650337837837838,0.6233108108108107,0.5625,0.5675675675675675
203,pooled,past_only,275,0.5232804232804232,0.5370370370370371,0.5428571428571428,0.5037037037037037
203,pooled,post_erp,275,0.505026455026455,0.5052380952380953,0.5285714285714286,0.48148148148148145
203,pooled,post_given_past,275,0.5305555555555556,0.500899470899471,0.55,0.5111111111111111
203,A1,past_only,67,0.4772321428571429,0.47767857142857145,0.46875,0.4857142857142857
203,A1,post_erp,67,0.496875,0.4830357142857143,0.59375,0.4
203,A1,post_given_past,67,0.465625,0.40089285714285716,0.53125,0.4
203,A2,past_only,70,0.5513036164844407,0.5508830950378469,0.5853658536585366,0.5172413793103449
203,A2,post_erp,70,0.47308662741799834,0.5096719932716569,0.4634146341463415,0.4827586206896552
203,A2,post_given_past,70,0.5836837678721615,0.5702270815811606,0.5121951219512195,0.6551724137931034
203,B1,past_only,69,0.5642857142857143,0.6033613445378152,0.6285714285714286,0.5
203,B1,post_erp,69,0.4197478991596638,0.4252100840336135,0.45714285714285713,0.38235294117647056
203,B1,post_given_past,69,0.47731092436974787,0.44369747899159667,0.5428571428571428,0.4117647058823529
203,B2,past_only,69,0.49113175675675674,0.5447635135135136,0.46875,0.5135135135135135
203,B2,post_erp,69,0.6368243243243243,0.5988175675675675,0.625,0.6486486486486487
203,B2,post_given_past,69,0.6097972972972974,0.5954391891891891,0.625,0.5945945945945946
204,pooled,past_only,275,0.4575396825396826,0.4735978835978835,0.4928571428571429,0.4222222222222222
204,pooled,post_erp,275,0.4832010582010582,0.4656084656084656,0.5071428571428571,0.45925925925925926
204,pooled,post_given_past,275,0.49417989417989416,0.4716931216931217,0.5142857142857142,0.4740740740740741
204,A1,past_only,67,0.396875,0.3366071428571429,0.59375,0.2
204,A1,post_erp,67,0.45401785714285714,0.4375,0.59375,0.3142857142857143
204,A1,post_given_past,67,0.5254464285714285,0.5098214285714286,0.59375,0.45714285714285713
204,A2,past_only,70,0.4608915054667788,0.5054667788057191,0.43902439024390244,0.4827586206896552
204,A2,post_erp,70,0.5391084945332212,0.48696383515559294,0.5609756097560976,0.5172413793103449
204,A2,post_given_past,70,0.4802354920100925,0.40117746005046256,0.5121951219512195,0.4482758620689655
204,B1,past_only,69,0.5508403361344538,0.5478991596638656,0.5428571428571428,0.5588235294117647
204,B1,post_erp,69,0.3638655462184874,0.3,0.2571428571428571,0.47058823529411764
204,B1,post_given_past,69,0.3487394957983193,0.29411764705882354,0.2857142857142857,0.4117647058823529
204,B2,past_only,69,0.4328547297297297,0.4932432432432433,0.40625,0.4594594594594595
204,B2,post_erp,69,0.5827702702702703,0.5827702702702703,0.625,0.5405405405405406
204,B2,post_given_past,69,0.6275337837837838,0.6309121621621623,0.6875,0.5675675675675675
205,pooled,past_only,275,0.5207671957671958,0.5157671957671959,0.4785714285714286,0.562962962962963
205,pooled,post_erp,275,0.5346560846560846,0.5556084656084657,0.5285714285714286,0.5407407407407407
205,pooled,post_given_past,275,0.4873015873015873,0.5167195767195767,0.4857142857142857,0.4888888888888889
205,A1,past_only,67,0.46294642857142854,0.46517857142857144,0.46875,0.45714285714285713
205,A1,post_erp,67,0.4888392857142857,0.5223214285714286,0.40625,0.5714285714285714
205,A1,post_given_past,67,0.4459821428571429,0.46785714285714286,0.40625,0.4857142857142857
205,A2,past_only,70,0.595878889823381,0.5777964676198486,0.5365853658536586,0.6551724137931034
205,A2,post_erp,70,0.6253153910849454,0.6551724137931034,0.5609756097560976,0.6896551724137931
205,A2,post_given_past,70,0.48528174936921786,0.5449957947855341,0.4878048780487805,0.4827586206896552
205,B1,past_only,69,0.4651260504201681,0.45462184873949585,0.37142857142857144,0.5588235294117647
205,B1,post_erp,69,0.5634453781512605,0.5512605042016807,0.6857142857142857,0.4411764705882353
205,B1,post_given_past,69,0.5789915966386554,0.5714285714285715,0.6285714285714286,0.5294117647058824
205,B2,past_only,69,0.5629222972972974,0.5515202702702703,0.53125,0.5945945945945946
205,B2,post_erp,69,0.46199324324324326,0.4594594594594595,0.4375,0.4864864864864865
205,B2,post_given_past,69,0.4328547297297297,0.4569256756756757,0.40625,0.4594594594594595
206,pooled,past_only,275,0.5518518518518518,0.5697354497354498,0.6,0.5037037037037037
206,pooled,post_erp,275,0.5203703703703704,0.581957671957672,0.5,0.5407407407407407
206,pooled,post_given_past,275,0.513095238095238,0.5483068783068783,0.4928571428571429,0.5333333333333333
206,A1,past_only,67,0.5866071428571429,0.5633928571428571,0.6875,0.4857142857142857
206,A1,post_erp,67,0.55,0.6214285714285714,0.5,0.6
206,A1,post_given_past,67,0.565625,0.5857142857142857,0.53125,0.6
206,A2,past_only,70,0.6295206055508831,0.5878889823380993,0.7073170731707317,0.5517241379310345
206,A2,post_erp,70,0.644659377628259,0.6913372582001682,0.6341463414634146,0.6551724137931034
206,A2,post_given_past,70,0.6080740117746005,0.6459209419680403,0.5609756097560976,0.6551724137931034
206,B1,past_only,69,0.4638655462184874,0.5184873949579832,0.45714285714285713,0.47058823529411764
206,B1,post_erp,69,0.3630252100840336,0.40084033613445375,0.3142857142857143,0.4117647058823529
206,B1,post_given_past,69,0.4201680672268907,0.41428571428571426,0.42857142857142855,0.4117647058823529
206,B2,past_only,69,0.5223817567567568,0.6157094594594594,0.53125,0.5135135135135135
206,B2,post_erp,69,0.5223817567567568,0.5329391891891893,0.53125,0.5135135135135135
206,B2,post_given_past,69,0.46199324324324326,0.49915540540540543,0.4375,0.4864864864864865
207,pooled,past_only,275,0.4287037037037037,0.45005291005291015,0.45,0.4074074074074074
207,pooled,post_erp,275,0.5085978835978836,0.5224867724867724,0.5357142857142857,0.48148148148148145
207,pooled,post_given_past,275,0.5123015873015873,0.5015343915343915,0.5357142857142857,0.4888888888888889
207,A1,past_only,67,0.36919642857142854,0.325,0.28125,0.45714285714285713
207,A1,post_erp,67,0.6370535714285714,0.6553571428571429,0.53125,0.7428571428571429
207,A1,post_given_past,67,0.6709821428571429,0.6946428571428571,0.65625,0.6857142857142857
207,A2,past_only,70,0.4894869638351556,0.5407905803195964,0.6341463414634146,0.3448275862068966
207,A2,post_erp,70,0.43355761143818333,0.4516400336417157,0.4878048780487805,0.3793103448275862
207,A2,post_given_past,70,0.4558452481076535,0.3448275862068966,0.4634146341463415,0.4482758620689655
207,B1,past_only,69,0.3903361344537815,0.3831932773109244,0.45714285714285713,0.3235294117647059
207,B1,post_erp,69,0.41806722689075626,0.3613445378151261,0.5714285714285714,0.2647058823529412
207,B1,post_given_past,69,0.4327731092436975,0.353781512605042,0.5714285714285714,0.29411764705882354
207,B2,past_only,69,0.43074324324324326,0.49155405405405406,0.375,0.4864864864864865
207,B2,post_erp,69,0.5380067567567568,0.596283783783784,0.5625,0.5135135135135135
207,B2,post_given_past,69,0.49113175675675674,0.5244932432432433,0.46875,0.5135135135135135
208,pooled,past_only,275,0.4644179894179894,0.40793650793650793,0.5214285714285715,0.4074074074074074
208,pooled,post_erp,275,0.47658730158730156,0.47455026455026456,0.4642857142857143,0.4888888888888889
208,pooled,post_given_past,275,0.4656084656084656,0.47994708994709,0.45714285714285713,0.4740740740740741
208,A1,past_only,67,0.4928571428571429,0.42589285714285713,0.5,0.4857142857142857
208,A1,post_erp,67,0.3732142857142857,0.3517857142857143,0.375,0.37142857142857144
208,A1,post_given_past,67,0.37455357142857143,0.3848214285714286,0.40625,0.34285714285714286
208,A2,past_only,70,0.4428090832632464,0.4062237174095879,0.6097560975609756,0.27586206896551724
208,A2,post_erp,70,0.5513036164844407,0.5962994112699748,0.5853658536585366,0.5172413793103449
208,A2,post_given_past,70,0.516820857863751,0.552565180824222,0.5853658536585366,0.4482758620689655
208,B1,past_only,69,0.376890756302521,0.2319327731092437,0.37142857142857144,0.38235294117647056
208,B1,post_erp,69,0.40714285714285714,0.28907563025210087,0.3142857142857143,0.5
208,B1,post_given_past,69,0.42142857142857143,0.34537815126050425,0.34285714285714286,0.5
208,B2,past_only,69,0.5266047297297297,0.543918918918919,0.59375,0.4594594594594595
208,B2,post_erp,69,0.5650337837837838,0.6081081081081081,0.5625,0.5675675675675675
208,B2,post_given_past,69,0.5316722972972974,0.5819256756756757,0.46875,0.5945945945945946
209,pooled,past_only,275,0.46944444444444444,0.4246560846560847,0.45,0.4888888888888889
209,pooled,post_erp,275,0.45171957671957674,0.4242857142857143,0.40714285714285714,0.4962962962962963
209,pooled,post_given_past,275,0.49484126984126986,0.4816931216931217,0.4785714285714286,0.5111111111111111
209,A1,past_only,67,0.6254464285714285,0.6116071428571428,0.59375,0.6571428571428571
209,A1,post_erp,67,0.5330357142857143,0.5553571428571429,0.4375,0.6285714285714286
209,A1,post_given_past,67,0.55,0.5383928571428571,0.5,0.6
209,A2,past_only,70,0.5025231286795626,0.4541631623212784,0.4878048780487805,0.5172413793103449
209,A2,post_erp,70,0.4873843566021867,0.44743481917577793,0.5609756097560976,0.41379310344827586
209,A2,post_given_past,70,0.4701429772918419,0.5155592935239697,0.5609756097560976,0.3793103448275862
209,B1,past_only,69,0.476890756302521,0.42689075630252105,0.5714285714285714,0.38235294117647056
209,B1,post_erp,69,0.3495798319327731,0.2815126050420168,0.22857142857142856,0.47058823529411764
209,B1,post_given_past,69,0.40714285714285714,0.36722689075630255,0.3142857142857143,0.5
209,B2,past_only,69,0.26520270270270274,0.17820945945945948,0.125,0.40540540540540543
209,B2,post_erp,69,0.4172297297297297,0.34290540540540543,0.375,0.4594594594594595
209,B2,post_given_past,69,0.5358952702702703,0.45945945945945954,0.53125,0.5405405405405406
210,pooled,past_only,275,0.5777777777777777,0.5697354497354498,0.6,0.5555555555555556
210,pooled,post_erp,275,0.4984126984126984,0.49857142857142867,0.4857142857142857,0.5111111111111111
210,pooled,post_given_past,275,0.5197089947089947,0.47439153439153436,0.5357142857142857,0.5037037037037037
210,A1,past_only,67,0.55,0.5133928571428571,0.5,0.6
210,A1,post_erp,67,0.5772321428571429,0.5875,0.46875,0.6857142857142857
210,A1,post_given_past,67,0.5669642857142857,0.525,0.5625,0.5714285714285714
210,A2,past_only,70,0.6173254835996635,0.6661059714045416,0.6829268292682927,0.5517241379310345
210,A2,post_erp,70,0.43860386879730867,0.38183347350714886,0.4634146341463415,0.41379310344827586
210,A2,post_given_past,70,0.5046257359125316,0.43650126156433977,0.5609756097560976,0.4482758620689655
210,B1,past_only,69,0.6226890756302521,0.6184873949579831,0.6571428571428571,0.5882352941176471
210,B1,post_erp,69,0.4638655462184874,0.42352941176470593,0.45714285714285713,0.47058823529411764
210,B1,post_given_past,69,0.4201680672268907,0.3680672268907563,0.42857142857142855,0.4117647058823529
210,B2,past_only,69,0.5088682432432432,0.46706081081081086,0.53125,0.4864864864864865
210,B2,post_erp,69,0.5109797297297297,0.5650337837837838,0.5625,0.4594594594594595
210,B2,post_given_past,69,0.5806587837837838,0.5354729729729729,0.59375,0.5675675675675675
211,pooled,past_only,275,0.4183862433862434,0.3931216931216931,0.40714285714285714,0.42962962962962964
211,pooled,post_erp,275,0.564021164021164,0.5788359788359789,0.5428571428571428,0.5851851851851851
211,pooled,post_given_past,275,0.567063492063492,0.5938095238095238,0.5785714285714286,0.5555555555555556
211,A1,past_only,67,0.37455357142857143,0.33392857142857146,0.40625,0.34285714285714286
211,A1,post_erp,67,0.51875,0.5857142857142856,0.4375,0.6
211,A1,post_given_past,67,0.5513392857142857,0.5830357142857143,0.53125,0.5714285714285714
211,A2,past_only,70,0.4974768713204374,0.44995794785534066,0.5121951219512195,0.4827586206896552
211,A2,post_erp,70,0.5584524810765349,0.511354079058032,0.6341463414634146,0.4827586206896552
211,A2,post_given_past,70,0.5218671152228764,0.5492010092514718,0.5609756097560976,0.4827586206896552
211,B1,past_only,69,0.4638655462184874,0.4705882352941177,0.45714285714285713,0.47058823529411764
211,B1,post_erp,69,0.5516806722689076,0.5588235294117647,0.4857142857142857,0.6176470588235294
211,B1,post_given_past,69,0.5504201680672269,0.5621848739495798,0.5714285714285714,0.5294117647058824
211,B2,past_only,69,0.32559121621621623,0.30236486486486486,0.21875,0.43243243243243246
211,B2,post_erp,69,0.6076858108108107,0.6233108108108109,0.59375,0.6216216216216216
211,B2,post_given_past,69,0.6389358108108107,0.6528716216216216,0.65625,0.6216216216216216
212,pooled,past_only,275,0.5235449735449735,0.508941798941799,0.5285714285714286,0.5185185185185185
212,pooled,post_erp,275,0.4832010582010582,0.47132275132275137,0.5071428571428571,0.45925925925925926
212,pooled,post_given_past,275,0.5113756613756614,0.5221693121693121,0.5857142857142857,0.43703703703703706
212,A1,past_only,67,0.5540178571428571,0.49017857142857146,0.59375,0.5142857142857142
212,A1,post_erp,67,0.5736607142857143,0.5696428571428571,0.71875,0.42857142857142855
212,A1,post_given_past,67,0.5879464285714285,0.6553571428571429,0.71875,0.45714285714285713
212,A2,past_only,70,0.468040370058873,0.48864592094196807,0.4878048780487805,0.4482758620689655
212,A2,post_erp,70,0.3431455004205215,0.3481917577796467,0.34146341463414637,0.3448275862068966
212,A2,post_given_past,70,0.4163162321278385,0.432296047098402,0.4878048780487805,0.3448275862068966
212,B1,past_only,69,0.5071428571428571,0.48991596638655466,0.5142857142857142,0.5
212,B1,post_erp,69,0.5222689075630252,0.45378151260504207,0.4857142857142857,0.5588235294117647
