iteration,dataset,model,n,BA,AUC,recall_left,recall_right
5,B1,past_only,69,0.5365546218487395,0.5294117647058824,0.5142857142857142,0.5588235294117647
5,B1,post_erp,69,0.6075630252100841,0.5504201680672269,0.6857142857142857,0.5294117647058824
5,B1,post_given_past,69,0.5936974789915966,0.5873949579831933,0.6285714285714286,0.5588235294117647
5,B2,past_only,69,0.4983108108108108,0.5337837837837838,0.375,0.6216216216216216
5,B2,post_erp,69,0.4890202702702703,0.4695945945945946,0.4375,0.5405405405405406
5,B2,post_given_past,69,0.5494087837837838,0.5346283783783784,0.53125,0.5675675675675675
6,pooled,past_only,275,0.4801587301587301,0.5029629629629631,0.4714285714285714,0.4888888888888889
6,pooled,post_erp,275,0.48796296296296293,0.4748677248677249,0.45,0.5259259259259259
6,pooled,post_given_past,275,0.49126984126984125,0.48164021164021165,0.4714285714285714,0.5111111111111111
6,A1,past_only,67,0.6111607142857143,0.6571428571428573,0.59375,0.6285714285714286
6,A1,post_erp,67,0.4799107142857143,0.5241071428571429,0.53125,0.42857142857142855
6,A1,post_given_past,67,0.46294642857142854,0.4348214285714286,0.46875,0.45714285714285713
6,A2,past_only,70,0.40916736753574434,0.351555929352397,0.43902439024390244,0.3793103448275862
6,A2,post_erp,70,0.46593776282590416,0.447434819175778,0.4146341463414634,0.5172413793103449
6,A2,post_given_past,70,0.4802354920100925,0.4760302775441548,0.5121951219512195,0.4482758620689655
6,B1,past_only,69,0.45,0.4453781512605042,0.4,0.5
6,B1,post_erp,69,0.5521008403361345,0.5201680672268907,0.45714285714285713,0.6470588235294118
6,B1,post_given_past,69,0.5516806722689076,0.5546218487394958,0.4857142857142857,0.6176470588235294
6,B2,past_only,69,0.45059121621621623,0.5101351351351352,0.46875,0.43243243243243246
6,B2,post_erp,69,0.45988175675675674,0.433277027027027,0.40625,0.5135135135135135
6,B2,post_given_past,69,0.45988175675675674,0.4298986486486487,0.40625,0.5135135135135135
7,pooled,past_only,275,0.5384920634920636,0.5394708994708994,0.5214285714285715,0.5555555555555556
7,pooled,post_erp,275,0.4558201058201058,0.4462433862433863,0.38571428571428573,0.5259259259259259
7,pooled,post_given_past,275,0.42552910052910053,0.4067195767195767,0.42142857142857143,0.42962962962962964
7,A1,past_only,67,0.5084821428571429,0.525,0.53125,0.4857142857142857
7,A1,post_erp,67,0.5044642857142857,0.5544642857142857,0.4375,0.5714285714285714
7,A1,post_given_past,67,0.403125,0.4125,0.40625,0.4
7,A2,past_only,70,0.49537426408746843,0.4785534062237174,0.43902439024390244,0.5517241379310345
7,A2,post_erp,70,0.4608915054667788,0.4457527333894029,0.43902439024390244,0.4827586206896552
7,A2,post_given_past,70,0.45079899074852814,0.38183347350714886,0.4878048780487805,0.41379310344827586
7,B1,past_only,69,0.6235294117647059,0.6319327731092437,0.6,0.6470588235294118
7,B1,post_erp,69,0.4373949579831933,0.4411764705882353,0.2571428571428571,0.6176470588235294
7,B1,post_given_past,69,0.4365546218487395,0.3974789915966387,0.3142857142857143,0.5588235294117647
7,B2,past_only,69,0.5358952702702703,0.5084459459459459,0.53125,0.5405405405405406
7,B2,post_erp,69,0.41934121621621623,0.3395270270270271,0.40625,0.43243243243243246
7,B2,post_given_past,69,0.41005067567567566,0.4231418918918919,0.46875,0.35135135135135137
8,pooled,past_only,275,0.4906084656084656,0.4695238095238095,0.5071428571428571,0.4740740740740741
8,pooled,post_erp,275,0.4977513227513228,0.46714285714285714,0.5214285714285715,0.4740740740740741
8,pooled,post_given_past,275,0.4907407407407407,0.4788888888888889,0.5,0.48148148148148145
8,A1,past_only,67,0.5084821428571429,0.45357142857142857,0.53125,0.4857142857142857
8,A1,post_erp,67,0.5839285714285714,0.59375,0.625,0.5428571428571428
8,A1,post_given_past,67,0.6125,0.6357142857142857,0.625,0.6
8,A2,past_only,70,0.44365012615643395,0.3969722455845248,0.43902439024390244,0.4482758620689655
8,A2,post_erp,70,0.39991589571068126,0.3204373423044575,0.3170731707317073,0.4827586206896552
8,A2,post_given_past,70,0.43145500420521443,0.37005887300252316,0.4146341463414634,0.4482758620689655
8,B1,past_only,69,0.43403361344537816,0.3336134453781513,0.4857142857142857,0.38235294117647056
8,B1,post_erp,69,0.5487394957983194,0.4857142857142857,0.6857142857142857,0.4117647058823529
8,B1,post_given_past,69,0.5630252100840336,0.5058823529411764,0.7142857142857143,0.4117647058823529
8,B2,past_only,69,0.5806587837837838,0.6317567567567567,0.59375,0.5675675675675675
8,B2,post_erp,69,0.4797297297297297,0.44341216216216217,0.5,0.4594594594594595
8,B2,post_given_past,69,0.3547297297297297,0.3369932432432432,0.25,0.4594594594594595
9,pooled,past_only,275,0.46164021164021163,0.47010582010582014,0.4714285714285714,0.45185185185185184
9,pooled,post_erp,275,0.49484126984126986,0.46809523809523806,0.4785714285714286,0.5111111111111111
9,pooled,post_given_past,275,0.4724867724867725,0.45529100529100525,0.4857142857142857,0.45925925925925926
9,A1,past_only,67,0.3875,0.3767857142857143,0.375,0.4
9,A1,post_erp,67,0.4745535714285714,0.4223214285714286,0.40625,0.5428571428571428
9,A1,post_given_past,67,0.4758928571428571,0.45267857142857143,0.4375,0.5142857142857142
9,A2,past_only,70,0.4529015979814971,0.4575273338940286,0.5609756097560976,0.3448275862068966
9,A2,post_erp,70,0.5025231286795626,0.4423885618166526,0.4878048780487805,0.5172413793103449
9,A2,post_given_past,70,0.48528174936921786,0.42977291841883936,0.4878048780487805,0.4827586206896552
9,B1,past_only,69,0.5088235294117647,0.5436974789915966,0.4,0.6176470588235294
9,B1,post_erp,69,0.5369747899159664,0.5386554621848739,0.4857142857142857,0.5882352941176471
9,B1,post_given_past,69,0.47815126050420165,0.4689075630252101,0.4857142857142857,0.47058823529411764
9,B2,past_only,69,0.48184121621621623,0.45692567567567566,0.53125,0.43243243243243246
9,B2,post_erp,69,0.46832770270270274,0.4434121621621622,0.53125,0.40540540540540543
9,B2,post_given_past,69,0.4548141891891892,0.4763513513513513,0.53125,0.3783783783783784
10,pooled,past_only,275,0.5243386243386243,0.5391005291005292,0.4857142857142857,0.562962962962963
10,pooled,post_erp,275,0.5017195767195767,0.5176719576719577,0.5071428571428571,0.4962962962962963
10,pooled,post_given_past,275,0.5017195767195767,0.4783068783068783,0.5071428571428571,0.4962962962962963
10,A1,past_only,67,0.4459821428571429,0.46875,0.40625,0.4857142857142857
10,A1,post_erp,67,0.434375,0.45000000000000007,0.46875,0.4
10,A1,post_given_past,67,0.5513392857142857,0.48839285714285713,0.53125,0.5714285714285714
10,A2,past_only,70,0.43145500420521443,0.3868797308662742,0.4146341463414634,0.4482758620689655
10,A2,post_erp,70,0.3746846089150547,0.3523969722455846,0.43902439024390244,0.3103448275862069
10,A2,post_given_past,70,0.4802354920100925,0.40454163162321277,0.5121951219512195,0.4482758620689655
10,B1,past_only,69,0.638235294117647,0.6705882352941176,0.6,0.6764705882352942
10,B1,post_erp,69,0.6092436974789917,0.6504201680672269,0.5714285714285714,0.6470588235294118
10,B1,post_given_past,69,0.5651260504201681,0.5882352941176471,0.5714285714285714,0.5588235294117647
10,B2,past_only,69,0.5764358108108107,0.5886824324324325,0.53125,0.6216216216216216
10,B2,post_erp,69,0.5785472972972974,0.5684121621621622,0.5625,0.5945945945945946
10,B2,post_given_past,69,0.40582770270270274,0.41722972972972977,0.40625,0.40540540540540543
11,pooled,past_only,275,0.5521164021164021,0.5620105820105821,0.5857142857142857,0.5185185185185185
11,pooled,post_erp,275,0.4935185185185186,0.48894179894179896,0.55,0.43703703703703706
11,pooled,post_given_past,275,0.5052910052910052,0.4810582010582011,0.5142857142857142,0.4962962962962963
11,A1,past_only,67,0.596875,0.6133928571428572,0.59375,0.6
11,A1,post_erp,67,0.4513392857142857,0.42500000000000004,0.53125,0.37142857142857144
11,A1,post_given_past,67,0.4486607142857143,0.43125,0.46875,0.42857142857142855
11,A2,past_only,70,0.5634987384356602,0.5820016820857864,0.6097560975609756,0.5172413793103449
11,A2,post_erp,70,0.4751892346509672,0.44575273338940286,0.5365853658536586,0.41379310344827586
11,A2,post_given_past,70,0.5269133725820017,0.48780487804878053,0.5365853658536586,0.5172413793103449
11,B1,past_only,69,0.5365546218487395,0.5134453781512605,0.5142857142857142,0.5588235294117647
11,B1,post_erp,69,0.5063025210084033,0.5025210084033613,0.5714285714285714,0.4411764705882353
11,B1,post_given_past,69,0.4928571428571429,0.43613445378151267,0.4857142857142857,0.5
11,B2,past_only,69,0.5152027027027027,0.5270270270270271,0.625,0.40540540540540543
11,B2,post_erp,69,0.5380067567567568,0.5684121621621622,0.5625,0.5135135135135135
11,B2,post_given_past,69,0.5515202702702703,0.5472972972972974,0.5625,0.5405405405405406
12,pooled,past_only,275,0.4654761904761905,0.4293121693121693,0.4642857142857143,0.4666666666666667
12,pooled,post_erp,275,0.5007936507936508,0.4982010582010582,0.5571428571428572,0.4444444444444444
12,pooled,post_given_past,275,0.46798941798941796,0.4986772486772487,0.5285714285714286,0.4074074074074074
12,A1,past_only,67,0.5696428571428571,0.5571428571428572,0.625,0.5142857142857142
12,A1,post_erp,67,0.4901785714285714,0.4330357142857143,0.4375,0.5428571428571428
12,A1,post_given_past,67,0.40580357142857143,0.3625,0.46875,0.34285714285714286
12,A2,past_only,70,0.40706476030277544,0.3641715727502102,0.36585365853658536,0.4482758620689655
12,A2,post_erp,70,0.4945332211942809,0.5323801513877208,0.6097560975609756,0.3793103448275862
12,A2,post_given_past,70,0.48233809924306137,0.5559293523969722,0.5853658536585366,0.3793103448275862
12,B1,past_only,69,0.4638655462184874,0.3907563025210084,0.45714285714285713,0.47058823529411764
12,B1,post_erp,69,0.40336134453781514,0.3226890756302521,0.5714285714285714,0.23529411764705882
12,B1,post_given_past,69,0.3327731092436975,0.3201680672268908,0.37142857142857144,0.29411764705882354
12,B2,past_only,69,0.43496621621621623,0.40287162162162166,0.4375,0.43243243243243246
12,B2,post_erp,69,0.5941722972972974,0.6157094594594595,0.59375,0.5945945945945946
12,B2,post_given_past,69,0.6410472972972974,0.6689189189189189,0.6875,0.5945945945945946
13,pooled,past_only,275,0.4974867724867725,0.49359788359788365,0.5357142857142857,0.45925925925925926
13,pooled,post_erp,275,0.5456349206349207,0.5592592592592592,0.5357142857142857,0.5555555555555556
13,pooled,post_given_past,275,0.5534391534391534,0.5494179894179894,0.5142857142857142,0.5925925925925926
13,A1,past_only,67,0.3977678571428571,0.35714285714285715,0.28125,0.5142857142857142
13,A1,post_erp,67,0.6044642857142857,0.6482142857142856,0.4375,0.7714285714285715
13,A1,post_given_past,67,0.6540178571428572,0.6625000000000001,0.59375,0.7142857142857143
13,A2,past_only,70,0.5290159798149705,0.5458368376787217,0.6097560975609756,0.4482758620689655
13,A2,post_erp,70,0.5929352396972245,0.6223717409587889,0.6341463414634146,0.5517241379310345
13,A2,post_given_past,70,0.5046257359125316,0.49453322119428095,0.5609756097560976,0.4482758620689655
13,B1,past_only,69,0.6512605042016807,0.6857142857142857,0.7142857142857143,0.5882352941176471
13,B1,post_erp,69,0.47815126050420165,0.4873949579831933,0.4857142857142857,0.47058823529411764
13,B1,post_given_past,69,0.4365546218487395,0.4042016806722689,0.3142857142857143,0.5588235294117647
13,B2,past_only,69,0.3986486486486487,0.2846283783783784,0.5,0.2972972972972973
13,B2,post_erp,69,0.49746621621621623,0.4839527027027027,0.5625,0.43243243243243246
13,B2,post_given_past,69,0.6076858108108107,0.5861486486486487,0.59375,0.6216216216216216
14,pooled,past_only,275,0.4914021164021164,0.48449735449735454,0.4642857142857143,0.5185185185185185
14,pooled,post_erp,275,0.5304232804232805,0.5732275132275132,0.5571428571428572,0.5037037037037037
14,pooled,post_given_past,275,0.5298941798941799,0.5482010582010582,0.5857142857142857,0.4740740740740741
14,A1,past_only,67,0.45,0.4508928571428572,0.5,0.4
14,A1,post_erp,67,0.5669642857142857,0.5794642857142857,0.5625,0.5714285714285714
14,A1,post_given_past,67,0.5410714285714285,0.5276785714285714,0.625,0.45714285714285713
14,A2,past_only,70,0.42136248948696386,0.48107653490328006,0.4634146341463415,0.3793103448275862
14,A2,post_erp,70,0.43355761143818333,0.4625735912531539,0.4878048780487805,0.3793103448275862
14,A2,post_given_past,70,0.4701429772918419,0.47855340622371734,0.5609756097560976,0.3793103448275862
14,B1,past_only,69,0.565546218487395,0.5050420168067227,0.5428571428571428,0.5882352941176471
14,B1,post_erp,69,0.47773109243697476,0.5210084033613446,0.5142857142857142,0.4411764705882353
14,B1,post_given_past,69,0.49159663865546216,0.5176470588235293,0.5714285714285714,0.4117647058823529
14,B2,past_only,69,0.5097128378378378,0.4527027027027027,0.34375,0.6756756756756757
14,B2,post_erp,69,0.6410472972972974,0.6858108108108107,0.6875,0.5945945945945946
14,B2,post_given_past,69,0.6076858108108107,0.614864864864865,0.59375,0.6216216216216216
15,pooled,past_only,275,0.5707671957671958,0.6193650793650793,0.5785714285714286,0.562962962962963
15,pooled,post_erp,275,0.5357142857142857,0.5604761904761905,0.4714285714285714,0.6
15,pooled,post_given_past,275,0.5354497354497354,0.5383597883597884,0.4857142857142857,0.5851851851851851
15,A1,past_only,67,0.5955357142857143,0.6473214285714286,0.5625,0.6285714285714286
15,A1,post_erp,67,0.565625,0.5580357142857143,0.53125,0.6
15,A1,post_given_past,67,0.5214285714285714,0.49464285714285716,0.5,0.5428571428571428
15,A2,past_only,70,0.6030277544154752,0.6576955424726662,0.5853658536585366,0.6206896551724138
15,A2,post_erp,70,0.5786375105130361,0.5727502102607233,0.5365853658536586,0.6206896551724138
15,A2,post_given_past,70,0.49537426408746843,0.5197645079899075,0.43902439024390244,0.5517241379310345
15,B1,past_only,69,0.5512605042016807,0.6168067226890757,0.5142857142857142,0.5882352941176471
15,B1,post_erp,69,0.49411764705882355,0.5546218487394958,0.4,0.5882352941176471
15,B1,post_given_past,69,0.5949579831932773,0.5890756302521009,0.5428571428571428,0.6470588235294118
15,B2,past_only,69,0.5443412162162162,0.5472972972972974,0.65625,0.43243243243243246
15,B2,post_erp,69,0.5004222972972974,0.5363175675675675,0.40625,0.5945945945945946
15,B2,post_given_past,69,0.5316722972972974,0.5337837837837838,0.46875,0.5945945945945946
16,pooled,past_only,275,0.4392857142857143,0.4008465608465609,0.4785714285714286,0.4
16,pooled,post_erp,275,0.4503968253968254,0.44423280423280426,0.4785714285714286,0.4222222222222222
16,pooled,post_given_past,275,0.4472222222222222,0.4298412698412698,0.45,0.4444444444444444
16,A1,past_only,67,0.5397321428571429,0.5732142857142858,0.59375,0.4857142857142857
16,A1,post_erp,67,0.4758928571428571,0.5410714285714285,0.4375,0.5142857142857142
16,A1,post_given_past,67,0.35892857142857143,0.37589285714285714,0.375,0.34285714285714286
16,A2,past_only,70,0.3675357443229605,0.30109335576114377,0.3902439024390244,0.3448275862068966
16,A2,post_erp,70,0.49243061396131205,0.41463414634146345,0.5365853658536586,0.4482758620689655
16,A2,post_given_past,70,0.4903280067283432,0.39360807401177456,0.4634146341463415,0.5172413793103449
16,B1,past_only,69,0.4197478991596638,0.3823529411764707,0.45714285714285713,0.38235294117647056
16,B1,post_erp,69,0.3327731092436975,0.3008403361344538,0.37142857142857144,0.29411764705882354
16,B1,post_given_past,69,0.43529411764705883,0.41344537815126053,0.4,0.47058823529411764
16,B2,past_only,69,0.4391891891891892,0.3353040540540541,0.5,0.3783783783783784
16,B2,post_erp,69,0.49746621621621623,0.4628378378378379,0.5625,0.43243243243243246
16,B2,post_given_past,69,0.5109797297297297,0.49746621621621623,0.5625,0.4594594594594595
17,pooled,past_only,275,0.44391534391534393,0.4251851851851852,0.42857142857142855,0.45925925925925926
17,pooled,post_erp,275,0.5525132275132275,0.5286772486772486,0.5642857142857143,0.5407407407407407
17,pooled,post_given_past,275,0.5018518518518518,0.504021164021164,0.5,0.5037037037037037
17,A1,past_only,67,0.4303571428571429,0.4107142857142857,0.375,0.4857142857142857
17,A1,post_erp,67,0.5370535714285714,0.48571428571428577,0.53125,0.5428571428571428
17,A1,post_given_past,67,0.41607142857142854,0.4205357142857143,0.375,0.45714285714285713
17,A2,past_only,70,0.40706476030277544,0.31707317073170727,0.36585365853658536,0.4482758620689655
17,A2,post_erp,70,0.5340622371740958,0.4760302775441548,0.5853658536585366,0.4827586206896552
17,A2,post_given_past,70,0.4751892346509672,0.46846089150546677,0.5365853658536586,0.41379310344827586
17,B1,past_only,69,0.4626050420168067,0.4714285714285714,0.5428571428571428,0.38235294117647056
17,B1,post_erp,69,0.5365546218487395,0.4890756302521009,0.5142857142857142,0.5588235294117647
17,B1,post_given_past,69,0.4789915966386554,0.45462184873949585,0.42857142857142855,0.5294117647058824
17,B2,past_only,69,0.47550675675675674,0.49408783783783783,0.4375,0.5135135135135135
17,B2,post_erp,69,0.5962837837837838,0.6216216216216216,0.625,0.5675675675675675
17,B2,post_given_past,69,0.6254222972972974,0.6266891891891893,0.65625,0.5945945945945946
18,pooled,past_only,275,0.4538359788359788,0.41259259259259257,0.4928571428571429,0.4148148148148148
18,pooled,post_erp,275,0.4759259259259259,0.455026455026455,0.5,0.45185185185185184
18,pooled,post_given_past,275,0.49497354497354495,0.48751322751322756,0.4714285714285714,0.5185185185185185
18,A1,past_only,67,0.4669642857142857,0.44821428571428573,0.5625,0.37142857142857144
18,A1,post_erp,67,0.465625,0.45535714285714285,0.53125,0.4
18,A1,post_given_past,67,0.4616071428571429,0.48124999999999996,0.4375,0.4857142857142857
18,A2,past_only,70,0.340201850294365,0.2867956265769554,0.43902439024390244,0.2413793103448276
18,A2,post_erp,70,0.6152228763666947,0.535744322960471,0.6097560975609756,0.6206896551724138
18,A2,post_given_past,70,0.5908326324642557,0.5626576955424727,0.5609756097560976,0.6206896551724138
18,B1,past_only,69,0.623109243697479,0.6117647058823529,0.6285714285714286,0.6176470588235294
18,B1,post_erp,69,0.43445378151260505,0.4369747899159664,0.45714285714285713,0.4117647058823529
18,B1,post_given_past,69,0.4630252100840336,0.4714285714285714,0.5142857142857142,0.4117647058823529
18,B2,past_only,69,0.37457770270270274,0.32179054054054057,0.34375,0.40540540540540543
18,B2,post_erp,69,0.39020270270270274,0.3978040540540541,0.375,0.40540540540540543
18,B2,post_given_past,69,0.45565878378378377,0.43581081081081086,0.34375,0.5675675675675675
19,pooled,past_only,275,0.501984126984127,0.4913227513227514,0.4928571428571429,0.5111111111111111
19,pooled,post_erp,275,0.46878306878306875,0.4564021164021165,0.4857142857142857,0.45185185185185184
19,pooled,post_given_past,275,0.46164021164021163,0.4416402116402116,0.4714285714285714,0.45185185185185184
19,A1,past_only,67,0.5825892857142857,0.5883928571428572,0.59375,0.5714285714285714
19,A1,post_erp,67,0.4772321428571429,0.47410714285714284,0.46875,0.4857142857142857
19,A1,post_given_past,67,0.4486607142857143,0.4598214285714286,0.46875,0.42857142857142855
19,A2,past_only,70,0.6669470142977292,0.6602186711522289,0.6097560975609756,0.7241379310344828
19,A2,post_erp,70,0.45079899074852814,0.5164003364171572,0.4878048780487805,0.41379310344827586
19,A2,post_given_past,70,0.5391084945332212,0.5466778805719091,0.5609756097560976,0.5172413793103449
19,B1,past_only,69,0.3626050420168067,0.3042016806722689,0.34285714285714286,0.38235294117647056
19,B1,post_erp,69,0.43487394957983194,0.3327731092436975,0.42857142857142855,0.4411764705882353
19,B1,post_given_past,69,0.3915966386554622,0.3159663865546219,0.37142857142857144,0.4117647058823529
19,B2,past_only,69,0.40582770270270274,0.3783783783783784,0.40625,0.40540540540540543
19,B2,post_erp,69,0.5109797297297297,0.48986486486486486,0.5625,0.4594594594594595
19,B2,post_given_past,69,0.4641047297297297,0.4493243243243243,0.46875,0.4594594594594595
20,pooled,past_only,275,0.5456349206349207,0.5413227513227513,0.5357142857142857,0.5555555555555556
20,pooled,post_erp,275,0.5562169312169312,0.5526984126984127,0.5642857142857143,0.5481481481481482
20,pooled,post_given_past,275,0.5560846560846561,0.5523280423280423,0.5714285714285714,0.5407407407407407
20,A1,past_only,67,0.5683035714285714,0.5598214285714286,0.59375,0.5428571428571428
20,A1,post_erp,67,0.6098214285714285,0.6071428571428571,0.5625,0.6571428571428571
20,A1,post_given_past,67,0.6709821428571429,0.6258928571428571,0.65625,0.6857142857142857
20,A2,past_only,70,0.5979814970563498,0.6316232127838519,0.6097560975609756,0.5862068965517241
20,A2,post_erp,70,0.6467619848612278,0.7014297729184188,0.7073170731707317,0.5862068965517241
20,A2,post_given_past,70,0.580740117746005,0.6089150546677882,0.6097560975609756,0.5517241379310345
20,B1,past_only,69,0.4638655462184874,0.4403361344537815,0.45714285714285713,0.47058823529411764
20,B1,post_erp,69,0.5357142857142857,0.4647058823529412,0.5714285714285714,0.5
20,B1,post_given_past,69,0.5063025210084033,0.49495798319327733,0.5714285714285714,0.4411764705882353
20,B2,past_only,69,0.5451858108108107,0.5025337837837838,0.46875,0.6216216216216216
20,B2,post_erp,69,0.4172297297297297,0.3809121621621621,0.375,0.4594594594594595
20,B2,post_given_past,69,0.46199324324324326,0.4037162162162162,0.4375,0.4864864864864865
21,pooled,past_only,275,0.4916666666666667,0.48888888888888893,0.45,0.5333333333333333
21,pooled,post_erp,275,0.5302910052910053,0.5377248677248677,0.5642857142857143,0.4962962962962963
21,pooled,post_given_past,275,0.4974867724867725,0.4928042328042328,0.5357142857142857,0.45925925925925926
21,A1,past_only,67,0.596875,0.6714285714285714,0.59375,0.6
21,A1,post_erp,67,0.5383928571428571,0.5401785714285715,0.5625,0.5142857142857142
