dataset,trial_id,block,kernel_common_1,kernel_common_2,kernel_common_3,kernel_midline_1,kernel_midline_2,kernel_midline_3,kernel_lateral_1,kernel_lateral_2,kernel_lateral_3,window_common_50_250,window_common_250_500,window_common_500_750,window_midline_50_250,window_midline_250_500,window_midline_500_750,window_lateral_50_250,window_lateral_250_500,window_lateral_500_750
A1,91,4,-2.6051282019164703,-104.3758078848183,-195.96736868587908,-0.5701690811819161,87.44389309801298,165.42418544266536,-2.4983530591370955,-10.552802350387074,-18.031911872908612,-212.40603801492622,-336.0401864156261,-446.78513952014555,161.49597220497216,279.4921554523324,377.8661845359643,-23.84639029430319,-35.309773835975655,-40.97044107886643
A1,92,4,-2.685083545549652,0.7335011625169808,1.2868179052364708,4.590390652891101,5.055184898181036,6.691655175755266,3.977798965352963,2.1933038442550172,0.2922479959959575,-1.5446444648962783,-1.4276379285697034,2.2589587902681774,14.694581063354796,19.49098372517978,15.685092319105198,1.2976779440465067,9.111981488078241,1.2279310840685096
A1,93,4,-6.36076558221638,-5.1761358879947705,10.950718083555921,2.151012349428881,0.7978249217578781,-0.7765142825398802,1.242649705686596,-0.46559805495879936,-0.03497557668933848,-13.537473268624879,-6.104375595316502,24.268081024163767,1.6547643810353139,3.479096651708182,-1.633949128394882,4.641507843201381,-0.3671695586719075,1.2595780738651667
A1,94,4,-2.605283465411222,-4.967074705420966,-9.597947642846448,-0.32935086399310104,1.2131734717532565,2.4190324949198585,4.541959261161487,-2.4592392709686366,-6.5514209771817855,-18.07549860751508,-19.566660941527537,-21.981696901895468,1.9643327887746782,3.255674663354132,5.7925919726566715,-0.8389779445305865,-3.6887439499430283,-14.398607374073581
A1,95,4,3.7118073312018134,-8.715161809553983,-13.737741956538802,-5.832982788664891,3.593505517803404,12.17838972668054,1.8809322951820762,-3.3236438736881313,-13.75798104674021,-19.872541223252565,-17.479978984115057,-35.56251571784891,-1.0358995014710572,7.749151953796002,28.07981869913202,-2.3146707211452404,-13.104653868441277,-32.68781689945294
A1,96,4,0.057804319198700355,-12.091541280114845,-23.718779087905222,-1.0716555370614755,9.699922845847178,18.8078777214147,-3.8257202753532145,-3.0329745697189514,-3.800888637041548,-29.833886914079923,-38.14668043365428,-55.57960815070508,16.531786963465173,30.674135969835426,42.044779028011156,-7.776246802372978,-13.044392675981053,-8.24964842251428
A1,97,4,-54.25555982122404,13.60234692175679,75.23939145621476,48.8277459278947,-9.177769067250342,-71.07008727987089,2.9346982164223565,-2.5182179054764267,-6.0429642638623395,-29.68508237758057,14.692885722293255,171.37745516502397,16.36787598258722,-7.853244115428963,-163.71110274593667,2.087573321643049,-5.729839651274919,-13.491111678143826
A1,98,4,1.2460119407493506,-55.940003064682195,-110.37467014086793,7.683661288349823,72.10878543522884,133.4412480525143,8.28915714931075,-22.938244703539798,-56.46703523606245,-110.71958667755781,-180.61288277908034,-252.36330839187946,148.7607655606537,237.09951059011405,305.98403597289797,-39.96000836983922,-71.9923972519712,-130.86798941874633
A1,99,4,-0.6130639252898185,1.3011580471033792,-0.8583431855423913,-0.5964861447953035,5.0994481822090885,8.525446760972931,2.507543703280315,-0.0996545970299682,1.5975006453260274,-1.3867252663748038,0.39489197761729034,-2.1081401358747076,5.185283416894362,16.111141324691637,18.441688582239856,6.209680832388886,1.4158878946802353,6.109683038210482
A2,2,0,-44.134393182397154,-66.27665767974906,-95.48093759730395,13.722253530455191,26.91857902069165,40.09890629049441,-0.07395580058866275,-8.857241849505051,-12.673222659156027,-192.17574538367938,-233.10825823077036,-227.62325189307325,66.84475323121721,94.63709098021162,92.17718955520364,-14.807025752611162,-25.862408968296727,-28.621522688026225
