cue,channel,MAE_before,MAE_after,corr_before,corr_after,amp_error_before,amp_error_after,latency_error_before_ms,latency_error_after_ms,P300_amp_after,P300_lat_after_ms
-1,Fz,5.187740744214216,4.528915479906621,0.9024640602556403,0.8892991717164235,7.970450627358026,7.263576826522844,3.90625,3.90625,6.554969101668525,332.03125
-1,F3,5.360556009882922,25.50817562697932,0.30324446024187895,0.3894343722065794,2.3675101836093257,25.13043419925188,214.84375,0.0,23.880095183034094,496.09375
-1,F4,6.005965991922425,30.08250366614837,0.5576310347154727,0.26170213427069566,6.115211940670607,31.147073116600907,3.90625,164.0625,35.74616907855203,500.0
1,Fz,7.52926104532031,6.773663969711366,0.8835715857553312,0.8959802747377426,11.889348127334012,10.580078448552413,3.90625,3.90625,5.074472810070767,355.46875
1,F3,32.13970503768407,11.047828325664653,0.2975214589911259,0.2123221140539705,28.844247351665153,8.346723551000267,23.4375,27.34375,14.387921690307197,390.625
1,F4,24.912370483778943,14.206978139027612,0.20178600568051025,-0.013793648435438026,18.697903672429163,9.480282030692399,31.25,136.71875,23.71883493085042,464.84375
