dataset,V1_MAE,V2_MAE,V3_MAE,V1_corr,V2_corr,V3_corr,V1_amp_error,V2_amp_error,V3_amp_error,V1_latency_error_ms,V2_latency_error_ms,V3_latency_error_ms
VisualCogA_Task-1,6.384437048498211,6.672456999463307,15.358010867906323,0.3490773097680675,0.4689816879951916,0.4391574030916623,2.263429104763293,3.3518126360151217,15.324694695436783,46.223958333333336,23.4375,55.989583333333336
VisualCogA_Task-2,61.30067238161069,45.14338070450148,15.020184466835467,0.4139543452968055,0.439369459391437,0.5690093934420385,59.54033644129685,43.879533468509415,17.055489919226318,44.270833333333336,44.921875,69.66145833333333
VisualCogB_Task-1,16.967272266109244,16.89403559083748,21.27260647099943,0.5370755502363467,0.4419017547246238,0.5766963789739779,12.373599478119162,12.705772139417697,18.226533198905788,39.84375,44.53125,42.317708333333336
VisualCogB_Task-2,15.507316488898669,16.84879014493946,32.395301414561764,0.09423085619055,0.2235757434008309,0.16471134034942134,8.132964010438586,10.5053613670749,30.94659249234807,33.59375,30.46875,124.34895833333333
