dataset,trial_id,block,gap_s,model,stage,MSE,method
B1,4,0,0.05,M2_no_direct_memory,maintenance,139636.1504723606,frozen_main_fit_common_trial_rescore
B1,4,0,0.05,M2_no_direct_memory,retrieval,90323.1481685443,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M0,encoding,34870.08226006265,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M0,maintenance,134071.2288610667,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M0,retrieval,532259.2912279443,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M1,encoding,37839.43178480368,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M1,maintenance,141559.22644558002,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M1,retrieval,535404.687518696,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2,encoding,39700.2969251965,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2,maintenance,143944.90326616055,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2,retrieval,543235.0658807798,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M3,encoding,36109.41751174305,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M3,maintenance,135055.6922056058,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M3,retrieval,538924.9512347147,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2_no_feedback,encoding,39515.90917856232,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2_no_feedback,maintenance,143969.2039170922,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2_no_feedback,retrieval,541518.4452118822,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2_no_direct_memory,encoding,37677.57828791733,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2_no_direct_memory,maintenance,141261.6822250159,frozen_main_fit_common_trial_rescore
B1,5,0,0.05,M2_no_direct_memory,retrieval,532485.201454346,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M0,encoding,6932.916567632097,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M0,maintenance,25940.721460076857,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M0,retrieval,34575.43106223609,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M1,encoding,8386.429012096487,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M1,maintenance,24890.94357260267,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M1,retrieval,34295.25847088351,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2,encoding,9295.007163333978,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2,maintenance,25140.846583376424,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2,retrieval,33962.414494929406,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M3,encoding,7360.902937112488,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M3,maintenance,25876.0213009271,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M3,retrieval,33830.56389672094,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2_no_feedback,encoding,9218.50116915664,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2_no_feedback,maintenance,24915.702937912723,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2_no_feedback,retrieval,34135.94305154994,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2_no_direct_memory,encoding,8334.514536858007,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2_no_direct_memory,maintenance,24881.54039243465,frozen_main_fit_common_trial_rescore
B1,7,0,0.05,M2_no_direct_memory,retrieval,35072.20932274109,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M0,encoding,2294.4557724723873,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M0,maintenance,2069.907472931899,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M0,retrieval,1333.6407186212941,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M1,encoding,4376.531101456384,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M1,maintenance,1853.8389276340756,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M1,retrieval,1559.9536042384727,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2,encoding,5260.891743934058,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2,maintenance,2329.3848346283585,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2,retrieval,2174.558582766095,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M3,encoding,2730.63949770579,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M3,maintenance,2140.3488869349185,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M3,retrieval,1683.564216844985,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2_no_feedback,encoding,5237.158796130778,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2_no_feedback,maintenance,2233.587670346527,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2_no_feedback,retrieval,2101.270859804257,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2_no_direct_memory,encoding,4256.945059214194,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2_no_direct_memory,maintenance,1816.1191300854575,frozen_main_fit_common_trial_rescore
B1,8,0,0.05,M2_no_direct_memory,retrieval,1730.1651660513178,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M0,encoding,327.17962873651356,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M0,maintenance,112.41011968877272,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M0,retrieval,169.98884466458378,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M1,encoding,917.4887055431991,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M1,maintenance,468.1815157430858,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M1,retrieval,307.2589653284049,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2,encoding,1286.1709368970492,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2,maintenance,641.7881866486705,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2,retrieval,525.1857505570816,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M3,encoding,375.18886619571134,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M3,maintenance,129.03019247006762,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M3,retrieval,235.28589772309985,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2_no_feedback,encoding,1291.6834918720251,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2_no_feedback,maintenance,648.761668565791,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2_no_feedback,retrieval,484.46165607970727,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2_no_direct_memory,encoding,852.9004465277532,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2_no_direct_memory,maintenance,437.29225787044015,frozen_main_fit_common_trial_rescore
B1,9,0,0.05,M2_no_direct_memory,retrieval,361.50563958804656,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M0,encoding,165.150315684359,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M0,maintenance,14836.994114262434,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M0,retrieval,34508.732906644545,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M1,encoding,534.1534296578653,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M1,maintenance,18482.737501006322,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M1,retrieval,34311.59959886864,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2,encoding,821.312251101888,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2,maintenance,18704.713468977516,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2,retrieval,32427.417283613,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M3,encoding,149.41114334945388,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M3,maintenance,15029.51733982061,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M3,retrieval,32983.139825920305,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2_no_feedback,encoding,826.0731263234807,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2_no_feedback,maintenance,18949.62971365313,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2_no_feedback,retrieval,32583.246542591743,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2_no_direct_memory,encoding,495.47220799709675,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2_no_direct_memory,maintenance,18328.79498662968,frozen_main_fit_common_trial_rescore
B1,10,0,0.05,M2_no_direct_memory,retrieval,34711.43474463881,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M0,encoding,11000.174239105814,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M0,maintenance,29163.214510034166,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M0,retrieval,17087.487504025983,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M1,encoding,9306.456008715966,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M1,maintenance,30538.314722430845,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M1,retrieval,17221.53356879891,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2,encoding,8476.085473346153,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2,maintenance,30249.7093878599,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2,retrieval,17348.993964430774,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M3,encoding,10381.45024100378,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M3,maintenance,29140.630648958784,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M3,retrieval,17365.380389910893,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2_no_feedback,encoding,8555.169274114194,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2_no_feedback,maintenance,30509.657620464473,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2_no_feedback,retrieval,17231.235292348607,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2_no_direct_memory,encoding,9330.716987228054,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2_no_direct_memory,maintenance,30548.67949790066,frozen_main_fit_common_trial_rescore
B1,11,0,0.05,M2_no_direct_memory,retrieval,16695.29126791333,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M0,encoding,177.37726852258206,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M0,maintenance,1420.8270643760823,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M0,retrieval,983.9615419441162,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M1,encoding,669.8187061782618,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M1,maintenance,1507.4215953855316,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M1,retrieval,1046.414103415279,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2,encoding,1005.7073676377804,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2,maintenance,1564.5393535033313,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2,retrieval,1227.312994570491,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M3,encoding,247.73021890661883,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M3,maintenance,1374.1523506447097,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M3,retrieval,896.1210314527631,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2_no_feedback,encoding,1007.0932152969051,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2_no_feedback,maintenance,1565.0446774204174,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2_no_feedback,retrieval,1196.343674375851,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2_no_direct_memory,encoding,612.5728240852585,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2_no_direct_memory,maintenance,1516.269863186592,frozen_main_fit_common_trial_rescore
B1,12,0,0.05,M2_no_direct_memory,retrieval,926.3915270119102,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M0,encoding,7010.757128533903,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M0,maintenance,34752.9750794794,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M0,retrieval,44515.85581952792,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M1,encoding,5620.135679793848,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M1,maintenance,36894.327898389565,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M1,retrieval,44601.69896319087,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2,encoding,5049.37931235901,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2,maintenance,37025.27955420012,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2,retrieval,45036.317728872054,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M3,encoding,6574.179692363206,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M3,maintenance,34840.13131276662,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M3,retrieval,45388.30077060416,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2_no_feedback,encoding,5101.282126337857,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2_no_feedback,maintenance,37196.73478316934,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2_no_feedback,retrieval,44804.43343233428,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2_no_direct_memory,encoding,5611.43217239997,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2_no_direct_memory,maintenance,36933.56720027644,frozen_main_fit_common_trial_rescore
B1,13,0,0.05,M2_no_direct_memory,retrieval,43468.45254571054,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M0,encoding,423.0564735355546,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M0,maintenance,863.9947031588006,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M0,retrieval,6876.766843212046,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M1,encoding,1165.621611030659,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M1,maintenance,1415.3115882029103,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M1,retrieval,7643.32421857023,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2,encoding,1605.9205435549259,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2,maintenance,1728.6533495063002,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2,retrieval,8872.77479833832,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M3,encoding,574.5811111865085,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M3,maintenance,922.6955565021617,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M3,retrieval,7592.142115945034,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2_no_feedback,encoding,1596.7049037526615,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2_no_feedback,maintenance,1708.8384679930753,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2_no_feedback,retrieval,8742.022262377788,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2_no_direct_memory,encoding,1103.7695692927273,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2_no_direct_memory,maintenance,1379.068081746175,frozen_main_fit_common_trial_rescore
B1,15,0,0.05,M2_no_direct_memory,retrieval,7467.807549869482,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M0,encoding,254.66631387305844,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M0,maintenance,1597.6890087963818,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M0,retrieval,3323.589862213552,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M1,encoding,394.2895157674564,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M1,maintenance,991.8702792648387,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M1,retrieval,3229.5759806432325,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2,encoding,516.1382281106237,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2,maintenance,988.944039231738,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2,retrieval,2927.7247701356923,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M3,encoding,189.8274753831967,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M3,maintenance,1521.3367764458644,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M3,retrieval,2889.010754239128,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2_no_feedback,encoding,515.8172718448424,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2_no_feedback,maintenance,940.6242282831423,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2_no_feedback,retrieval,3006.5219223498725,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2_no_direct_memory,encoding,382.546461892794,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2_no_direct_memory,maintenance,999.3211519993803,frozen_main_fit_common_trial_rescore
B1,16,0,0.05,M2_no_direct_memory,retrieval,3498.235631004756,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M0,encoding,16523.003484398374,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M0,maintenance,80517.60438315797,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M0,retrieval,108859.95838857032,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M1,encoding,13453.719186644787,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M1,maintenance,81119.54045254436,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M1,retrieval,108403.65304717311,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2,encoding,12546.689533663808,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2,maintenance,79199.20179851762,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2,retrieval,108835.26650385544,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M3,encoding,15759.86780856394,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M3,maintenance,80168.63720708617,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M3,retrieval,109392.61566687212,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2_no_feedback,encoding,12625.241900303226,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2_no_feedback,maintenance,79684.90608409549,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2_no_feedback,retrieval,108721.9448599275,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2_no_direct_memory,encoding,13500.181702199503,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2_no_direct_memory,maintenance,81100.88088356452,frozen_main_fit_common_trial_rescore
B1,17,0,0.05,M2_no_direct_memory,retrieval,109963.25020468069,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M0,encoding,33990.496595683486,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M0,maintenance,148706.93342361102,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M0,retrieval,54226.26877774833,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M1,encoding,35063.582881010814,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M1,maintenance,145085.56625163302,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M1,retrieval,54092.82884331137,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2,encoding,34894.827770509495,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2,maintenance,144791.1362560937,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2,retrieval,53399.48575928769,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M3,encoding,35541.363503251814,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M3,maintenance,147693.5523032202,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M3,retrieval,56149.39435539804,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2_no_feedback,encoding,35031.386578969315,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2_no_feedback,maintenance,144797.8005201692,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2_no_feedback,retrieval,53700.34619982169,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2_no_direct_memory,encoding,34735.24443352369,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2_no_direct_memory,maintenance,145320.3183999981,frozen_main_fit_common_trial_rescore
B1,24,1,0.05,M2_no_direct_memory,retrieval,54818.20683922927,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M0,encoding,3983.511826757846,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M0,maintenance,46801.68278827616,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M0,retrieval,44960.91592913345,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M1,encoding,3213.9391661544837,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M1,maintenance,48730.967103916206,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M1,retrieval,45697.67742831787,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2,encoding,2998.8582242029433,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2,maintenance,47337.71300429197,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2,retrieval,45955.73395518459,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M3,encoding,2912.2967560895568,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M3,maintenance,44743.10210758634,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M3,retrieval,49276.771562755894,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2_no_feedback,encoding,3001.733462730311,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2_no_feedback,maintenance,47753.2823566577,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2_no_feedback,retrieval,46164.09383090594,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2_no_direct_memory,encoding,3310.278598211649,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2_no_direct_memory,maintenance,48525.74820580166,frozen_main_fit_common_trial_rescore
B1,26,1,0.05,M2_no_direct_memory,retrieval,46392.61440305524,frozen_main_fit_common_trial_rescore
B1,27,1,0.05,M0,encoding,2245.21142888962,frozen_main_fit_common_trial_rescore
B1,27,1,0.05,M0,maintenance,7204.1739288088365,frozen_main_fit_common_trial_rescore
B1,27,1,0.05,M0,retrieval,8370.78517318212,frozen_main_fit_common_trial_rescore
B1,27,1,0.05,M1,encoding,2772.909464273103,frozen_main_fit_common_trial_rescore
B1,27,1,0.05,M1,maintenance,6816.807183859302,frozen_main_fit_common_trial_rescore
B1,27,1,0.05,M1,retrieval,8379.436958224194,frozen_main_fit_common_trial_rescore
B1,27,1,0.05,M2,encoding,3227.7352293486897,frozen_main_fit_common_trial_rescore
B1,27,1,0.05,M2,maintenance,7250.312158223696,frozen_main_fit_common_trial_rescore
