dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B2,11,0,1,M1,encoding,1,205,4241.262674449801,9015.605501657355,20352.307586121806,0.02045554792474754
B2,11,0,1,M1,encoding,2,205,5730.75315224109,7706.16813108248,9706.846023510083,0.02937648867243982
B2,11,0,1,M1,maintenance,0,362,548629.4012193357,653761.1481900706,462143.28775136394,4.747598909414117
B2,11,0,1,M1,maintenance,1,362,99404.29888281896,144033.67475424957,65575.49826483616,0.47942548146636815
B2,11,0,1,M1,maintenance,2,362,51628.42490421921,99069.3676782208,56648.6445743053,0.26465314402550977
B2,11,0,1,M1,retrieval,0,330,788074.1179241483,963665.9360763702,581154.8786034319,6.81964877288519
B2,11,0,1,M1,retrieval,1,330,162412.00252036352,237181.72703093558,73407.52260231315,0.7833107157270072
B2,11,0,1,M1,retrieval,2,330,194075.88004193554,285301.54831723165,104512.40422859644,0.994854906534606
B2,12,0,1,M1,encoding,0,205,116117.08844236034,61291.14961779175,56925.491070996344,1.0048265026046213
B2,12,0,1,M1,encoding,1,205,78646.89500116113,41267.03105552872,24785.716321856646,0.37931282575831904
B2,12,0,1,M1,encoding,2,205,158591.63935603944,86134.38656316932,80198.61561493544,0.8129586763415972
B2,12,0,1,M1,maintenance,0,363,213119.61846911628,273168.7698142697,152184.46672564652,1.8442439759334381
B2,12,0,1,M1,maintenance,1,363,53691.066597312136,75209.38626251563,16242.616519685693,0.25895122990810865
B2,12,0,1,M1,maintenance,2,363,255482.68205726944,325135.7166425231,219939.13921753012,1.309633117337276
B2,12,0,1,M1,retrieval,0,365,184083.4392253195,245097.04111816536,76256.15211744717,1.5929775789721667
B2,12,0,1,M1,retrieval,1,365,16118.342214156652,12486.162822510198,13110.639415825122,0.07773852905065223
B2,12,0,1,M1,retrieval,2,365,190368.8769496439,254125.36442080492,86108.89259188587,0.9758523895082322
B2,13,0,1,M1,encoding,0,205,11497.192862093683,732.4277743976348,614.16041183865,0.09949167903157573
B2,13,0,1,M1,encoding,1,205,16200.767371505573,2886.326288481078,1705.1518328315556,0.07813606438052295
B2,13,0,1,M1,encoding,2,205,16619.37726465846,1157.728492229477,937.9191670345232,0.08519280712122772
B2,13,0,1,M1,maintenance,0,362,13997.169240602672,27842.561613745544,5443.416521356701,0.12112538131182465
B2,13,0,1,M1,maintenance,1,362,37980.20546788011,43264.53149586359,25993.792462336245,0.183177976176815
