dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
A1,8,0,-1,M0,encoding,2,205,686.0769255394106,681.2573689467138,1836.2824475213783,0.008563852556498767
A1,8,0,-1,M0,maintenance,0,362,176.04768323136582,179.48875708075855,74.60124168407958,0.04946021797963261
A1,8,0,-1,M0,maintenance,1,362,18610.21678804761,18608.32043445226,20426.466680471793,0.24493815547751857
A1,8,0,-1,M0,maintenance,2,362,49119.53972592325,49150.852536212304,56313.102708273036,0.6131273042380246
A1,8,0,-1,M0,retrieval,0,240,1117.265289968692,1114.406635825634,957.5179024691527,0.313893280323972
A1,8,0,-1,M0,retrieval,1,240,205185.14244226197,204972.79083103154,265707.23940921895,2.700541906286523
A1,8,0,-1,M0,retrieval,2,240,561661.7814472459,561169.6265935188,665207.2285327711,7.010859138212408
A1,9,0,1,M0,encoding,0,205,61.51307813294662,60.89160109143923,55.39622149450274,0.017281967005809754
A1,9,0,1,M0,encoding,1,205,2323.5854731920767,2256.8311170498882,4009.3365733915475,0.030581843638895732
A1,9,0,1,M0,encoding,2,205,111.63479178181727,133.6175019023245,225.32030832638188,0.0013934645830615486
A1,9,0,1,M0,maintenance,0,362,473.8127743197339,476.37254875518425,180.55008073158294,0.13311667992012063
A1,9,0,1,M0,maintenance,1,362,5913.35279965757,6052.457410062766,9214.176336233064,0.07782852526286434
A1,9,0,1,M0,maintenance,2,362,253.70458183923415,238.52348518827804,664.9495075209298,0.003166829477716592
A1,9,0,1,M0,retrieval,0,275,1181.312143433197,1180.281295438861,1014.3389706940995,0.3318871060598144
A1,9,0,1,M0,retrieval,1,275,131903.22582001943,131811.41295483964,178778.6713938755,1.7360427985255935
A1,9,0,1,M0,retrieval,2,275,6944.17812836615,6876.294695417146,21794.57677573669,0.08667966434031486
A1,10,0,1,M0,encoding,0,205,114.68676736232553,116.17689838659756,128.83113823778254,0.03222100063461328
A1,10,0,1,M0,encoding,1,205,502.9767683730025,480.5922967269523,1471.5477341447076,0.006619922986198108
A1,10,0,1,M0,encoding,2,205,366.3651784994638,435.6430556349127,129.47419700662198,0.004573098516668497
A1,10,0,1,M0,maintenance,0,362,84.19447177111708,84.31903479888761,191.6371193592785,0.02365425576777792
A1,10,0,1,M0,maintenance,1,362,4863.703930110336,4974.449261361922,8612.84088722734,0.06401358366739171
A1,10,0,1,M0,maintenance,2,362,5494.712303982001,5594.20117988077,9574.381112261788,0.06858692408972215
A1,10,0,1,M0,retrieval,0,371,114.2103117540573,114.408574855226,91.84280468053095,0.03208714145617924
A1,10,0,1,M0,retrieval,1,371,16784.76068603617,16765.445991223052,36962.2332251677,0.2209124358620959
A1,10,0,1,M0,retrieval,2,371,46430.92068240152,46397.00386014159,79273.42001634678,0.5795670193600394
A1,11,0,1,M0,encoding,0,205,155.8620793750799,155.18378224554513,126.15681487165213,0.04378911598921156
A1,11,0,1,M0,encoding,1,205,101335.90200944996,100779.25339389872,111826.2001606457,1.333731315681745
A1,11,0,1,M0,encoding,2,205,61405.32589413716,60821.29146857975,71713.88384156859,0.7664827916019734
A1,11,0,1,M0,maintenance,0,362,68.37698375236742,68.90146990328765,136.70966225137252,0.019210366527443977
A1,11,0,1,M0,maintenance,1,362,114908.38018387351,115586.3811584274,130593.5494483163,1.5123653319946173
A1,11,0,1,M0,maintenance,2,362,104707.81072650496,105565.85784331388,123216.15258195082,1.306999578612208
A1,11,0,1,M0,retrieval,0,276,220.98866312543666,221.05775123397805,281.6884651708205,0.0620862896266976
A1,11,0,1,M0,retrieval,1,276,43832.368747091,43839.08865201524,27441.10483084533,0.5768992201110857
A1,11,0,1,M0,retrieval,2,276,27971.277357611856,27858.145385189928,29131.556667342516,0.3491472839130783
A1,12,0,1,M0,encoding,0,205,121.95429524673766,123.73191074864357,147.26479996768686,0.034262796963529914
A1,12,0,1,M0,encoding,1,205,187.66517292268733,189.78539463921547,718.047628203212,0.00246995302776776
A1,12,0,1,M0,encoding,2,205,6526.04151983192,6377.441160927999,10027.159161862455,0.08146033669546478
A1,12,0,1,M0,maintenance,0,363,125.7755306746684,124.75638819792219,391.3773815907888,0.0353363648387093
A1,12,0,1,M0,maintenance,1,363,248.15772133292853,267.39848182962896,969.1387474765071,0.0032661250120326144
A1,12,0,1,M0,maintenance,2,363,59514.22230862986,60048.00950349264,73510.42954078004,0.7428773740861202
A1,12,0,1,M0,retrieval,0,249,547.2852221547163,548.6845563270845,666.2809146992655,0.153758606122805
A1,12,0,1,M0,retrieval,1,249,7046.915455042136,7057.162386663915,2353.013794223684,0.09274789719121371
A1,12,0,1,M0,retrieval,2,249,101683.87750561204,101449.80016819113,148434.9163717457,1.2692537846925755
A1,13,0,-1,M0,encoding,0,205,99.56928478164993,100.18392112741631,92.41112620304395,0.02797377641661063
A1,13,0,-1,M0,encoding,1,205,788.4552532099046,786.9305720338309,1906.760173072437,0.010377244800384417
A1,13,0,-1,M0,encoding,2,205,392.35763323433326,390.6918125197713,1494.9490692960148,0.004897545443309967
A1,13,0,-1,M0,maintenance,0,362,102.4128577766174,104.83340062829073,69.8628407956147,0.028772672133899065
A1,13,0,-1,M0,maintenance,1,362,6394.28771191711,6399.892366580029,10477.020022615565,0.08415834461183883
A1,13,0,-1,M0,maintenance,2,362,4598.425773175632,4644.245591363102,8911.651896142837,0.057399161591855395
A1,13,0,-1,M0,retrieval,0,267,112.01810126720689,111.32966166259536,78.25456336092157,0.03147124463466664
A1,13,0,-1,M0,retrieval,1,267,15525.290994692548,15487.919897151254,35120.63197392284,0.20433593991951907
A1,13,0,-1,M0,retrieval,2,267,11274.976955206179,11230.711479085066,29781.9680483203,0.14073821262301087
A1,16,0,-1,M0,encoding,0,205,88.222441374377,91.3625242234381,113.0497830702246,0.02478590516489463
A1,16,0,-1,M0,encoding,1,205,27744.42720967374,27757.75037387818,22583.870435904817,0.3651579615065136
A1,16,0,-1,M0,encoding,2,205,7715.895503222058,7768.824925130387,4890.246870507546,0.09631251098992084
A1,16,0,-1,M0,maintenance,0,362,507.28372745086665,507.2047754204073,585.1545350729733,0.14252027221662483
A1,16,0,-1,M0,maintenance,1,362,140408.19962338865,140380.0986785255,123976.54728758772,1.847980913997725
A1,16,0,-1,M0,maintenance,2,362,75720.35015735756,75533.90634625364,61898.82971878245,0.9451679398257491
A1,16,0,-1,M0,retrieval,0,233,176.43792265713844,176.89265823889446,217.19855271829636,0.04956985490701889
A1,16,0,-1,M0,retrieval,1,233,151279.08470889102,151475.91253555796,106392.13479128883,1.9910579437592015
A1,16,0,-1,M0,retrieval,2,233,97879.971958704,98108.57561622423,60719.07958923841,1.221772102930788
A1,17,0,1,M0,encoding,0,205,214.60173080511365,216.24214836989506,264.81135841487145,0.060291894727622614
A1,17,0,1,M0,encoding,1,205,20284.315308751135,20537.77945394752,16037.115515688376,0.26697178401709143
A1,17,0,1,M0,encoding,2,205,45928.24605258822,46442.384811684344,37830.526802789784,0.5732924585150887
A1,17,0,1,M0,maintenance,0,363,775.6815167598261,772.6835123741798,1156.08945906314,0.2179260538821883
A1,17,0,1,M0,maintenance,1,363,40290.813605496005,39910.87285585999,31462.570113128964,0.5302870826070601
A1,17,0,1,M0,maintenance,2,363,101159.14859867132,100355.63733570637,84268.56526205222,1.2627039346336486
A1,17,0,1,M0,retrieval,0,334,184.6871055819854,184.21808174156567,245.91228712722284,0.05188744510830875
A1,17,0,1,M0,retrieval,1,334,10072.223637583784,10110.172367667154,2053.226078998309,0.13256545624612542
A1,17,0,1,M0,retrieval,2,334,27651.719817369696,27741.74093966745,11315.902717559966,0.34515845473652546
A1,2,0,1,M1,encoding,0,205,418.8376065245276,422.81811291075206,511.4531195924576,0.11767152476267216
A1,2,0,1,M1,encoding,1,205,71564.63322436753,72675.77546396322,64021.56250278663,0.941897101954215
A1,2,0,1,M1,encoding,2,205,111088.68289886533,112730.07936829781,99792.82370737057,1.3866478606514228
A1,2,0,1,M1,maintenance,0,362,1013.2404675829772,1006.6197004443605,1705.0775590878281,0.2846677301999853
A1,2,0,1,M1,maintenance,1,362,121513.49640483662,120172.68903493244,104924.17946293092,1.5992984936177745
A1,2,0,1,M1,maintenance,2,362,803103.6430716513,799035.9333558244,752711.2323186898,10.024621045876524
A1,2,0,1,M1,retrieval,0,277,541.3374634299563,544.2293924532466,664.8440393473353,0.1520875961008766
A1,2,0,1,M1,retrieval,1,277,89447.01629233579,89719.0375052592,55930.38000276752,1.1772558822465353
A1,2,0,1,M1,retrieval,2,277,1195285.7982266648,1196629.794008048,1054871.7142536282,14.919976110320432
A1,5,0,1,M1,encoding,0,205,113.14633742070465,111.03327415518118,80.5767437958299,0.03178822015550416
A1,5,0,1,M1,encoding,1,205,18557.866350374647,17945.32660479321,22909.492657979023,0.24424914579063017
A1,5,0,1,M1,encoding,2,205,44217.11843802173,43044.30590487275,52348.69422152261,0.5519335641243764
A1,5,0,1,M1,maintenance,0,363,271.22440103762113,270.94345967771807,454.0200394765904,0.07619991215156167
A1,5,0,1,M1,maintenance,1,363,6893.2526344946655,7169.044879998665,9894.751035870813,0.0907254657354693
A1,5,0,1,M1,maintenance,2,363,94662.264917421,96187.64712850118,113452.04596099514,1.1816075562950146
A1,5,0,1,M1,retrieval,0,284,728.4166598635259,730.8266277952056,870.0645656240454,0.20464709398928896
A1,5,0,1,M1,retrieval,1,284,29069.175161198535,29162.178504771855,12744.390103284895,0.38259361652411134
A1,5,0,1,M1,retrieval,2,284,43038.193621346836,42669.510271403815,71054.13902798208,0.5372178115179711
A1,6,0,-1,M1,encoding,0,205,62.8477433455101,61.70509638837528,68.89019765753893,0.017656938326826615
A1,6,0,-1,M1,encoding,1,205,42125.19907965518,42106.31207949606,49614.3106913724,0.5544303260519121
A1,6,0,-1,M1,encoding,2,205,82118.70228822286,81576.55387173094,94612.50060025198,1.0250344128312496
A1,6,0,-1,M1,maintenance,0,362,947.7676571224096,936.4228198451406,1530.1436393708943,0.2662732849128922
A1,6,0,-1,M1,maintenance,1,362,57385.35101547114,57376.304593775836,51285.07932223722,0.7552766412794719
A1,6,0,-1,M1,maintenance,2,362,44378.29120962317,44389.12989779392,41608.480335126515,0.553945379127529
A1,6,0,-1,M1,retrieval,0,278,2094.3773917812427,2099.5218125504175,2340.3957700815977,0.5884108238617177
A1,6,0,-1,M1,retrieval,1,278,266500.24717240466,266858.19138793775,205797.4760537393,3.5075399561511325
A1,6,0,-1,M1,retrieval,2,278,190111.0601817006,190559.0350167323,136750.34663734716,2.3730328599460027
A1,7,0,-1,M1,encoding,0,205,66.86621958181635,68.81876553416949,80.84516082971453,0.018785920582915002
A1,7,0,-1,M1,encoding,1,205,3631.906360857936,3638.1866088842257,2017.652142997295,0.047801294043331596
A1,7,0,-1,M1,encoding,2,205,6274.320746710575,6392.982188654882,3792.8863523157643,0.07831826981320636
A1,7,0,-1,M1,maintenance,0,363,97.3579891694593,95.09881273844437,301.2476829049241,0.0273525176701799
A1,7,0,-1,M1,maintenance,1,363,11713.851034486377,11706.198964109757,7306.319451719135,0.15417171646104824
A1,7,0,-1,M1,maintenance,2,363,44980.59335739054,44694.617444834694,34456.17310292099,0.5614635255567898
A1,7,0,-1,M1,retrieval,0,345,131.0374869543101,131.90239900530185,166.69834473148205,0.03681470013863107
A1,7,0,-1,M1,retrieval,1,345,8884.985966501697,8894.456671547305,1015.513704718482,0.116939641212362
A1,7,0,-1,M1,retrieval,2,345,7524.385313862438,7661.168074242777,9100.59652895661,0.09392201370938123
A1,8,0,-1,M1,encoding,0,205,75.37866393444384,73.34712600363082,60.84848849677102,0.02117747351614573
A1,8,0,-1,M1,encoding,1,205,344.33783309191546,342.31944686478005,1079.3996686477315,0.004531998453281192
A1,8,0,-1,M1,encoding,2,205,707.6996001322547,681.2573689467138,1836.2824475213783,0.00883375435642402
A1,8,0,-1,M1,maintenance,0,362,173.7808673852097,179.48875708075855,74.60124168407958,0.048823360942876134
A1,8,0,-1,M1,maintenance,1,362,18609.29822628167,18608.32043445226,20426.466680471793,0.24492606583733845
A1,8,0,-1,M1,maintenance,2,362,49077.139278854724,49150.852536212304,56313.102708273036,0.612598047002418
A1,8,0,-1,M1,retrieval,0,240,1119.6279347226596,1114.406635825634,957.5179024691527,0.3145570602862797
A1,8,0,-1,M1,retrieval,1,240,205556.12649290505,204972.79083103154,265707.23940921895,2.7054246086274465
A1,8,0,-1,M1,retrieval,2,240,562430.6610808804,561169.6265935188,665207.2285327711,7.020456563181865
A1,9,0,1,M1,encoding,0,205,61.996606762346964,60.89160109143923,55.39622149450274,0.017417813334318973
A1,9,0,1,M1,encoding,1,205,2438.004695407842,2256.8311170498882,4009.3365733915475,0.032087770923885844
A1,9,0,1,M1,encoding,2,205,97.3438630607081,133.6175019023245,225.32030832638188,0.0012150802038364491
A1,9,0,1,M1,maintenance,0,362,472.31611044657177,476.37254875518425,180.55008073158294,0.1326961954238177
A1,9,0,1,M1,maintenance,1,362,5775.713086388553,6052.457410062766,9214.176336233064,0.07601698175036642
A1,9,0,1,M1,maintenance,2,362,272.04244969649625,238.52348518827804,664.9495075209298,0.003395729169112975
A1,9,0,1,M1,retrieval,0,275,1182.3384521777825,1180.281295438861,1014.3389706940995,0.3321754452943325
A1,9,0,1,M1,retrieval,1,275,132075.4169754967,131811.41295483964,178778.6713938755,1.738309090449674
A1,9,0,1,M1,retrieval,2,275,7036.625272337809,6876.294695417146,21794.57677573669,0.08783362198088156
A1,10,0,1,M1,encoding,0,205,114.10136852503003,116.17689838659756,128.83113823778254,0.03205653409028729
A1,10,0,1,M1,encoding,1,205,549.0264995442254,480.5922967269523,1471.5477341447076,0.007226005996502379
A1,10,0,1,M1,encoding,2,205,315.06640673645876,435.6430556349127,129.47419700662198,0.00393276927463422
A1,10,0,1,M1,maintenance,0,362,84.17625644455019,84.31903479888761,191.6371193592785,0.023649138210954494
A1,10,0,1,M1,maintenance,1,362,4741.4114267888235,4974.449261361922,8612.84088722734,0.06240403228314683
A1,10,0,1,M1,maintenance,2,362,5381.197384503623,5594.20117988077,9574.381112261788,0.06716999109403607
A1,10,0,1,M1,retrieval,0,371,114.24384444685809,114.408574855226,91.84280468053095,0.032096562394103155
A1,10,0,1,M1,retrieval,1,371,16802.50508525441,16765.445991223052,36962.2332251677,0.22114597856952767
A1,10,0,1,M1,retrieval,2,371,46460.90370842886,46397.00386014159,79273.42001634678,0.5799412779956784
A1,11,0,1,M1,encoding,0,205,156.73758359348452,155.18378224554513,126.15681487165213,0.04403508701643303
A1,11,0,1,M1,encoding,1,205,102091.42237025496,100779.25339389872,111826.2001606457,1.3436750882723008
A1,11,0,1,M1,encoding,2,205,62158.77449142188,60821.29146857975,71713.88384156859,0.7758876009693401
A1,11,0,1,M1,maintenance,0,362,68.17387589108007,68.90146990328765,136.70966225137252,0.019153303810637602
A1,11,0,1,M1,maintenance,1,362,114213.92678399112,115586.3811584274,130593.5494483163,1.5032252915120403
A1,11,0,1,M1,maintenance,2,362,103870.11269186373,105565.85784331388,123216.15258195082,1.2965431382503696
A1,11,0,1,M1,retrieval,0,276,220.6791250604493,221.05775123397805,281.6884651708205,0.06199932557306025
A1,11,0,1,M1,retrieval,1,276,43780.45785733203,43839.08865201524,27441.10483084533,0.576215995529042
A1,11,0,1,M1,retrieval,2,276,28066.405532370733,27858.145385189928,29131.556667342516,0.35033470711924913
A1,12,0,1,M1,encoding,0,205,121.26087122160021,123.73191074864357,147.26479996768686,0.03406798097500856
A1,12,0,1,M1,encoding,1,205,208.45046001049917,189.78539463921547,718.047628203212,0.0027435183461271394
A1,12,0,1,M1,encoding,2,205,6764.133842868875,6377.441160927999,10027.159161862455,0.08443228848894574
A1,12,0,1,M1,maintenance,0,363,126.41467811799353,124.75638819792219,391.3773815907888,0.035515931938302644
A1,12,0,1,M1,maintenance,1,363,233.45875123504257,267.39848182962896,969.1387474765071,0.0030726646851487434
A1,12,0,1,M1,maintenance,2,363,58957.14929490684,60048.00950349264,73510.42954078004,0.7359237935543491
A1,12,0,1,M1,retrieval,0,249,546.0118805637942,548.6845563270845,666.2809146992655,0.15340086354140012
A1,12,0,1,M1,retrieval,1,249,7010.167017402012,7057.162386663915,2353.013794223684,0.09226423304937341
A1,12,0,1,M1,retrieval,2,249,101974.50739711322,101449.80016819113,148434.9163717457,1.2728815288225368
A1,13,0,-1,M1,encoding,0,205,100.60784329195603,100.18392112741631,92.41112620304395,0.028265557196462388
A1,13,0,-1,M1,encoding,1,205,789.9004003961682,786.9305720338309,1906.760173072437,0.010396265088553456
A1,13,0,-1,M1,encoding,2,205,407.0566838980646,390.6918125197713,1494.9490692960148,0.005081024143611293
A1,13,0,-1,M1,maintenance,0,362,100.76668434762522,104.83340062829073,69.8628407956147,0.028310183249434573
A1,13,0,-1,M1,maintenance,1,362,6394.593063384065,6399.892366580029,10477.020022615565,0.08416236349167998
A1,13,0,-1,M1,maintenance,2,362,4549.692163443403,4644.245591363102,8911.651896142837,0.05679085160101197
A1,13,0,-1,M1,retrieval,0,267,112.5119713557703,111.32966166259536,78.25456336092157,0.03160999637388642
A1,13,0,-1,M1,retrieval,1,267,15596.323232439065,15487.919897151254,35120.63197392284,0.20527082990447865
A1,13,0,-1,M1,retrieval,2,267,11351.929121260568,11230.711479085066,29781.9680483203,0.14169875652043876
A1,16,0,-1,M1,encoding,0,205,87.13383734682115,91.3625242234381,113.0497830702246,0.02448006420460402
A1,16,0,-1,M1,encoding,1,205,27740.935709530342,27757.75037387818,22583.870435904817,0.3651120081672961
A1,16,0,-1,M1,encoding,2,205,7634.026132414346,7768.824925130387,4890.246870507546,0.09529058881998438
A1,16,0,-1,M1,maintenance,0,362,507.63306206757454,507.2047754204073,585.1545350729733,0.14261841702587805
A1,16,0,-1,M1,maintenance,1,362,140406.441474241,140380.0986785255,123976.54728758772,1.8479577741378204
A1,16,0,-1,M1,maintenance,2,362,75921.98311634504,75533.90634625364,61898.82971878245,0.9476847930633676
A1,16,0,-1,M1,retrieval,0,233,175.61115834203414,176.89265823889446,217.19855271829636,0.04933757725080515
A1,16,0,-1,M1,retrieval,1,233,150964.4370762864,151475.91253555796,106392.13479128883,1.9869167125401737
A1,16,0,-1,M1,retrieval,2,233,97556.54945450467,98108.57561622423,60719.07958923841,1.2177350299200038
A1,17,0,1,M1,encoding,0,205,213.3299902901688,216.24214836989506,264.81135841487145,0.05993460196507009
A1,17,0,1,M1,encoding,1,205,19945.21962714817,20537.77945394752,16037.115515688376,0.26250878008069634
A1,17,0,1,M1,encoding,2,205,45282.78691101488,46442.384811684344,37830.526802789784,0.5652356113687832
A1,17,0,1,M1,maintenance,0,363,777.2810171463569,772.6835123741798,1156.08945906314,0.21837543007575255
A1,17,0,1,M1,maintenance,1,363,40696.16009276653,39910.87285585999,31462.570113128964,0.5356220457647758
A1,17,0,1,M1,maintenance,2,363,101966.66848698832,100355.63733570637,84268.56526205222,1.2727836807999402
A1,17,0,1,M1,retrieval,0,334,184.95102874552785,184.21808174156567,245.91228712722284,0.05196159375348874
A1,17,0,1,M1,retrieval,1,334,10032.637478121194,10110.172367667154,2053.226078998309,0.13204444346096364
A1,17,0,1,M1,retrieval,2,334,27562.36072146357,27741.74093966745,11315.902717559966,0.3440430431938323
A1,2,0,1,M2,encoding,0,205,414.91189662169324,422.81811291075206,511.4531195924576,0.11656860500846095
A1,2,0,1,M2,encoding,1,205,71082.69667706554,72675.77546396322,64021.56250278663,0.9355540995970814
A1,2,0,1,M2,encoding,2,205,110464.40317910706,112730.07936829781,99792.82370737057,1.3788553824685736
A1,2,0,1,M2,maintenance,0,362,1018.5714915581603,1006.6197004443605,1705.0775590878281,0.28616546992042613
A1,2,0,1,M2,maintenance,1,362,121973.10865908886,120172.68903493244,104924.17946293092,1.605347675047177
A1,2,0,1,M2,maintenance,2,362,804396.6118529879,799035.9333558244,752711.2323186898,10.040760335205949
A1,2,0,1,M2,retrieval,0,277,539.8908847053588,544.2293924532466,664.8440393473353,0.15168118291934518
A1,2,0,1,M2,retrieval,1,277,88801.32974963392,89719.0375052592,55930.38000276752,1.1687576861971685
A1,2,0,1,M2,retrieval,2,277,1192513.7657103057,1196629.794008048,1054871.7142536282,14.885374629249991
A1,5,0,1,M2,encoding,0,205,114.51487501494377,111.03327415518118,80.5767437958299,0.03217270784930375
A1,5,0,1,M2,encoding,1,205,18798.91684453975,17945.32660479321,22909.492657979023,0.2474217291135534
A1,5,0,1,M2,encoding,2,205,44614.68154313111,43044.30590487275,52348.69422152261,0.5568960860914046
A1,5,0,1,M2,maintenance,0,363,273.5091340925728,270.94345967771807,454.0200394765904,0.07684180298959484
A1,5,0,1,M2,maintenance,1,363,6854.349306676675,7169.044879998665,9894.751035870813,0.09021344003119078
A1,5,0,1,M2,maintenance,2,363,94238.207001279,96187.64712850118,113452.04596099514,1.1763143168140324
A1,5,0,1,M2,retrieval,0,284,726.2390466833788,730.8266277952056,870.0645656240454,0.20403529824970038
A1,5,0,1,M2,retrieval,1,284,28693.97106782376,29162.178504771855,12744.390103284895,0.3776553721390242
A1,5,0,1,M2,retrieval,2,284,43486.819106474264,42669.510271403815,71054.13902798208,0.5428177120024515
A1,6,0,-1,M2,encoding,0,205,63.879641569353446,61.70509638837528,68.89019765753893,0.017946847913520875
A1,6,0,-1,M2,encoding,1,205,41700.63820650634,42106.31207949606,49614.3106913724,0.548842472974145
A1,6,0,-1,M2,encoding,2,205,81858.11163722673,81576.55387173094,94612.50060025198,1.0217816290257333
A1,6,0,-1,M2,maintenance,0,362,959.5162375572957,936.4228198451406,1530.1436393708943,0.26957402331850383
A1,6,0,-1,M2,maintenance,1,362,56844.20849404312,57376.304593775836,51285.07932223722,0.7481544001708055
A1,6,0,-1,M2,maintenance,2,362,44149.84951081375,44389.12989779392,41608.480335126515,0.5510938898068206
A1,6,0,-1,M2,retrieval,0,278,2094.1374419362373,2099.5218125504175,2340.3957700815977,0.5883434104688213
A1,6,0,-1,M2,retrieval,1,278,264671.82054507604,266858.19138793775,205797.4760537393,3.4834751400007105
A1,6,0,-1,M2,retrieval,2,278,188571.00158504097,190559.0350167323,136750.34663734716,2.3538093089720467
A1,7,0,-1,M2,encoding,0,205,65.35478943874362,68.81876553416949,80.84516082971453,0.01836128753483837
A1,7,0,-1,M2,encoding,1,205,3778.819764765741,3638.1866088842257,2017.652142997295,0.04973489312914195
A1,7,0,-1,M2,encoding,2,205,6363.440779095316,6392.982188654882,3792.8863523157643,0.07943069728126796
A1,7,0,-1,M2,maintenance,0,363,100.46587934639851,95.09881273844437,301.2476829049241,0.02822567273127863
A1,7,0,-1,M2,maintenance,1,363,11545.884830279683,11706.198964109757,7306.319451719135,0.1519610311848095
A1,7,0,-1,M2,maintenance,2,363,44801.4921037289,44694.617444834694,34456.17310292099,0.559227920959191
A1,7,0,-1,M2,retrieval,0,345,131.32125998204992,131.90239900530185,166.69834473148205,0.03689442556046638
A1,7,0,-1,M2,retrieval,1,345,8666.609060160146,8894.456671547305,1015.513704718482,0.11406547605634192
A1,7,0,-1,M2,retrieval,2,345,7438.379443925155,7661.168074242777,9100.59652895661,0.09284845830805764
A1,8,0,-1,M2,encoding,0,205,78.62318489185877,73.34712600363082,60.84848849677102,0.022089014701168492
A1,8,0,-1,M2,encoding,1,205,301.69664866428224,342.31944686478005,1079.3996686477315,0.0039707769919713415
A1,8,0,-1,M2,encoding,2,205,677.6433105399339,681.2573689467138,1836.2824475213783,0.00845858121929848
A1,8,0,-1,M2,maintenance,0,362,170.94930568038876,179.48875708075855,74.60124168407958,0.04802783977172181
