dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
A1,0,M0,encoding,545.5242148859861,569.460230154093,0.042032812829843946,205
A1,0,M1,encoding,528.6967494560037,569.460230154093,0.0715826646701192,205
A1,0,M2,encoding,521.9675831552465,569.460230154093,0.08339940962338177,205
A1,0,M3,encoding,593.8711610560474,569.460230154093,-0.0428667878972846,205
A1,0,M2_no_feedback,encoding,520.7023016794953,569.460230154093,0.08562130574316662,205
A1,0,M2_no_direct_memory,encoding,531.4871038401409,569.460230154093,0.06668266597594841,205
A1,0,M0,maintenance,3892.9230022492184,3966.128712300647,0.018457724234815287,362
A1,0,M1,maintenance,3808.5462185999627,3966.128712300647,0.03973206749744507,362
A1,0,M2,maintenance,3672.8231150090533,3966.128712300647,0.07395261691380028,362
A1,0,M3,maintenance,3953.1759193444163,3966.128712300647,0.0032658528998462666,362
A1,0,M2_no_feedback,maintenance,3671.9919609188287,3966.128712300647,0.07416217997907515,362
A1,0,M2_no_direct_memory,maintenance,3826.3468808413418,3966.128712300647,0.03524389690777874,362
A1,0,M0,retrieval,4413.321235508696,4416.47379038973,0.0007138171832682394,278
A1,0,M1,retrieval,4410.821033041877,4416.47379038973,0.0012799254826676432,278
A1,0,M2,retrieval,4406.196000644526,4416.47379038973,0.0023271483615658894,278
A1,0,M3,retrieval,4442.722716127696,4416.47379038973,-0.005943412546698168,278
A1,0,M2_no_feedback,retrieval,4406.719791686651,4416.47379038973,0.0022085489841022765,278
A1,0,M2_no_direct_memory,retrieval,4410.965400788354,4416.47379038973,0.001247237018220937,278
A1,1,M0,encoding,62.07906732940734,56.94846346706975,-0.09009205077682814,205
A1,1,M1,encoding,75.01049517067358,56.94846346706975,-0.31716451338582874,205
A1,1,M2,encoding,96.5080496570717,56.94846346706975,-0.6946559008194688,205
A1,1,M3,encoding,75.18104549478221,56.94846346706975,-0.32015933209954617,205
A1,1,M2_no_feedback,encoding,97.27256930128586,56.94846346706975,-0.7080806641523063,205
A1,1,M2_no_direct_memory,encoding,72.48325546461018,56.94846346706975,-0.27278685063247354,205
A1,1,M0,maintenance,395.1985300372693,400.8889390730507,0.014194477525219296,362
A1,1,M1,maintenance,390.1993574688172,400.8889390730507,0.026664695785696524,362
A1,1,M2,maintenance,382.2465278261673,400.8889390730507,0.04650268298743543,362
A1,1,M3,maintenance,384.1516524860211,400.8889390730507,0.04175043249067978,362
A1,1,M2_no_feedback,maintenance,382.50650465171316,400.8889390730507,0.04585418211797532,362
A1,1,M2_no_direct_memory,maintenance,390.873350368281,400.8889390730507,0.02498344985004597,362
A1,1,M0,retrieval,568.9909576087379,569.728630408339,0.0012947792338826591,277
A1,1,M1,retrieval,566.6024652979156,569.728630408339,0.005487112536687433,277
A1,1,M2,retrieval,543.7312933734913,569.728630408339,0.04563108758675982,277
A1,1,M3,retrieval,497.4330705593813,569.728630408339,0.12689472845544314,277
A1,1,M2_no_feedback,retrieval,544.8621801530419,569.728630408339,0.04364613068062717,277
A1,1,M2_no_direct_memory,retrieval,571.8022911260362,569.728630408339,-0.00363973408921181,277
A1,2,M0,encoding,1129.619161190061,1559.6054979893213,0.27570198832564285,205
A1,2,M1,encoding,2492.7961558621496,1559.6054979893213,-0.5983504540577209,205
A1,2,M2,encoding,1984.2851927751221,1559.6054979893213,-0.27229943426931214,205
A1,2,M3,encoding,1275.9422645144502,1559.6054979893213,0.18188140131627906,205
A1,2,M2_no_feedback,encoding,2001.328962133938,1559.6054979893213,-0.28322769105013834,205
A1,2,M2_no_direct_memory,encoding,2385.7593611662405,1559.6054979893213,-0.5297197683914396,205
A1,2,M0,maintenance,79188.40480716452,82434.00343866895,0.039372085500119613,362
A1,2,M1,maintenance,71769.23187811657,82434.00343866895,0.1293734516786752,362
A1,2,M2,maintenance,68053.57235477465,82434.00343866895,0.17444780653645398,362
A1,2,M3,maintenance,57680.50372179378,82434.00343866895,0.3002826344020987,362
A1,2,M2_no_feedback,maintenance,68027.93727097154,82434.00343866895,0.17475878359366048,362
A1,2,M2_no_direct_memory,maintenance,72201.47152625644,82434.00343866895,0.1241299886645143,362
A1,2,M0,retrieval,60948.384193107646,60859.543672065374,-0.0014597631806274602,285
A1,2,M1,retrieval,56618.73002526499,60859.543672065374,0.06968198233052025,285
A1,2,M2,retrieval,51502.017973478054,60859.543672065374,0.15375609368695342,285
