dataset,trial_id,block,cue,cue_sample,cue_end_sample,cue_duration_s,target_sample,target_status,platform_end_sample,platform_sign,click_sample,click_side,response_sample,response_status,target_s,response_s,rt_s,correctness,correctness_reason,timeout,timeout_reason,cue_platform_disagree,valid_events,n_platforms,n_clicks,end_s,gap_s,filter_mode,pretarget_only,filter_start_sample,filter_stop_sample,retained,reason,epoch_start_sample,epoch_end_exclusive,saturation_fraction,PTP,max_jump
A1,57,2,-1,125702,125754,0.203125,126269,platform_onset_hypothesis,126579,-1.0,,,126579,platform_end_proxy,2.21484375,3.42578125,1.2109375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.32578125,0.1,causal,False,90403,133255,True,retained,125638,126554,0.0,205.86423490131548,10.507342147029025
A1,58,2,1,127862,127914,0.203125,128429,platform_onset_hypothesis,128743,1.0,,,128743,platform_end_proxy,2.21484375,3.44140625,1.2265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.34140625,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,127798,128718,,,
A1,59,2,1,130027,130079,0.203125,130594,platform_onset_hypothesis,130890,1.0,,,130890,platform_end_proxy,2.21484375,3.37109375,1.15625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.27109375,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,129963,130865,,,
A1,60,2,-1,132175,132227,0.203125,132742,platform_onset_hypothesis,133052,-1.0,,,133052,platform_end_proxy,2.21484375,3.42578125,1.2109375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.32578125,0.1,causal,False,90403,133255,False,block_boundary_24s_buffer,132111,133027,,,
A1,61,3,1,134336,134388,0.203125,134903,platform_onset_hypothesis,135373,1.0,,,135373,platform_end_proxy,2.21484375,4.05078125,1.8359375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.95078125,0.1,causal,False,133255,176086,False,block_boundary_24s_buffer,134272,135348,,,
A1,62,3,-1,136656,136708,0.203125,137223,platform_onset_hypothesis,137503,-1.0,,,137503,platform_end_proxy,2.21484375,3.30859375,1.09375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.20859375,0.1,causal,False,133255,176086,False,block_boundary_24s_buffer,136592,137478,,,
A1,63,3,1,138788,138841,0.20703125,139356,platform_onset_hypothesis,139658,1.0,,,139658,platform_end_proxy,2.21875,3.3984375,1.1796875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2984375,0.1,causal,False,133255,176086,False,block_boundary_24s_buffer,138724,139633,,,
A1,64,3,1,140941,140993,0.203125,141508,platform_onset_hypothesis,141755,1.0,,,141755,platform_end_proxy,2.21484375,3.1796875,0.96484375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.0796875,0.1,causal,False,133255,176086,True,retained,140877,141730,0.0,914.0252905414479,14.020026655992012
A1,65,3,-1,143037,143090,0.20703125,143605,platform_onset_hypothesis,143927,-1.0,,,143927,platform_end_proxy,2.21875,3.4765625,1.2578125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.3765625,0.1,causal,False,133255,176086,True,retained,142973,143902,0.0,256.16889807787504,14.260905734482904
A1,66,3,1,145214,145266,0.203125,145781,platform_onset_hypothesis,146056,1.0,,,146056,platform_end_proxy,2.21484375,3.2890625,1.07421875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.1890625,0.1,causal,False,133255,176086,True,retained,145150,146031,0.0,429.9029007614378,12.034182698432005
A1,67,3,-1,147338,147391,0.20703125,147906,platform_onset_hypothesis,148211,-1.0,,,148211,platform_end_proxy,2.21875,3.41015625,1.19140625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.31015625,0.1,causal,False,133255,176086,True,retained,147274,148186,0.0,347.26953943009977,12.788698203344069
A1,68,3,-1,149495,149547,0.203125,150062,platform_onset_hypothesis,150326,-1.0,,,150326,platform_end_proxy,2.21484375,3.24609375,1.03125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.14609375,0.1,causal,False,133255,176086,True,retained,149431,150301,0.0,183.97031687106787,12.328200885533505
A1,69,3,1,151611,151664,0.20703125,152179,platform_onset_hypothesis,152477,1.0,,,152477,platform_end_proxy,2.21875,3.3828125,1.1640625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.2828125,0.1,causal,False,133255,176086,True,retained,151547,152452,0.0,140.12379720656122,10.515029288460623
A1,70,3,1,153760,153812,0.203125,154327,platform_onset_hypothesis,154607,1.0,,,154607,platform_end_proxy,2.21484375,3.30859375,1.09375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.20859375,0.1,causal,False,133255,176086,True,retained,153696,154582,0.0,345.65540586566294,11.311838767455777
A1,71,3,-1,155889,155941,0.203125,156456,platform_onset_hypothesis,156733,-1.0,,,156733,platform_end_proxy,2.21484375,3.296875,1.08203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.196875,0.1,causal,False,133255,176086,True,retained,155825,156708,0.0,231.8976416566075,13.203305588389298
A1,72,3,1,158017,158069,0.203125,158584,platform_onset_hypothesis,158806,1.0,,,158806,platform_end_proxy,2.21484375,3.08203125,0.8671875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,2.98203125,0.1,causal,False,133255,176086,True,retained,157953,158781,0.0,184.11553238364888,10.166687580315873
A1,73,3,-1,160090,160142,0.203125,160657,platform_onset_hypothesis,160971,-1.0,,,160971,platform_end_proxy,2.21484375,3.44140625,1.2265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.34140625,0.1,causal,False,133255,176086,True,retained,160026,160946,0.0,621.8392772933314,10.284846174974575
A1,74,3,1,162254,162306,0.203125,162821,platform_onset_hypothesis,163082,1.0,,,163082,platform_end_proxy,2.21484375,3.234375,1.01953125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.134375,0.1,causal,False,133255,176086,True,retained,162190,163057,0.0,559.2763321258549,11.445788443541566
A1,75,3,-1,164367,164419,0.203125,164934,platform_onset_hypothesis,165210,-1.0,,,165210,platform_end_proxy,2.21484375,3.29296875,1.078125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,0,3.19296875,0.1,causal,False,133255,176086,True,retained,164303,165185,0.0,951.5978741976076,14.113139872370539
