dataset,trial_id,block,gap_s,model,stage,MSE,method
B2,53,2,0.05,M3,retrieval,117800.28549825598,frozen_main_fit_common_trial_rescore
B2,53,2,0.05,M2_no_feedback,encoding,115905.3726202059,frozen_main_fit_common_trial_rescore
B2,53,2,0.05,M2_no_feedback,maintenance,254896.4552210726,frozen_main_fit_common_trial_rescore
B2,53,2,0.05,M2_no_feedback,retrieval,95119.28152551473,frozen_main_fit_common_trial_rescore
B2,53,2,0.05,M2_no_direct_memory,encoding,108317.14374137051,frozen_main_fit_common_trial_rescore
B2,53,2,0.05,M2_no_direct_memory,maintenance,260914.0265237132,frozen_main_fit_common_trial_rescore
B2,53,2,0.05,M2_no_direct_memory,retrieval,123843.32837797889,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M0,encoding,9022.527842629976,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M0,maintenance,53243.00891824025,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M0,retrieval,91045.37646160982,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M1,encoding,26569.692500116835,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M1,maintenance,34609.85161724891,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M1,retrieval,48109.674877080026,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2,encoding,25227.17234613432,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2,maintenance,34749.46269753748,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2,retrieval,29940.090063981657,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M3,encoding,17121.526610484623,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M3,maintenance,56065.67169770799,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M3,retrieval,39686.621201276175,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2_no_feedback,encoding,25227.17234613432,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2_no_feedback,maintenance,34749.46269753748,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2_no_feedback,retrieval,29940.090063981657,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2_no_direct_memory,encoding,21756.058949812978,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2_no_direct_memory,maintenance,36625.48478647214,frozen_main_fit_common_trial_rescore
B2,55,2,0.05,M2_no_direct_memory,retrieval,41756.548969682386,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M0,encoding,50009.02024682547,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M0,maintenance,442627.70417936594,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M0,retrieval,152019.37453580246,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M1,encoding,50030.86170708339,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M1,maintenance,454529.5209029298,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M1,retrieval,196643.38625826826,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2,encoding,49564.43318198811,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2,maintenance,455113.15610019444,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2,retrieval,235808.5233959628,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M3,encoding,51861.66748218116,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M3,maintenance,443061.0081345214,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M3,retrieval,192769.81629259506,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2_no_feedback,encoding,49564.43318198811,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2_no_feedback,maintenance,455113.15610019444,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2_no_feedback,retrieval,235808.5233959628,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2_no_direct_memory,encoding,50766.62743832961,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2_no_direct_memory,maintenance,449095.61223115365,frozen_main_fit_common_trial_rescore
B2,56,2,0.05,M2_no_direct_memory,retrieval,213735.96262073543,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M0,encoding,281144.7867713118,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M0,maintenance,667415.2984804955,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M0,retrieval,45787.30293951284,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M1,encoding,272071.9047119588,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M1,maintenance,680240.7567605283,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M1,retrieval,69842.52906631108,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2,encoding,275701.33221360756,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2,maintenance,696060.8656482222,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2,retrieval,90948.1653523794,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M3,encoding,273742.4336890822,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M3,maintenance,663803.9855128186,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M3,retrieval,65335.96553680087,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2_no_feedback,encoding,275701.33221360756,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2_no_feedback,maintenance,696060.8656482222,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2_no_feedback,retrieval,90948.1653523794,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2_no_direct_memory,encoding,277128.6384282595,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2_no_direct_memory,maintenance,676833.0894989932,frozen_main_fit_common_trial_rescore
B2,57,2,0.05,M2_no_direct_memory,retrieval,77383.6364072747,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M0,encoding,43517.40083322421,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M0,maintenance,41542.457508486805,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M0,retrieval,17397.730813643324,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M1,encoding,55531.18733253702,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M1,maintenance,45566.28537771459,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M1,retrieval,24996.064577329355,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2,encoding,55836.5782734498,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2,maintenance,45537.630373632455,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2,retrieval,41270.790914409175,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M3,encoding,58541.1067962247,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M3,maintenance,48432.59242373015,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M3,retrieval,29749.126057070884,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2_no_feedback,encoding,55305.35526662074,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2_no_feedback,maintenance,40850.29946493542,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2_no_feedback,retrieval,39940.12399851658,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2_no_direct_memory,encoding,53714.83657883094,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2_no_direct_memory,maintenance,44262.85866041289,frozen_main_fit_common_trial_rescore
B2,64,3,0.05,M2_no_direct_memory,retrieval,36738.61236976514,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M0,encoding,58807.73992382547,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M0,maintenance,128255.54334923647,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M0,retrieval,134937.19832571113,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M1,encoding,100931.62871542008,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M1,maintenance,181123.1905457264,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M1,retrieval,188317.6566885081,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2,encoding,101888.98345497459,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2,maintenance,188528.16985397963,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2,retrieval,297873.0744095771,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M3,encoding,48628.71503367149,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M3,maintenance,198825.92492176534,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M3,retrieval,349858.622780899,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2_no_feedback,encoding,105456.74594043102,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2_no_feedback,maintenance,188555.94632899397,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2_no_feedback,retrieval,259725.7970055183,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2_no_direct_memory,encoding,96285.95605858872,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2_no_direct_memory,maintenance,175066.73717470816,frozen_main_fit_common_trial_rescore
B2,65,3,0.05,M2_no_direct_memory,retrieval,217127.201997706,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M0,encoding,159552.95936086532,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M0,maintenance,308815.5370627529,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M0,retrieval,332114.21144742187,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M1,encoding,118698.97314356647,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M1,maintenance,316106.4707939644,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M1,retrieval,300756.1478898593,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2,encoding,116093.80114117338,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2,maintenance,312152.14084377117,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2,retrieval,214567.06201038984,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M3,encoding,163799.8433082272,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M3,maintenance,353277.57630498835,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M3,retrieval,202597.77081259785,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2_no_feedback,encoding,114928.64201656313,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2_no_feedback,maintenance,315557.83968018135,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2_no_feedback,retrieval,233097.6353465418,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2_no_direct_memory,encoding,121015.15466550864,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2_no_direct_memory,maintenance,316220.44832041947,frozen_main_fit_common_trial_rescore
B2,66,3,0.05,M2_no_direct_memory,retrieval,259216.2703096069,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M0,encoding,14997.593019243288,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M0,maintenance,29033.20232012682,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M0,retrieval,165720.6094567494,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M1,encoding,14297.462378640052,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M1,maintenance,15964.691246362721,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M1,retrieval,120496.0109314722,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2,encoding,14787.831592575882,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2,maintenance,14174.029059686223,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2,retrieval,44415.93978112687,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M3,encoding,10995.068046195393,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M3,maintenance,18079.182756919803,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M3,retrieval,29364.368902153063,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2_no_feedback,encoding,15218.205584924099,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2_no_feedback,maintenance,14393.90526338475,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2_no_feedback,retrieval,59815.52956262406,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2_no_direct_memory,encoding,13406.863566352391,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2_no_direct_memory,maintenance,16826.690017613262,frozen_main_fit_common_trial_rescore
B2,67,3,0.05,M2_no_direct_memory,retrieval,86606.33441271597,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M0,encoding,159253.93439259822,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M0,maintenance,95112.96599251952,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M0,retrieval,189954.675883477,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M1,encoding,105389.04508168562,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M1,maintenance,78216.38768197548,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M1,retrieval,154219.8927357021,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2,encoding,103589.51610076606,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2,maintenance,73027.18253022367,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2,retrieval,77402.9906594381,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M3,encoding,174706.66017479225,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M3,maintenance,114949.20340624022,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M3,retrieval,65465.253610516025,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2_no_feedback,encoding,100895.60018502777,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2_no_feedback,maintenance,75580.86425690746,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2_no_feedback,retrieval,93338.24450008075,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2_no_direct_memory,encoding,109582.57196659523,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2_no_direct_memory,maintenance,79761.09544903749,frozen_main_fit_common_trial_rescore
B2,68,3,0.05,M2_no_direct_memory,retrieval,118990.16334638055,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M0,encoding,80936.41502694043,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M0,maintenance,354500.5685221582,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M0,retrieval,384603.44481981336,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M1,encoding,97942.63241419272,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M1,maintenance,334433.42191599624,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M1,retrieval,339149.6708814375,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2,encoding,98461.68244255695,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2,maintenance,334151.44885823946,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2,retrieval,256751.4127910632,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M3,encoding,100703.36988084018,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M3,maintenance,358946.6906662866,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M3,retrieval,287137.2517621209,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2_no_feedback,encoding,98078.44048815167,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2_no_feedback,maintenance,329397.31094722054,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2_no_feedback,retrieval,267868.13717284036,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2_no_direct_memory,encoding,95497.32340030528,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2_no_direct_memory,maintenance,336425.50544267474,frozen_main_fit_common_trial_rescore
B2,69,3,0.05,M2_no_direct_memory,retrieval,282392.583778913,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M0,encoding,29146.237542039555,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M0,maintenance,57660.84330406132,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M0,retrieval,40653.96580561915,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M1,encoding,40472.38479874855,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M1,maintenance,52411.780678058385,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M1,retrieval,25869.30330517292,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2,encoding,40502.44265611842,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2,maintenance,52336.00949826815,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2,retrieval,12110.496426361466,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M3,encoding,41746.7583415237,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M3,maintenance,63043.08878807351,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M3,retrieval,15950.857242683009,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2_no_feedback,encoding,41019.38328804823,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2_no_feedback,maintenance,49301.82312639991,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2_no_feedback,retrieval,13470.89681902265,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2_no_direct_memory,encoding,38596.45700769309,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2_no_direct_memory,maintenance,52618.83347292554,frozen_main_fit_common_trial_rescore
B2,70,3,0.05,M2_no_direct_memory,retrieval,14958.789689445432,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M0,encoding,19958.806204295553,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M0,maintenance,189593.04851654964,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M0,retrieval,223088.7762022205,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M1,encoding,37377.909119475655,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M1,maintenance,142659.93970279314,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M1,retrieval,181513.75580319102,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2,encoding,38639.41624459902,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2,maintenance,143813.02442815108,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2,retrieval,91085.1040412056,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M3,encoding,13645.478083041116,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M3,maintenance,96537.63056615734,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M3,retrieval,73133.51564504423,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2_no_feedback,encoding,40138.26552492613,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2_no_feedback,maintenance,139391.76415784672,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2_no_feedback,retrieval,113734.21696670879,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2_no_direct_memory,encoding,35077.95814816388,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2_no_direct_memory,maintenance,146442.47853411277,frozen_main_fit_common_trial_rescore
B2,71,3,0.05,M2_no_direct_memory,retrieval,144234.7750982073,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M0,encoding,41638.02773571964,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M0,maintenance,12867.778656894665,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M0,retrieval,67785.7449218637,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M1,encoding,50570.21996612613,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M1,maintenance,21100.24783194106,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M1,retrieval,40777.29986180427,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2,encoding,53848.740796396865,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2,maintenance,20307.19048719015,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2,retrieval,6443.1546998868835,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M3,encoding,39808.787042885866,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M3,maintenance,44876.845963305124,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M3,retrieval,5196.443646920813,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2_no_feedback,encoding,53748.72680010169,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2_no_feedback,maintenance,22360.893510831163,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2_no_feedback,retrieval,9972.813742712926,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2_no_direct_memory,encoding,49287.704306960484,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2_no_direct_memory,maintenance,19836.24124999757,frozen_main_fit_common_trial_rescore
B2,72,3,0.05,M2_no_direct_memory,retrieval,21586.922441667815,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M0,encoding,8243.990909551392,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M0,maintenance,2864.4272776284583,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M0,retrieval,20084.716837268857,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M1,encoding,2194.786482550311,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M1,maintenance,4105.086413919265,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M1,retrieval,8636.06519524646,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2,encoding,2464.6200524523697,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2,maintenance,4066.774532571557,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2,retrieval,6119.9458842073645,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M3,encoding,11659.113542641104,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M3,maintenance,15125.696325048371,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M3,retrieval,14004.067497461154,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2_no_feedback,encoding,2537.830617450978,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2_no_feedback,maintenance,4643.022113979198,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2_no_feedback,retrieval,3051.1470960700294,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2_no_direct_memory,encoding,2072.929481694652,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2_no_direct_memory,maintenance,3426.1542710385193,frozen_main_fit_common_trial_rescore
B2,73,3,0.05,M2_no_direct_memory,retrieval,3158.9777653495325,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M0,encoding,104076.74325383904,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M0,maintenance,116410.3912939789,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M0,retrieval,117228.38736410854,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M1,encoding,120409.14943736268,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M1,maintenance,108751.56508404593,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M1,retrieval,94287.74156018732,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2,encoding,121040.2240160425,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2,maintenance,108651.70907326952,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2,retrieval,50983.65189066412,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M3,encoding,126506.30015102713,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M3,maintenance,124606.67607035351,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M3,retrieval,65838.93412721479,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2_no_feedback,encoding,119716.03516323758,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2_no_feedback,maintenance,104737.39868149512,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2_no_feedback,retrieval,57421.42964138254,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2_no_direct_memory,encoding,118155.69781676328,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2_no_direct_memory,maintenance,109193.07908993906,frozen_main_fit_common_trial_rescore
B2,74,3,0.05,M2_no_direct_memory,retrieval,64589.92260537742,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M0,encoding,26698.65487385691,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M0,maintenance,54636.02441353725,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M0,retrieval,48202.574465591955,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M1,encoding,35461.769651672155,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M1,maintenance,49359.88511684676,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M1,retrieval,40748.37566983985,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2,encoding,35722.29014813706,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2,maintenance,49477.977830915515,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2,retrieval,12016.978232893583,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M3,encoding,38077.828820435694,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M3,maintenance,61467.42002823385,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M3,retrieval,17242.845069761195,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2_no_feedback,encoding,35509.24724282582,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2_no_feedback,maintenance,45400.96418348519,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2_no_feedback,retrieval,19740.288237726043,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2_no_direct_memory,encoding,34052.98513187923,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2_no_direct_memory,maintenance,49588.03692844157,frozen_main_fit_common_trial_rescore
B2,75,3,0.05,M2_no_direct_memory,retrieval,23675.858680596637,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M0,encoding,12565.698515629101,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M0,maintenance,54900.72442421817,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M0,retrieval,7464.608872324032,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M1,encoding,16130.965816429845,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M1,maintenance,83458.17427175585,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M1,retrieval,17790.54490122646,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2,encoding,17668.58988545408,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2,maintenance,82598.19544972708,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2,retrieval,46080.71114277592,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M3,encoding,11176.674098971756,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M3,maintenance,120469.78483303219,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M3,retrieval,64369.40400268452,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2_no_feedback,encoding,17971.80892424695,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2_no_feedback,maintenance,85715.02196002459,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2_no_feedback,retrieval,35075.28117104591,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2_no_direct_memory,encoding,15223.308572199514,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2_no_direct_memory,maintenance,80416.19772442346,frozen_main_fit_common_trial_rescore
B2,76,3,0.05,M2_no_direct_memory,retrieval,22371.038955790325,frozen_main_fit_common_trial_rescore
B2,77,3,0.05,M0,encoding,13521.954117845678,frozen_main_fit_common_trial_rescore
