dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
A2,2,0,-1,M0,encoding,0,205,17172.319706309914,17704.319062562845,10041.680637797777,0.40643095666200285
A2,2,0,-1,M0,encoding,1,205,24559.436243035805,25502.861191340715,19616.95554895514,0.2283739734220503
A2,2,0,-1,M0,encoding,2,205,38103.84003289636,39981.3242949262,33437.40089179911,0.28098685709081617
A2,2,0,-1,M0,maintenance,0,362,90842.28888992331,89270.12535940799,101532.87736181154,2.1500367457828666
A2,2,0,-1,M0,maintenance,1,362,257770.91098451673,249270.85338202107,330557.7484352128,2.3969673648697323
A2,2,0,-1,M0,maintenance,2,362,301195.1141217023,292974.3200044752,380746.0705452436,2.2210850248977856
A2,2,0,-1,M0,retrieval,0,480,64939.60251114342,65135.628993483966,95389.40153070005,1.536977253233646
A2,2,0,-1,M0,retrieval,1,480,130183.17299088858,131104.1636054363,232269.3129110626,1.2105509342483332
A2,2,0,-1,M0,retrieval,2,480,167523.7131766634,168483.137287682,291660.8940461728,1.2353600480438491
A2,3,0,-1,M0,encoding,0,205,736.6774859222312,726.409480579543,3105.7003615431477,0.017435532326172266
A2,3,0,-1,M0,encoding,1,205,1114.8977296454595,954.0683523544016,2481.5545668912528,0.010367242226521219
A2,3,0,-1,M0,encoding,2,205,966.3272732055043,856.5254137618575,1621.2303964388664,0.007125929123803167
A2,3,0,-1,M0,maintenance,0,362,13421.535967672275,13965.033677641288,9984.884899702027,0.3176581729496992
A2,3,0,-1,M0,maintenance,1,362,29506.953489332234,31680.80490289129,13306.23991513041,0.27438008532664393
A2,3,0,-1,M0,maintenance,2,362,37886.85354085878,40144.82499465216,18812.363127999724,0.27938674664588037
A2,3,0,-1,M0,retrieval,0,360,8047.120839820976,8012.891169328908,19012.005797658392,0.1904576130213443
A2,3,0,-1,M0,retrieval,1,360,29456.414178711853,29406.782421823416,75296.96418548435,0.27391012896990297
A2,3,0,-1,M0,retrieval,2,360,28891.721692549,28951.09709910813,80876.91920087236,0.21305448656416737
A2,4,0,-1,M0,encoding,0,205,627.3422428303412,572.3128621939094,1997.2363536371865,0.014847808116123858
A2,4,0,-1,M0,encoding,1,205,959.4392045056761,481.06218796160175,1507.087574755453,0.008921660139979175
A2,4,0,-1,M0,encoding,2,205,1340.0064697974935,782.6855593639508,1480.0739407565725,0.009881529160963597
A2,4,0,-1,M0,maintenance,0,362,1445.3999403018913,1318.926697364024,2704.2414312330084,0.03420943067349491
A2,4,0,-1,M0,maintenance,1,362,3210.2349746303103,2689.3939294534944,13990.644977157828,0.029851422871428897
A2,4,0,-1,M0,maintenance,2,362,8803.712985900613,7689.548761747011,25337.76095352507,0.06492069147104763
A2,4,0,-1,M0,retrieval,0,363,2181.164222614096,2198.772435962912,10226.08635277396,0.05162334948307781
A2,4,0,-1,M0,retrieval,1,363,3683.369953260269,3837.801395759074,34373.074836692904,0.03425102365889894
A2,4,0,-1,M0,retrieval,2,363,7257.463997517304,7460.692006860506,48688.38213756133,0.053518280502741516
A2,5,0,1,M0,encoding,0,205,20634.047216141378,21568.924729032493,12652.680932932577,0.4883624165687849
A2,5,0,1,M0,encoding,1,205,60462.61446733031,64967.53886508249,52099.98263116973,0.5622314524139479
A2,5,0,1,M0,encoding,2,205,59778.04374866696,63254.575598622534,53812.06898076127,0.4408176346917777
A2,5,0,1,M0,maintenance,0,362,131721.9271067611,128745.89376147125,143462.43577856204,3.1175676765260745
A2,5,0,1,M0,maintenance,1,362,236580.93725396766,226409.75032172134,304733.9366936679,2.199925443806638
A2,5,0,1,M0,maintenance,2,362,240425.08485814126,232504.00504092238,312160.71365577524,1.7729522510528657
A2,5,0,1,M0,retrieval,0,346,52392.376835568815,52743.7806023514,79746.37444584703,1.2400120777655927
A2,5,0,1,M0,retrieval,1,346,77011.10911395213,77933.06101914124,159569.89318461943,0.7161130578060183
A2,5,0,1,M0,retrieval,2,346,88310.25575549166,89062.37995197842,184862.15705807926,0.6512210105910315
A2,6,0,-1,M0,encoding,0,205,4612.855034136614,4428.347000244747,4132.025360547781,0.10917611112134072
A2,6,0,-1,M0,encoding,1,205,4424.510908425397,3484.8615724099436,3680.9008219531793,0.04114276592537174
A2,6,0,-1,M0,encoding,2,205,10029.638615613972,9413.011214100992,8043.748616239607,0.07396096115050368
A2,6,0,-1,M0,maintenance,0,362,18461.215362667346,18973.766277863306,15214.30936257987,0.43693627589725814
A2,6,0,-1,M0,maintenance,1,362,18932.615469923345,20535.98637057796,8937.5922484946,0.17605113486121768
A2,6,0,-1,M0,maintenance,2,362,21901.74058634432,23073.53120543711,14153.026902637897,0.1615086890681415
A2,6,0,-1,M0,retrieval,0,318,555.6746853698952,578.6943498354115,5074.68156951499,0.01315159499882584
A2,6,0,-1,M0,retrieval,1,318,2511.629538249233,2536.7697434168535,26705.65959580302,0.023355211078056284
A2,6,0,-1,M0,retrieval,2,318,5619.269715059568,5779.15873252052,42099.813282479045,0.04143784287927516
A2,7,0,1,M0,encoding,0,205,490.28075134695484,499.1654549699783,1873.1191930791415,0.01160386472013382
A2,7,0,1,M0,encoding,1,205,866.9587512462739,828.8630208107691,879.1156314870311,0.00806170031167852
A2,7,0,1,M0,encoding,2,205,982.1396039126645,708.6474306878368,1510.10615858168,0.0072425330436403715
A2,7,0,1,M0,maintenance,0,363,4728.0003602960605,5141.559407991913,4746.7267992645775,0.1119013471911622
A2,7,0,1,M0,maintenance,1,363,9738.714669692781,11574.99567207281,7906.3762857357115,0.0905586326629146
A2,7,0,1,M0,maintenance,2,363,16683.191596984452,18842.255671311654,8118.55348085239,0.12302585694862966
A2,7,0,1,M0,retrieval,0,312,18094.41686940265,18295.088753019158,36061.00638219853,0.4282549640495075
A2,7,0,1,M0,retrieval,1,312,54808.01607544329,55536.274897863106,129008.01152441259,0.5096503145538569
A2,7,0,1,M0,retrieval,2,312,32501.3260009975,32952.85120330225,99224.90765235049,0.2396725746386705
A2,8,0,1,M0,encoding,0,205,3469.278456822957,3488.7557884171306,1779.2889875733147,0.0821101741784672
A2,8,0,1,M0,encoding,1,205,3651.4760962307214,3591.28037353719,1820.6659145201086,0.0339544481680972
A2,8,0,1,M0,encoding,2,205,5640.565596273001,5733.004270998983,3807.6630990967724,0.04159488381598852
A2,8,0,1,M0,maintenance,0,362,8512.087669391898,8683.575660684784,7286.6539579854725,0.2014623530093361
A2,8,0,1,M0,maintenance,1,362,10375.282360825959,11061.732225895905,6407.529553030427,0.09647796613366591
A2,8,0,1,M0,maintenance,2,362,21619.368318465873,22246.88764640641,15068.145279809616,0.15942640822683338
A2,8,0,1,M0,retrieval,0,316,2451.733019743603,2394.3819520964066,108.50159752899515,0.058027116530335016
A2,8,0,1,M0,retrieval,1,316,20311.022724239123,19920.469570686382,476.0293296664913,0.18886870683423623
