dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
B2,0,M0,encoding,31311.613603516045,28717.503769221064,-0.09033200988295165,205
B2,0,M1,encoding,60957.11733470985,28717.503769221064,-1.122646794950286,205
B2,0,M2,encoding,62818.49529180402,28717.503769221064,-1.1874636387836683,205
B2,0,M3,encoding,44800.462521735426,28717.503769221064,-0.5600402765421348,205
B2,0,M2_no_feedback,encoding,64116.52531329863,28717.503769221064,-1.2326635987776084,205
B2,0,M2_no_direct_memory,encoding,54947.30115675455,28717.503769221064,-0.9133731677488675,205
B2,0,M0,maintenance,111715.41360580517,116790.03997876383,0.04345084883849171,363
B2,0,M1,maintenance,85096.97206335813,116790.03997876383,0.271367900217934,363
B2,0,M2,maintenance,104409.34741010948,116790.03997876383,0.10600811996387327,363
B2,0,M3,maintenance,101942.60116694434,116790.03997876383,0.1271293238234975,363
B2,0,M2_no_feedback,maintenance,104295.24772146899,116790.03997876383,0.10698508416956443,363
B2,0,M2_no_direct_memory,maintenance,88370.72732798367,116790.03997876383,0.2433367833074439,363
B2,0,M0,retrieval,57097.46823819896,56705.25935509444,-0.006916622683065032,347
B2,0,M1,retrieval,47405.070622515144,56705.25935509444,0.16400927953332356,347
B2,0,M2,retrieval,28181.42647530865,56705.25935509444,0.5030191767780564,347
B2,0,M3,retrieval,25827.28977790571,56705.25935509444,0.5445344916567185,347
B2,0,M2_no_feedback,retrieval,29820.313506831943,56705.25935509444,0.4741173244602599,347
B2,0,M2_no_direct_memory,retrieval,51139.015717978924,56705.25935509444,0.0981609766081678,347
B2,1,M0,encoding,12634.265158305107,14244.731659637597,0.11305699116086143,205
B2,1,M1,encoding,3663.3247814972287,14244.731659637597,0.7428294987207622,205
B2,1,M2,encoding,4272.92059922159,14244.731659637597,0.7000350233813882,205
B2,1,M3,encoding,17545.544002012426,14244.731659637597,-0.23172162321089362,205
B2,1,M2_no_feedback,encoding,4446.871485465705,14244.731659637597,0.6878234289196263,205
B2,1,M2_no_direct_memory,encoding,4621.3643442188095,14244.731659637597,0.6755737872329718,205
B2,1,M0,maintenance,9987.862839844303,8662.827929946938,-0.15295639260209581,363
B2,1,M1,maintenance,10857.556195980778,8662.827929946938,-0.253350093500851,363
B2,1,M2,maintenance,9481.613171618246,8662.827929946938,-0.09451708475483067,363
B2,1,M3,maintenance,24956.634578386504,8662.827929946938,-1.8808877170597764,363
B2,1,M2_no_feedback,maintenance,7718.719220386459,8662.827929946938,0.10898389269591113,363
B2,1,M2_no_direct_memory,maintenance,10600.224519020572,8662.827929946938,-0.2236448195370655,363
B2,1,M0,retrieval,22921.31275846951,22585.526294636922,-0.014867329609774105,322
B2,1,M1,retrieval,19426.100482839018,22585.526294636922,0.13988719016692253,322
B2,1,M2,retrieval,15027.532850043593,22585.526294636922,0.3346388012391822,322
B2,1,M3,retrieval,9830.568648587237,22585.526294636922,0.5647403332406928,322
B2,1,M2_no_feedback,retrieval,11355.75883105115,22585.526294636922,0.49721079407622004,322
B2,1,M2_no_direct_memory,retrieval,20924.761120998075,22585.526294636922,0.07353227690927022,322
B2,2,M0,encoding,36188.371530207165,34162.56680455053,-0.0592989612650181,205
B2,2,M1,encoding,68021.83053491899,34162.56680455053,-0.9911217715016172,205
B2,2,M2,encoding,66585.08681030177,34162.56680455053,-0.9490656890989961,205
B2,2,M3,encoding,46173.07663216516,34162.56680455053,-0.3515693038034484,205
B2,2,M2_no_feedback,encoding,66585.08681030177,34162.56680455053,-0.9490656890989961,205
B2,2,M2_no_direct_memory,encoding,61692.98789739239,34162.56680455053,-0.8058651227920832,205
B2,2,M0,maintenance,110660.01744287346,115263.91056399867,0.03994219091299145,363
B2,2,M1,maintenance,89326.89919771346,115263.91056399867,0.22502283012412672,363
B2,2,M2,maintenance,94767.16183872803,115263.91056399867,0.17782451267684607,363
