dataset,trial_id,block,prefix_end_s,cognitive_0,cognitive_1,cognitive_2,cognitive_3,cognitive_4,cognitive_5,cognitive_6,cognitive_7,cognitive_8,ordinary_0,ordinary_1,ordinary_2,ordinary_3,ordinary_4,ordinary_5,ordinary_6,ordinary_7,ordinary_8
A2,75,3,2.81640625,0.020115308078664393,0.012472077233618739,-0.08057201696187938,0.11779698387846096,0.0794588914302246,0.00852305035641572,0.08029291238184996,0.06886685730209262,0.010100576171969588,-263.216539220669,-217.73899213719133,-185.10664041941388,-559.6354864103014,-397.46099979588683,-478.90475832733483,-509.889299860222,-358.91408746309344,-577.9111947994236
A2,76,3,2.8203125,-0.026499411186174424,-0.01750921020499171,0.01914401696612753,-0.03514896274779104,-0.03162596401508505,0.1687229494658521,-0.02393508985968335,-0.027276940806696882,0.1994750152453586,6.797793054378974,47.70745511158344,50.2065635163683,111.04630632143953,224.7209240902164,201.1546759364021,194.76736057062413,311.9427263760629,357.6139247000776
A2,77,3,2.81640625,-0.003635259137056839,-0.00048237169885601304,-0.00441923581925558,0.04837231746088261,0.028324813243239967,0.20294751470878308,0.032971593327049985,0.02454905721210005,0.24051093745855096,-11.323315691794683,-88.47760832734511,-25.768638704744536,-115.33860880193974,-154.60569072234907,-153.5205574739902,-70.04095226909116,-27.540062306243843,-79.89431776213569
A2,84,4,2.81640625,0.028617347195735478,0.010637549370635595,0.05629099507823299,0.00953531090750037,0.006987499995313812,0.11906283739982393,0.0009831277257788566,0.004934648056454051,0.12148498869582261,70.94609137893042,129.90314782199752,104.46133824820996,-31.985617296753627,-27.542275463644742,-36.434285968628934,-67.40129051806454,-125.13576287000878,-111.51454833955486
A2,85,4,2.8203125,0.03824048886563564,0.026400396264838814,-0.02331228959668043,0.040515701000991326,0.02600064059666657,0.008432087081932823,0.028774475964343998,0.0027844109516480696,0.008608296623011916,9.481559508369898,-160.90565512718044,-37.12916095761906,-290.9840220377614,-494.2643503673593,-422.9712482608263,-415.7163276075644,-744.1405719286013,-576.1491482200692
A2,87,4,2.8203125,0.06693865352012168,0.026792701949776884,0.10950922256716561,0.0144680963061918,0.007675323746780784,-0.015161749382869325,0.0015493897411751824,0.005451057570616845,-0.01547859204290732,247.66320916012398,159.40775898213303,368.1422985800851,89.98875255653591,-268.2255899580511,114.40491739720838,-174.15854769171014,-483.18660616186247,-233.03138075884593
A2,88,4,2.81640625,0.0649677534800367,0.009433399904373127,0.14374217781512874,-0.030588660112274714,-0.018285623670519332,-0.1328467345936242,-0.021602042543656715,-0.001885319082727035,-0.13554929819274783,218.14041843417723,602.4843665318962,498.1919242146449,353.55252642599345,489.1094975085902,745.9508653728407,212.72535766020525,136.76413238031824,444.08566072468665
A2,89,4,2.8203125,0.021112948893394046,0.01400689715119897,0.0038384411265340763,0.024596073798584646,0.024336596305478783,0.17322732238558083,0.0026339957662851314,0.017283985915208716,0.17684734038152,11.903552032071765,-125.81892619249865,-7.662923887638466,-211.2560193993489,-382.3966156194434,-314.29093044664967,-261.3667250808619,-396.5851635049663,-386.26359049673823
A2,90,4,2.81640625,0.04422451588941682,0.005361809830543374,0.10569074971665542,-0.0035412078208443476,-0.01657230921076911,-0.011828306956947846,-0.0003651123309129361,-0.011703543970335942,-0.012068935768178274,273.56178336292777,230.17850779191636,541.3523463441395,327.9500651972096,-26.54335229967298,505.0420505792291,268.9399469444992,-196.6584413878071,349.9388867951391
A2,91,4,2.81640625,-0.00018358948497964944,0.001833386290871291,-0.002333490704986176,0.0048409587066644095,0.004061210377820533,0.01416487240391782,0.0004991217140207499,0.0028680706849665023,0.0144530350649133,-21.83001511910082,-25.419457377245976,-34.95643334152909,-56.53147496068411,-15.827111636133454,-92.38686156796477,-66.98922497092661,-14.950595417587255,-96.54299561416322
A2,92,4,2.8203125,-0.08795161466734544,-0.017549102434561325,-0.11574389195371053,0.033043217366661284,0.03878367206331454,0.7680652259890222,0.00328573720692384,0.026970225816662242,0.7822301695098319,-100.03463738047708,-263.5215135724009,-180.76878141511952,-423.57590343134933,-593.8010457227394,-712.4604113121233,-15.439619514058503,190.56830055628996,-18.1235597577817
A2,93,4,2.81640625,0.02347705586818355,0.013829993574263878,0.03930778574620578,0.010589247933909168,0.007371894721335125,0.06990056188195842,0.00747824139841423,0.0007600710834050038,0.0713225818862765,78.22481591578176,1.6778400795869302,126.47623426549796,-0.6868506502783835,-184.87760723769412,9.336208652278279,-55.69476850429531,-270.6682289585627,-90.34486275494451
