dataset,model,stage,MSE,zero_MSE,baseline_MSE,normalized_MSE,RMSE,NRMSE,S_zero,S_train_baseline,n_trials
B1,M0,encoding,26656.822787604524,26634.761749932135,26642.810688924143,0.3873740138312048,163.26917280247525,0.6223937771469159,-0.0008282798952554682,-0.0005259241918573743,64
B1,M0,maintenance,91461.68676122678,91434.57311776378,94087.89362133945,1.3232670145988579,302.4263327840795,1.1503334362691793,-0.0002965360097222369,0.02791227180280964,64
B1,M0,retrieval,102996.40260604846,102974.56045988796,103381.47550049225,1.5037169530242869,320.9305261361849,1.2262613722303606,-0.00021211206013371786,0.0037247765383455755,64
B1,M1,encoding,26497.803689435812,26634.761749932135,26642.810688924143,0.38549471957769527,162.78145990694338,0.620882210711255,0.005142079429213298,0.00544263145436874,64
B1,M1,maintenance,91757.4898228157,91434.57311776378,94087.89362133945,1.3268754909423155,302.9149877817466,1.1519008164517965,-0.003531669630436385,0.024768370391014982,64
B1,M1,retrieval,103090.53324884867,102974.56045988796,103381.47550049225,1.505036278172043,321.0771453231274,1.2267992004285146,-0.001126227569632432,0.0028142590365929365,64
B1,M2,encoding,26586.674333774834,26634.761749932135,26642.810688924143,0.38684787886138733,163.0542067343705,0.6219709630371721,0.0018054381942208542,0.0021069982369632534,64
B1,M2,maintenance,91885.35219941231,91434.57311776378,94087.89362133945,1.3288619489911628,303.12596754387823,1.1527627461846444,-0.004930072578432032,0.023409403028952336,64
B1,M2,retrieval,103263.25662074768,102974.56045988796,103381.47550049225,1.5072598361786629,321.3460076315679,1.2277051096165816,-0.0028035677896598443,0.0011435209177683703,64
B1,M3,encoding,26834.07920660307,26634.761749932135,26642.810688924143,0.3902027492690094,163.81110831260213,0.624662108078447,-0.007483357971897142,-0.007178991732972095,64
B1,M3,maintenance,91883.31910378223,91434.57311776378,94087.89362133945,1.3295211782265224,303.12261397622945,1.153048645212561,-0.004907837054595188,0.023431011501114263,64
B1,M3,retrieval,103195.97417196562,102974.56045988796,103381.47550049225,1.506682482096475,321.24130209542733,1.2274699516063419,-0.0021501787537505646,0.0017943381793360524,64
B1,M2_no_feedback,encoding,26566.265975879473,26634.761749932135,26642.810688924143,0.3865156189762531,162.99161320718153,0.6217038032505938,0.0025716683594076972,0.00287299691982168,64
B1,M2_no_feedback,maintenance,91877.76472301765,91434.57311776378,94087.89362133945,1.3286721315993826,303.11345190046853,1.1526804117357867,-0.004847090002630283,0.023490045459159226,64
B1,M2_no_feedback,retrieval,103193.44891005997,102974.56045988796,103381.47550049225,1.506356959562435,321.23737159623875,1.2273373454606664,-0.0021256555909969777,0.0018187648176039017,64
B1,M2_no_direct_memory,encoding,26523.015037927966,26634.761749932135,26642.810688924143,0.3857655006382443,162.85888074627053,0.6211002339705277,0.004195521366150534,0.004496359351679691,64
B1,M2_no_direct_memory,maintenance,91817.69419164317,91434.57311776378,94087.89362133945,1.327688447387082,303.01434651125544,1.1522536384785609,-0.004190111692061516,0.024128496688774703,64
B1,M2_no_direct_memory,retrieval,103120.18207430164,102974.56045988796,103381.47550049225,1.5060000114014684,321.12331287887156,1.2271919211767441,-0.0014141513570278264,0.00252746853269048,64
