dataset,trial_id,block,gap_s,model,stage,MSE,method
A1,2,0,0.05,M0,encoding,61560.86380047276,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M0,maintenance,307620.6308023363,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M0,retrieval,427231.32451876084,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M1,encoding,61024.05124325247,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M1,maintenance,308543.459981357,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M1,retrieval,426966.1776508719,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2,encoding,60654.00391759812,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2,maintenance,309129.4306678783,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2,retrieval,425886.27368862793,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M3,encoding,62009.872736990415,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M3,maintenance,307944.1929516176,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M3,retrieval,425005.8420118895,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2_no_feedback,encoding,60678.46885689643,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2_no_feedback,maintenance,309098.82243214553,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2_no_feedback,retrieval,426237.92833027383,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2_no_direct_memory,encoding,60891.9662017143,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2_no_direct_memory,maintenance,308762.23602196196,frozen_main_fit_common_trial_rescore
A1,2,0,0.05,M2_no_direct_memory,retrieval,426531.84097027435,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M0,encoding,20634.069832706053,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M0,maintenance,34239.733850445395,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M0,retrieval,24287.000661949794,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M1,encoding,20962.71037527236,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M1,maintenance,33942.2473176511,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M1,retrieval,24335.307910309224,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2,encoding,21176.0377542286,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2,maintenance,33788.68848068276,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2,retrieval,24362.02132736599,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M3,encoding,20351.346354303238,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M3,maintenance,34090.25146486615,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M3,retrieval,24553.9779579986,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2_no_feedback,encoding,21163.566862816817,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2_no_feedback,maintenance,33793.32932637343,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2_no_feedback,retrieval,24362.3619338695,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2_no_direct_memory,encoding,21042.90015089052,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2_no_direct_memory,maintenance,33873.6029771288,frozen_main_fit_common_trial_rescore
A1,5,0,0.05,M2_no_direct_memory,retrieval,24364.71075327686,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M0,encoding,41339.884924589634,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M0,maintenance,34230.65745824629,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M0,retrieval,153207.9481555232,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M1,encoding,41435.583037074524,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M1,maintenance,34237.13662740557,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M1,retrieval,153063.6989175795,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2,encoding,41207.54316176748,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2,maintenance,33984.52474747138,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2,retrieval,152002.038322769,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M3,encoding,40464.87721334777,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M3,maintenance,33930.7308361744,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M3,retrieval,146266.60686988424,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2_no_feedback,encoding,41181.36482441338,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2_no_feedback,maintenance,33992.272870902416,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2_no_feedback,retrieval,152265.273220875,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2_no_direct_memory,encoding,41626.42141863321,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2_no_direct_memory,maintenance,34268.25282256142,frozen_main_fit_common_trial_rescore
A1,6,0,0.05,M2_no_direct_memory,retrieval,152828.30457825935,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M0,encoding,3350.2541194652895,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M0,maintenance,18881.272795930054,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M0,retrieval,5483.978174747333,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M1,encoding,3324.3644423834426,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M1,maintenance,18930.600793682126,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M1,retrieval,5462.086182813143,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2,encoding,3402.5384444332667,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2,maintenance,18815.947604451667,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2,retrieval,5366.539049795052,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M3,encoding,3599.5492202635482,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M3,maintenance,18967.767897966536,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M3,retrieval,4795.673533057736,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2_no_feedback,encoding,3408.2175248587478,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2_no_feedback,maintenance,18804.152534950208,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2_no_feedback,retrieval,5384.766216142701,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2_no_direct_memory,encoding,3275.8165327338793,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2_no_direct_memory,maintenance,19021.49144690401,frozen_main_fit_common_trial_rescore
A1,7,0,0.05,M2_no_direct_memory,retrieval,5440.177840806995,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M0,encoding,367.72975827161304,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M0,maintenance,22635.268065734075,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M0,retrieval,255961.1408835925,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M1,encoding,375.805365719538,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M1,maintenance,22620.07279084054,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M1,retrieval,256294.71851419084,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M2,encoding,352.65438136535823,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M2,maintenance,22722.204096616337,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M2,retrieval,257883.11215460472,frozen_main_fit_common_trial_rescore
A1,8,0,0.05,M3,encoding,312.2138970299292,frozen_main_fit_common_trial_rescore
