dataset,fold,seed,level,stage,n,candidate,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-1,5,2039,0.0,预处理,18,中位数基线,4.996836968632062e-15,3.728729837522732e-17,8.6069801417839e-15,0.0,0.0,4,6.940071719107182e-17
VisualCogA_Task-1,5,2039,0.0,V3,18,中位数基线,129.73599103027578,0.9681133560929499,91.39834732347194,19.760035113208513,26.3671875,4,1.4565817740781475
VisualCogA_Task-1,5,2039,0.0,V4,18,中位数基线,129.91398712232072,0.9694415950239712,91.47458256214946,19.74911235292881,26.3671875,4,1.4581129459506221
VisualCogA_Task-1,5,2039,0.5,预处理,18,中位数基线,17.12075531362264,0.12775816297305997,16.404454116222475,4.218998964710658,33.854166666666664,3,0.2204475910665868
VisualCogA_Task-1,5,2039,0.5,V3,18,中位数基线,131.80393559137974,0.9835447312523481,99.06729063912879,21.886986340787505,80.72916666666667,3,1.5164983616358094
VisualCogA_Task-1,5,2039,0.5,V4,18,中位数基线,131.80668809366645,0.9835652709206798,98.96399613527367,21.94046456039236,80.72916666666667,3,1.5165325643150676
VisualCogA_Task-1,5,2039,1.0,预处理,18,中位数基线,34.228333977780615,0.2554179994121027,32.604051018041936,8.308194289915482,33.854166666666664,3,0.4390638967034219
VisualCogA_Task-1,5,2039,1.0,V3,18,中位数基线,134.63010205637775,1.0046340949638264,105.37469850331001,24.36654806123113,89.84375,3,1.5796241693080495
VisualCogA_Task-1,5,2039,1.0,V4,18,中位数基线,134.73688717207898,1.0054309447502374,105.10150401391303,24.381764886894672,89.84375,3,1.5795152565230821
VisualCogA_Task-1,5,2039,2.0,预处理,18,中位数基线,66.8841591977436,0.4991016549545762,62.62315832101555,15.820691212744656,41.666666666666664,3,0.8508111542922074
