dataset,trial_id,block,cue,features,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
A2,34,1,-1,mechanism,41.496137806512266,3.5520122653473334,37.349543889212335,58.60275482396361,19.548805634086534,52.18480550210299,453.125,453.125,449.21875,0.0,0.0,0.0,0.679222524122447,33.797531623865,1232.2104596893594,-144.6275307166118,1204.2882560769592,-787.2162251891507,2851.349080040646,-1693.2113419192008,43.126422520005455,21.36509748747664,52.02532969873642,
A2,35,1,-1,mechanism,45.25129938138383,80.98892162781189,56.09673930226887,58.26681708085973,96.90693046290053,66.6332786041336,367.1875,414.0625,468.75,0.0,0.0,0.0,-0.18158122561220344,-24.89218232554302,731.1396288560446,151.58156701460103,1247.5673724431083,139.52551378139896,1198.1122237722755,-196.9802617463805,25.19463842377569,31.169803867872062,26.12365662093366,
A2,36,1,1,mechanism,-10.738249571856631,-37.562263704213755,-19.296940671433994,,,,,,,1.0,1.0,1.0,0.3212377526795402,18.26532303277976,154.66999272299935,-277.7408471605719,112.96199825702674,-566.009947149924,407.6991576744535,-563.7311006340102,19.355846311043624,16.687553061308307,24.30085386193225,
A2,37,1,1,mechanism,-12.09367205055136,-31.640484528777485,-47.15835626452683,60.327904981735486,,38.52484121997671,449.21875,,449.21875,0.0,1.0,0.0,-0.19693020328121283,-15.517871735749345,1467.1488913852684,-1196.6681605151143,4414.09683466209,-3978.7449672600537,2834.0539239088835,-2765.8606898088938,25.417494539429047,61.897523687580005,61.91751450441464,
A2,44,2,-1,mechanism,-40.8709286087329,-67.71874156977086,-24.708717080833292,,,,,,,1.0,1.0,1.0,0.46533817024575763,43.01002448893756,853.230327556073,-1099.6058210544188,1674.8811039325938,-2062.7254596399184,1874.3316534814405,-1734.9886784949942,24.41696009313281,35.07685336514798,44.25947293186992,
A2,46,2,-1,mechanism,83.15415213683342,110.82064970042886,119.14518379702406,104.64396582004674,,,449.21875,,,0.0,1.0,1.0,0.036199003869361326,8.324534096595201,673.9687641044685,629.3188976028592,744.1490453303502,896.9163123767704,1715.6758136281753,199.27812510767723,39.81739664594035,43.61418624704988,56.171966538009755,
A2,47,2,-1,mechanism,-6.0370913178654595,100.73581588960889,25.88725695170315,11.56451376088561,119.16667534152718,41.695692635253835,355.46875,359.375,382.8125,0.0,0.0,0.0,-0.5911131143666706,-74.84855893790574,209.82757622465306,-266.47667624299885,45.22520214833332,1259.192908319733,-19.583345852034412,357.2297029076339,15.149357987481519,23.83443643846852,10.491827605916491,
A2,48,2,-1,mechanism,-47.42232933850775,-100.42413684280406,-103.74799522571189,,,,,,,1.0,1.0,1.0,-0.016279686895723903,-3.3238583829078294,438.07655868812236,-945.6821892744333,1897.4734520590248,-2734.1204997690575,235.23518792865042,-1473.3185720803344,22.235580442351896,40.07257744710022,33.91904670153924,
A2,49,2,1,mechanism,28.3163987246798,218.1205227034191,185.05354480500512,49.500788255162576,,,414.0625,,,0.0,1.0,1.0,-0.08201662895325744,-33.066977898413995,1313.2225102520683,-534.5586670024018,1916.9913237817789,1487.5895144014212,1598.5335220134368,1091.668379031293,43.78562221708467,89.20714289775037,72.78701399626823,
A2,50,2,1,mechanism,-2.754589042792206,-80.75265571779099,-18.873359076571084,,,21.116226078264965,,,324.21875,1.0,1.0,0.0,0.6211158477928167,61.8792966412199,-1383.981654667026,940.0095803429084,-6547.093425541333,3669.759916543306,-3730.349381850432,2553.812462783795,25.32198077548357,120.82649602378832,62.14875096491354,
A2,51,2,-1,mechanism,66.00588047366715,482.7696929634506,305.23981124266,100.18196450384062,,363.3467440017841,453.125,,457.03125,0.0,1.0,0.0,-0.225289010821824,-177.52988172079063,1415.8635697572468,-20.212554711877676,889.681146094857,5793.177092865185,2186.604617391745,2242.3905537808364,35.712610554676694,121.23902103079577,86.70158728188098,
A2,52,2,1,mechanism,167.87255234406925,-83.88752915354611,110.46392368656642,,,,,,,1.0,1.0,1.0,1.0,194.35145284011253,2142.6281873737803,867.5584796899163,1262.7919585505413,-1849.3002708287336,3738.902039147545,-1359.8517367533368,82.01793123820939,22.203288522527416,71.95876007492042,
A2,53,2,1,mechanism,25.84821003733945,42.230683518433324,34.54653991069691,54.78458184295238,62.30262136639961,57.34800491023447,375.0,375.0,378.90625,0.0,0.0,0.0,-0.10008363502268769,-7.6841436077364165,953.3883252205701,-238.14990917540177,998.2851875758705,-75.69577680973279,1944.218621612116,-991.7203504710636,32.474239707629074,32.444448697562656,38.03029342274855,
A2,54,2,-1,mechanism,130.62784159572797,235.93930915943915,217.1751116196046,140.92208774619633,,,363.28125,,,0.0,1.0,1.0,-0.04141160969358049,-18.764197539834555,2579.756829802236,44.225606260850995,1815.8624564376735,1890.4772525112164,4727.193388864371,-811.5525037471684,88.25601499402711,87.12740348168849,119.94984235408414,
A2,55,2,-1,mechanism,-30.768544725921153,246.60311612876214,196.01094963785349,,,,,,,1.0,1.0,1.0,-0.11430311506996982,-50.59216649090865,1762.7305960936378,-1598.2364311712356,1319.2287411733362,2429.9654020030375,1713.582547731842,1064.1652154464807,48.40459308642626,117.08215717772646,101.3381735069884,
A2,56,2,1,mechanism,46.03854097396207,199.91361083911372,72.4021386498327,68.84133962105605,,106.38909105768653,449.21875,,449.21875,0.0,1.0,0.0,-0.46824861370883314,-127.51147218928102,2221.554095202544,-858.3940660395543,3766.67210527626,-53.6705003821348,4404.619732988219,-2380.9935714532007,61.70983831820716,105.24805815222437,90.19280153898727,
A2,57,2,1,mechanism,-18.281378692953503,-35.29133626944345,-52.89347061256779,,,,,,,1.0,1.0,1.0,-0.1996050676470324,-17.60213434312434,-1185.3450860343107,695.9502602226312,-1662.0077087476998,901.3359732635905,-2018.3661731482157,866.6423099963176,24.23860220800599,27.598200976274992,37.62323866394844,
A2,64,3,-1,mechanism,167.05653791861567,147.70086329019801,237.0223615651514,181.1837989039438,,,355.46875,,,0.0,1.0,1.0,0.2321707983928889,89.3214982749534,1694.3752667512929,983.3339774980969,-1430.226966581288,2924.7052404050833,1975.796226371143,1465.967123457486,59.596799391291455,43.626857862095044,81.35343332664131,
A2,65,3,1,mechanism,-73.24311995877129,-140.91754765840827,-82.06554608857611,,,,,,,1.0,1.0,1.0,0.2639303302366531,58.852001569832154,341.78173663121447,-982.03636668531,2423.670256794062,-3634.2199514929584,1734.5908651731916,-2197.9963237154066,40.84711574047436,64.78602441482484,63.182601872970814,
A2,66,3,-1,mechanism,-98.19901064497698,-137.41523182593966,-115.60315450052295,,,,,,,1.0,1.0,1.0,0.08620747939350618,21.81207732541671,-8.590642902833835,-914.3961188812693,1088.1188091970328,-2347.2196977849067,823.0943217130224,-1817.3784166109456,25.13267793537381,24.437531443604588,27.68888897471683,
A2,67,3,1,mechanism,148.3026199863074,285.59574072266065,227.9181289514713,,,,,,,1.0,1.0,1.0,-0.11231948186285737,-57.67761177118936,2306.330664148608,429.7816997886894,2779.2392889557213,1398.8369216565493,3313.820186636451,384.8780668661315,84.62785577853913,96.91038763909185,108.14095171666551,
A2,68,3,1,mechanism,-34.207906692161096,-132.38168151673685,-74.02470705456912,,,,,,,1.0,1.0,1.0,0.2827285282500231,58.35697446216773,525.3123752345462,-554.3468071030309,999.9354268821521,-2267.019742415539,1135.9629225467627,-1585.2387770623748,42.63480780378446,25.66663426713982,43.44458561259868,
A2,69,3,-1,mechanism,20.631937651574216,25.111821696407294,7.924616358027706,32.67022744154531,42.12580171958745,16.837478434984398,304.6875,304.6875,355.46875,0.0,0.0,0.0,-0.43600662760384334,-17.187205338379588,152.49386890297956,91.72283153533863,517.6315389519731,-199.8472895056332,-321.39034316252986,357.6654420214544,11.298315757302538,25.151644770609355,10.990028285328222,
A2,70,3,-1,mechanism,56.475921369216195,66.24785911979434,89.29064170569333,71.05828742154083,79.20865484214508,99.22784601065118,371.09375,367.1875,363.28125,0.0,0.0,0.0,0.14814841639596818,23.04278258589899,1091.984184146267,109.09324054999473,1399.176307157218,-201.60194656741638,2293.0607327029466,-509.9340179064868,58.213439183338444,47.001808083669914,81.11685613767061,
A2,71,3,1,mechanism,24.21104691919062,-62.65312135370874,2.831980610197965,44.967152368549904,,15.81284932597434,308.59375,,312.5,0.0,1.0,0.0,1.0,65.4851019639067,428.28350555866865,109.73213413406086,393.1433731117614,-987.2842000633424,719.0206140890193,-402.791183355009,26.346789458432887,33.68841331867074,29.16301383654778,
A2,72,3,1,mechanism,191.97012714104136,218.35008172357837,288.52307620372886,,,,,,,1.0,1.0,1.0,0.13844290900528272,70.17299448015049,1763.533432852198,1105.8442386170952,590.3684464789178,2235.119787324142,1904.3827057506714,2034.3344716428307,52.86531890465134,57.75303763009419,80.66888389026782,
A2,73,3,1,mechanism,-28.7760003677138,-72.89792123421068,-69.36034874955861,,,,,,,1.0,1.0,1.0,0.02486725365812256,3.537572484652074,378.0241675537903,-402.9204031088496,1009.024036379874,-1606.3621452498905,1224.8989677968068,-1600.7881437620103,37.40366633388999,25.80301858890957,43.79266970480918,
A2,74,3,1,mechanism,26.98580960351458,83.4432776864171,32.611452217579476,38.606669408857734,92.17109125456382,43.73273775013366,359.375,402.34375,359.375,0.0,0.0,0.0,-0.43799873999867994,-50.83182546883763,1059.3909314730565,-179.57951626175782,2484.196169783582,-804.5743745654711,2115.497899012345,-1033.5123246386001,52.46872224147439,60.26649689206686,66.03679421442003,
A2,75,3,-1,mechanism,46.12041698864982,11.877275448904488,99.61015935477295,69.23294416433737,33.59836456954491,,351.5625,351.5625,,0.0,0.0,1.0,0.7869306891880751,87.73288390586846,530.0750412350076,225.8208076304073,637.1875153370463,-338.3576416766175,1035.299778131094,441.96755304734774,35.527657521147724,32.414278305976424,52.91382910648582,
A2,76,3,-1,mechanism,-38.08192365040964,-57.38979797105997,-18.559258991258286,,,,,,,1.0,1.0,1.0,0.5112708509213915,38.83053897980169,-411.8225304124705,-184.5216898746183,-181.0281032385763,-593.9924991027715,-499.189626648039,148.75441756063867,13.098641687570147,15.30072819662907,9.000700825075418,
A2,77,3,-1,mechanism,29.378556856495415,-24.401210790084022,35.46440147182257,38.45599779863715,,45.276500274063736,468.75,,453.125,0.0,1.0,0.0,1.0,59.86561226190659,569.1484932451108,45.75120177739386,221.51139254419533,-477.845931399955,855.5795974015547,-177.8685151449244,42.264472687242275,22.416809362692856,50.99488901000823,
A2,84,4,-1,mechanism,61.29951688158475,137.80030136225773,92.16521114991485,81.07993662373549,117.44215716798219,119.17100475268595,468.75,277.34375,468.75,0.0,0.0,0.0,-0.19844319138908842,-45.635090212342874,1139.1520550523662,104.69253028502611,2173.881120337493,98.89491507976567,2111.0908264997915,-361.96148195546886,54.43282803255514,69.37359612844787,72.86200626791687,
A2,85,4,1,mechanism,119.78992468506392,38.89436892997675,128.42756795154588,,39.58962750054026,,,375.0,,1.0,0.0,1.0,0.5350954016565433,89.53319902156913,2390.3612001266088,146.1958987640585,3246.6195634250316,-1752.6771402835843,3513.2202889828945,-797.5506635442329,74.9353540519416,62.39061978283726,85.6321767355124,
A2,87,4,-1,mechanism,228.8378590167198,381.8085601988903,368.198359730971,278.4004015994518,,,429.6875,,,0.0,1.0,1.0,-0.018146766524756986,-13.610200467919299,2822.994920277325,788.4730445762119,3150.1650631809684,2087.4701986554487,4292.40750251531,1156.766667947857,76.70921902458315,82.58098083128725,118.04540553441632,
A2,88,4,1,mechanism,-6.04466390830285,411.25794644342744,59.810967427239135,7.104049976601573,,,410.15625,,,0.0,1.0,1.0,-0.7460627705794214,-351.4469790161883,1809.9978092964188,-1019.7156649615513,6746.507953226369,-47.59491168954785,5169.38402975653,-2812.0007496890685,55.17038466762502,141.67321876192264,115.24942036171136,
A2,89,4,-1,mechanism,79.61988738802597,28.705021876532026,100.24417953222941,81.86747016150764,29.646399777821898,,363.28125,320.3125,,0.0,0.0,1.0,0.5547855812532132,71.53915765569738,1882.2678910793193,-41.41424577515757,1986.4261486062526,-987.6199847182755,3244.808003171638,-947.2129498978242,55.33418577908159,33.40014492579714,73.57964298330748,
A2,90,4,-1,mechanism,89.87561535346651,319.48731532494236,332.4827446733657,112.12575140780655,,,417.96875,,,0.0,1.0,1.0,0.019932555412831465,12.995429348423329,1866.2318505562168,20.57059601774241,1620.588225550652,2742.3066654629465,4159.92059434799,999.2290589559988,73.24626514425009,93.69674966828347,134.3821359458055,
A2,91,4,-1,mechanism,-16.92724050392466,-51.62774997660367,4.514476816411369,,,19.12370272333439,,,382.8125,1.0,1.0,0.0,1.0,56.142226793015034,212.78309203760625,-291.28794999821264,641.4300235498391,-1046.5885492096706,-168.8939908071132,177.48358796870778,10.620733912837467,15.424804448700144,11.284126474173476,
A2,92,4,-1,mechanism,63.2722530594555,15.74918842295807,116.8394811637996,81.49338925919085,31.983320922849032,143.0550186759183,425.78125,304.6875,441.40625,0.0,0.0,0.0,0.7624353804583159,101.09029274084153,122.88109219255513,556.2159491183403,-1813.5494827746152,1400.3505612437955,144.14891667686194,1177.3576304233854,18.82013869075292,42.07712284987572,23.396630261679064,
A2,93,4,1,mechanism,42.69237244845328,58.93457170714671,76.16763335406972,67.44306065278629,83.30272740054305,100.87529305307244,480.46875,429.6875,480.46875,0.0,0.0,0.0,0.12755573929466588,17.233061646923012,1009.4633639621876,-137.7709663091552,1376.490605311607,-289.10914192665325,1722.497180451133,-343.8006081955003,50.70774504533581,45.13697194707839,70.53317540309311,
A2,94,4,-1,mechanism,-197.85092744375274,-689.6611359145226,-371.5533533918019,,,,,,,1.0,1.0,1.0,0.29975823523730394,318.10778252272064,-1274.0585616844799,-1327.2151409191717,-4593.806665810967,-4458.445710882566,-3627.5283474264716,-1549.7675512310416,18.961204635688215,100.15486621191457,57.942469181130306,
A2,95,4,-1,mechanism,-63.792184039740484,-193.89697823960861,-140.6750516161412,,,,,,,1.0,1.0,1.0,0.15907464424451134,53.221926623467425,831.3295594388942,-993.6717954126577,3024.619876225041,-4441.566554286614,1904.947476488535,-2759.4573554067933,40.31733878947933,59.504655462997945,54.52443593602971,
A2,96,4,-1,mechanism,61.48424162468783,107.6626406990744,105.93712648385446,70.97760580329032,118.39921794107471,112.77535614218156,316.40625,359.375,359.375,0.0,0.0,0.0,-0.008078258876294554,-1.7255142152199454,954.2702115438751,245.92472277183086,381.60937624239176,1070.9208561304042,1423.7275956907024,306.66728200245217,30.92407685634476,32.055092908341315,35.35280080332521,
A2,97,4,-1,mechanism,9.329779529109553,1.3283437827354172,8.947585801400205,15.044457872908353,8.907978818306354,11.374312025952616,296.875,421.875,414.0625,0.0,0.0,0.0,0.19474994696576942,7.619242018664788,759.2767076443135,-287.2833286248666,1196.7575204085374,-817.3219580756761,1162.2045281117216,-621.1347712774955,28.85573816652022,25.96396842591154,35.72027130136906,
A2,98,4,-1,mechanism,-53.363561629567414,-241.34340144307942,-159.16693988986717,,,,,,,1.0,1.0,1.0,0.20517937509358458,82.17646155321225,697.669497312898,-942.0044638854022,1125.9521959548463,-3677.4983611943567,801.6853549037255,-2305.097429949775,41.95684712955978,41.59768542980987,46.701100792792275,
A2,99,4,-1,mechanism,36.03322919532414,22.876056959611113,54.41672365961941,49.309495994108005,40.48645566221663,71.62521330513943,300.78125,296.875,296.875,0.0,0.0,0.0,0.4080674345950616,31.540666700008295,391.68097672679556,223.06195586208258,-216.59651411933595,490.19507293182255,523.9457439193202,328.23866907966345,24.775875554467945,24.190422337259488,29.590294418981852,
A2,2,0,-1,covariance,6.6442170731735155,4.555862945018902,2.4372103569443415,-0.947302917182011,-0.2834761979436459,0.22915077571241205,4.7516748638341735,3.4843755226104975,3.1046261251817917,-0.2432250187876131,0.11049582887274849,-0.8240815795072411,7.678096416232776,3.3741596982369972,3.921065058935652,-0.744398437791351,0.6190965189699601,-0.7087080029011912,7.20802025326721,5.271927131936325,4.136638747095249,-0.7022543449132991,0.571479553326759,-0.7442445113645524
A2,3,0,-1,covariance,4.743746261301568,0.22857721912607093,2.6993964192095716,-0.13635500453207028,0.2406512930243443,-0.2748417326998213,7.241639179818708,3.169424188484783,3.3520337339201265,-0.6091023698474773,-0.1137631004007684,-0.4870763530194263,8.090679578121287,2.53581531585765,3.448780009223928,-0.733430514439883,0.535713888659195,-0.5297869238330527,8.213526862929395,3.3109565451025156,3.701372698424651,-0.7688430637466956,-0.28393444523193895,0.07023750012173514
A2,4,0,-1,covariance,5.6057881987841265,2.14736685082421,1.4098009664480762,-0.5485311713638605,-0.6394411118970698,0.6309386304325684,4.372082778815045,3.2282713615101417,2.178977288500597,-0.5538271244491124,-0.2486511845689207,0.305635654652377,7.678745024891827,2.256767059690868,2.1801921835593197,-0.8873956444883131,0.14876327360966887,-0.16711721346984593,7.240904260187586,4.2896740375142315,2.088521347148407,0.07257235881006399,-0.17263927070831062,-0.005559232080932025
A2,5,0,1,covariance,5.507161770750066,3.9319650503428725,2.1770183944752564,0.45051067536657513,0.1880326774523433,0.18473547085799552,5.386388524323261,4.547327628269313,3.2174597751048375,-0.8729771661394641,0.8671358285544346,-0.9123477925382647,6.030997659299939,3.043348054764394,2.040999589781226,-0.8035637396475125,0.054884859388825084,-0.16115081661744296,7.1121739198752145,6.269714671784001,3.750602947989247,-0.8895681123005634,0.7954074745814089,-0.8613688799596932
A2,6,0,-1,covariance,4.153711132295141,1.9282864091938987,1.3957248268149425,0.3644385182040631,0.11090350584338479,-0.5489266881073882,4.855230744029617,2.0808175667481104,2.500826208063933,0.6372563792049226,-0.2995048960020078,-0.051318796730351314,9.693424216975567,2.8934059679449327,5.954931100959048,-0.8231772804976014,-0.8938551968612131,0.7334949290882526,9.663016961113698,3.4411191671311436,5.849218833340206,-0.8463698033213659,-0.9428524210671848,0.8080663522433142
A2,7,0,1,covariance,3.5261975024306453,0.6953460319857023,1.9515598495800348,0.17304653557327584,0.05489660299846075,0.08305442527583931,5.168980505258006,1.3454685916011933,3.3522861580127103,0.877710220651718,-0.7872043311474348,-0.8242668951791258,8.130724718158582,2.783497019354842,2.290018889438485,-0.5656213111842492,0.4569633546604834,-0.6277725102609761,7.160714795476801,3.7581431375604217,4.454689744436717,-0.16384303228303948,0.030514020848644456,-0.912757176836851
A2,8,0,1,covariance,5.377322793331331,1.5893857511715699,2.64609312098642,0.12036224834299429,-0.08391648623657057,0.5559208589003553,5.255662256290243,3.308933771426053,3.0711726775422994,-0.26064935172913806,-0.6763266875534305,-0.1344786393031491,9.111057712691474,3.803983690195607,4.993777114238124,-0.9185197666415799,-0.7018243730470906,0.8006596267732704,9.288168792682256,4.901648214469988,4.687689404904469,-0.9049423888505844,-0.7583255520876913,0.7444626816557036
A2,9,0,-1,covariance,4.955948510036826,1.5006499448436714,1.7426915715383877,0.4486098944691293,0.3206703734099542,-0.1105560113469235,5.536957301409176,2.7207225078097843,3.010811345208137,-0.47038971776342653,-0.09997138647889567,-0.14269262755472664,7.073637060807555,3.852530069744807,2.7800697643509946,-0.8758173197878573,0.018994644529786067,-0.06773227149789418,7.575968668755628,4.689756209743258,3.2741667332463673,-0.9195140480109895,-0.45454059542981556,0.40190747209605904
A2,10,0,-1,covariance,6.271809002253263,4.004229402524764,3.2425470954833613,-0.8525638086397677,0.5474808878207718,-0.814054919584436,7.334811342244097,4.414130262207187,2.357852714119124,-0.9582618075945382,0.42486065868991385,-0.4107605148885263,9.144304357411196,4.57139905474997,1.6620210187470514,-0.9132583905696351,0.35408155357446464,-0.35025592605527406,9.977586506777183,6.298068766828354,2.611786978688017,-0.9707989590017185,0.31035165568145207,-0.37675514736053434
A2,11,0,1,covariance,5.547964192044974,1.9595768026273108,0.7629345935703005,0.6750382421159783,-0.24472838185430218,-0.06519341554314018,6.221816929536824,2.386702174696746,2.740213606249759,-0.6313407469215915,0.44967992855732886,-0.7655160460300685,8.683151754713945,2.976968180089924,6.496423982641433,0.33065913422399906,-0.558610127927969,-0.828246202976343,8.466332731899877,3.7361047755681103,6.341360956743852,0.5142603871366215,-0.7580364475263252,-0.7885770451383772
A2,12,0,1,covariance,6.711923363381618,5.591698798395724,4.161147012416312,-0.8504438067440467,0.1823958538048158,-0.5941098568859566,7.43263358162064,5.470465162163515,4.077668916496456,-0.9538940215925059,0.15441652264530673,-0.40913952634102013,7.568301135897431,4.594856962696809,3.431704697223486,-0.4861108515851631,-0.382297306039159,-0.377380905120136,9.936782007220556,7.51615136313557,3.974231284892821,-0.9651605677230509,0.11730188708307644,-0.2413265311787314
A2,13,0,1,covariance,8.72854087365156,3.500304402803935,4.2796348626793685,-0.9206163412873987,0.45242987953220104,-0.6620329859554177,5.226781564858021,0.6175965838951217,3.2549323115219035,0.6303797628743194,-0.2830785418938913,-0.3362851422128086,6.360783371416472,5.126611743372366,4.583752930033839,-0.8306832661516549,-0.8588284086089012,0.8155974950833219,7.985072626073736,4.535454299943667,5.677932688535884,-0.5629630706760084,-0.4307117034837976,0.559365183811757
A2,14,0,-1,covariance,6.095711368088295,2.359652070733967,4.268784825275988,0.8564642616809697,-0.753605875985207,-0.5651917056672378,7.510339164413563,1.4269836306568207,3.957603900534675,-0.43668979218033827,-0.725499487311439,0.4402361126160381,8.517028612767202,2.382140178239472,5.451383169479738,-0.49506135966021536,-0.9522606499063546,0.2810493337470626,10.452539374518382,3.3468574520061414,6.189731276681563,-0.6487952236117902,-0.948484961223768,0.5352514675516795
A2,15,0,-1,covariance,5.48632157067732,2.760393662146999,3.6619279300033503,-0.812546617363888,0.607961522658779,-0.6207555190614256,6.596705342738034,2.5186111322395903,3.239518927925356,-0.019661376947023555,0.4336715992912321,-0.5101328281929197,6.863205194790291,1.0043884681174007,5.590778138203859,0.07151833690954484,-0.3609644942405843,-0.10069402656290599,9.489951093373534,4.22968876370711,5.840196247689393,0.2638332935807655,-0.7567330210851418,-0.5221357480130149
A2,16,0,-1,covariance,5.783354368125794,0.195139692730862,2.845279027021395,0.22231707989905733,-0.026089127734780802,0.3426804439976155,6.6792533104202345,3.1177557482224887,1.8619091612281586,-0.8061375213204153,0.22218074426089016,-0.36610121991051525,6.99227161408909,4.819558442637039,4.577939757777002,0.49067358906970715,-0.5442766146902894,-0.9683395051890477,8.119131053577233,5.677968592347314,4.267147163507291,-0.7249379026808377,0.3982709220496938,-0.8499317305747269
A2,17,0,1,covariance,7.578548802968156,2.9429314588642197,2.1306262035770382,-0.9436443450944647,0.5857089365151661,-0.6552551548953873,8.541051524635837,3.4538123351378593,2.02960436715651,-0.744516186761742,0.21199769638828259,-0.32240465688734593,7.104346664358464,1.9032311815914693,3.0266539480646037,-0.7580776912304501,-0.7568713957081376,0.28723498295282496,9.622257519955738,5.094950867998517,2.838121525484654,-0.9494938396049594,0.393013147767252,-0.42673701260966856
A2,24,1,1,covariance,4.556651213316309,1.6939314364568907,3.0774685486729347,0.1413306752310698,0.5059208067146214,-0.35635752793927467,4.417986654929188,2.950310730433101,3.063106213023756,0.2607698240185947,0.2519442358594976,0.1606168518407108,5.175034084052946,2.7323196707062247,2.9806956761748826,-0.3254693326607235,0.22402711970866843,-0.6109307813783627,6.480803056866115,4.397647384726051,3.4702363544269277,-0.7865373604330688,0.6220599431536834,-0.5259385735055995
A2,25,1,-1,covariance,4.985326300043895,1.3729912232607446,2.522188049613011,-0.5370994386534421,-0.01739324902548569,0.12027410729200283,4.8239238433204426,0.6352736455506738,1.4776741390729446,-0.010031861340839932,-0.02947684745749045,-0.49202537415402414,9.046489584450343,2.005833787062442,6.010504353802232,-0.7657786264444714,-0.8762656286845832,0.5523988266438022,9.806579295442427,3.647041793673554,5.762739281997752,-0.894842457846342,-0.9008966626813408,0.7541653693832711
A2,26,1,-1,covariance,5.2442751054646735,2.395294741392964,3.135957884249296,0.46414652018971686,-0.16061617881302892,0.027876767458527164,5.1475573346772165,2.4679633521381747,3.163258663090062,0.7058324922906756,-0.2969237678032809,-0.32163934521959875,8.8815798336809,2.6396388304255916,4.472591976627991,-0.623738534530341,-0.8377783673904456,0.2448167589313938,8.765304643679778,2.695046235456725,4.6925374987335315,0.12534354686304844,-0.8735998184832812,-0.2624383323316679
A2,27,1,1,covariance,6.40010702985901,4.737619950759989,4.190803696307448,-0.8050725207180986,0.6938232407958674,-0.944021410596599,6.886343653247875,4.992397854582348,3.7213317100325027,-0.922889377491,0.8227436300086748,-0.9474115131716192,9.562336684407652,5.057096786511874,5.139612661348435,-0.9891537821214619,-0.745027768062679,0.6977241383585334,10.111098028430051,7.016630261175119,5.280260007334659,-0.9360153507078899,0.31069858361728353,-0.5961400949501722
A2,28,1,1,covariance,4.445591045779365,1.8693210385697463,1.2427363732558432,-0.8389909080553345,0.5291530106478258,-0.5354201680960422,5.232183517318099,3.2614165839544826,3.469409740184004,-0.6773219965394194,0.6266455426169687,-0.9375946899668824,9.486573238672838,4.290951017798064,4.362591178775604,-0.9720751546615143,-0.8844755454771012,0.8311864771833147,9.8241859588241,5.505052039054544,4.347972329472407,-0.954421032113252,0.044629351618731855,-0.3072669029355666
A2,29,1,1,covariance,7.512077003657467,4.7402213102945,4.028585802893211,-0.9429831553642187,0.9201542919627508,-0.9214278322285795,7.794987417195227,4.965351092711753,3.832994050186885,-0.8821464740494703,0.9222383732071983,-0.8872478168455173,9.743787888921176,4.823166661755129,4.5664218523967905,-0.9884527918418073,-0.7912638116067833,0.7513760166160828,10.653856522646363,7.0737806248542725,5.154091620331804,-0.9587488356851792,0.5188842476589999,-0.7105613973222293
A2,31,1,-1,covariance,7.19770494670546,2.421941299370473,3.660654722712687,-0.4091165996415568,0.7125294318905034,-0.07901783049158614,6.036751730143467,2.311952209541294,2.8592354649523175,0.114290111414123,0.3943967994659837,-0.23817837028543537,8.352528718808951,2.025470153370499,4.086222001341578,-0.08910132558967425,-0.2194763530290708,-0.5636638112697333,8.413244613770175,2.8554680919984303,3.962028859076745,-0.3964625358906922,-0.2960392377734879,-0.11134878531152656
A2,32,1,-1,covariance,5.436060147828381,2.4923781800416016,3.394289398270091,-0.10519112724190796,0.49588049790508076,-0.2610628581183288,5.1834008193182655,3.280285120388784,3.610659814718566,0.6422165182768147,-0.16716386092655341,-0.7457722375381333,8.176033620428122,3.9520298719363414,4.115317327021154,-0.9564584000029841,0.5154691487044182,-0.5793237883476468,7.905785925162718,4.5936567197470595,4.388747391381843,-0.7617861199362128,0.6331388544451617,-0.7965375718026564
A2,34,1,-1,covariance,4.921322270112791,2.5890060104235593,2.8176936551749994,0.7235428969667363,-0.5621611750038193,-0.8947760104541391,5.45325630539145,1.0186246193204755,2.452402108537148,0.21764537868204936,-0.0639463076826819,-0.21049231612072372,8.12113254870552,4.417371182632322,7.036462837224178,0.26408984147478054,-0.6366980325909054,-0.8937393830841076,9.05495373380731,3.919237655849793,6.976149381918744,0.5566791696872481,-0.8643518023757765,-0.8555122377373412
A2,35,1,-1,covariance,5.0899017839819365,2.561536942452375,3.1998364124582177,-0.1044983270566143,0.6305408935919649,-0.3759487925181866,5.292587366963618,2.6440205233236744,4.071676825429172,-0.1413933214427562,0.5348607606488843,-0.7658740029709897,7.899220886011894,2.043567710011648,3.492555566851762,-0.5459663817653899,0.21653181286774675,-0.706450494198303,8.483138569703854,3.6075849907496185,4.128173979329782,-0.7918667316230229,0.6291269381692568,-0.7735982189363724
A2,36,1,1,covariance,3.808822568242971,1.8739315687595326,3.402325867822748,0.4814130571315159,-0.7611952703459861,-0.5874781819804474,4.32112136195693,2.1007203213979433,2.883607441588047,0.14985534205934337,-0.22564940380272996,-0.7942888754881212,7.944012816095129,1.1323584045153732,3.9067258291755236,-0.30549483340925754,-0.7718063314955513,0.1903269620492923,7.075558148355086,2.668776781933238,4.406864693432978,0.04334539233124145,-0.6234870454175059,-0.4658276158365544
