dataset,model,stage,MSE,zero_MSE,baseline_MSE,normalized_MSE,RMSE,NRMSE,S_zero,S_train_baseline,n_trials,setting
B2,N2,retrieval,202692.3902985843,224165.20551476107,201900.90523377535,1.2639382247349829,450.21371624883255,1.1242500721525361,0.0957901346324811,-0.003920166003676506,71,stimulus
B2,N3,encoding,76625.88951534958,73545.04224899405,76659.19279741017,0.428759482072898,276.8138174212942,0.6547972831899183,-0.041890617941655606,0.00043443298638168315,71,stimulus
B2,N3,maintenance,208540.08435243848,210966.8677569142,207142.88257194913,1.245124918236821,456.66189281835034,1.115851656017421,0.01150314942947328,-0.006745111215704203,71,stimulus
B2,N3,retrieval,200104.4065985009,224165.20551476107,201900.90523377535,1.2402761120415982,447.3303103954626,1.1136768436317594,0.10733511858367228,0.008897922637812528,71,stimulus
B2,N2_no_projection,encoding,76811.56847724078,73545.04224899405,76659.19279741017,0.43424498175071014,277.1490004983615,0.6589726714748573,-0.04441531513691399,-0.0019877026390469066,71,stimulus
B2,N2_no_projection,maintenance,201795.40496699247,210966.8677569142,207142.88257194913,1.2106252152393848,449.2164344355541,1.1002841520440911,0.043473474709258664,0.025815405958248494,71,stimulus
B2,N2_no_projection,retrieval,207183.39923828703,224165.20551476107,201900.90523377535,1.297831132340137,455.1740318145215,1.139223916681939,0.07575576342223989,-0.02616379554314152,71,stimulus
B2,N2_no_retrieval,encoding,77654.34734786316,73545.04224899405,76659.19279741017,0.43973307742624507,278.6652962746943,0.6631237270873702,-0.05587467180937433,-0.012981542253946321,71,stimulus
B2,N2_no_retrieval,maintenance,202173.4684836383,210966.8677569142,207142.88257194913,1.2138842358090662,449.6370408269745,1.1017641470882351,0.04168142309155409,0.02399027196401371,71,stimulus
B2,N2_no_retrieval,retrieval,204882.6817194929,224165.20551476107,201900.90523377535,1.2801352998627316,452.6396819982677,1.13143064297496,0.08601925419687151,-0.014768514694201151,71,stimulus
B2,N2_fixed_target,encoding,78501.54159339501,73545.04224899405,76659.19279741017,0.44502090105087627,280.18126560031635,0.6670988690223334,-0.06739406481840393,-0.024032979330393944,71,stimulus
B2,N2_fixed_target,maintenance,204044.86534508393,210966.8677569142,207142.88257194913,1.2273596584054733,451.7132556667824,1.1078626532226246,0.032810850753143495,0.014955943397133797,71,stimulus
B2,N2_fixed_target,retrieval,202307.0919083973,224165.20551476107,201900.90523377535,1.2619123231790499,449.78560660429906,1.123348709519466,0.097508949063571,-0.0020118120528069827,71,stimulus
B2,N2_equal_penalty,encoding,78168.41837829072,73545.04224899405,76659.19279741017,0.44288974598747877,279.58615555547584,0.6654996213278253,-0.06286455195230922,-0.01968747029295015,71,stimulus
B2,N2_equal_penalty,maintenance,202646.28042359863,210966.8677569142,207142.88257194913,1.2175097731361149,450.1625044621094,1.1034082531575133,0.03944025629134784,0.021707731844412548,71,stimulus
B2,N2_equal_penalty,retrieval,202206.3320339664,224165.20551476107,201900.90523377535,1.2610142130947093,449.67358387386554,1.12294889157731,0.09795843842209795,-0.0015127559722301065,71,stimulus
B2,V1_M2,encoding,77942.78630191983,73545.04224899405,76659.19279741017,0.44018376736581616,279.18235313486383,0.6634634634746785,-0.05979660788060692,-0.016744156280145805,71,stimulus
B2,V1_M2,maintenance,203865.84432237837,210966.8677569142,207142.88257194913,1.2221024255090176,451.515054369595,1.1054874153553345,0.033659424866268384,0.01582018271099661,71,stimulus
B2,V1_M2,retrieval,198245.95123315873,224165.20551476107,201900.90523377535,1.230816149264169,445.2481906006567,1.1094215381288435,0.11562567982877958,0.018102712300297252,71,stimulus
