dataset,setting,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B2,stimulus,96,4,1,N2_no_retrieval,retrieval,0,410,162764.00744116085,67858.01175867893,270086.19530073705,1.26901021912962
B2,stimulus,96,4,1,N2_no_retrieval,retrieval,1,410,72789.85530301582,38601.768321869844,122265.38901701754,0.38266387747838326
B2,stimulus,96,4,1,N2_no_retrieval,retrieval,2,410,122039.29898921643,59725.9734642706,161739.6634924029,0.6093191057637428
B2,stimulus,97,4,-1,N2_no_retrieval,encoding,0,205,12478.00147938066,31812.950798905436,33747.73150499394,0.09728632048687312
B2,stimulus,97,4,-1,N2_no_retrieval,encoding,1,205,29778.10270248277,36410.25644647611,46120.07505861482,0.15654659837755525
B2,stimulus,97,4,-1,N2_no_retrieval,encoding,2,205,31027.573158094583,46828.879236018765,36294.56219815773,0.1549147961951161
B2,stimulus,97,4,-1,N2_no_retrieval,maintenance,0,363,51390.04475182887,34088.34842580002,130244.08296635722,0.4006689991039594
B2,stimulus,97,4,-1,N2_no_retrieval,maintenance,1,363,27950.35542042135,28456.50339623743,116541.75393185446,0.14693793987572662
B2,stimulus,97,4,-1,N2_no_retrieval,maintenance,2,363,55928.879977162695,46846.52729613001,92004.64369471474,0.2792423048665963
B2,stimulus,97,4,-1,N2_no_retrieval,retrieval,0,410,42300.63703817836,27959.36503731415,148123.02281311355,0.3298022795153069
B2,stimulus,97,4,-1,N2_no_retrieval,retrieval,1,410,55901.38745361274,55354.74551902468,129032.78417315173,0.2938794367755063
B2,stimulus,97,4,-1,N2_no_retrieval,retrieval,2,410,48822.60674688497,43056.668458880384,114363.57119803321,0.243762028547013
B2,stimulus,98,4,-1,N2_no_retrieval,encoding,0,205,3643.350610044974,12466.798340151881,13654.431069968014,0.028405844932827558
B2,stimulus,98,4,-1,N2_no_retrieval,encoding,1,205,7918.393490304089,11182.94017072847,16735.462918778256,0.041627822225850875
B2,stimulus,98,4,-1,N2_no_retrieval,encoding,2,205,8242.503103749268,15717.325560617528,10442.399100721783,0.041153256877320785
B2,stimulus,98,4,-1,N2_no_retrieval,maintenance,0,363,32825.843358077684,17427.36738272704,95793.01622513721,0.2559308493802445
B2,stimulus,98,4,-1,N2_no_retrieval,maintenance,1,363,13684.082360588658,11831.933594614904,85231.14079771467,0.07193865125899554
B2,stimulus,98,4,-1,N2_no_retrieval,maintenance,2,363,18239.080797928145,12066.96067888324,39229.45819162107,0.09106427596513995
B2,stimulus,98,4,-1,N2_no_retrieval,retrieval,0,327,88389.02193856581,18631.372748349575,167016.0587276351,0.6891362154465284
B2,stimulus,98,4,-1,N2_no_retrieval,retrieval,1,327,31931.279026931647,6110.784270507304,82579.46952733846,0.16786607136975012
B2,stimulus,98,4,-1,N2_no_retrieval,retrieval,2,327,44418.16783330825,10633.051112223688,82338.3985034974,0.22177149924670347
B2,stimulus,99,4,1,N2_no_retrieval,encoding,0,205,60834.26433648162,19646.461354626797,18115.762084988903,0.4743020544276984
B2,stimulus,99,4,1,N2_no_retrieval,encoding,1,205,119191.58203269745,65088.16033552193,53139.94905267779,0.6266026049034483
B2,stimulus,99,4,1,N2_no_retrieval,encoding,2,205,55791.01053389611,15660.792859200339,23631.289193355624,0.27855394884866513
B2,stimulus,99,4,1,N2_no_retrieval,maintenance,0,363,249381.69720373297,321811.7821128379,155093.46323775843,1.9443360186976764
B2,stimulus,99,4,1,N2_no_retrieval,maintenance,1,363,452280.22156308684,538709.4956259105,306094.9378059698,2.377684398047462
B2,stimulus,99,4,1,N2_no_retrieval,maintenance,2,363,308680.43807133846,394745.6788107653,293810.05164598144,1.541182963604271
B2,stimulus,99,4,1,N2_no_retrieval,retrieval,0,299,433163.793845135,701630.0293051165,317795.06745367387,3.3772164349366047
B2,stimulus,99,4,1,N2_no_retrieval,retrieval,1,299,791417.3213611532,1036944.4100820302,641578.2229400917,4.16056357901658
B2,stimulus,99,4,1,N2_no_retrieval,retrieval,2,299,640335.4781783918,886773.7543819387,568772.0744499714,3.197073763812198
B2,stimulus,84,4,-1,N2_fixed_target,encoding,0,205,2413.894081458455,3643.5765457786324,4155.658341341507,0.018820231238006673
B2,stimulus,84,4,-1,N2_fixed_target,encoding,1,205,6948.962373791592,10316.948798843428,15722.95897829158,0.03653142151934334
B2,stimulus,84,4,-1,N2_fixed_target,encoding,2,205,3486.0668390816936,7786.51344167974,5023.324397538867,0.017405271470869278
B2,stimulus,84,4,-1,N2_fixed_target,maintenance,0,363,7907.428928979602,1123.5336000614247,43165.974755836025,0.061651272143467016
B2,stimulus,84,4,-1,N2_fixed_target,maintenance,1,363,5017.105899362298,4970.74185785398,63995.98204414559,0.02637545011152267
B2,stimulus,84,4,-1,N2_fixed_target,maintenance,2,363,3275.9336114039897,972.1495371277161,14102.447711714773,0.01635611606404298
B2,stimulus,84,4,-1,N2_fixed_target,retrieval,0,329,22337.817253469595,1957.0803263008747,69480.10511105499,0.17415962419056472
B2,stimulus,84,4,-1,N2_fixed_target,retrieval,1,329,9185.009159013445,5883.083495137616,39187.45830319436,0.0482865531856185
B2,stimulus,84,4,-1,N2_fixed_target,retrieval,2,329,6906.280490227944,7117.258069855308,22157.153141227085,0.03448175044688769
B2,stimulus,85,4,-1,N2_fixed_target,encoding,0,205,66765.1535476359,107877.90487493941,111851.6263301532,0.5205429840767248
B2,stimulus,85,4,-1,N2_fixed_target,encoding,1,205,665556.4463061797,697781.2976793752,742586.8401311508,3.4988998036063417
B2,stimulus,85,4,-1,N2_fixed_target,encoding,2,205,722770.0795366508,796886.7226634917,744715.6405475625,3.608654115384386
B2,stimulus,85,4,-1,N2_fixed_target,maintenance,0,362,8416.816061715004,15790.171313653325,16452.05021750787,0.06562277350360675
B2,stimulus,85,4,-1,N2_fixed_target,maintenance,1,362,758534.9521186686,753140.8867133148,1096078.2500915837,3.9876975269736974
B2,stimulus,85,4,-1,N2_fixed_target,maintenance,2,362,906705.0436178254,881177.9352582654,1053015.5412249858,4.527006553991318
B2,stimulus,85,4,-1,N2_fixed_target,retrieval,0,374,34301.610892668505,46517.01124704496,20429.86688566906,0.26743685806052653
