dataset,setting,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
A2,past,2,0,-1,B0,encoding,0,205,15338.540680167667,17704.319062562845,10041.680637797777,0.36302944908187956
A2,past,2,0,-1,B0,encoding,1,205,13311.218677715344,25502.861191340715,19616.95554895514,0.12377873296589544
A2,past,2,0,-1,B0,encoding,2,205,28210.514093192844,39981.3242949262,33437.40089179911,0.20803109831237399
A2,past,2,0,-1,B0,maintenance,0,362,65987.20765477806,89270.12535940799,101532.87736181154,1.5617717578791082
A2,past,2,0,-1,B0,maintenance,1,362,151110.61473014214,249270.85338202107,330557.7484352128,1.4051516154796477
A2,past,2,0,-1,B0,maintenance,2,362,200903.81828556923,292974.3200044752,380746.0705452436,1.4815129506335891
A2,past,2,0,-1,B0,retrieval,0,480,33905.83767015661,65135.628993483966,95389.40153070005,0.8024764432754398
A2,past,2,0,-1,B0,retrieval,1,480,47674.699604997295,131104.1636054363,232269.3129110626,0.4433188316194858
A2,past,2,0,-1,B0,retrieval,2,480,77282.08669527424,168483.137287682,291660.8940461728,0.5698966464056526
A2,past,3,0,-1,B0,encoding,0,205,940.2492456850869,726.409480579543,3105.7003615431477,0.022253627172111053
A2,past,3,0,-1,B0,encoding,1,205,940.202620764704,954.0683523544016,2481.5545668912528,0.008742782456447752
A2,past,3,0,-1,B0,encoding,2,205,1408.9433092142108,856.5254137618575,1621.2303964388664,0.010389885952004987
A2,past,3,0,-1,B0,maintenance,0,362,19711.69398624314,13965.033677641288,9984.884899702027,0.4665323486444099
A2,past,3,0,-1,B0,maintenance,1,362,37498.228026916724,31680.80490289129,13306.23991513041,0.34868957275928536
A2,past,3,0,-1,B0,maintenance,2,362,61075.90602649028,40144.82499465216,18812.363127999724,0.45038838247119994
A2,past,3,0,-1,B0,retrieval,0,360,3225.956640155935,8012.891169328908,19012.005797658392,0.07635128310166196
A2,past,3,0,-1,B0,retrieval,1,360,18824.91168903454,29406.782421823416,75296.96418548435,0.17504961592769047
A2,past,3,0,-1,B0,retrieval,2,360,13014.88760505689,28951.09709910813,80876.91920087236,0.0959749033267495
A2,past,4,0,-1,B0,encoding,0,205,554.3455484856948,572.3128621939094,1997.2363536371865,0.013120137258426227
A2,past,4,0,-1,B0,encoding,1,205,1337.8801267601236,481.06218796160175,1507.087574755453,0.012440717184509698
A2,past,4,0,-1,B0,encoding,2,205,2415.940566231614,782.6855593639508,1480.0739407565725,0.017815725292714746
A2,past,4,0,-1,B0,maintenance,0,362,1482.2434629589777,1318.926697364024,2704.2414312330084,0.03508143564524112
A2,past,4,0,-1,B0,maintenance,1,362,3001.91988891937,2689.3939294534944,13990.644977157828,0.027914336719418693
A2,past,4,0,-1,B0,maintenance,2,362,1982.5688787737886,7689.548761747011,25337.76095352507,0.014619938508343713
A2,past,4,0,-1,B0,retrieval,0,363,1807.0574562161373,2198.772435962912,10226.08635277396,0.04276906691897081
A2,past,4,0,-1,B0,retrieval,1,363,5939.271840702898,3837.801395759074,34373.074836692904,0.05522826729704091
A2,past,4,0,-1,B0,retrieval,2,363,7736.081237285786,7460.692006860506,48688.38213756133,0.057047718843757055
A2,past,5,0,1,B0,encoding,0,205,3115.2334487867297,21568.924729032493,12652.680932932577,0.07373070921516947
A2,past,5,0,1,B0,encoding,1,205,21967.234075048003,64967.53886508249,52099.98263116973,0.2042695313184782
A2,past,5,0,1,B0,encoding,2,205,23255.663226051383,63254.575598622534,53812.06898076127,0.17149283940435292
A2,past,5,0,1,B0,maintenance,0,362,29110.094118448786,128745.89376147125,143462.43577856204,0.6889717640613651
A2,past,5,0,1,B0,maintenance,1,362,57219.5678257404,226409.75032172134,304733.9366936679,0.5320749194950402
A2,past,5,0,1,B0,maintenance,2,362,70387.23814317024,232504.00504092238,312160.71365577524,0.519052379184809
A2,past,5,0,1,B0,retrieval,0,346,6010.5486937673595,52743.7806023514,79746.37444584703,0.14225643928430898
A2,past,5,0,1,B0,retrieval,1,346,9136.393834962932,77933.06101914124,159569.89318461943,0.08495775481942795
A2,past,5,0,1,B0,retrieval,2,346,7895.2633569231375,89062.37995197842,184862.15705807926,0.058221565979986324
A2,past,6,0,-1,B0,encoding,0,205,3168.732033130732,4428.347000244747,4132.025360547781,0.0749969027863855
A2,past,6,0,-1,B0,encoding,1,205,4364.049627858829,3484.8615724099436,3680.9008219531793,0.04058054687667156
A2,past,6,0,-1,B0,encoding,2,205,5840.15461522928,9413.011214100992,8043.748616239607,0.04306670112096217
A2,past,6,0,-1,B0,maintenance,0,362,30142.145123787017,18973.766277863306,15214.30936257987,0.7133981365373835
A2,past,6,0,-1,B0,maintenance,1,362,16365.295473733084,20535.98637057796,8937.5922484946,0.15217806779347867
A2,past,6,0,-1,B0,maintenance,2,362,43161.0896096238,23073.53120543711,14153.026902637897,0.318280228647638
A2,past,6,0,-1,B0,retrieval,0,318,1719.9566042233967,578.6943498354115,5074.68156951499,0.04070758173776508
A2,past,6,0,-1,B0,retrieval,1,318,3869.572440250128,2536.7697434168535,26705.65959580302,0.0359824885587498
A2,past,6,0,-1,B0,retrieval,2,318,1419.4712708118993,5779.15873252052,42099.813282479045,0.010467521666367462
A2,past,7,0,1,B0,encoding,0,205,505.4528712441556,499.1654549699783,1873.1191930791415,0.01196295535610329
A2,past,7,0,1,B0,encoding,1,205,2442.48568552603,828.8630208107691,879.1156314870311,0.022712254284266507
A2,past,7,0,1,B0,encoding,2,205,860.6164505249894,708.6474306878368,1510.10615858168,0.006346392158504169
A2,past,7,0,1,B0,maintenance,0,363,4576.961667756423,5141.559407991913,4746.7267992645775,0.1083265942543585
A2,past,7,0,1,B0,maintenance,1,363,7820.747952089532,11574.99567207281,7906.3762857357115,0.07272379004455005
A2,past,7,0,1,B0,maintenance,2,363,22108.6152219022,18842.255671311654,8118.55348085239,0.1630342322576739
A2,past,7,0,1,B0,retrieval,0,312,15292.158386074165,18295.088753019158,36061.00638219853,0.36193168241534857
A2,past,7,0,1,B0,retrieval,1,312,57697.30350481155,55536.274897863106,129008.01152441259,0.5365173014045963
A2,past,7,0,1,B0,retrieval,2,312,17253.01820235032,32952.85120330225,99224.90765235049,0.12722789503167461
A2,past,8,0,1,B0,encoding,0,205,6554.885089688977,3488.7557884171306,1779.2889875733147,0.15513968196346076
A2,past,8,0,1,B0,encoding,1,205,16629.618105433397,3591.28037353719,1820.6659145201086,0.1546359584823943
A2,past,8,0,1,B0,encoding,2,205,12590.887295394157,5733.004270998983,3807.6630990967724,0.09284822333032898
A2,past,8,0,1,B0,maintenance,0,362,6144.943980881044,8683.575660684784,7286.6539579854725,0.14543727949964744
A2,past,8,0,1,B0,maintenance,1,362,8957.812136683367,11061.732225895905,6407.529553030427,0.08329715432302501
A2,past,8,0,1,B0,maintenance,2,362,15143.894411590656,22246.88764640641,15068.145279809616,0.11167471024322859
A2,past,8,0,1,B0,retrieval,0,316,70.40040788480545,2394.3819520964066,108.50159752899515,0.0016662224798611785
A2,past,8,0,1,B0,retrieval,1,316,819.9879151091841,19920.469570686382,476.0293296664913,0.007624926585383194
A2,past,8,0,1,B0,retrieval,2,316,16813.341343510954,29854.315501413508,1534.8512147547126,0.12398561240099554
A2,past,9,0,-1,B0,encoding,0,205,7810.348282498542,12624.65388720093,5756.025121711348,0.18485372847751616
A2,past,9,0,-1,B0,encoding,1,205,17870.06573702012,38663.465384395284,28911.114721254908,0.16617066765259197
A2,past,9,0,-1,B0,encoding,2,205,24916.502907038535,34198.20444550154,27323.303797336226,0.18374026962895496
A2,past,9,0,-1,B0,maintenance,0,363,9159.27915856839,24038.43873383934,30562.05137253725,0.216779949035274
A2,past,9,0,-1,B0,maintenance,1,363,35099.52254239422,102393.75317390522,156886.2977897351,0.3263844230339937
A2,past,9,0,-1,B0,maintenance,2,363,37559.04007652729,72681.42373288432,119478.10115545354,0.2769693715210889
A2,past,9,0,-1,B0,retrieval,0,401,1302.548941334421,5793.642066149461,16525.80955419034,0.030828462396440406
A2,past,9,0,-1,B0,retrieval,1,401,4090.9395780808113,30909.033415914655,87562.37894759912,0.03804094349847976
A2,past,9,0,-1,B0,retrieval,2,401,3340.9905737497434,12037.909580859507,56461.43416642947,0.02463726595738138
A2,past,10,0,-1,B0,encoding,0,205,6532.717012405456,25805.444328389676,15522.753884455053,0.15461501243646678
A2,past,10,0,-1,B0,encoding,1,205,76366.64518395228,103683.10952490508,86730.35134924114,0.710120298568192
A2,past,10,0,-1,B0,encoding,2,205,30015.767713770063,66237.05974089712,56504.99262672224,0.22134347157081413
A2,past,10,0,-1,B0,maintenance,0,362,17883.418258641846,16283.236843178136,19785.98070980331,0.4232610920105216
A2,past,10,0,-1,B0,maintenance,1,362,54150.28678702852,94911.92385052804,139780.43960717844,0.5035342030297608
A2,past,10,0,-1,B0,maintenance,2,362,35926.80277856359,55110.77463263879,85611.43797764795,0.2649328621302961
A2,past,10,0,-1,B0,retrieval,0,319,22222.74912534238,6919.208044447099,14616.113186215674,0.5259634889835999
A2,past,10,0,-1,B0,retrieval,1,319,3563.166013880872,49847.80156068697,119814.08544029926,0.03313326790158425
A2,past,10,0,-1,B0,retrieval,2,319,30828.452144305968,11578.592518167514,44876.19027326145,0.22733640151555928
A2,past,11,0,1,B0,encoding,0,205,5150.275200140084,5833.904755562515,2840.493514158768,0.12189566188290632
A2,past,11,0,1,B0,encoding,1,205,5896.854527411635,3710.384974310278,1717.354881565481,0.0548338359964869
A2,past,11,0,1,B0,encoding,2,205,7258.800954796884,8399.172277053745,5861.104287089991,0.05352813954644234
A2,past,11,0,1,B0,maintenance,0,362,8275.930954711954,9942.725016641556,11595.339223809327,0.19587304410343118
A2,past,11,0,1,B0,maintenance,1,362,23206.24599858268,25914.396779439016,33467.071440944055,0.21579089008644053
A2,past,11,0,1,B0,maintenance,2,362,16371.941051742222,17459.15527040788,23291.337450643972,0.1207306207624628
A2,past,11,0,1,B0,retrieval,0,353,19060.71780022699,32570.28201869697,55150.9217763567,0.451125177186409
A2,past,11,0,1,B0,retrieval,1,353,82213.59796778359,103214.96245336476,197312.4583416627,0.7644901068341826
A2,past,11,0,1,B0,retrieval,2,353,24212.784784221643,56070.99764017845,136929.14496806246,0.17855088337713737
A2,past,12,0,1,B0,encoding,0,205,23457.029900631886,85817.99309361778,65334.366461734426,0.5551761943646966
A2,past,12,0,1,B0,encoding,1,205,247858.7602351949,316754.5891360599,286003.7377074054,2.304795979933204
A2,past,12,0,1,B0,encoding,2,205,70744.59161528172,215830.4362968699,197524.94756308742,0.5216875894132902
A2,past,12,0,1,B0,maintenance,0,363,51156.14967034709,248339.8870682934,268629.56615549745,1.210753305624983
A2,past,12,0,1,B0,maintenance,1,363,312816.2164839766,606492.4838469204,730744.1038549104,2.908824192963942
A2,past,12,0,1,B0,maintenance,2,363,60262.20305391469,384214.1729724352,484382.79128397425,0.44438794155311717
A2,past,12,0,1,B0,retrieval,0,333,37620.99095407521,58372.89510741403,84834.06849349225,0.8904059326602775
A2,past,12,0,1,B0,retrieval,1,333,30953.55172091322,137615.22662351196,237278.81463454248,0.2878317534684622
A2,past,12,0,1,B0,retrieval,2,333,110438.834709341,64612.30427416033,143984.74886082002,0.8144024601971611
A2,past,13,0,1,B0,encoding,0,205,3278.582932141214,2857.0059340495222,1165.9973072456687,0.07759683143543143
A2,past,13,0,1,B0,encoding,1,205,20707.747435765585,5849.436357905965,3180.9332464801596,0.19255778169041113
A2,past,13,0,1,B0,encoding,2,205,3581.7604133134673,4555.813656528475,5372.6292849267675,0.026412760512336035
A2,past,13,0,1,B0,maintenance,0,362,1445.0321726938241,2889.9659052129023,1879.3400062982396,0.03420072642483588
A2,past,13,0,1,B0,maintenance,1,362,9547.26480162437,10129.306448071937,4463.8599819818355,0.08877837326895933
A2,past,13,0,1,B0,maintenance,2,362,27764.601375680923,37401.828938663726,15412.1969399238,0.20474283096393017
A2,past,13,0,1,B0,retrieval,0,321,5698.243786131879,9368.644705955472,2444.3668713813095,0.13486487049503898
A2,past,13,0,1,B0,retrieval,1,321,9513.9525863445,42091.22690683248,10187.566627322482,0.0884686087087442
A2,past,13,0,1,B0,retrieval,2,321,16679.472239205475,18449.506900119675,2889.8076560276827,0.12299842951213485
A2,past,14,0,-1,B0,encoding,0,205,9319.602299687722,936.7399858316709,4401.753083212642,0.22057444440541576
A2,past,14,0,-1,B0,encoding,1,205,39386.109062034324,485.0178953765101,1251.0545264923185,0.36624465379092735
A2,past,14,0,-1,B0,encoding,2,205,14404.74836293347,2504.257132960944,4801.322831776999,0.10622406996749853
A2,past,14,0,-1,B0,maintenance,0,363,40533.89274058133,218878.7874658669,201553.92021219386,0.959347897403522
A2,past,14,0,-1,B0,maintenance,1,363,17865.164106891676,105300.37309909635,65199.8224452407,0.16612508823710379
A2,past,14,0,-1,B0,maintenance,2,363,47315.84453335474,325412.709367525,248197.24004821526,0.34891838813481485
A2,past,14,0,-1,B0,retrieval,0,368,144452.02779326896,514656.93857588357,438810.3116057669,3.4188611004145124
A2,past,14,0,-1,B0,retrieval,1,368,32496.347008021963,426027.7755506574,280082.3691101856,0.3021779414838221
A2,past,14,0,-1,B0,retrieval,2,368,187285.37253911688,763296.9361504263,545805.1879927869,1.381087264785291
A2,past,15,0,-1,B0,encoding,0,205,9716.632182074509,4098.778908176631,3449.0925875578514,0.22997126659843453
A2,past,15,0,-1,B0,encoding,1,205,6384.596608352737,4368.700358629751,3859.7620694286134,0.05936926571593921
A2,past,15,0,-1,B0,encoding,2,205,19615.81623783539,5280.095117721337,4429.275806915545,0.14465173455436117
A2,past,15,0,-1,B0,maintenance,0,362,4147.7035710765695,3322.9640388852763,2042.468199257773,0.09816700126562576
A2,past,15,0,-1,B0,maintenance,1,362,11328.343119318075,2134.3172237946437,12809.521116621308,0.10534031420125223
A2,past,15,0,-1,B0,maintenance,2,362,17997.037806412576,4429.7754889683665,3924.640097509061,0.1327144740740735
A2,past,15,0,-1,B0,retrieval,0,408,6284.457352028998,3953.410433153651,731.8201666027701,0.14873925348292757
A2,past,15,0,-1,B0,retrieval,1,408,13543.52569131492,2644.7810302985795,16288.424988483133,0.12593891592875114
A2,past,15,0,-1,B0,retrieval,2,408,36336.32029658729,2408.145327847099,9478.788288009344,0.2679527425469094
A2,past,16,0,-1,B0,encoding,0,205,418.3062245136706,833.2739879867365,4177.723037501433,0.009900386314394733
A2,past,16,0,-1,B0,encoding,1,205,2531.5435636644343,3624.5441001303175,7497.956697405036,0.023540388175196977
A2,past,16,0,-1,B0,encoding,2,205,428.0733976539453,2242.6876138299303,4316.188958857566,0.0031567159243563055
A2,past,16,0,-1,B0,maintenance,0,363,4965.102561460437,7003.489860892765,5497.213006536518,0.11751303367813659
A2,past,16,0,-1,B0,maintenance,1,363,40818.315206386695,46237.32216136847,31855.202795791334,0.3795624923890334
A2,past,16,0,-1,B0,maintenance,2,363,12557.692642466785,18781.687513044213,11477.898742297844,0.0926034379966138
A2,past,16,0,-1,B0,retrieval,0,365,51819.28068045293,31755.286953563227,54137.95944732699,1.2264481549778357
A2,past,16,0,-1,B0,retrieval,1,365,181490.6369205672,157647.00944201578,270800.50294005946,1.6876502164906875
A2,past,16,0,-1,B0,retrieval,2,365,100667.53992033491,63468.556784070846,148956.29435388188,0.74234658839788
A2,past,17,0,1,B0,encoding,0,205,20275.38908040157,3477.3600390357146,1564.1948544116917,0.4798737690408811
A2,past,17,0,1,B0,encoding,1,205,70066.16784483725,3855.3447458150454,4810.913004374084,0.6515332434684524
A2,past,17,0,1,B0,encoding,2,205,29014.023707419125,3404.295769056171,2697.469705255866,0.2139563709607154
A2,past,17,0,1,B0,maintenance,0,363,7592.39515478138,58462.29985217812,50280.25079177193,0.1796952583511411
A2,past,17,0,1,B0,maintenance,1,363,33594.03540828407,199381.40518262782,141932.7903998633,0.31238515711639736
A2,past,17,0,1,B0,maintenance,2,363,12205.078381587638,135605.63831990358,89988.68249034394,0.0900031758486441
A2,past,17,0,1,B0,retrieval,0,338,21914.560488903095,195140.04051464924,149623.99808296247,0.5186693432605647
A2,past,17,0,1,B0,retrieval,1,338,18877.759437948138,603733.5165683281,426377.6515698155,0.1755410380550706
A2,past,17,0,1,B0,retrieval,2,338,69458.86146697245,441900.799840706,280829.4557735779,0.5122063068672675
A2,past,2,0,-1,N0,encoding,0,205,16151.952317734169,17704.319062562845,10041.680637797777,0.38228110964202416
A2,past,2,0,-1,N0,encoding,1,205,16799.593267378605,25502.861191340715,19616.95554895514,0.1562165282777409
