dataset,setting,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B1,stimulus,2,0,-1,N0,encoding,0,205,1001.9450093436103,1028.0596442798471,1150.1446171810605,0.012275294437682258
B1,stimulus,2,0,-1,N0,encoding,1,205,2425.517327054894,2427.5414767490415,861.3043737150209,0.030683566698933778
B1,stimulus,2,0,-1,N0,encoding,2,205,292.40518563637414,275.2097722087127,1454.514898301205,0.003626679355178973
B1,stimulus,2,0,-1,N0,maintenance,0,363,987.5570176507704,971.5772713016715,3267.8692362465126,0.012099020457823578
B1,stimulus,2,0,-1,N0,maintenance,1,363,21118.776130749753,21111.310490446205,13120.17498387342,0.2671592442485344
B1,stimulus,2,0,-1,N0,maintenance,2,363,1768.4148728583536,1776.3728806535803,1435.7558328932482,0.021933515634577124
B1,stimulus,2,0,-1,N0,retrieval,0,284,1677.209412428436,1673.5306624527198,7301.52865572354,0.020548272788642144
B1,stimulus,2,0,-1,N0,retrieval,1,284,13207.49807909684,13291.911098313958,3125.48856440389,0.16707905720388036
B1,stimulus,2,0,-1,N0,retrieval,2,284,15930.961212909806,16175.779236475131,7713.102997408106,0.1975905044682278
B1,stimulus,3,0,1,N0,encoding,0,205,27155.62591755058,27073.834143808774,26492.947717736857,0.33269620654717075
B1,stimulus,3,0,1,N0,encoding,1,205,58145.10689046618,58172.96910128798,45341.12129430885,0.7355541210074712
B1,stimulus,3,0,1,N0,encoding,2,205,130057.28129027995,130412.34894993603,111778.51956338949,1.6130906024106024
B1,stimulus,3,0,1,N0,maintenance,0,362,138251.3240469304,138451.38069961197,117859.47665975617,1.6937812886430486
B1,stimulus,3,0,1,N0,maintenance,1,362,166903.51637695948,166856.30089315234,142390.90765913122,2.111382639866468
B1,stimulus,3,0,1,N0,maintenance,2,362,485289.11700106773,484578.61190955836,529445.2697527512,6.019004136641649
B1,stimulus,3,0,1,N0,retrieval,0,254,182344.04283495992,182525.90718209045,145877.13591330728,2.2339816994775408
B1,stimulus,3,0,1,N0,retrieval,1,254,176822.37107947367,177389.14204504734,130811.97823840042,2.236859310944786
B1,stimulus,3,0,1,N0,retrieval,2,254,435722.01316724427,433484.35142499296,487514.28760337224,5.404227104630702
B1,stimulus,4,0,-1,N0,encoding,0,205,65850.61038913096,65704.85582198881,64780.75935849698,0.806766463118803
B1,stimulus,4,0,-1,N0,encoding,1,205,37820.013942156605,37830.415592298974,27552.3255268929,0.4784352217998005
B1,stimulus,4,0,-1,N0,encoding,2,205,50919.91868091831,51251.20817148876,39640.09870766429,0.631555892025556
B1,stimulus,4,0,-1,N0,maintenance,0,362,285008.3774280074,285328.6145673192,255191.16092851805,3.4917702244226225
B1,stimulus,4,0,-1,N0,maintenance,1,362,46525.22952988429,46513.579505836446,34273.31392968702,0.5885589715398061
B1,stimulus,4,0,-1,N0,maintenance,2,362,79170.42651514476,78740.82239533214,97220.33980925562,0.9819447995024616
B1,stimulus,4,0,-1,N0,retrieval,0,236,260207.9850427619,260466.78070229443,216333.42173687083,3.1879290795893542
B1,stimulus,4,0,-1,N0,retrieval,1,236,3576.4485914519473,3635.508880389611,2966.8490155616705,0.04524321375777169
B1,stimulus,4,0,-1,N0,retrieval,2,236,11073.067379610187,10676.464206473283,19194.142506579406,0.13733841544820546
B1,stimulus,5,0,1,N0,encoding,0,205,27657.114709542333,27761.7681547819,28386.409421524346,0.3388401790421576
B1,stimulus,5,0,1,N0,encoding,1,205,32738.52489716567,32711.2184616875,44315.727069018765,0.41415276695904324
