dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
A2,1,V1_M2,retrieval,14185.026852906738,17774.443449399023,0.20194255908550807,301
A2,2,N0,encoding,19884.64002238223,19513.089166505622,-0.019041108904190196,205
A2,2,N1,encoding,25700.922224085414,19513.089166505622,-0.3171119142017378,205
A2,2,N2,encoding,28830.47003341717,19513.089166505622,-0.477493890762561,205
A2,2,N3,encoding,25969.176701985038,19513.089166505622,-0.3308593262906492,205
A2,2,N2_no_projection,encoding,25735.360268019504,19513.089166505622,-0.31887678308744993,205
A2,2,N2_no_retrieval,encoding,28029.72184149544,19513.089166505622,-0.43645742620849015,205
A2,2,N2_fixed_target,encoding,28834.194872434735,19513.089166505622,-0.4776847800157069,205
A2,2,N2_equal_penalty,encoding,28830.47003341717,19513.089166505622,-0.477493890762561,205
A2,2,V1_M2,encoding,28231.119078930813,19513.089166505622,-0.44677856171485963,205
A2,2,N0,maintenance,29434.784513044193,29601.245527106174,0.005623446280648925,363
A2,2,N1,maintenance,27529.011294166186,29601.245527106174,0.07000496756267971,363
A2,2,N2,maintenance,32691.272032280696,29601.245527106174,-0.10438839481754081,363
A2,2,N3,maintenance,32777.47529212537,29601.245527106174,-0.1073005445703521,363
A2,2,N2_no_projection,maintenance,27520.368253361325,29601.245527106174,0.0702969498982523,363
A2,2,N2_no_retrieval,maintenance,34347.94642620433,29601.245527106174,-0.16035476935426773,363
A2,2,N2_fixed_target,maintenance,32690.675753451636,29601.245527106174,-0.10436825111012427,363
A2,2,N2_equal_penalty,maintenance,32691.272032280696,29601.245527106174,-0.10438839481754081,363
A2,2,V1_M2,maintenance,33131.23204962285,29601.245527106174,-0.11925128350711556,363
A2,2,N0,retrieval,19141.871382955935,19154.66544625566,0.000667934573726936,355
A2,2,N1,retrieval,18592.07523393343,19154.66544625566,0.02937092343903125,355
A2,2,N2,retrieval,15944.321941168417,19154.66544625566,0.16760112642504021,355
A2,2,N3,retrieval,15862.88741736834,19154.66544625566,0.17185254621770463,355
A2,2,N2_no_projection,retrieval,18578.252865919123,19154.66544625566,0.03009254230797409,355
A2,2,N2_no_retrieval,retrieval,15522.47754559657,19154.66544625566,0.1896241889919883,355
A2,2,N2_fixed_target,retrieval,15945.123214107794,19154.66544625566,0.16755929468740816,355
A2,2,N2_equal_penalty,retrieval,15944.321941168417,19154.66544625566,0.16760112642504021,355
A2,2,V1_M2,retrieval,15747.489393455242,19154.66544625566,0.17787708495146026,355
A2,3,N0,encoding,7750.681864707679,7794.445299922961,0.00561469527738101,205
A2,3,N1,encoding,6449.769887153552,7794.445299922961,0.17251714022326892,205
A2,3,N2,encoding,5521.835381042825,7794.445299922961,0.29156788346472806,205
A2,3,N3,encoding,7079.587638616927,7794.445299922961,0.09171373122768589,205
A2,3,N2_no_projection,encoding,6440.35046504573,7794.445299922961,0.17372561904958328,205
A2,3,N2_no_retrieval,encoding,5533.385029248899,7794.445299922961,0.290086104099853,205
A2,3,N2_fixed_target,encoding,5521.3364374404155,7794.445299922961,0.29163189617932306,205
A2,3,N2_equal_penalty,encoding,4345.1927657998585,7794.445299922961,0.4425270049886929,205
A2,3,V1_M2,encoding,5748.503665542341,7794.445299922961,0.2624871373978135,205
A2,3,N0,maintenance,15584.331710243163,15513.21955655766,-0.004583971330144765,362
A2,3,N1,maintenance,16738.011046213338,15513.21955655766,-0.07895147007946135,362
A2,3,N2,maintenance,15887.876388822759,15513.21955655766,-0.024150810919628007,362
A2,3,N3,maintenance,15274.105133020448,15513.21955655766,0.015413591141764993,362
A2,3,N2_no_projection,maintenance,16741.885524736306,15513.21955655766,-0.07920122342749103,362
A2,3,N2_no_retrieval,maintenance,15869.761542172684,15513.21955655766,-0.02298310704075024,362
A2,3,N2_fixed_target,maintenance,15888.39998412592,15513.21955655766,-0.0241845624759216,362
A2,3,N2_equal_penalty,maintenance,14980.34560058018,15513.21955655766,0.03434966894104374,362
A2,3,V1_M2,maintenance,15823.655423424472,15513.21955655766,-0.020011053523418143,362
A2,3,N0,retrieval,25802.479170376246,25802.090431715595,-1.5066169219091208e-05,340
A2,3,N1,retrieval,25312.88705690324,25802.090431715595,0.018959834905897033,340
A2,3,N2,retrieval,23287.254699894012,25802.090431715595,0.09746635601006881,340
A2,3,N3,retrieval,23974.462245066436,25802.090431715595,0.07083256263619098,340
A2,3,N2_no_projection,retrieval,25328.487506469104,25802.090431715595,0.01835521530706452,340
A2,3,N2_no_retrieval,retrieval,23263.685896750067,25802.090431715595,0.09837980150032166,340
A2,3,N2_fixed_target,retrieval,23289.600921397043,25802.090431715595,0.09737542455979586,340
A2,3,N2_equal_penalty,retrieval,20307.21268351918,25802.090431715595,0.21296250250492033,340
A2,3,V1_M2,retrieval,23536.17456174496,25802.090431715595,0.08781908101466851,340
A2,4,N0,encoding,21453.078467433792,21484.55409495634,0.0014650351775249426,205
A2,4,N1,encoding,19644.7656378588,21484.55409495634,0.08563307616095439,205
A2,4,N2,encoding,17652.526278778838,21484.55409495634,0.17836198969924633,205
A2,4,N3,encoding,19945.33408621139,21484.55409495634,0.07164309773160671,205
A2,4,N2_no_projection,encoding,19639.08301356207,21484.55409495634,0.08589757428698541,205
A2,4,N2_no_retrieval,encoding,17645.67735026703,21484.55409495634,0.17868077353257783,205
A2,4,N2_fixed_target,encoding,18083.684461891953,21484.55409495634,0.15829370337561566,205
A2,4,N2_equal_penalty,encoding,15521.650435413481,21484.55409495634,0.27754374762391254,205
A2,4,V1_M2,encoding,18018.833821429907,21484.55409495634,0.1613121807512885,205
A2,4,N0,maintenance,16666.610526554796,16631.826910634438,-0.0020913887636790918,362
A2,4,N1,maintenance,17331.053250375266,16631.826910634438,-0.04204146324380886,362
A2,4,N2,maintenance,15843.499588065844,16631.826910634438,0.047398720946556616,362
A2,4,N3,maintenance,16297.18912929348,16631.826910634438,0.020120326115646958,362
A2,4,N2_no_projection,maintenance,17329.819169434486,16631.826910634438,-0.04196726328084566,362
A2,4,N2_no_retrieval,maintenance,15859.398176441762,16631.826910634438,0.04644280741635076,362
A2,4,N2_fixed_target,maintenance,16352.8856390168,16631.826910634438,0.016771535268881532,362
A2,4,N2_equal_penalty,maintenance,14153.888855942856,16631.826910634438,0.14898772504102853,362
A2,4,V1_M2,maintenance,16033.64618086147,16631.826910634438,0.03596602664199744,362
A2,4,N0,retrieval,63371.44257510642,63359.528758465334,-0.0001880351207550479,300
A2,4,N1,retrieval,63011.70407900589,63359.528758465334,0.005489698018200206,300
A2,4,N2,retrieval,58827.10370530387,63359.528758465334,0.07153501836226805,300
A2,4,N3,retrieval,60325.412238904784,63359.528758465334,0.04788729618124199,300
A2,4,N2_no_projection,retrieval,63015.681044572375,63359.528758465334,0.005426929786737422,300
A2,4,N2_no_retrieval,retrieval,58832.80253324881,63359.528758465334,0.07144507407043676,300
A2,4,N2_fixed_target,retrieval,60018.07607279963,63359.528758465334,0.05273796619295812,300
A2,4,N2_equal_penalty,retrieval,53447.77430518441,63359.528758465334,0.15643668201930305,300
A2,4,V1_M2,retrieval,59178.44629905966,63359.528758465334,0.0659897972938609,300
