dataset,block,model,stage,MSE,zero_MSE,S_delta,n_timepoints
A2,0,N0,encoding,3458.3116272424622,3458.4725857971616,4.6540358700664086e-05,205
A2,0,N1,encoding,2589.0111141048646,3458.4725857971616,0.25140042319921707,205
A2,0,N2,encoding,2267.439317868615,3458.4725857971616,0.34438129503172543,205
A2,0,N3,encoding,1491.9820996721646,3458.4725857971616,0.5686008598711301,205
A2,0,N2_no_projection,encoding,2590.9675508749174,3458.4725857971616,0.2508347293209173,205
A2,0,N2_no_retrieval,encoding,2254.936407887379,3458.4725857971616,0.34799644873645086,205
A2,0,N2_fixed_target,encoding,2266.966588386171,3458.4725857971616,0.34451798239029674,205
A2,0,N2_equal_penalty,encoding,2024.3164710906171,3458.4725857971616,0.41467904663930655,205
A2,0,V1_M2,encoding,1927.297277255844,3458.4725857971616,0.44273165987475627,205
A2,0,N0,maintenance,5344.030430780065,5333.097783900344,-0.0020499618275751086,363
A2,0,N1,maintenance,6673.429916960241,5333.097783900344,-0.25132337477593536,363
A2,0,N2,maintenance,6607.589359673134,5333.097783900344,-0.23897772503257841,363
A2,0,N3,maintenance,5728.078786085085,5333.097783900344,-0.07406220890551007,363
A2,0,N2_no_projection,maintenance,6667.039905507859,5333.097783900344,-0.25012519471036954,363
A2,0,N2_no_retrieval,maintenance,6635.0922598531015,5333.097783900344,-0.2441347465788537,363
A2,0,N2_fixed_target,maintenance,6608.067574312437,5333.097783900344,-0.2390673942377346,363
A2,0,N2_equal_penalty,maintenance,8051.372276334463,5333.097783900344,-0.5096989784511539,363
A2,0,V1_M2,maintenance,8909.249584099703,5333.097783900344,-0.670558078082707,363
A2,0,N0,retrieval,5518.6979920237745,5519.031090471896,6.0354515613592064e-05,346
A2,0,N1,retrieval,5719.17808875318,5519.031090471896,-0.036264879650129034,346
A2,0,N2,retrieval,5375.47350061745,5519.031090471896,0.026011375457240304,346
A2,0,N3,retrieval,6318.267923181719,5519.031090471896,-0.14481470019069698,346
A2,0,N2_no_projection,retrieval,5707.080129172931,5519.031090471896,-0.034072835542761304,346
A2,0,N2_no_retrieval,retrieval,5366.866784208687,5519.031090471896,0.027570836940184473,346
A2,0,N2_fixed_target,retrieval,5374.637285533747,5519.031090471896,0.026162890291999252,346
A2,0,N2_equal_penalty,retrieval,6394.123396290082,5519.031090471896,-0.15855904622986317,346
A2,0,V1_M2,retrieval,6382.583086044714,5519.031090471896,-0.15646804328818908,346
A2,1,N0,encoding,4576.574948392585,4606.89653333601,0.006581781189140101,205
A2,1,N1,encoding,3905.5493250882064,4606.89653333601,0.1522385413201226,205
A2,1,N2,encoding,3461.0133196679967,4606.89653333601,0.24873213569618424,205
A2,1,N3,encoding,3876.557876357406,4606.89653333601,0.1585315953362081,205
A2,1,N2_no_projection,encoding,3909.7666496733423,4606.89653333601,0.15132310409364724,205
A2,1,N2_no_retrieval,encoding,3436.8693298079725,4606.89653333601,0.25397297183941336,205
A2,1,N2_fixed_target,encoding,3635.927463199371,4606.89653333601,0.2107642451074384,205
A2,1,N2_equal_penalty,encoding,3461.0133196679967,4606.89653333601,0.24873213569618424,205
A2,1,V1_M2,encoding,3412.468515899513,4606.89653333601,0.25926955571792953,205
A2,1,N0,maintenance,7549.484438978361,7500.146412411621,-0.006578275123415356,362
A2,1,N1,maintenance,7914.457445888307,7500.146412411621,-0.05524039274634207,362
A2,1,N2,maintenance,7165.590521414627,7500.146412411621,0.044606581338646145,362
A2,1,N3,maintenance,6971.020963732555,7500.146412411621,0.07054868259684133,362
A2,1,N2_no_projection,maintenance,7913.866221325719,7500.146412411621,-0.055161564343524594,362
A2,1,N2_no_retrieval,maintenance,7212.236944501771,7500.146412411621,0.03838717967337313,362
A2,1,N2_fixed_target,maintenance,7560.971478347322,7500.146412411621,-0.0081098504737247,362
A2,1,N2_equal_penalty,maintenance,7165.590521414627,7500.146412411621,0.044606581338646145,362
A2,1,V1_M2,maintenance,7413.457668907378,7500.146412411621,0.011558273497272786,362
A2,1,N0,retrieval,17786.33648559869,17774.443449399023,-0.0006691087815786645,301
A2,1,N1,retrieval,17553.723507847582,17774.443449399023,0.012417825749638456,301
A2,1,N2,retrieval,12946.996329587613,17774.443449399023,0.2715948397233575,301
A2,1,N3,retrieval,11771.438322062602,17774.443449399023,0.33773238213764667,301
A2,1,N2_no_projection,retrieval,17563.105869781637,17774.443449399023,0.011889968888141533,301
A2,1,N2_no_retrieval,retrieval,13308.19453845027,17774.443449399023,0.2512736291104385,301
A2,1,N2_fixed_target,retrieval,15983.439829008588,17774.443449399023,0.10076285232160054,301
A2,1,N2_equal_penalty,retrieval,12946.996329587613,17774.443449399023,0.2715948397233575,301
