dataset,trial_id,block,cue,cue_sample,cue_end_sample,cue_duration_s,target_sample,target_status,platform_end_sample,platform_sign,click_sample,click_side,response_sample,response_status,target_s,response_s,rt_s,correctness,correctness_reason,timeout,timeout_reason,cue_platform_disagree,valid_events,n_platforms,n_clicks,retained,reason,prefix_end_sample,prefix_end_s,prefix_last_included_after_target_s,saturation_fraction,PTP,max_jump
A2,80,3,1,180047,180099,0.203125,180614,platform_onset_hypothesis,181009,-1.0,181009,-1,181009,explicit_click,2.21484375,3.7578125,1.54296875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,180768,2.81640625,0.59765625,,,
A2,81,4,-1,182295,182348,0.20703125,182863,platform_onset_hypothesis,183207,1.0,183207,1,183207,explicit_click,2.21875,3.5625,1.34375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,183017,2.8203125,0.59765625,,,
A2,82,4,1,184492,184544,0.203125,185059,platform_onset_hypothesis,185433,-1.0,185433,-1,185433,explicit_click,2.21484375,3.67578125,1.4609375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,185213,2.81640625,0.59765625,,,
A2,83,4,1,186720,186773,0.20703125,187288,platform_onset_hypothesis,187639,1.0,187639,1,187639,explicit_click,2.21875,3.58984375,1.37109375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,187442,2.8203125,0.59765625,,,
A2,84,4,-1,188925,188977,0.203125,189492,platform_onset_hypothesis,189824,1.0,189824,1,189824,explicit_click,2.21484375,3.51171875,1.296875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,189646,2.81640625,0.59765625,0.0,390.5483557351513,12.33564949294717
A2,85,4,1,191109,191161,0.203125,191677,platform_onset_hypothesis,192034,1.0,192034,1,192034,explicit_click,2.21875,3.61328125,1.39453125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,191831,2.8203125,0.59765625,0.0,916.4429934141883,15.693339580786471
A2,86,4,-1,193322,193374,0.203125,193889,platform_onset_hypothesis,194185,-1.0,194185,-1,194185,explicit_click,2.21484375,3.37109375,1.15625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,quality,194043,2.81640625,0.59765625,0.026352288488210817,2386.372523758412,335.3118656208287
A2,87,4,-1,195470,195522,0.203125,196038,platform_onset_hypothesis,196380,-1.0,196380,-1,196380,explicit_click,2.21875,3.5546875,1.3359375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,196192,2.8203125,0.59765625,0.0,881.9025500950612,13.105206904426609
A2,88,4,1,197671,197723,0.203125,198238,platform_onset_hypothesis,198519,1.0,198519,1,198519,explicit_click,2.21484375,3.3125,1.09765625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,198392,2.81640625,0.59765625,0.0,844.0951762557302,12.268210984270354
A2,89,4,-1,199803,199855,0.203125,200371,platform_onset_hypothesis,200714,1.0,200714,1,200714,explicit_click,2.21875,3.55859375,1.33984375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,200525,2.8203125,0.59765625,0.0,484.6723844124668,13.466375574763447
A2,90,4,-1,202000,202052,0.203125,202567,platform_onset_hypothesis,203019,-1.0,203019,-1,203019,explicit_click,2.21484375,3.98046875,1.765625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,202721,2.81640625,0.59765625,0.0,637.8873183174326,13.166489930846978
A2,91,4,-1,204304,204356,0.203125,204871,platform_onset_hypothesis,205214,1.0,205214,1,205214,explicit_click,2.21484375,3.5546875,1.33984375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,205025,2.81640625,0.59765625,0.0,114.62618424036638,9.004251599814346
A2,92,4,-1,206500,206553,0.20703125,207068,platform_onset_hypothesis,207463,-1.0,207463,-1,207463,explicit_click,2.21875,3.76171875,1.54296875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,207222,2.8203125,0.59765625,0.0,1343.935376891434,13.249943787699749
A2,93,4,1,208749,208801,0.203125,209316,platform_onset_hypothesis,209641,1.0,209641,1,209641,explicit_click,2.21484375,3.484375,1.26953125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,209470,2.81640625,0.59765625,0.0,414.0398982313675,10.78342146834288
A2,94,4,-1,210925,210977,0.203125,211493,platform_onset_hypothesis,211864,1.0,211864,1,211864,explicit_click,2.21875,3.66796875,1.44921875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,211647,2.8203125,0.59765625,0.0,1055.3930187800388,10.70575977553662
A2,95,4,-1,213150,213202,0.203125,213717,platform_onset_hypothesis,214040,1.0,214040,1,214040,explicit_click,2.21484375,3.4765625,1.26171875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,213871,2.81640625,0.59765625,0.0,588.6419749108167,13.202269009057375
A2,96,4,-1,215326,215378,0.203125,215894,platform_onset_hypothesis,216247,1.0,216247,1,216247,explicit_click,2.21875,3.59765625,1.37890625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,216048,2.8203125,0.59765625,0.0,576.6549040282008,10.653807961254614
A2,97,4,-1,217535,217587,0.203125,218102,platform_onset_hypothesis,218429,-1.0,218429,-1,218429,explicit_click,2.21484375,3.4921875,1.27734375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,218256,2.81640625,0.59765625,0.0,220.1842540169834,10.272449322619607
A2,98,4,-1,219715,219767,0.203125,220282,platform_onset_hypothesis,220617,-1.0,220617,-1,220617,explicit_click,2.21484375,3.5234375,1.30859375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,220436,2.81640625,0.59765625,0.0,510.07919213805286,13.555886858010638
A2,99,4,-1,221904,221956,0.203125,222471,platform_onset_hypothesis,222810,1.0,222810,1,222810,explicit_click,2.21484375,3.5390625,1.32421875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,222625,2.81640625,0.59765625,0.0,508.5408815485759,10.494857639921236
A2,100,4,-1,224096,224148,0.203125,224663,platform_onset_hypothesis,225022,-1.0,225022,-1,225022,explicit_click,2.21484375,3.6171875,1.40234375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,224817,2.81640625,0.59765625,,,
B2,1,0,-1,5134,5187,0.20703125,5702,platform_onset_hypothesis,6062,1.0,6062,1,6062,explicit_click,2.21875,3.625,1.40625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,5856,2.8203125,0.59765625,,,
B2,2,0,-1,7347,7399,0.203125,7914,platform_onset_hypothesis,8324,-1.0,8324,-1,8324,explicit_click,2.21484375,3.81640625,1.6015625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,8068,2.81640625,0.59765625,0.0,995.0485548675098,11.850279792543233
B2,3,0,-1,9611,9663,0.203125,10179,platform_onset_hypothesis,10588,-1.0,10588,-1,10588,explicit_click,2.21875,3.81640625,1.59765625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,10333,2.8203125,0.59765625,0.0,476.42098703627136,8.139169958200853
B2,4,0,1,11871,11924,0.20703125,12439,platform_onset_hypothesis,12712,1.0,12712,1,12712,explicit_click,2.21875,3.28515625,1.06640625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,12593,2.8203125,0.59765625,0.0,1215.0388410089658,10.823763255853123
B2,5,0,-1,13996,14048,0.203125,14564,platform_onset_hypothesis,14874,-1.0,14874,-1,14874,explicit_click,2.21875,3.4296875,1.2109375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,14718,2.8203125,0.59765625,0.0,336.9216799557282,11.774604773217419
B2,6,0,1,16161,16213,0.203125,16728,platform_onset_hypothesis,17037,-1.0,17037,-1,17037,explicit_click,2.21484375,3.421875,1.20703125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,16882,2.81640625,0.59765625,0.0,840.2442639054498,11.786265289688572
B2,7,0,1,18321,18373,0.203125,18889,platform_onset_hypothesis,19211,1.0,19211,1,19211,explicit_click,2.21875,3.4765625,1.2578125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,19043,2.8203125,0.59765625,0.0,1133.0001538830286,11.170215757246808
B2,8,0,1,20498,20550,0.203125,21065,platform_onset_hypothesis,21347,1.0,21347,1,21347,explicit_click,2.21484375,3.31640625,1.1015625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,21219,2.81640625,0.59765625,0.0,324.81060946464424,10.977387204943398
B2,9,0,1,22630,22682,0.203125,23197,platform_onset_hypothesis,23474,1.0,23474,1,23474,explicit_click,2.21484375,3.296875,1.08203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,23351,2.81640625,0.59765625,0.0,586.3109114663546,9.485446696672227
B2,10,0,-1,24759,24811,0.203125,25326,platform_onset_hypothesis,25641,1.0,25641,1,25641,explicit_click,2.21484375,3.4453125,1.23046875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,25480,2.81640625,0.59765625,0.0,1267.552156491245,12.656178742851438
B2,11,0,1,26927,26979,0.203125,27494,platform_onset_hypothesis,27849,1.0,27849,1,27849,explicit_click,2.21484375,3.6015625,1.38671875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,27648,2.81640625,0.59765625,0.0,975.8672572345988,12.505090183300581
B2,12,0,1,29131,29184,0.20703125,29699,platform_onset_hypothesis,30089,-1.0,30089,-1,30089,explicit_click,2.21875,3.7421875,1.5234375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,29853,2.8203125,0.59765625,0.0,542.6830948925336,10.384444139278003
B2,13,0,1,31372,31424,0.203125,31939,platform_onset_hypothesis,32293,1.0,32293,1,32293,explicit_click,2.21484375,3.59765625,1.3828125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,32093,2.81640625,0.59765625,0.0,823.107525853129,10.251686872565529
B2,14,0,1,33576,33629,0.20703125,34144,platform_onset_hypothesis,34523,-1.0,34523,-1,34523,explicit_click,2.21875,3.69921875,1.48046875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,quality,34298,2.8203125,0.59765625,0.06555863342566944,2948.210476609607,554.2686080192136
B2,15,0,1,35809,35861,0.203125,36376,platform_onset_hypothesis,36748,-1.0,36748,-1,36748,explicit_click,2.21484375,3.66796875,1.453125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,36530,2.81640625,0.59765625,0.0,1119.287730209489,10.876789556415332
B2,16,0,1,38033,38085,0.203125,38601,platform_onset_hypothesis,38910,1.0,38910,1,38910,explicit_click,2.21875,3.42578125,1.20703125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,quality,38755,2.8203125,0.59765625,0.0729455216989843,3340.872329120402,544.0438434304126
B2,17,0,-1,40198,40250,0.203125,40765,platform_onset_hypothesis,41094,-1.0,41094,-1,41094,explicit_click,2.21484375,3.5,1.28515625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,40919,2.81640625,0.59765625,0.0,516.0329034687784,13.115027591036721
B2,18,0,1,42378,42430,0.203125,42946,platform_onset_hypothesis,43318,-1.0,43318,-1,43318,explicit_click,2.21875,3.671875,1.453125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,43100,2.8203125,0.59765625,,,
B2,19,0,1,44603,44655,0.203125,45170,platform_onset_hypothesis,45526,1.0,45526,1,45526,explicit_click,2.21484375,3.60546875,1.390625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,45324,2.81640625,0.59765625,,,
B2,20,0,-1,46811,46863,0.203125,47378,platform_onset_hypothesis,47716,1.0,47716,1,47716,explicit_click,2.21484375,3.53515625,1.3203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,47532,2.81640625,0.59765625,,,
B2,21,1,1,49003,49056,0.20703125,49571,platform_onset_hypothesis,49854,1.0,49854,1,49854,explicit_click,2.21875,3.32421875,1.10546875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,49725,2.8203125,0.59765625,,,
B2,22,1,1,51140,51192,0.203125,51707,platform_onset_hypothesis,52054,-1.0,52054,-1,52054,explicit_click,2.21484375,3.5703125,1.35546875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,51861,2.81640625,0.59765625,,,
B2,23,1,-1,53340,53393,0.20703125,53908,platform_onset_hypothesis,54210,-1.0,54210,-1,54210,explicit_click,2.21875,3.3984375,1.1796875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,54062,2.8203125,0.59765625,,,
B2,24,1,-1,55493,55545,0.203125,56060,platform_onset_hypothesis,56409,1.0,56409,1,56409,explicit_click,2.21484375,3.578125,1.36328125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,56214,2.81640625,0.59765625,0.0,592.2356033372303,12.194714999618554
B2,25,1,-1,57693,57745,0.203125,58261,platform_onset_hypothesis,58595,-1.0,58595,-1,58595,explicit_click,2.21875,3.5234375,1.3046875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,58415,2.8203125,0.59765625,0.0,1109.1315088721585,14.776812000855898
B2,26,1,1,59878,59930,0.203125,60445,platform_onset_hypothesis,60785,1.0,60785,1,60785,explicit_click,2.21484375,3.54296875,1.328125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,60599,2.81640625,0.59765625,0.0,1071.6345248959688,12.451008718689081
B2,27,1,-1,62070,62122,0.203125,62638,platform_onset_hypothesis,63010,1.0,63010,1,63010,explicit_click,2.21875,3.671875,1.453125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,62792,2.8203125,0.59765625,0.0,763.1767997003012,11.415261946534699
B2,28,1,-1,64295,64347,0.203125,64862,platform_onset_hypothesis,65160,1.0,65160,1,65160,explicit_click,2.21484375,3.37890625,1.1640625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,65016,2.81640625,0.59765625,0.0,197.26930795103317,12.741780470781293
B2,29,1,-1,66447,66499,0.203125,67015,platform_onset_hypothesis,67343,-1.0,67343,-1,67343,explicit_click,2.21875,3.5,1.28125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,67169,2.8203125,0.59765625,0.0,1215.2020466283411,17.520956739080702
B2,30,1,1,68632,68684,0.203125,69199,platform_onset_hypothesis,69559,-1.0,69559,-1,69559,explicit_click,2.21484375,3.62109375,1.40625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,69353,2.81640625,0.59765625,0.0,855.8067653046373,7.344730240626518
B2,31,1,1,70844,70896,0.203125,71412,platform_onset_hypothesis,71758,1.0,71758,1,71758,explicit_click,2.21875,3.5703125,1.3515625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,71566,2.8203125,0.59765625,0.0,775.2373470518395,12.42417510788141
B2,32,1,1,73045,73097,0.203125,73612,platform_onset_hypothesis,73902,1.0,73902,1,73902,explicit_click,2.21484375,3.34765625,1.1328125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,73766,2.81640625,0.59765625,0.0,1663.0946825920169,14.21984231761462
B2,33,1,1,75189,75241,0.203125,75757,platform_onset_hypothesis,76087,-1.0,76087,-1,76087,explicit_click,2.21875,3.5078125,1.2890625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,75911,2.8203125,0.59765625,0.0,687.7794466189042,11.733086536271173
B2,34,1,1,77369,77422,0.20703125,77937,platform_onset_hypothesis,78280,-1.0,78280,-1,78280,explicit_click,2.21875,3.55859375,1.33984375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,78091,2.8203125,0.59765625,0.0,942.3409187657419,8.192422121432742
B2,35,1,-1,79566,79618,0.203125,80134,platform_onset_hypothesis,80496,1.0,80496,1,80496,explicit_click,2.21875,3.6328125,1.4140625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,80288,2.8203125,0.59765625,0.0,853.6125474244238,8.252267030901322
B2,36,1,1,81783,81835,0.203125,82350,platform_onset_hypothesis,82675,1.0,82675,1,82675,explicit_click,2.21484375,3.484375,1.26953125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,82504,2.81640625,0.59765625,0.0,678.9549642977845,12.215424866586204
B2,37,1,-1,83959,84011,0.203125,84527,platform_onset_hypothesis,84881,-1.0,84881,-1,84881,explicit_click,2.21875,3.6015625,1.3828125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,84681,2.8203125,0.59765625,0.0,426.4399889041659,8.915992911248907
B2,38,1,-1,86167,86220,0.20703125,86735,platform_onset_hypothesis,87125,1.0,87125,1,87125,explicit_click,2.21875,3.7421875,1.5234375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,86889,2.8203125,0.59765625,,,
B2,39,1,1,88412,88464,0.203125,88979,platform_onset_hypothesis,89356,-1.0,89356,-1,89356,explicit_click,2.21484375,3.6875,1.47265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,89133,2.81640625,0.59765625,,,
B2,40,1,1,90640,90692,0.203125,91208,platform_onset_hypothesis,91529,-1.0,91529,-1,91529,explicit_click,2.21875,3.47265625,1.25390625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,91362,2.8203125,0.59765625,,,
B2,41,2,1,92817,92869,0.203125,93384,platform_onset_hypothesis,93692,1.0,93692,1,93692,explicit_click,2.21484375,3.41796875,1.203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,93538,2.81640625,0.59765625,,,
B2,42,2,-1,94977,95029,0.203125,95545,platform_onset_hypothesis,95858,-1.0,95858,-1,95858,explicit_click,2.21875,3.44140625,1.22265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,95699,2.8203125,0.59765625,,,
B2,43,2,-1,97142,97194,0.203125,97709,platform_onset_hypothesis,97976,-1.0,97976,-1,97976,explicit_click,2.21484375,3.2578125,1.04296875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,97863,2.81640625,0.59765625,,,
B2,44,2,1,99262,99314,0.203125,99830,platform_onset_hypothesis,100213,-1.0,100213,-1,100213,explicit_click,2.21875,3.71484375,1.49609375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,99984,2.8203125,0.59765625,0.0,406.0049568023505,12.10932462760104
B2,45,2,-1,101498,101551,0.20703125,102066,platform_onset_hypothesis,102392,1.0,102392,1,102392,explicit_click,2.21875,3.4921875,1.2734375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,102220,2.8203125,0.59765625,0.0,601.5691478175745,10.9493378083896
B2,46,2,-1,103675,103727,0.203125,104242,platform_onset_hypothesis,104547,1.0,104547,1,104547,explicit_click,2.21484375,3.40625,1.19140625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,104396,2.81640625,0.59765625,0.0,566.2238920848139,16.498511668677452
B2,47,2,1,105831,105884,0.20703125,106399,platform_onset_hypothesis,106752,-1.0,106752,-1,106752,explicit_click,2.21875,3.59765625,1.37890625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,106553,2.8203125,0.59765625,0.0,149.32822417915838,8.138618800183593
B2,48,2,-1,108040,108092,0.203125,108607,platform_onset_hypothesis,109005,-1.0,109005,-1,109005,explicit_click,2.21484375,3.76953125,1.5546875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,108761,2.81640625,0.59765625,0.0,491.9697379738815,14.184043585193791
B2,49,2,1,110293,110345,0.203125,110860,platform_onset_hypothesis,111198,1.0,111198,1,111198,explicit_click,2.21484375,3.53515625,1.3203125,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,111014,2.81640625,0.59765625,0.0,1152.5043188469192,11.595593189001306
B2,50,2,-1,112485,112537,0.203125,113053,platform_onset_hypothesis,113404,-1.0,113404,-1,113404,explicit_click,2.21875,3.58984375,1.37109375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,113207,2.8203125,0.59765625,0.013850415512465374,1694.626582554948,15.11509865387302
B2,51,2,-1,114689,114742,0.20703125,115257,platform_onset_hypothesis,115612,1.0,115612,1,115612,explicit_click,2.21875,3.60546875,1.38671875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,115411,2.8203125,0.59765625,0.0,1236.275851994389,11.964069394424882
B2,52,2,-1,116898,116950,0.203125,117465,platform_onset_hypothesis,117813,-1.0,117813,-1,117813,explicit_click,2.21484375,3.57421875,1.359375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,117619,2.81640625,0.59765625,0.0,277.8189421197077,10.590716130775462
B2,53,2,1,119098,119151,0.20703125,119666,platform_onset_hypothesis,119961,1.0,119961,1,119961,explicit_click,2.21875,3.37109375,1.15234375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,119820,2.8203125,0.59765625,0.0,601.8293798339948,15.262545638538029
B2,54,2,1,121247,121299,0.203125,121814,platform_onset_hypothesis,122191,-1.0,122191,-1,122191,explicit_click,2.21484375,3.6875,1.47265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,quality,121968,2.81640625,0.59765625,0.14794267221451687,3617.0610149523127,547.0710895629857
B2,55,2,1,123479,123531,0.203125,124047,platform_onset_hypothesis,124326,1.0,124326,1,124326,explicit_click,2.21875,3.30859375,1.08984375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,124201,2.8203125,0.59765625,0.0,439.21188285283796,8.32642324597748
B2,56,2,-1,125612,125664,0.203125,126179,platform_onset_hypothesis,126483,1.0,126483,1,126483,explicit_click,2.21484375,3.40234375,1.1875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,126333,2.81640625,0.59765625,0.0036985668053629217,1387.4100590575345,17.585650678463082
B2,57,2,-1,127768,127821,0.20703125,128336,platform_onset_hypothesis,128654,1.0,128654,1,128654,explicit_click,2.21875,3.4609375,1.2421875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,128490,2.8203125,0.59765625,0.012465373961218837,1260.5141624523535,10.73853800858842
B2,58,2,-1,129941,129993,0.203125,130508,platform_onset_hypothesis,130845,1.0,130845,1,130845,explicit_click,2.21484375,3.53125,1.31640625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,130662,2.81640625,0.59765625,,,
B2,59,2,-1,132129,132181,0.203125,132697,platform_onset_hypothesis,133031,1.0,133031,1,133031,explicit_click,2.21875,3.5234375,1.3046875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,132851,2.8203125,0.59765625,,,
B2,60,2,-1,134318,134370,0.203125,134886,platform_onset_hypothesis,135204,1.0,135204,1,135204,explicit_click,2.21875,3.4609375,1.2421875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,135040,2.8203125,0.59765625,,,
B2,61,3,-1,136490,136542,0.203125,137058,platform_onset_hypothesis,137353,1.0,137353,1,137353,explicit_click,2.21875,3.37109375,1.15234375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,137212,2.8203125,0.59765625,,,
B2,62,3,1,138639,138691,0.203125,139206,platform_onset_hypothesis,139591,-1.0,139591,-1,139591,explicit_click,2.21484375,3.71875,1.50390625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,False,block_boundary_24s_buffer,139360,2.81640625,0.59765625,,,
B2,63,3,-1,140879,140931,0.203125,141446,platform_onset_hypothesis,141841,-1.0,141841,-1,141841,explicit_click,2.21484375,3.7578125,1.54296875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,False,block_boundary_24s_buffer,141600,2.81640625,0.59765625,,,
B2,64,3,-1,143127,143180,0.20703125,143695,platform_onset_hypothesis,144008,-1.0,144008,-1,144008,explicit_click,2.21875,3.44140625,1.22265625,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,143849,2.8203125,0.59765625,0.0,623.0612149509655,12.048979784976723
B2,65,3,1,145292,145344,0.203125,145859,platform_onset_hypothesis,146166,-1.0,146166,-1,146166,explicit_click,2.21484375,3.4140625,1.19921875,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,True,True,1,1,True,retained,146013,2.81640625,0.59765625,0.0,1190.9643785165003,12.351183167326894
B2,66,3,1,147452,147505,0.20703125,148020,platform_onset_hypothesis,148368,1.0,148368,1,148368,explicit_click,2.21875,3.578125,1.359375,,ground_truth_target_mapping_unavailable,,deadline_and_timeout_flag_unavailable,False,True,1,1,True,retained,148174,2.8203125,0.59765625,0.0,1015.5628720830691,11.287901845455963
