stage,dataset,trial_id,truth,50_250ms_logvar_共同,50_250ms_logvar_中线,50_250ms_logvar_侧化,50_250ms_corr_共同_中线,50_250ms_corr_共同_侧化,50_250ms_corr_中线_侧化,250_500ms_logvar_共同,250_500ms_logvar_中线,250_500ms_logvar_侧化,250_500ms_corr_共同_中线,250_500ms_corr_共同_侧化,250_500ms_corr_中线_侧化,500_750ms_logvar_共同,500_750ms_logvar_中线,500_750ms_logvar_侧化,500_750ms_corr_共同_中线,500_750ms_corr_共同_侧化,500_750ms_corr_中线_侧化,50_750ms_logvar_共同,50_750ms_logvar_中线,50_750ms_logvar_侧化,50_750ms_corr_共同_中线,50_750ms_corr_共同_侧化,50_750ms_corr_中线_侧化
before,A1,18,-1,4.062747474728274,2.4399187024542184,2.680995616905356,0.630316408301416,-0.4306702358596083,-0.7072468281423225,4.746126362387812,1.6714133415826973,3.411545682701789,0.3253966260019231,-0.23839723133684917,-0.20580061920270387,5.410084158001399,2.760043859112899,2.5640857217475577,0.319169620458816,-0.3311430395129036,0.250836186701981,5.318636455918702,2.4828295239948046,3.610986114120838,0.124242539649915,-0.30404041630434003,-0.11341028152004115
before,A1,19,-1,5.2778122292011735,3.6816264897599456,3.5240720742236165,0.35637095718376627,0.011524605696732191,-0.23815320334602488,6.213835897119457,4.77226642923852,3.4255485023370564,-0.715146420438924,-0.051987989511282924,-0.275233771336213,5.653406845210203,3.9282607263757785,4.663721076588884,-0.0934419845295944,0.4826397259511322,0.538131133956258,7.2742162546644,6.139071700995253,4.954589286260331,-0.8749976018688821,-0.6079540416822936,0.7256358808860504
before,A1,21,-1,4.2059908920171765,0.6730257409338609,3.033313072976859,0.6809602074218076,-0.16905497008694698,-0.17129871919125259,5.215952984981282,1.1853782636125605,1.1039630408517753,0.1265492173611552,-0.5168652382807606,-0.15017341455257058,6.018846374990572,2.5090570260087297,4.973625543640512,-0.7455705096555059,-0.808337695258878,0.9462446348047262,6.166032597365354,2.5638699335212127,4.754261483877548,-0.45711060822466953,-0.8023247110756401,0.738837670923292
before,A1,22,-1,7.630435378037268,6.9324334319975955,2.761995956578052,-0.9666578102066624,0.40142350513948666,-0.535822320204497,6.327736904705523,6.73217126844762,4.773067263198549,-0.876849580813581,0.7293437161421468,-0.9268896886943137,6.357115206300865,6.056290894698798,5.514160305494936,-0.9341284790549248,0.8392872214759096,-0.9380962903206177,8.583869326777346,8.734988342251876,6.65275877549775,-0.9737834051309102,0.85426946868783,-0.9299175696608944
before,A1,23,1,6.15969820421358,5.312535181595739,3.6734497174580008,-0.8450451496973486,-0.9381961872907865,0.8397224284728573,7.26467586866505,6.838872414444728,3.7403512130532888,-0.9443653407142056,0.909053448887908,-0.9390088321376869,9.125519431940578,8.53118919961866,4.190775348654159,-0.9901574982216779,-0.7346078635063877,0.6804835599737642,10.007350753388854,9.476754153570294,4.451739334749345,-0.9962444063272717,0.4599583901549017,-0.4889333247699263
before,A1,24,-1,8.033904055658837,1.940913513036779,3.1274814294899698,-0.6860206789246687,0.1446964428519179,0.20597482638763828,7.277850754618617,0.891379985490531,2.5991411681888,0.6423332106322998,0.617622728184514,0.3293820881795173,4.551665262815218,1.6000140400950698,3.164121074808483,0.333852598789311,-0.6317831321094051,-0.12527284236599093,7.37466532752766,2.0249767497883018,3.206080057344416,0.03972297803358452,0.2763345066035042,0.3440485997816353
before,A1,25,-1,6.995194378961852,5.561086869860393,5.077968593796855,-0.8830848853483465,-0.9135206438806449,0.9538803891083906,6.111106961179206,5.510178624741681,5.703354125670211,-0.8650834917735946,-0.9079289327799158,0.9484980477501169,6.211113417976355,4.024018260302193,4.694400945643407,-0.8601806176533279,-0.808765236574096,0.8858426391040696,7.962971238203303,7.374432176790336,7.541211052154995,-0.9573453495422515,-0.9544118138454738,0.991342082311277
before,A1,26,1,8.161580533595824,0.7321264551080869,3.8431898892595604,-0.12610368742059347,0.5656279289898756,-0.5568520728057937,7.595022044372309,1.536714790370789,3.339316238438768,-0.08977719097416312,0.3548852934843308,-0.6504711852347821,4.5595872554562495,2.769516195855844,3.834383519585206,-0.33503669748725884,-0.03335062117937165,-0.7756394761455921,7.78028027760256,2.3656730750820234,4.0495896570880845,0.1361226817146646,-0.03158050658340808,-0.6767717629823157
before,A1,28,-1,7.152178051408839,3.0958056650005825,1.936965095333465,-0.8394194037207752,-0.03109376860742564,-0.10239769598581235,7.762483248816666,3.167166660243583,3.334008792374167,-0.3760456279515489,0.569809706219841,-0.5212807715329066,7.870166588288487,4.049449555307923,4.646178919714637,-0.7771910669998956,-0.7799089161209801,0.4648670588368878,9.583784079052943,4.697167353711241,4.925641561673177,-0.8365051024591198,-0.8066715586022324,0.6676185430308171
before,A1,29,-1,5.252628528293132,3.668735371866041,3.220110473645492,-0.8368752262567323,-0.8823802482720173,0.7595059622637645,4.938107104331215,3.6989713535197155,3.8873618945108634,-0.5252612973074736,-0.6866714996374639,0.8601534684492942,4.290806082738445,4.517489027990657,3.3771352267845076,0.09425100707625923,-0.04651246872703538,0.8625735389451792,6.755571148134008,6.083469094613147,5.484499803652865,-0.8833094622832329,-0.9297779071096699,0.9655036758773021
before,A1,30,-1,5.5164047646978,1.3226875140907561,3.862518775396694,-0.2595486245382677,0.8952204003077651,-0.39334258269304384,4.611901354385263,2.0109818884047233,3.794088084918972,-0.010973705068010058,0.04367521919122603,-0.6062625490022637,4.509834867707898,2.590320856350546,3.3460649165645027,-0.11546615720887508,0.008678119246924243,-0.5691769325185695,5.74954298957699,3.368251197149992,3.769081144981035,-0.6601347035913464,0.40018011023072964,-0.4086728849098663
before,A1,31,-1,4.833536966620708,3.7376480045114437,3.31051703491764,-0.6931039489790082,-0.4813654752471945,0.5786182380062732,4.644571970928813,0.5273976875898676,2.7552511937308046,0.32097320827630865,-0.7433592195849809,-0.19410988496863119,4.860690485863713,1.3166145980142527,2.7156576935307966,0.531571212665372,0.4250673630871332,0.24255502936855652,5.353538757255334,3.679144396961304,4.734088438311248,-0.5137651002897683,-0.666456757794779,0.7530111333276974
before,A1,32,1,4.883186203330249,1.4421837929245733,2.409240795176557,-0.4423082729947876,-0.758677084385094,0.38538876440144865,5.701285744356692,2.601803030494571,2.8819203783939975,0.48444967632692665,-0.08303646924335781,-0.21310614452913987,5.530430350550585,2.100972950791616,5.205295003437045,0.1920978883367244,0.19904604728525624,-0.6860064426669615,6.33256573714754,3.9110162371614625,4.499822159176185,-0.4861601313318362,0.08958316148614158,0.006850570722817046
before,A1,33,1,3.9519183995750384,0.7547988855751024,2.4469754761367515,0.30763670226528794,0.5022164169190956,-0.16696424308271585,5.578412386037942,1.5043030733897107,2.64804337045764,0.5721015752188611,-0.3664035258482651,-0.31639914951484177,5.17963277587532,0.9937377032493887,2.7510930970856338,0.20946990777416383,0.04773782788845773,0.10466369471092424,5.576967593192928,1.6959067539333568,3.6260706426280263,0.06877666146391118,-0.5021518371709652,0.19777059409662454
