dataset,version,common_fold_MAE_reduction_pct,common_legacy_MAE_reduction_pct,SNR_gain_dB,baseline_RMS_reduction_pct,left_right_amplitude_ratio,left_right_shape_correlation
A1,old,11.217200215161927,10.006952690033533,0.21734434910557177,4.671974611656282,0.9339473411707931,0.9979859510917378
A1,new,12.15946741271743,13.809853808316452,-0.013975300598504603,5.3217806321369965,0.9053229251050631,0.9984523336423341
A2,old,8.861376561978451,8.232869531395416,0.02672667748435842,3.2150820689876847,0.9522510571897417,0.9915567683556028
A2,new,10.476208876797433,10.036331923826936,0.05695904512758787,3.574905183795807,0.9110052974407082,0.9957466069101932
B1,old,7.387677127120773,5.4438378650536245,0.1025517343186273,3.744348348901827,0.942079125250823,0.9981879559550243
B1,new,7.218793148949643,6.584749550218715,-0.04557184879799081,3.6148548567301653,0.932304197454688,0.9974215527306516
B2,old,10.781586169536105,9.819909318454734,0.4806281546699971,5.260442637302054,0.8134695091132502,0.9970854745686197
B2,new,9.711173234842342,7.67093567005066,0.633864511932428,4.167203963010735,0.8070689057356737,0.9883716664157286
