dataset,trial_id,block,onset_sample,epoch_start,epoch_end_exclusive,cue,duration_ms,filter_start,filter_end_exclusive,guard_seconds,retained,reason,saturated_samples,PTP,max_jump
A2,22,1,52005,51941,52210,-1,207.03125,48707,92847,24,False,filter_boundary_buffer,,,
A2,23,1,54226,54162,54431,1,203.125,48707,92847,24,False,filter_boundary_buffer,,,
A2,24,1,56418,56354,56623,1,203.125,48707,92847,24,True,retained,0.0,90.30649583595002,4.7932486100408624
A2,25,1,58631,58567,58836,-1,203.125,48707,92847,24,True,retained,0.0,325.9034764336142,10.360446118245648
A2,26,1,60795,60731,61000,-1,203.125,48707,92847,24,True,retained,0.0,211.12596691957577,12.695170388028401
A2,27,1,62972,62908,63177,1,203.125,48707,92847,24,True,retained,0.0,556.0014830341481,8.903844486605522
A2,28,1,65181,65117,65386,1,203.125,48707,92847,24,True,retained,0.0,295.40674111077374,9.961294051680426
A2,29,1,67405,67341,67610,1,203.125,48707,92847,24,True,retained,0.0,658.3463738718774,8.779950326453786
A2,30,1,69685,69621,69890,-1,203.125,48707,92847,24,False,quality,103.0,2286.7354831706566,476.53467435502097
A2,31,1,71941,71877,72146,-1,203.125,48707,92847,24,True,retained,0.0,192.5026943393985,14.48253324215625
A2,32,1,74110,74046,74315,-1,203.125,48707,92847,24,True,retained,0.0,178.86274536006783,11.084493246214407
A2,33,1,76262,76198,76467,1,203.125,48707,92847,24,False,quality,125.0,2275.322231964429,477.5134415609276
A2,34,1,78455,78391,78660,-1,203.125,48707,92847,24,True,retained,0.0,231.83272428876026,8.250824012701344
A2,35,1,80691,80627,80896,-1,203.125,48707,92847,24,True,retained,0.0,236.97589415237314,9.410305065839736
A2,36,1,82915,82851,83120,1,207.03125,48707,92847,24,True,retained,0.0,99.44861689180095,11.161835458746914
A2,37,1,85072,85008,85277,1,203.125,48707,92847,24,True,retained,0.0,329.7595182824382,11.85460860677108
A2,38,1,87272,87208,87477,-1,207.03125,48707,92847,24,False,filter_boundary_buffer,,,
A2,39,1,89489,89425,89694,1,203.125,48707,92847,24,False,filter_boundary_buffer,,,
A2,40,1,91757,91693,91962,-1,207.03125,48707,92847,24,False,filter_boundary_buffer,,,
A2,41,2,93938,93874,94143,-1,203.125,92847,137084,24,False,filter_boundary_buffer,,,
A2,42,2,96182,96118,96387,-1,207.03125,92847,137084,24,False,filter_boundary_buffer,,,
A2,43,2,98375,98311,98580,-1,203.125,92847,137084,24,False,filter_boundary_buffer,,,
A2,44,2,100571,100507,100776,-1,203.125,92847,137084,24,True,retained,0.0,233.136182415694,10.60431287403442
A2,45,2,102843,102779,103048,-1,207.03125,92847,137084,24,False,quality,69.0,2206.969399823738,410.0109499725552
A2,46,2,105004,104940,105209,-1,203.125,92847,137084,24,True,retained,0.0,377.35217124118964,9.787166382600049
A2,47,2,107201,107137,107406,-1,203.125,92847,137084,24,True,retained,0.0,171.158579566823,6.283743406197676
A2,48,2,109365,109301,109570,-1,203.125,92847,137084,24,True,retained,0.0,203.11576161926195,9.700057715454193
A2,49,2,111601,111537,111806,1,207.03125,92847,137084,24,True,retained,0.0,523.7187071093758,13.402772471014941
A2,50,2,113838,113774,114043,1,203.125,92847,137084,24,True,retained,0.0,629.7927873622123,8.903805869748737
A2,51,2,116071,116007,116276,-1,203.125,92847,137084,24,True,retained,0.0,821.4591127808973,14.81352482750151
A2,52,2,118295,118231,118500,1,203.125,92847,137084,24,True,retained,0.0,444.73417249606445,10.97837719339347
A2,53,2,120443,120379,120648,1,203.125,92847,137084,24,True,retained,0.0,198.756553054045,13.387965797811006
A2,54,2,122664,122600,122869,-1,203.125,92847,137084,24,True,retained,0.0,652.5260789554691,10.904972004732144
A2,55,2,124876,124812,125081,-1,203.125,92847,137084,24,True,retained,0.0,656.264836951739,11.545893437271843
A2,56,2,127057,126993,127262,1,203.125,92847,137084,24,True,retained,0.0,544.123191094227,11.5433928929059
A2,57,2,129277,129213,129482,1,203.125,92847,137084,24,True,retained,0.0,233.28733062753247,12.211964425028533
A2,58,2,131502,131438,131707,1,203.125,92847,137084,24,False,filter_boundary_buffer,,,
A2,59,2,133738,133674,133943,1,203.125,92847,137084,24,False,filter_boundary_buffer,,,
A2,60,2,135966,135902,136171,1,207.03125,92847,137084,24,False,filter_boundary_buffer,,,
A2,61,3,138203,138139,138408,-1,203.125,137084,181171,24,False,filter_boundary_buffer,,,
A2,62,3,140443,140379,140648,1,203.125,137084,181171,24,False,filter_boundary_buffer,,,
A2,63,3,142628,142564,142833,-1,203.125,137084,181171,24,False,filter_boundary_buffer,,,
A2,64,3,144828,144764,145033,-1,203.125,137084,181171,24,True,retained,0.0,469.5609080603256,10.92319656672089
A2,65,3,147025,146961,147230,1,203.125,137084,181171,24,True,retained,0.0,265.05025487110646,11.858568121577477
A2,66,3,149201,149137,149406,-1,203.125,137084,181171,24,True,retained,0.0,177.22994467022042,7.754231544782584
A2,67,3,151386,151322,151591,1,203.125,137084,181171,24,True,retained,0.0,606.9908215270785,11.089843639751649
A2,68,3,153562,153498,153767,1,203.125,137084,181171,24,True,retained,0.0,175.16194678159326,10.88091630299597
A2,69,3,155802,155738,156007,-1,207.03125,137084,181171,24,True,retained,0.0,101.86596446947506,10.800489431239079
A2,70,3,158051,157987,158256,-1,203.125,137084,181171,24,True,retained,0.0,397.2155507234304,9.367794078084614
A2,71,3,160243,160179,160448,1,203.125,137084,181171,24,True,retained,0.0,157.05788326720585,10.420255936462127
A2,72,3,162412,162348,162617,1,203.125,137084,181171,24,True,retained,0.0,512.7344761488073,19.532449054899246
A2,73,3,164560,164496,164765,1,203.125,137084,181171,24,True,retained,0.0,200.95059838207786,8.525811112879126
A2,74,3,166789,166725,166994,1,203.125,137084,181171,24,True,retained,0.0,284.756670963486,12.885838644792955
A2,75,3,169005,168941,169210,-1,203.125,137084,181171,24,True,retained,0.0,285.69216040083177,11.504103843400571
A2,76,3,171185,171121,171390,-1,207.03125,137084,181171,24,True,retained,0.0,120.68894557319356,7.684417328896302
A2,77,3,173442,173378,173647,-1,203.125,137084,181171,24,True,retained,0.0,267.520702109146,10.209297581442797
A2,78,3,175618,175554,175823,1,203.125,137084,181171,24,False,filter_boundary_buffer,,,
A2,79,3,177883,177819,178088,-1,203.125,137084,181171,24,False,filter_boundary_buffer,,,
A2,80,3,180047,179983,180252,1,203.125,137084,181171,24,False,filter_boundary_buffer,,,
A2,81,4,182295,182231,182500,-1,207.03125,181171,230157,24,False,filter_boundary_buffer,,,
A2,82,4,184492,184428,184697,1,203.125,181171,230157,24,False,filter_boundary_buffer,,,
A2,83,4,186720,186656,186925,1,207.03125,181171,230157,24,False,filter_boundary_buffer,,,
A2,84,4,188925,188861,189130,-1,203.125,181171,230157,24,True,retained,0.0,367.15896382857363,11.715039741629539
A2,85,4,191109,191045,191314,1,203.125,181171,230157,24,True,retained,0.0,458.1012541159693,10.274441131904894
A2,86,4,193322,193258,193527,-1,203.125,181171,230157,24,False,quality,128.0,2113.7165393636797,378.36354425754746
A2,87,4,195470,195406,195675,-1,203.125,181171,230157,24,True,retained,0.0,798.1009825866528,9.960100297920746
A2,88,4,197671,197607,197876,1,203.125,181171,230157,24,True,retained,0.0,850.6975532469974,12.822056956112078
A2,89,4,199803,199739,200008,-1,203.125,181171,230157,24,True,retained,0.0,386.7008176821251,7.999061840887606
A2,90,4,202000,201936,202205,-1,203.125,181171,230157,24,True,retained,0.0,704.4519935621714,12.96179438651177
A2,91,4,204304,204240,204509,-1,203.125,181171,230157,24,True,retained,0.0,78.25762315662439,8.51108844482259
A2,92,4,206500,206436,206705,-1,207.03125,181171,230157,24,True,retained,0.0,289.3182222765821,12.16646208322291
A2,93,4,208749,208685,208954,1,203.125,181171,230157,24,True,retained,0.0,342.99571510540864,11.25800140698243
A2,94,4,210925,210861,211130,-1,203.125,181171,230157,24,True,retained,0.0,916.6582988597229,11.474594919500475
A2,95,4,213150,213086,213355,-1,203.125,181171,230157,24,True,retained,0.0,312.77556337042677,11.636558176461278
A2,96,4,215326,215262,215531,-1,203.125,181171,230157,24,True,retained,0.0,285.6058103928855,10.358225439232513
A2,97,4,217535,217471,217740,-1,203.125,181171,230157,24,True,retained,0.0,172.96327296882734,9.796693097362905
A2,98,4,219715,219651,219920,-1,203.125,181171,230157,24,True,retained,0.0,311.07260492057117,12.77654211041056
A2,99,4,221904,221840,222109,-1,203.125,181171,230157,24,True,retained,0.0,182.28833987100435,10.379780109244052
A2,100,4,224096,224032,224301,-1,203.125,181171,230157,24,False,filter_boundary_buffer,,,
