dataset,trial_id,block,onset_sample,epoch_start,epoch_end_exclusive,cue,duration_ms,filter_start,filter_end_exclusive,guard_seconds,retained,reason,saturated_samples,PTP,max_jump
B1,60,2,131677,131613,131882,1,203.125,90008,132743,32,False,filter_boundary_buffer,,,
B1,61,3,133810,133746,134015,-1,203.125,132743,175474,32,False,filter_boundary_buffer,,,
B1,62,3,136034,135970,136239,-1,207.03125,132743,175474,32,False,filter_boundary_buffer,,,
B1,63,3,138195,138131,138400,1,203.125,132743,175474,32,False,filter_boundary_buffer,,,
B1,64,3,140335,140271,140540,-1,207.03125,132743,175474,32,False,filter_boundary_buffer,,,
B1,65,3,142448,142384,142653,-1,203.125,132743,175474,32,True,retained,0.0,361.1743080087873,11.311555362848935
B1,66,3,144604,144540,144809,-1,207.03125,132743,175474,32,True,retained,0.0,660.7334096129659,18.38279848214154
B1,67,3,146681,146617,146886,1,203.125,132743,175474,32,True,retained,0.0,214.75467935911337,7.85110462883636
B1,68,3,148774,148710,148979,1,203.125,132743,175474,32,True,retained,0.0,213.2628289268693,11.75642605970549
B1,69,3,150958,150894,151163,-1,203.125,132743,175474,32,True,retained,0.0,269.14683909146294,7.549716792512072
B1,70,3,153079,153015,153284,-1,203.125,132743,175474,32,True,retained,0.0,226.02741785047942,9.349129833000518
B1,71,3,155199,155135,155404,1,203.125,132743,175474,32,True,retained,0.0,635.0027197351657,8.712690951186744
B1,72,3,157292,157228,157497,1,203.125,132743,175474,32,True,retained,0.0,447.48848856569606,9.097499641976356
B1,73,3,159392,159328,159597,-1,207.03125,132743,175474,32,True,retained,0.0,134.96614444096878,9.178346075296382
B1,74,3,161513,161449,161718,-1,203.125,132743,175474,32,True,retained,0.0,84.52647688430024,7.545334504851439
B1,75,3,163678,163614,163883,1,203.125,132743,175474,32,True,retained,0.0,417.3368931243889,7.707074673738177
B1,76,3,165814,165750,166019,-1,203.125,132743,175474,32,True,retained,0.0,370.39688725747976,11.519478993677538
B1,77,3,167982,167918,168187,-1,207.03125,132743,175474,32,False,filter_boundary_buffer,,,
B1,78,3,170139,170075,170344,-1,203.125,132743,175474,32,False,filter_boundary_buffer,,,
B1,79,3,172279,172215,172484,1,207.03125,132743,175474,32,False,filter_boundary_buffer,,,
B1,80,3,174416,174352,174621,-1,203.125,132743,175474,32,False,filter_boundary_buffer,,,
B1,81,4,176533,176469,176738,-1,203.125,175474,223005,32,False,filter_boundary_buffer,,,
B1,82,4,178705,178641,178910,1,203.125,175474,223005,32,False,filter_boundary_buffer,,,
B1,83,4,180846,180782,181051,-1,203.125,175474,223005,32,False,filter_boundary_buffer,,,
B1,84,4,183022,182958,183227,-1,203.125,175474,223005,32,False,filter_boundary_buffer,,,
B1,85,4,185123,185059,185328,1,203.125,175474,223005,32,True,retained,0.0,263.270402956246,11.478220376471768
B1,86,4,187267,187203,187472,-1,203.125,175474,223005,32,True,retained,0.0,150.87847547524524,9.37418940435417
B1,87,4,189368,189304,189573,-1,203.125,175474,223005,32,True,retained,0.0,67.52518214751605,7.1278050492454526
B1,88,4,191616,191552,191821,1,203.125,175474,223005,32,False,quality,412.0,2110.2549151404733,324.35921598790014
B1,89,4,193777,193713,193982,-1,203.125,175474,223005,32,True,retained,0.0,475.257861790177,18.105975113561982
B1,90,4,195873,195809,196078,-1,203.125,175474,223005,32,True,retained,0.0,454.9447376651762,8.179390497693106
B1,91,4,198018,197954,198223,1,203.125,175474,223005,32,True,retained,0.0,44.86227427703365,7.056814859955065
B1,92,4,200134,200070,200339,1,207.03125,175474,223005,32,False,quality,471.0,261.6895001863319,69.9330793980049
B1,93,4,202259,202195,202464,-1,203.125,175474,223005,32,True,retained,0.0,147.05259976333224,12.503994160567444
B1,94,4,204367,204303,204572,1,207.03125,175474,223005,32,True,retained,0.0,112.36160597761727,8.059010013082844
B1,95,4,206496,206432,206701,-1,203.125,175474,223005,32,True,retained,0.0,117.95491761469756,7.711100787448821
B1,96,4,208557,208493,208762,1,203.125,175474,223005,32,True,retained,0.0,140.08318757010866,7.542474859959867
B1,97,4,210653,210589,210858,-1,203.125,175474,223005,32,True,retained,0.0,156.4975382363583,11.78124030618875
B1,98,4,212806,212742,213011,1,203.125,175474,223005,32,True,retained,0.0,127.49238384714762,9.509748214644588
B1,99,4,214962,214898,215167,1,203.125,175474,223005,32,False,filter_boundary_buffer,,,
B1,100,4,217063,216999,217268,1,203.125,175474,223005,32,False,filter_boundary_buffer,,,
