dataset,fold,seed,level,stage,n_trials,V7_policy,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-2,1,2039,1.0,未校正,19,训练均值保护,75.91357577522187,0.5541630428610745,72.03559643706471,22.444783145036492,56.25,5,0.9809352196569286
VisualCogA_Task-2,1,2039,1.0,V7,19,训练均值保护,72.5130590595918,0.5293395423054784,65.709302105966,20.84149057295759,55.46875,5,0.9213170895288949
VisualCogA_Task-2,1,2039,2.0,未校正,19,训练均值保护,151.92959912937386,1.1090739448697904,142.86132574041608,36.20569958462469,56.25,5,1.89481079801295
VisualCogA_Task-2,1,2039,2.0,V7,19,训练均值保护,138.42980828479,1.0105265494134892,129.26629316387078,33.37627562949446,57.03125,5,1.7259875073133217
VisualCogA_Task-2,1,2053,0.0,未校正,19,训练均值保护,1.3793062589784674e-14,1.0068825578393047e-16,9.271327876054924e-15,3.552713678800501e-15,0.0,6,1.604627586959379e-16
VisualCogA_Task-2,1,2053,0.0,V7,19,训练均值保护,10.6129612710822,0.07747377002980413,4.6760028668943425,2.346645171799914,0.0,6,0.1116713162655313
VisualCogA_Task-2,1,2053,0.5,未校正,19,训练均值保护,36.99318538632343,0.270047300097015,47.67707329557072,16.66764665893464,99.21875,5,0.5657392045648731
VisualCogA_Task-2,1,2053,0.5,V7,19,训练均值保护,36.844643895822436,0.2689629590746544,43.43311442750739,15.84078134860619,89.0625,5,0.5431285323195157
VisualCogA_Task-2,1,2053,1.0,未校正,19,训练均值保护,74.07574923850055,0.5407470558595409,96.34677106368399,24.439986110770917,134.375,5,1.070818872012965
VisualCogA_Task-2,1,2053,1.0,V7,19,训练均值保护,71.02231204728267,0.518457208124259,90.00883348314017,22.99659504160661,132.8125,5,1.0148591655156125
VisualCogA_Task-2,1,2053,2.0,未校正,19,训练均值保护,148.63573743848693,1.0850290174803838,193.15259107053052,37.07636827437692,139.6484375,4,2.060682793592118
