trial_id,cue,coef_1,coef_2,coef_3,coef_4,coef_5,coef_6,coef_7,coef_8,coef_9
1,-1,-41.478196135555244,-1.0160169854985028,18.63212746658964,6.2368255625850155,15.055123552332603,19.348868395884832,-7.121553210414871,-25.8861704789041,-34.67113609471789
2,1,-22.201974674610177,-0.2641139808296863,9.949877721774753,18.94633071005331,0.7347161975692179,-5.671431817216885,14.993383475443895,63.81332055805761,85.58993396248404
4,-1,-17.409201479456545,-74.05238764765916,-98.1097085844608,9.225968987080867,51.822719105005845,69.91848259790083,-7.403983671106246,-11.727014470175675,-12.274161848393861
5,1,-8.659980652268237,-49.630284756117774,-68.27965651900556,5.3521146127154795,30.94765902779598,42.21664086647411,-8.87862441547843,-13.732853181958903,-17.321465153758407
6,-1,-32.64551503760272,-164.53514075508974,-224.19592967663408,27.096395352843476,109.23342439103276,147.05315200688858,6.303175387662798,18.071518873228868,22.215613446853943
7,-1,-19.403380897768265,-4.545768015987729,0.6591516889858684,9.196118403761977,4.496583707075626,1.9688119800696697,5.696123895692341,6.915763056956505,7.373895397091572
8,-1,6.478713097017411,15.959762245358734,21.46522561682216,-0.7809233846035928,-10.316001733779455,-15.392524655176192,-0.32682874673043016,-13.251570674612653,-19.18308627011294
9,1,4.354506793224722,1.1948826131954262,0.8450655664307221,-2.1733890381463294,1.7934741497521736,3.7300901078176816,3.8994782153677883,5.072070132720156,5.989356431610695
10,1,3.6076809005501502,15.24132869278009,19.123140246236083,-2.2198630093431357,-8.968359206208087,-12.60619414738966,-2.0114738440492346,-5.861258142982986,-7.987644253922373
11,1,13.180212641660871,-77.58404020216005,-120.67317825975866,-4.744667595126491,51.59860853926282,77.59550799221948,3.359216661289683,-12.539810666761479,-20.394525312152137
12,1,11.541348834177473,6.684265653565057,3.3887491915470735,-4.831023191392181,-3.6127550421846997,-3.5384639450007063,0.767486635238671,-10.430956106804873,-15.183017679477535
13,-1,13.415422332117279,8.22006273865723,6.4453378818054325,-2.6778024045797233,-6.8077348175237695,-8.645474500820551,-0.9271188016867171,-1.930428393978041,-2.4279028644776557
15,1,2.850878635384713,-30.417415671702386,-42.25444466388099,1.504944959143308,19.149063712363798,26.203335009292907,3.577006232445979,4.754829838690494,4.6768149837011235
16,-1,-5.389914577384913,-25.213836765879435,-34.99957021866432,10.757127373983376,19.6560094219936,24.37413602763529,4.241151098537141,11.287677355774596,14.530329616031198
17,1,-8.34969736553675,19.533150485160153,30.019516016730833,2.09032066241961,-11.891242918891356,-17.973322244927175,-0.21799566592739547,-1.0924837429499337,-1.910384807469663
18,-1,4.9607324202970124,-3.7994469440510112,-7.980033734294953,4.048574662946466,3.6269729760162845,4.382713499066428,-1.7798386335951237,-1.8880091243050485,-1.3717873044561593
19,-1,-31.393267597272448,11.955597212977995,25.9160081372625,6.019762130571507,-15.214803137791757,-23.77433904509101,2.8238214672532966,-5.537848323739173,-10.033435310383034
21,-1,-11.334098543240998,4.981268745674478,13.288862370523848,6.068232056080091,3.111486759486333,1.5991523213330203,0.19378341680571864,-6.4648681737567095,-11.391596852818827
22,-1,-80.8060996970763,-117.02570234846127,-139.31077513089969,45.718642258551185,104.32715088966593,132.8686136653462,12.034849590164892,-16.18318963788549,-28.87566597952105
23,1,-34.682067282518354,106.52561250014736,177.7369221597275,25.108915731537298,-84.30114279732975,-139.0659509954384,-14.3249248250986,-3.090801460624848,-0.6443783650284725
24,-1,41.60031822468939,2.054454413968482,-7.773312395946547,-1.2468895092471384,-2.5750868162009724,-3.2557094597563676,1.5223601096099515,-2.004753881544746,-3.453827408106258
25,-1,-39.10658349391491,-69.46310031550722,-85.71883760387884,22.06612114845058,51.602400457362286,65.11485788331393,14.19860426686568,49.2360069549287,64.42585023728644
26,1,40.87396826671503,-12.101117219721951,-26.483561630648097,3.69187229363963,1.6977158978371776,0.5644528135803278,-5.105533824770295,-1.145320920475033,1.1547010482493563
28,-1,116.29910149059992,-30.06979975931697,-89.75758819507354,-13.985344617361449,-3.783633723949564,1.098441211145377,-5.1763896932240225,3.835539043146846,8.915093688026552
29,-1,18.939286735543167,36.62350351488757,44.39642158148443,-0.5669289018806984,-18.645209074380002,-27.17950785592526,3.6410736591460697,-10.30468138350701,-15.80694345849332
30,-1,11.799091512830657,-2.6807338131851157,-8.40955636554453,-0.334189860023104,4.16376237037602,6.546698336387963,-5.2752621674684335,-5.665301007957993,-6.359869367272455
31,-1,-14.510019991381386,-21.445754805989623,-26.04596017257424,15.128709727802399,14.027723713798023,14.40291981812459,9.418218114086532,15.968705624469765,18.885504431419378
32,1,7.710296269509731,-6.669525769391113,-15.990703516046917,0.21097692444570065,6.546908307045669,9.199234630135814,-5.300207683518792,-3.7036653062854255,-5.219208898578205
33,1,10.096440916283385,-2.54992600447425,-6.838405153884655,-1.0755914631299726,-0.5373471475924934,-0.08372615957536131,-5.016691438735884,0.9237192280118498,3.444919755359614
34,-1,-14.431297632277065,-15.62121211241415,-18.90383604354671,3.2585962137919906,4.5700364884406826,5.276208326795444,-3.4452791956216786,-2.0269211905472693,-1.3625662857605432
35,1,9.559876658799936,-9.330685483854316,-18.585039942840275,3.4514523410564477,6.031098317591662,7.315376513585024,2.69638433142345,-0.5257764079716414,-2.379262652093305
37,-1,-13.74122969498454,5.722747239977548,12.262348769541788,2.896657354624239,-0.8643596798557446,-2.8435945862136176,-6.527358845521067,-2.770331086558937,-3.9484059539230505
38,-1,-2.526996282745359,-4.5023808347800545,-6.479914070975129,0.7133065298713384,3.4928556129644512,5.387380377687256,0.6300729941917907,-13.485751329090707,-19.969406360163635
