cue,channel,n_trials,fit_family,knot_spacing_ms,fit_RMSE_50_750,fit_RMSE_250_500,positive_mean,positive_area_unit_ms,local_positive_peak,local_peak_latency_ms,peak_status
-1,Fz,53,fixed_knot_cubic_spline,50.0,0.5218370578435202,0.4061933568944658,20.244336310338753,5059.696723439041,22.458890862128293,351.5625,窗内局部正峰，非生理确认
-1,F3,53,fixed_knot_cubic_spline,50.0,0.4970470480903279,0.45700470757485717,20.496204416033844,5120.3747719660605,,,无合格窗内局部正峰
-1,F4,53,fixed_knot_cubic_spline,50.0,0.5401415139326858,0.36560138041301465,36.954949846031575,9234.957797589053,,,无合格窗内局部正峰
1,Fz,42,fixed_knot_cubic_spline,50.0,0.7251605360893657,0.6192735672688107,50.48326517034817,12622.98579469481,,,无合格窗内局部正峰
1,F3,42,fixed_knot_cubic_spline,50.0,0.7130912457637076,0.537678567672192,91.98598384099934,22995.25402560172,,,无合格窗内局部正峰
1,F4,42,fixed_knot_cubic_spline,50.0,0.7183402738290815,0.7635171638857717,74.01865219934312,18509.673286345263,,,无合格窗内局部正峰
