iteration,model,n,BA,AUC
249,lateral_3windows,275,0.5240740740740741,0.5371428571428571
250,all_9windows,275,0.46812169312169316,0.47518518518518515
250,early_lateral,275,0.5083333333333333,0.5186772486772486
250,lateral_3windows,275,0.5011904761904762,0.5084126984126984
251,all_9windows,275,0.5321428571428571,0.5432804232804233
251,early_lateral,275,0.49378306878306877,0.5146031746031746
251,lateral_3windows,275,0.49404761904761907,0.5294179894179895
252,all_9windows,275,0.4777777777777778,0.48396825396825394
252,early_lateral,275,0.5228835978835978,0.49476190476190485
252,lateral_3windows,275,0.5007936507936508,0.4515343915343916
253,all_9windows,275,0.520899470899471,0.5112169312169312
253,early_lateral,275,0.5388888888888889,0.5580952380952381
253,lateral_3windows,275,0.5421957671957672,0.5503174603174603
254,all_9windows,275,0.4623015873015873,0.45936507936507937
254,early_lateral,275,0.5170634920634921,0.5147089947089947
254,lateral_3windows,275,0.5169312169312169,0.526084656084656
255,all_9windows,275,0.446031746031746,0.43132275132275133
255,early_lateral,275,0.5027777777777778,0.48820105820105825
255,lateral_3windows,275,0.4485449735449735,0.4274074074074074
256,all_9windows,275,0.4928571428571429,0.5022222222222222
256,early_lateral,275,0.48822751322751323,0.4862962962962963
256,lateral_3windows,275,0.4767195767195767,0.48830687830687836
257,all_9windows,275,0.5511904761904762,0.5580952380952381
257,early_lateral,275,0.5134920634920634,0.5483597883597884
257,lateral_3windows,275,0.5128306878306879,0.5298412698412698
258,all_9windows,275,0.4974867724867725,0.4675661375661376
258,early_lateral,275,0.5280423280423281,0.5045502645502646
258,lateral_3windows,275,0.4988095238095238,0.4678835978835978
259,all_9windows,275,0.4835978835978836,0.5081481481481482
259,early_lateral,275,0.5170634920634921,0.5369841269841271
259,lateral_3windows,275,0.5277777777777778,0.5288359788359789
260,all_9windows,275,0.5333333333333333,0.5026984126984128
260,early_lateral,275,0.5100529100529101,0.4822222222222223
260,lateral_3windows,275,0.4917989417989418,0.47592592592592586
261,all_9windows,275,0.4841269841269841,0.48359788359788364
261,early_lateral,275,0.46534391534391534,0.45105820105820105
261,lateral_3windows,275,0.45251322751322753,0.43783068783068785
262,all_9windows,275,0.45846560846560847,0.4241798941798942
262,early_lateral,275,0.48822751322751323,0.47084656084656085
262,lateral_3windows,275,0.47698412698412695,0.46100529100529103
263,all_9windows,275,0.5917989417989418,0.6188359788359789
263,early_lateral,275,0.5534391534391534,0.5897354497354497
263,lateral_3windows,275,0.5458994708994709,0.5885185185185184
264,all_9windows,275,0.471031746031746,0.4760317460317461
264,early_lateral,275,0.46150793650793653,0.4553439153439154
264,lateral_3windows,275,0.4974867724867725,0.4982539682539683
265,all_9windows,275,0.5072751322751323,0.49534391534391536
265,early_lateral,275,0.5318783068783068,0.5180952380952382
265,lateral_3windows,275,0.4988095238095238,0.48756613756613754
266,all_9windows,275,0.5002645502645503,0.5280423280423281
266,early_lateral,275,0.5388888888888889,0.54994708994709
266,lateral_3windows,275,0.5243386243386243,0.538888888888889
267,all_9windows,275,0.49484126984126986,0.46835978835978836
267,early_lateral,275,0.42433862433862435,0.39158730158730165
267,lateral_3windows,275,0.47724867724867726,0.4644973544973545
268,all_9windows,275,0.48333333333333334,0.491058201058201
268,early_lateral,275,0.5316137566137566,0.5396296296296297
268,lateral_3windows,275,0.5242063492063492,0.5505820105820105
269,all_9windows,275,0.5046296296296297,0.4848148148148148
269,early_lateral,275,0.42619047619047623,0.4133862433862434
269,lateral_3windows,275,0.49470899470899465,0.47470899470899475
270,all_9windows,275,0.5193121693121693,0.5391534391534392
270,early_lateral,275,0.5301587301587302,0.5444973544973545
270,lateral_3windows,275,0.5666666666666667,0.575026455026455
271,all_9windows,275,0.48505291005291007,0.45153439153439157
271,early_lateral,275,0.5297619047619048,0.47539682539682543
271,lateral_3windows,275,0.426058201058201,0.3927513227513227
272,all_9windows,275,0.4703703703703704,0.427936507936508
272,early_lateral,275,0.4552910052910053,0.4137037037037037
272,lateral_3windows,275,0.5132275132275133,0.48227513227513225
273,all_9windows,275,0.5146825396825396,0.5268783068783068
273,early_lateral,275,0.5156084656084656,0.4933862433862434
273,lateral_3windows,275,0.4974867724867725,0.4931746031746032
274,all_9windows,275,0.4751322751322751,0.451957671957672
274,early_lateral,275,0.5156084656084656,0.5213756613756615
274,lateral_3windows,275,0.5302910052910053,0.5115343915343915
275,all_9windows,275,0.48822751322751323,0.4948677248677248
275,early_lateral,275,0.5534391534391534,0.5531216931216931
275,lateral_3windows,275,0.5242063492063492,0.5317989417989418
276,all_9windows,275,0.482010582010582,0.4670899470899471
276,early_lateral,275,0.49417989417989416,0.4798941798941799
276,lateral_3windows,275,0.45357142857142857,0.39460317460317457
277,all_9windows,275,0.5136243386243386,0.4934391534391535
277,early_lateral,275,0.5083333333333333,0.4953439153439153
277,lateral_3windows,275,0.4973544973544973,0.48597883597883595
278,all_9windows,275,0.46044973544973544,0.43021164021164027
278,early_lateral,275,0.5228835978835978,0.5111111111111111
278,lateral_3windows,275,0.5195767195767196,0.5063492063492063
279,all_9windows,275,0.4576719576719577,0.46492063492063485
279,early_lateral,275,0.49523809523809526,0.5003174603174603
279,lateral_3windows,275,0.4951058201058201,0.509100529100529
280,all_9windows,275,0.5514550264550264,0.5720105820105821
280,early_lateral,275,0.5592592592592592,0.5786772486772487
280,lateral_3windows,275,0.5486772486772487,0.5820634920634921
281,all_9windows,275,0.4777777777777778,0.5065608465608465
281,early_lateral,275,0.47923280423280423,0.4712169312169312
281,lateral_3windows,275,0.4425925925925926,0.4464550264550265
282,all_9windows,275,0.505026455026455,0.5002645502645503
282,early_lateral,275,0.5170634920634921,0.5205291005291005
282,lateral_3windows,275,0.5242063492063492,0.5301058201058201
283,all_9windows,275,0.5408730158730158,0.5510052910052909
283,early_lateral,275,0.5243386243386243,0.5431216931216931
283,lateral_3windows,275,0.5205026455026456,0.5472486772486773
284,all_9windows,275,0.4869047619047619,0.4798941798941799
284,early_lateral,275,0.5534391534391534,0.5556613756613756
284,lateral_3windows,275,0.5386243386243386,0.541058201058201
285,all_9windows,275,0.5391534391534392,0.548095238095238
285,early_lateral,275,0.5264550264550264,0.48497354497354495
285,lateral_3windows,275,0.48333333333333334,0.4274074074074074
286,all_9windows,275,0.5240740740740741,0.4933333333333333
286,early_lateral,275,0.4899470899470899,0.48756613756613754
286,lateral_3windows,275,0.5341269841269841,0.5138095238095238
287,all_9windows,275,0.48716931216931214,0.4757671957671958
287,early_lateral,275,0.4865079365079365,0.47497354497354494
287,lateral_3windows,275,0.50489417989418,0.48857142857142855
288,all_9windows,275,0.48783068783068784,0.4694708994708994
288,early_lateral,275,0.42142857142857143,0.391005291005291
288,lateral_3windows,275,0.4722222222222222,0.4443915343915344
289,all_9windows,275,0.5361111111111111,0.5334920634920636
289,early_lateral,275,0.4406084656084656,0.45386243386243386
289,lateral_3windows,275,0.47658730158730156,0.44216931216931216
290,all_9windows,275,0.4997354497354497,0.4950793650793651
290,early_lateral,275,0.43293650793650795,0.4255026455026455
290,lateral_3windows,275,0.4205026455026455,0.3888359788359788
291,all_9windows,275,0.5101851851851852,0.5137037037037038
291,early_lateral,275,0.5243386243386243,0.5537566137566137
291,lateral_3windows,275,0.5060846560846561,0.5335449735449737
292,all_9windows,275,0.4735449735449735,0.46211640211640215
292,early_lateral,275,0.49523809523809526,0.5112698412698413
292,lateral_3windows,275,0.4985449735449735,0.504973544973545
293,all_9windows,275,0.5149470899470899,0.5138095238095238
293,early_lateral,275,0.501058201058201,0.5071428571428571
293,lateral_3windows,275,0.48677248677248675,0.5046560846560847
294,all_9windows,275,0.4273809523809524,0.3852380952380952
294,early_lateral,275,0.4771164021164021,0.4757142857142857
294,lateral_3windows,275,0.4951058201058201,0.4558201058201058
295,all_9windows,275,0.49933862433862436,0.508941798941799
295,early_lateral,275,0.4865079365079365,0.48894179894179896
295,lateral_3windows,275,0.48333333333333334,0.47624338624338625
296,all_9windows,275,0.43703703703703706,0.3996825396825397
296,early_lateral,275,0.4720899470899471,0.43714285714285717
296,lateral_3windows,275,0.46494708994709,0.41973544973544974
297,all_9windows,275,0.5026455026455027,0.5095767195767196
297,early_lateral,275,0.5170634920634921,0.5246031746031746
297,lateral_3windows,275,0.5387566137566138,0.5457671957671958
298,all_9windows,275,0.5043650793650793,0.5014814814814815
298,early_lateral,275,0.5156084656084656,0.5093650793650794
298,lateral_3windows,275,0.5157407407407407,0.4993121693121693
299,all_9windows,275,0.5318783068783068,0.5443915343915343
299,early_lateral,275,0.4728835978835979,0.4803703703703704
299,lateral_3windows,275,0.48293650793650794,0.47449735449735453
300,all_9windows,275,0.5141534391534391,0.5002116402116402
300,early_lateral,275,0.49378306878306877,0.5256613756613757
300,lateral_3windows,275,0.4828042328042328,0.5084656084656084
301,all_9windows,275,0.46097883597883593,0.442010582010582
301,early_lateral,275,0.4023809523809524,0.3682010582010582
301,lateral_3windows,275,0.4591269841269841,0.41301587301587306
302,all_9windows,275,0.4718253968253968,0.4468783068783069
302,early_lateral,275,0.49378306878306877,0.513968253968254
302,lateral_3windows,275,0.4939153439153439,0.5164021164021164
303,all_9windows,275,0.49470899470899465,0.5017989417989418
303,early_lateral,275,0.5170634920634921,0.5313756613756614
303,lateral_3windows,275,0.5169312169312169,0.522063492063492
304,all_9windows,275,0.47870370370370374,0.5124867724867724
304,early_lateral,275,0.5228835978835978,0.5332804232804232
304,lateral_3windows,275,0.5194444444444445,0.541957671957672
305,all_9windows,275,0.5396825396825397,0.5503703703703704
305,early_lateral,275,0.45820105820105816,0.46925925925925926
305,lateral_3windows,275,0.48716931216931214,0.4732275132275132
306,all_9windows,275,0.5079365079365079,0.49000000000000005
306,early_lateral,275,0.44642857142857145,0.4301058201058201
306,lateral_3windows,275,0.5047619047619047,0.4580952380952381
307,all_9windows,275,0.5384920634920636,0.5608994708994709
307,early_lateral,275,0.5461640211640211,0.5596296296296297
307,lateral_3windows,275,0.5349206349206349,0.5630687830687832
308,all_9windows,275,0.4324074074074074,0.44481481481481483
308,early_lateral,275,0.46679894179894177,0.43238095238095237
308,lateral_3windows,275,0.5132275132275133,0.5358201058201059
309,all_9windows,275,0.466931216931217,0.436031746031746
309,early_lateral,275,0.4876984126984127,0.4634920634920635
309,lateral_3windows,275,0.4767195767195767,0.45439153439153435
310,all_9windows,275,0.5182539682539683,0.5344444444444445
310,early_lateral,275,0.5388888888888889,0.5168253968253969
310,lateral_3windows,275,0.4911375661375661,0.4641798941798942
311,all_9windows,275,0.5052910052910052,0.5270899470899472
311,early_lateral,275,0.5461640211640211,0.5541798941798942
311,lateral_3windows,275,0.5387566137566138,0.5448148148148149
312,all_9windows,275,0.4101851851851852,0.36084656084656086
312,early_lateral,275,0.43386243386243384,0.41216931216931213
312,lateral_3windows,275,0.4216931216931217,0.3738095238095238
313,all_9windows,275,0.4538359788359788,0.41349206349206347
313,early_lateral,275,0.48796296296296293,0.503968253968254
313,lateral_3windows,275,0.4481481481481482,0.45539682539682536
314,all_9windows,275,0.514021164021164,0.5186772486772486
314,early_lateral,275,0.4658730158730159,0.4486772486772487
314,lateral_3windows,275,0.4621693121693121,0.46343915343915354
315,all_9windows,275,0.4892857142857143,0.45312169312169315
315,early_lateral,275,0.5447089947089947,0.5448148148148148
315,lateral_3windows,275,0.5265873015873016,0.5246031746031746
316,all_9windows,275,0.567063492063492,0.557037037037037
316,early_lateral,275,0.5607142857142857,0.5819047619047619
316,lateral_3windows,275,0.575,0.5995238095238096
317,all_9windows,275,0.5366402116402116,0.5575132275132275
317,early_lateral,275,0.5752645502645503,0.5722751322751323
317,lateral_3windows,275,0.5534391534391534,0.5504232804232805
318,all_9windows,275,0.4451058201058201,0.4636507936507937
318,early_lateral,275,0.5083333333333333,0.5122751322751322
318,lateral_3windows,275,0.4391534391534392,0.4155026455026455
319,all_9windows,275,0.4332010582010582,0.3506349206349207
319,early_lateral,275,0.4101851851851852,0.3619576719576719
319,lateral_3windows,275,0.4183862433862434,0.35126984126984123
320,all_9windows,275,0.5472222222222223,0.5491534391534392
320,early_lateral,275,0.47724867724867726,0.42904761904761907
320,lateral_3windows,275,0.49126984126984125,0.471005291005291
321,all_9windows,275,0.49193121693121694,0.5087830687830688
321,early_lateral,275,0.40793650793650793,0.37656084656084654
321,lateral_3windows,275,0.37116402116402114,0.34132275132275136
322,all_9windows,275,0.5305555555555556,0.5096825396825396
322,early_lateral,275,0.4736772486772487,0.4768253968253968
322,lateral_3windows,275,0.5022486772486773,0.4853968253968254
323,all_9windows,275,0.4825396825396825,0.437037037037037
323,early_lateral,275,0.4865079365079365,0.4943915343915344
323,lateral_3windows,275,0.49047619047619045,0.48248677248677246
324,all_9windows,275,0.46957671957671954,0.4512698412698412
324,early_lateral,275,0.5083333333333333,0.5008465608465609
324,lateral_3windows,275,0.5157407407407407,0.497989417989418
325,all_9windows,275,0.5396825396825397,0.5339153439153439
325,early_lateral,275,0.5301587301587302,0.5442857142857144
325,lateral_3windows,275,0.5486772486772487,0.5560317460317461
326,all_9windows,275,0.4472222222222222,0.445026455026455
326,early_lateral,275,0.4977513227513228,0.46375661375661376
326,lateral_3windows,275,0.5014550264550265,0.47391534391534396
327,all_9windows,275,0.4939153439153439,0.5026984126984128
327,early_lateral,275,0.49523809523809526,0.5132804232804233
327,lateral_3windows,275,0.5023809523809524,0.5154497354497355
328,all_9windows,275,0.5091269841269841,0.5275661375661376
328,early_lateral,275,0.5461640211640211,0.5604761904761906
328,lateral_3windows,275,0.5203703703703704,0.5596825396825397
329,all_9windows,275,0.582936507936508,0.5766666666666667
329,early_lateral,275,0.5388888888888889,0.5591534391534391
329,lateral_3windows,275,0.5714285714285714,0.5905291005291006
330,all_9windows,275,0.5251322751322751,0.50010582010582
330,early_lateral,275,0.49378306878306877,0.5013756613756614
330,lateral_3windows,275,0.46798941798941796,0.4542328042328042
331,all_9windows,275,0.5022486772486773,0.47888888888888886
331,early_lateral,275,0.501058201058201,0.5147619047619048
331,lateral_3windows,275,0.49034391534391536,0.5041269841269841
332,all_9windows,275,0.4801587301587301,0.44645502645502644
332,early_lateral,275,0.5083333333333333,0.5011640211640211
332,lateral_3windows,275,0.5047619047619047,0.47481481481481486
333,all_9windows,275,0.4623015873015873,0.4593650793650793
333,early_lateral,275,0.5097883597883598,0.5057671957671958
333,lateral_3windows,275,0.5095238095238095,0.5031216931216932
334,all_9windows,275,0.5202380952380952,0.48354497354497356
334,early_lateral,275,0.5607142857142857,0.5475661375661376
334,lateral_3windows,275,0.5497354497354496,0.5270370370370371
335,all_9windows,275,0.5078042328042328,0.5325925925925926
335,early_lateral,275,0.5461640211640211,0.5328571428571429
335,lateral_3windows,275,0.5349206349206349,0.5408994708994709
336,all_9windows,275,0.515079365079365,0.5476719576719576
336,early_lateral,275,0.4324074074074074,0.4002645502645502
336,lateral_3windows,275,0.4720899470899471,0.4801058201058201
337,all_9windows,275,0.5406084656084655,0.517989417989418
337,early_lateral,275,0.5534391534391534,0.5321164021164021
337,lateral_3windows,275,0.5313492063492063,0.5311640211640212
338,all_9windows,275,0.539021164021164,0.5289417989417988
338,early_lateral,275,0.5592592592592592,0.5624867724867725
338,lateral_3windows,275,0.5595238095238095,0.5633333333333335
339,all_9windows,275,0.5642857142857143,0.5183597883597884
339,early_lateral,275,0.5447089947089947,0.5412698412698412
339,lateral_3windows,275,0.5120370370370371,0.5226984126984127
340,all_9windows,275,0.45833333333333337,0.42084656084656086
340,early_lateral,275,0.5083333333333333,0.5068253968253968
340,lateral_3windows,275,0.47658730158730156,0.48264550264550266
341,all_9windows,275,0.49431216931216926,0.501058201058201
341,early_lateral,275,0.5243386243386243,0.5447089947089947
341,lateral_3windows,275,0.5421957671957672,0.5407407407407407
342,all_9windows,275,0.4994708994708995,0.5166666666666666
342,early_lateral,275,0.5301587301587302,0.5264550264550265
342,lateral_3windows,275,0.523015873015873,0.5156084656084656
343,all_9windows,275,0.5720899470899471,0.5709523809523809
343,early_lateral,275,0.5170634920634921,0.5423809523809524
343,lateral_3windows,275,0.5167989417989418,0.5476719576719578
344,all_9windows,275,0.47804232804232805,0.4585714285714286
344,early_lateral,275,0.40410052910052907,0.40767195767195774
344,lateral_3windows,275,0.45859788359788356,0.4398941798941799
345,all_9windows,275,0.5287037037037037,0.5461375661375661
345,early_lateral,275,0.5592592592592592,0.5511640211640212
345,lateral_3windows,275,0.5485449735449736,0.5364021164021164
346,all_9windows,275,0.49563492063492065,0.5166666666666667
346,early_lateral,275,0.49933862433862436,0.4915343915343916
346,lateral_3windows,275,0.5349206349206349,0.54
347,all_9windows,275,0.5167989417989418,0.5269841269841269
347,early_lateral,275,0.5156084656084656,0.5102645502645503
347,lateral_3windows,275,0.5522486772486772,0.5268783068783068
348,all_9windows,275,0.4605820105820106,0.3923280423280423
348,early_lateral,275,0.45171957671957674,0.4306878306878307
348,lateral_3windows,275,0.44087301587301586,0.40645502645502646
349,all_9windows,275,0.5361111111111111,0.5594708994708995
349,early_lateral,275,0.49523809523809526,0.5212698412698412
349,lateral_3windows,275,0.5167989417989418,0.5307936507936508
350,all_9windows,275,0.48597883597883595,0.493915343915344
350,early_lateral,275,0.5316137566137566,0.522962962962963
350,lateral_3windows,275,0.5279100529100529,0.5121164021164022
351,all_9windows,275,0.4771164021164021,0.4233333333333334
351,early_lateral,275,0.4575396825396826,0.4271428571428571
351,lateral_3windows,275,0.43492063492063493,0.3874074074074074
352,all_9windows,275,0.528968253968254,0.5355555555555556
352,early_lateral,275,0.4989417989417989,0.4963492063492064
352,lateral_3windows,275,0.5242063492063492,0.53
353,all_9windows,275,0.4011904761904762,0.39682539682539686
353,early_lateral,275,0.47023809523809523,0.45761904761904765
353,lateral_3windows,275,0.4880952380952381,0.47391534391534396
354,all_9windows,275,0.4804232804232804,0.47534391534391535
354,early_lateral,275,0.5243386243386243,0.5294708994708995
354,lateral_3windows,275,0.5313492063492063,0.5131746031746032
355,all_9windows,275,0.5465608465608466,0.5456613756613756
355,early_lateral,275,0.42619047619047623,0.35603174603174603
355,lateral_3windows,275,0.3862433862433863,0.3482010582010582
356,all_9windows,275,0.5505291005291005,0.534920634920635
356,early_lateral,275,0.4985449735449735,0.48174603174603176
356,lateral_3windows,275,0.47314814814814815,0.48529100529100533
357,all_9windows,275,0.4396825396825397,0.38121693121693123
357,early_lateral,275,0.4646825396825397,0.47624338624338625
357,lateral_3windows,275,0.4466931216931217,0.4505291005291005
358,all_9windows,275,0.532010582010582,0.5033862433862434
358,early_lateral,275,0.5301587301587302,0.5038624338624339
358,lateral_3windows,275,0.48293650793650794,0.4745502645502645
359,all_9windows,275,0.5355820105820106,0.5088888888888891
359,early_lateral,275,0.43994708994709,0.386984126984127
359,lateral_3windows,275,0.3948412698412699,0.35037037037037033
360,all_9windows,275,0.4808201058201058,0.45756613756613757
360,early_lateral,275,0.5097883597883598,0.5015873015873016
360,lateral_3windows,275,0.5060846560846561,0.5212169312169312
361,all_9windows,275,0.5351851851851852,0.5334391534391534
361,early_lateral,275,0.5607142857142857,0.5665079365079365
361,lateral_3windows,275,0.575,0.57994708994709
362,all_9windows,275,0.5361111111111111,0.5295767195767196
362,early_lateral,275,0.5374338624338625,0.5301587301587302
362,lateral_3windows,275,0.555952380952381,0.5334391534391534
363,all_9windows,275,0.4511904761904762,0.40761904761904766
363,early_lateral,275,0.44074074074074077,0.403968253968254
363,lateral_3windows,275,0.46997354497354493,0.4638095238095238
364,all_9windows,275,0.5104497354497355,0.534074074074074
364,early_lateral,275,0.5447089947089947,0.5467195767195767
364,lateral_3windows,275,0.5269841269841269,0.5431746031746032
365,all_9windows,275,0.5257936507936507,0.517989417989418
365,early_lateral,275,0.41904761904761906,0.40656084656084657
365,lateral_3windows,275,0.5276455026455027,0.5059788359788361
366,all_9windows,275,0.5164021164021164,0.53994708994709
366,early_lateral,275,0.567989417989418,0.5847619047619047
366,lateral_3windows,275,0.5568783068783069,0.5744444444444444
367,all_9windows,275,0.5116402116402117,0.5002645502645503
367,early_lateral,275,0.4771164021164021,0.45978835978835986
367,lateral_3windows,275,0.5060846560846561,0.5072486772486773
368,all_9windows,275,0.49722222222222223,0.49767195767195765
368,early_lateral,275,0.5046296296296297,0.48328042328042325
368,lateral_3windows,275,0.5193121693121693,0.5337037037037037
369,all_9windows,275,0.49246031746031743,0.46465608465608466
369,early_lateral,275,0.39761904761904765,0.3673544973544974
369,lateral_3windows,275,0.4268518518518518,0.39867724867724874
370,all_9windows,275,0.5363756613756614,0.547989417989418
370,early_lateral,275,0.4939153439153439,0.45851851851851855
370,lateral_3windows,275,0.455026455026455,0.4170899470899471
371,all_9windows,275,0.45079365079365075,0.4025925925925926
371,early_lateral,275,0.46878306878306875,0.45592592592592596
371,lateral_3windows,275,0.4591269841269841,0.4252380952380952
372,all_9windows,275,0.5072751322751323,0.49703703703703705
372,early_lateral,275,0.5301587301587302,0.5166666666666667
372,lateral_3windows,275,0.5084656084656085,0.48174603174603176
373,all_9windows,275,0.5052910052910052,0.5102645502645503
373,early_lateral,275,0.5388888888888889,0.5821693121693121
373,lateral_3windows,275,0.557010582010582,0.5637566137566138
374,all_9windows,275,0.5505291005291005,0.5494179894179894
374,early_lateral,275,0.4388888888888889,0.3798941798941799
374,lateral_3windows,275,0.46838624338624335,0.43534391534391537
375,all_9windows,275,0.5157407407407407,0.5145502645502645
375,early_lateral,275,0.5207671957671958,0.5025925925925926
375,lateral_3windows,275,0.48783068783068784,0.5093650793650794
376,all_9windows,275,0.49497354497354495,0.48576719576719574
376,early_lateral,275,0.5243386243386243,0.5259788359788361
376,lateral_3windows,275,0.5169312169312169,0.5355026455026456
377,all_9windows,275,0.5373015873015873,0.5066137566137565
377,early_lateral,275,0.5498677248677248,0.5236507936507937
377,lateral_3windows,275,0.5568783068783069,0.5332804232804232
378,all_9windows,275,0.5123015873015873,0.4940740740740741
378,early_lateral,275,0.4437830687830688,0.41195767195767197
378,lateral_3windows,275,0.47579365079365077,0.5045502645502645
379,all_9windows,275,0.5404761904761906,0.5487830687830688
379,early_lateral,275,0.5498677248677248,0.5567724867724868
379,lateral_3windows,275,0.5312169312169313,0.548148148148148
380,all_9windows,275,0.4633597883597884,0.44439153439153445
380,early_lateral,275,0.45026455026455026,0.42513227513227514
380,lateral_3windows,275,0.4899470899470899,0.46671957671957676
381,all_9windows,275,0.5357142857142857,0.5549735449735449
381,early_lateral,275,0.5083333333333333,0.5303703703703704
381,lateral_3windows,275,0.5231481481481481,0.5152380952380953
382,all_9windows,275,0.48611111111111116,0.5066137566137566
382,early_lateral,275,0.5425925925925925,0.5055555555555555
382,lateral_3windows,275,0.49563492063492065,0.46719576719576716
383,all_9windows,275,0.4174603174603174,0.38640211640211647
383,early_lateral,275,0.5425925925925925,0.49962962962962965
383,lateral_3windows,275,0.5091269841269841,0.47402116402116407
384,all_9windows,275,0.5174603174603174,0.4903174603174603
384,early_lateral,275,0.5170634920634921,0.5208465608465609
384,lateral_3windows,275,0.5023809523809524,0.5015873015873016
385,all_9windows,275,0.4936507936507936,0.5116931216931216
385,early_lateral,275,0.48783068783068784,0.5059259259259259
385,lateral_3windows,275,0.4832010582010582,0.4471428571428572
386,all_9windows,275,0.45224867724867723,0.465978835978836
386,early_lateral,275,0.5051587301587301,0.4713756613756614
386,lateral_3windows,275,0.4576719576719577,0.42455026455026457
387,all_9windows,275,0.537962962962963,0.5164550264550265
387,early_lateral,275,0.5447089947089947,0.5589417989417989
387,lateral_3windows,275,0.5157407407407407,0.5417460317460318
388,all_9windows,275,0.4895502645502645,0.46645502645502646
388,early_lateral,275,0.49378306878306877,0.49216931216931215
388,lateral_3windows,275,0.5047619047619047,0.4871428571428571
389,all_9windows,275,0.49603174603174605,0.4898941798941799
389,early_lateral,275,0.4876984126984127,0.4652910052910053
389,lateral_3windows,275,0.4658730158730159,0.462010582010582
390,all_9windows,275,0.4908730158730159,0.4973544973544974
390,early_lateral,275,0.49523809523809526,0.5212698412698412
390,lateral_3windows,275,0.4767195767195767,0.5155026455026455
391,all_9windows,275,0.5588624338624338,0.5676719576719577
391,early_lateral,275,0.567989417989418,0.5811640211640212
391,lateral_3windows,275,0.5493386243386243,0.5714285714285714
392,all_9windows,275,0.4718253968253968,0.44994708994708993
392,early_lateral,275,0.501058201058201,0.5199470899470899
392,lateral_3windows,275,0.48664021164021165,0.502010582010582
393,all_9windows,275,0.483994708994709,0.4633333333333333
393,early_lateral,275,0.49444444444444446,0.4662962962962963
393,lateral_3windows,275,0.5376984126984127,0.5353968253968253
394,all_9windows,275,0.48664021164021165,0.4993650793650793
394,early_lateral,275,0.5025132275132276,0.5115343915343915
394,lateral_3windows,275,0.5132275132275133,0.5396296296296297
395,all_9windows,275,0.5361111111111111,0.5218518518518518
395,early_lateral,275,0.4755291005291006,0.4408465608465608
395,lateral_3windows,275,0.44457671957671957,0.42031746031746037
396,all_9windows,275,0.5101851851851852,0.5313227513227513
396,early_lateral,275,0.5228835978835978,0.5175661375661376
396,lateral_3windows,275,0.5047619047619047,0.5097883597883597
397,all_9windows,275,0.5436507936507937,0.5442328042328042
397,early_lateral,275,0.4838624338624339,0.44566137566137565
397,lateral_3windows,275,0.4724867724867725,0.44153439153439156
398,all_9windows,275,0.5354497354497354,0.4864550264550265
398,early_lateral,275,0.45171957671957674,0.40486772486772493
398,lateral_3windows,275,0.4194444444444444,0.4161904761904762
399,all_9windows,275,0.5177248677248677,0.5109523809523809
399,early_lateral,275,0.4097883597883598,0.37111111111111117
399,lateral_3windows,275,0.38095238095238093,0.34555555555555556
400,all_9windows,275,0.48716931216931214,0.442962962962963
400,early_lateral,275,0.49047619047619045,0.47253968253968254
400,lateral_3windows,275,0.4939153439153439,0.4737037037037036
401,all_9windows,275,0.5203703703703704,0.5006878306878307
401,early_lateral,275,0.5353174603174603,0.5295767195767196
401,lateral_3windows,275,0.513095238095238,0.5006878306878306
402,all_9windows,275,0.521957671957672,0.5405291005291005
402,early_lateral,275,0.5134920634920634,0.5036507936507936
402,lateral_3windows,275,0.48849206349206353,0.4721693121693122
403,all_9windows,275,0.5191798941798942,0.5214814814814814
403,early_lateral,275,0.5170634920634921,0.542010582010582
403,lateral_3windows,275,0.5023809523809524,0.5260317460317461
404,all_9windows,275,0.466005291005291,0.4334391534391535
404,early_lateral,275,0.5280423280423281,0.538888888888889
404,lateral_3windows,275,0.47764550264550265,0.455026455026455
405,all_9windows,275,0.43134920634920637,0.3866666666666667
405,early_lateral,275,0.4808201058201058,0.4635449735449736
405,lateral_3windows,275,0.4515873015873016,0.4240211640211641
406,all_9windows,275,0.4887566137566138,0.49158730158730163
406,early_lateral,275,0.49378306878306877,0.4804232804232805
406,lateral_3windows,275,0.4865079365079365,0.48417989417989427
407,all_9windows,275,0.4935185185185186,0.5023809523809524
407,early_lateral,275,0.5170634920634921,0.5295767195767196
407,lateral_3windows,275,0.5096560846560847,0.5110582010582011
408,all_9windows,275,0.5026455026455027,0.47634920634920636
408,early_lateral,275,0.46296296296296297,0.4379365079365079
408,lateral_3windows,275,0.4661375661375661,0.4374603174603175
409,all_9windows,275,0.5288359788359789,0.5327513227513228
409,early_lateral,275,0.5156084656084656,0.515026455026455
409,lateral_3windows,275,0.5083333333333333,0.5052380952380953
410,all_9windows,275,0.5043650793650793,0.4876719576719577
410,early_lateral,275,0.5062169312169312,0.5057142857142858
410,lateral_3windows,275,0.5242063492063492,0.5058201058201058
411,all_9windows,275,0.5257936507936507,0.5498941798941799
411,early_lateral,275,0.441005291005291,0.41206349206349213
411,lateral_3windows,275,0.4752645502645503,0.4502645502645502
412,all_9windows,275,0.49444444444444446,0.4766137566137566
412,early_lateral,275,0.5022486772486773,0.4907407407407408
412,lateral_3windows,275,0.5386243386243386,0.5256613756613756
413,all_9windows,275,0.521957671957672,0.4927513227513227
