stage,cue,channel,MAE_before,MAE_after,RMSE_before,RMSE_after,corr_before,corr_after,shape_distance_before,shape_distance_after,baseline_RMS_before,baseline_RMS_after,trial_PTP_median_before,trial_PTP_median_after,SNR_proxy_dB_before,SNR_proxy_dB_after,edge_band_ratio_before,edge_band_ratio_after,amp_error_before,amp_error_after,latency_error_before_ms,latency_error_after_ms,P300_positive_mean_before,P300_positive_mean_after,P300_positive_mean_ref,P300_positive_mean_error_before,P300_positive_mean_error_after,P300_AUC_before_unit_ms,P300_AUC_after_unit_ms,P300_AUC_ref_unit_ms,P300_AUC_error_before_unit_ms,P300_AUC_error_after_unit_ms,P300_amp_before,P300_amp_after,P300_lat_before_ms,P300_lat_after_ms,n_trials,positive_peak_valid,reference_positive_peak_valid,latency_error_valid
预处理,-1,Fz,9.676717541715277,9.676717541715277,9.908346990519878,9.908346990519878,0.8779968740381463,0.8779968740381463,0.4141959960085163,0.4141959960085163,18.68157036567333,18.68157036567333,157.13831814510368,157.13831814510368,-30.224465708112763,-30.224465708112763,0.3340411949391091,0.3340411949391091,13.008627345201457,13.008627345201457,3.90625,3.90625,1.003573738157463,1.003573738157463,8.025436584197248,7.0218628460397845,7.0218628460397845,254.81364445404333,254.81364445404333,2014.2503255251554,1759.4366810711122,1759.4366810711122,4.700880828037939,4.700880828037939,355.46875,355.46875,46,True,True,True
预处理,-1,F3,6.156330785269456,6.156330785269456,7.071995346815276,7.071995346815276,0.7512311306582815,0.7512311306582815,0.6155728735338685,0.6155728735338685,22.028942097447093,22.028942097447093,172.46586410151602,172.46586410151602,-25.47726474623492,-25.47726474623492,0.5652404009447999,0.5652404009447999,6.0318300823176845,6.0318300823176845,140.625,140.625,9.173229718362187,9.173229718362187,4.066356935371628,5.106872782990559,5.106872782990559,2292.9297444964636,2292.9297444964636,1018.3053054209333,1274.6244390755303,1274.6244390755303,18.036948074723014,18.036948074723014,500.0,500.0,46,True,True,True
预处理,-1,F4,33.53543782924629,33.53543782924629,34.298063118587805,34.298063118587805,-0.4176712469501769,-0.4176712469501769,1.4595250704564127,1.4595250704564127,19.717563938158406,19.717563938158406,155.59356885859216,155.59356885859216,-12.039086070007093,-12.039086070007093,0.45690742543739776,0.45690742543739776,38.803760061092476,38.803760061092476,183.59375,183.59375,41.88392537395796,41.88392537395796,8.348487544711666,33.53543782924629,33.53543782924629,10475.06294007194,10475.06294007194,2086.112234479786,8388.950705592155,8388.950705592155,52.93197712156464,52.93197712156464,500.0,500.0,46,True,True,True
预处理,1,Fz,15.948826556300093,15.948826556300093,16.205286102580864,16.205286102580864,0.7473812501640587,0.7473812501640587,0.5765567561431143,0.5765567561431143,21.812171748969558,21.812171748969558,165.3663532959017,165.3663532959017,-19.726363333007082,-19.726363333007082,0.3619279584431658,0.3619279584431658,10.324325035489961,10.324325035489961,7.8125,7.8125,18.459606519839472,18.459606519839472,3.061711950877125,15.397894568962347,15.397894568962347,4620.170119277694,4620.170119277694,770.0134055187203,3850.156713758973,3850.156713758973,23.002938018630996,23.002938018630996,328.125,328.125,48,True,True,True
预处理,1,F3,17.092363703313495,17.092363703313495,17.260030878859347,17.260030878859347,0.7272120292680084,0.7272120292680084,0.6187852749275067,0.6187852749275067,19.78454782305008,19.78454782305008,146.17983564265586,146.17983564265586,-21.996144617458878,-21.996144617458878,0.515243323380248,0.515243323380248,,,,,0.0,0.0,5.913740429916491,5.913740429916491,5.913740429916491,0.0,0.0,1488.3964806035578,1488.3964806035578,1488.3964806035578,,,,,48,False,True,False
预处理,1,F4,7.428362242474929,7.428362242474929,7.798663417080837,7.798663417080837,0.885441732414304,0.885441732414304,0.38416144270994523,0.38416144270994523,20.52475815818411,20.52475815818411,155.07438348548231,155.07438348548231,-26.532640602896215,-26.532640602896215,0.47989255561460525,0.47989255561460525,8.077099007509561,8.077099007509561,7.8125,7.8125,0.07328523320838871,0.07328523320838871,3.0976965065659043,3.0244112733575155,3.0244112733575155,18.607578744317443,18.607578744317443,779.3148023549262,760.7072236106087,760.7072236106087,1.0737475405933548,1.0737475405933548,324.21875,324.21875,48,True,True,True
V7,-1,Fz,9.676717541715277,9.174850238808663,9.908346990519878,9.422701781579644,0.8779968740381463,0.8755162922622832,0.4141959960085163,0.4227968707948267,18.68157036567333,18.548348728189033,157.13831814510368,156.94233475920856,-30.224465708112763,-30.6381374673649,0.3340411949391091,0.3337476700820971,13.008627345201457,12.317440560773719,3.90625,7.8125,1.003573738157463,1.2082217719310524,8.025436584197248,7.0218628460397845,6.8172148122661955,254.81364445404333,306.77505927936875,2014.2503255251554,1759.4366810711122,1707.4752662457868,4.700880828037939,5.392067612465676,355.46875,351.5625,46,True,True,True
V7,-1,F3,6.156330785269456,5.7594378664261185,7.071995346815276,6.708794836393714,0.7512311306582815,0.7567057238953616,0.6155728735338685,0.611203892350707,22.028942097447093,20.975323130669288,172.46586410151602,172.37383748366983,-25.47726474623492,-25.287618910232943,0.5652404009447999,0.5413640161795662,6.0318300823176845,5.4521176575731065,140.625,140.625,9.173229718362187,8.7771785759971,4.066356935371628,5.106872782990559,4.710821640625472,2292.9297444964636,2193.750346299538,1018.3053054209333,1274.6244390755303,1175.4450408786045,18.036948074723014,17.457235649978436,500.0,500.0,46,True,True,True
V7,-1,F4,33.53543782924629,31.98501305240775,34.298063118587805,32.71416155148467,-0.4176712469501769,-0.4054991029637938,1.4595250704564127,1.4490525564348566,19.717563938158406,18.7960480483469,155.59356885859216,155.60831280058275,-12.039086070007093,-11.646837789151455,0.45690742543739776,0.4246279373866704,38.803760061092476,36.624449744569816,183.59375,183.59375,41.88392537395796,40.33350059711942,8.348487544711666,33.53543782924629,31.98501305240775,10475.06294007194,10087.277883805342,2086.112234479786,8388.950705592155,8001.165649325556,52.93197712156464,50.75266680504198,500.0,500.0,46,True,True,True
V7,1,Fz,15.948826556300093,15.515085987592695,16.205286102580864,15.774670410110705,0.7473812501640587,0.7597041073079023,0.5765567561431143,0.5590568882014076,21.812171748969558,21.57518668242739,165.3663532959017,165.26033436802373,-19.726363333007082,-19.881739839678513,0.3619279584431658,0.36737897195954033,10.324325035489961,9.876554737011459,7.8125,7.8125,18.459606519839472,18.025865951132072,3.061711950877125,15.397894568962347,14.964154000254947,4620.170119277694,4511.332470729464,770.0134055187203,3850.156713758973,3741.3190652107437,23.002938018630996,22.555167720152493,328.125,328.125,48,True,True,True
V7,1,F3,17.092363703313495,15.674882632266625,17.260030878859347,15.851385451050707,0.7272120292680084,0.7334135530967939,0.6187852749275067,0.6117401762036969,19.78454782305008,18.729670583623015,146.17983564265586,144.86342483111576,-21.996144617458878,-22.01987628333921,0.515243323380248,0.49740017216032706,,,,,0.0,0.0,5.913740429916491,5.913740429916491,5.913740429916491,0.0,0.0,1488.3964806035578,1488.3964806035578,1488.3964806035578,,,,,48,False,True,False
V7,1,F4,7.428362242474929,6.838131715114573,7.798663417080837,7.229966055310532,0.885441732414304,0.8896756691469523,0.38416144270994523,0.3746503837612993,20.52475815818411,19.33629475151822,155.07438348548231,155.52768093657224,-26.532640602896215,-25.90644438203817,0.47989255561460525,0.46903471241802003,8.077099007509561,7.2256947043717625,7.8125,3.90625,0.07328523320838871,0.1806772607550063,3.0976965065659043,3.0244112733575155,2.917019245810898,18.607578744317443,45.87508573857582,779.3148023549262,760.7072236106087,733.4397166163503,1.0737475405933548,1.9251518437311532,324.21875,328.125,48,True,True,True
