cue,channel,n_trials,fit_family,knot_spacing_ms,fit_RMSE_50_750,fit_RMSE_250_500,positive_mean,positive_area_unit_ms,local_positive_peak,local_peak_latency_ms,peak_status
-1,Fz,53,fixed_knot_cubic_spline,50.0,0.5145922723380953,0.4240905297854032,20.518380058200837,5128.222425845682,,,无合格窗内局部正峰
-1,F3,53,fixed_knot_cubic_spline,50.0,0.5037780446397945,0.47023127292833483,21.20908405681229,5298.602267660452,,,无合格窗内局部正峰
-1,F4,53,fixed_knot_cubic_spline,50.0,0.5365687698400587,0.39509807014435067,37.582307611999326,9391.825930554529,,,无合格窗内局部正峰
1,Fz,42,fixed_knot_cubic_spline,50.0,0.7060537488203673,0.6142453140602286,50.33005272985941,12584.633492516246,,,无合格窗内局部正峰
1,F3,42,fixed_knot_cubic_spline,50.0,0.6879522992524627,0.5254361748966487,91.86640262164785,22965.49211905624,,,无合格窗内局部正峰
1,F4,42,fixed_knot_cubic_spline,50.0,0.6969383343668729,0.7575155821544991,73.77834295158621,18449.67264956169,,,无合格窗内局部正峰
