Injected_P300_Amp,True_P300_Amp,Est_P300_Amp,Amp_Error,Injected_P300_Lat_ms,True_P300_Lat_ms,Est_P300_Lat_ms,Lat_Error_ms,RMSE_before,RMSE_after,RMSE_reduction_percent,Corr_before,Corr_after,Diff_Amplitude_Retention_Ratio_percent,Diff_Waveform_Correlation
12.0,17.624155611748396,23.81486521828753,6.190709606539134,340.0,332.03125,304.6875,27.34375,31.814702109325545,5.775497389096553,81.84645146369724,0.8318074981052432,0.9145734429694363,107.05672936134903,0.985297998724626
