kind,iteration,dataset,features,BA,AUC
block_permutation,5,B2,mechanism,0.3205236486486487,0.2989864864864865
block_permutation,5,B2,covariance,0.40582770270270274,0.383445945945946
block_permutation,5,B2,past_only,0.42863175675675674,0.40540540540540543
block_permutation,5,B2,previous_cue,0.5650337837837838,0.49704391891891897
block_permutation,5,B2,post_given_past,0.40582770270270274,0.40287162162162166
block_permutation,5,pooled,amplitude,0.4902116402116402,0.46994708994708995
block_permutation,5,pooled,peak_latency,0.44656084656084655,0.4402116402116403
block_permutation,5,pooled,spatial,0.4358465608465608,0.42656084656084653
block_permutation,5,pooled,mechanism,0.41785714285714287,0.4132275132275132
block_permutation,5,pooled,covariance,0.48333333333333334,0.49216931216931215
block_permutation,5,pooled,past_only,0.4215608465608466,0.4023280423280423
block_permutation,5,pooled,previous_cue,0.5421957671957672,0.5431481481481482
block_permutation,5,pooled,post_given_past,0.48743386243386244,0.4638095238095238
block_permutation,6,A1,amplitude,0.41383928571428574,0.3928571428571429
block_permutation,6,A1,peak_latency,0.4955357142857143,0.5321428571428571
block_permutation,6,A1,spatial,0.5084821428571429,0.5383928571428571
block_permutation,6,A1,mechanism,0.5098214285714285,0.5125
block_permutation,6,A1,covariance,0.5098214285714285,0.49464285714285716
block_permutation,6,A1,past_only,0.5383928571428571,0.5169642857142858
block_permutation,6,A1,previous_cue,0.3991071428571429,0.42857142857142855
block_permutation,6,A1,post_given_past,0.4915178571428571,0.5044642857142857
block_permutation,6,A2,amplitude,0.42136248948696386,0.39108494533221194
block_permutation,6,A2,peak_latency,0.42851135407905805,0.33389402859545836
block_permutation,6,A2,spatial,0.4163162321278385,0.3347350714886459
block_permutation,6,A2,mechanism,0.42136248948696386,0.42977291841883936
block_permutation,6,A2,covariance,0.6324642556770395,0.616484440706476
block_permutation,6,A2,past_only,0.4974768713204374,0.5180824222035323
block_permutation,6,A2,previous_cue,0.3847771236333053,0.3982338099243062
block_permutation,6,A2,post_given_past,0.3675357443229605,0.4087468460891506
block_permutation,6,B1,amplitude,0.37857142857142856,0.33865546218487397
block_permutation,6,B1,peak_latency,0.44957983193277307,0.40336134453781514
block_permutation,6,B1,spatial,0.40588235294117647,0.39579831932773113
block_permutation,6,B1,mechanism,0.3773109243697479,0.38655462184873957
block_permutation,6,B1,covariance,0.37563025210084033,0.388235294117647
block_permutation,6,B1,past_only,0.26134453781512607,0.27142857142857146
block_permutation,6,B1,previous_cue,0.5365546218487395,0.5861344537815126
block_permutation,6,B1,post_given_past,0.5226890756302521,0.5075630252100841
block_permutation,6,B2,amplitude,0.4641047297297297,0.41807432432432434
block_permutation,6,B2,peak_latency,0.5067567567567568,0.53125
block_permutation,6,B2,spatial,0.5380067567567568,0.5557432432432432
block_permutation,6,B2,mechanism,0.5244932432432432,0.5380067567567568
block_permutation,6,B2,covariance,0.5920608108108107,0.5650337837837838
block_permutation,6,B2,past_only,0.46621621621621623,0.4172297297297297
block_permutation,6,B2,previous_cue,0.3610641891891892,0.33699324324324326
block_permutation,6,B2,post_given_past,0.5109797297297297,0.5861486486486487
block_permutation,6,pooled,amplitude,0.4174603174603174,0.3925396825396825
block_permutation,6,pooled,peak_latency,0.4722222222222222,0.4523809523809524
block_permutation,6,pooled,spatial,0.46865079365079365,0.45798941798941795
block_permutation,6,pooled,mechanism,0.4578042328042328,0.46116402116402117
block_permutation,6,pooled,covariance,0.5268518518518519,0.530899470899471
block_permutation,6,pooled,past_only,0.4398148148148148,0.4278835978835979
block_permutation,6,pooled,previous_cue,0.42235449735449737,0.44179894179894175
block_permutation,6,pooled,post_given_past,0.4728835978835979,0.4997883597883598
block_permutation,7,A1,amplitude,0.5799107142857143,0.5178571428571429
block_permutation,7,A1,peak_latency,0.51875,0.5160714285714285
block_permutation,7,A1,spatial,0.5785714285714285,0.5392857142857144
block_permutation,7,A1,mechanism,0.5459821428571429,0.5285714285714286
block_permutation,7,A1,covariance,0.5044642857142857,0.4955357142857143
block_permutation,7,A1,past_only,0.4174107142857143,0.3482142857142857
block_permutation,7,A1,previous_cue,0.41875,0.3790178571428572
block_permutation,7,A1,post_given_past,0.5941964285714285,0.5866071428571429
block_permutation,7,A2,amplitude,0.3776282590412111,0.3675357443229605
block_permutation,7,A2,peak_latency,0.4587888982338099,0.49705634987384356
block_permutation,7,A2,spatial,0.4781328847771237,0.528174936921783
block_permutation,7,A2,mechanism,0.4802354920100925,0.4928511354079058
block_permutation,7,A2,covariance,0.4579478553406224,0.43650126156433977
block_permutation,7,A2,past_only,0.3889823380992431,0.40538267451640037
block_permutation,7,A2,previous_cue,0.42430613961312025,0.38267451640033645
block_permutation,7,A2,post_given_past,0.5046257359125316,0.5138772077375946
block_permutation,7,B1,amplitude,0.39327731092436974,0.3596638655462185
block_permutation,7,B1,peak_latency,0.4504201680672269,0.34705882352941175
block_permutation,7,B1,spatial,0.3773109243697479,0.31092436974789917
block_permutation,7,B1,mechanism,0.39243697478991596,0.3218487394957983
block_permutation,7,B1,covariance,0.40588235294117647,0.3697478991596639
block_permutation,7,B1,past_only,0.43487394957983194,0.4546218487394958
block_permutation,7,B1,previous_cue,0.4054621848739496,0.37436974789915967
block_permutation,7,B1,post_given_past,0.3487394957983193,0.33193277310924374
block_permutation,7,B2,amplitude,0.6680743243243243,0.6773648648648649
block_permutation,7,B2,peak_latency,0.6304898648648649,0.6503378378378378
block_permutation,7,B2,spatial,0.6013513513513513,0.6385135135135135
block_permutation,7,B2,mechanism,0.5722128378378378,0.6148648648648649
block_permutation,7,B2,covariance,0.4797297297297297,0.44510135135135137
block_permutation,7,B2,past_only,0.49746621621621623,0.46368243243243246
block_permutation,7,B2,previous_cue,0.39949324324324326,0.37584459459459457
block_permutation,7,B2,post_given_past,0.5316722972972974,0.5920608108108109
block_permutation,7,pooled,amplitude,0.502910052910053,0.48952380952380947
block_permutation,7,pooled,peak_latency,0.5144179894179894,0.507989417989418
block_permutation,7,pooled,spatial,0.5103174603174603,0.5117460317460317
block_permutation,7,pooled,mechanism,0.5031746031746032,0.49708994708994714
block_permutation,7,pooled,covariance,0.46534391534391534,0.4459788359788359
block_permutation,7,pooled,past_only,0.4391534391534392,0.4235978835978836
block_permutation,7,pooled,previous_cue,0.4113756613756614,0.3905291005291005
block_permutation,7,pooled,post_given_past,0.4988095238095238,0.5126455026455027
block_permutation,8,A1,amplitude,0.5486607142857143,0.5598214285714286
block_permutation,8,A1,peak_latency,0.4875,0.49910714285714286
block_permutation,8,A1,spatial,0.4459821428571429,0.4982142857142857
block_permutation,8,A1,mechanism,0.4772321428571429,0.46875
block_permutation,8,A1,covariance,0.5526785714285714,0.5348214285714286
block_permutation,8,A1,past_only,0.434375,0.44642857142857145
block_permutation,8,A1,previous_cue,0.43169642857142854,0.41651785714285716
block_permutation,8,A1,post_given_past,0.45,0.48035714285714287
block_permutation,8,A2,amplitude,0.5613961312026914,0.6097560975609756
block_permutation,8,A2,peak_latency,0.4486963835155593,0.5264928511354079
block_permutation,8,A2,spatial,0.44365012615643395,0.4995794785534062
block_permutation,8,A2,mechanism,0.37973086627417996,0.4137931034482758
block_permutation,8,A2,covariance,0.44365012615643395,0.45079899074852825
block_permutation,8,A2,past_only,0.5147182506307821,0.48696383515559294
block_permutation,8,A2,previous_cue,0.5420521446593777,0.4878048780487805
block_permutation,8,A2,post_given_past,0.49537426408746843,0.415475189234651
block_permutation,8,B1,amplitude,0.5357142857142857,0.5705882352941177
block_permutation,8,B1,peak_latency,0.5357142857142857,0.5428571428571428
block_permutation,8,B1,spatial,0.5352941176470588,0.5663865546218487
block_permutation,8,B1,mechanism,0.55,0.5243697478991597
block_permutation,8,B1,covariance,0.4634453781512605,0.3907563025210084
block_permutation,8,B1,past_only,0.34789915966386553,0.29243697478991604
block_permutation,8,B1,previous_cue,0.4218487394957983,0.3894957983193278
block_permutation,8,B1,post_given_past,0.5205882352941176,0.5478991596638656
block_permutation,8,B2,amplitude,0.47128378378378377,0.44594594594594594
block_permutation,8,B2,peak_latency,0.3703547297297297,0.3268581081081081
block_permutation,8,B2,spatial,0.39738175675675674,0.3133445945945946
block_permutation,8,B2,mechanism,0.42863175675675674,0.32010135135135137
block_permutation,8,B2,covariance,0.5650337837837838,0.5692567567567568
block_permutation,8,B2,past_only,0.5764358108108107,0.5692567567567567
block_permutation,8,B2,previous_cue,0.37457770270270274,0.3707770270270271
block_permutation,8,B2,post_given_past,0.3859797297297297,0.3817567567567568
block_permutation,8,pooled,amplitude,0.5316137566137566,0.5502116402116402
block_permutation,8,pooled,peak_latency,0.4626984126984127,0.47783068783068783
block_permutation,8,pooled,spatial,0.45859788359788356,0.46809523809523806
block_permutation,8,pooled,mechanism,0.46190476190476193,0.42825396825396833
block_permutation,8,pooled,covariance,0.5054232804232803,0.48724867724867726
block_permutation,8,pooled,past_only,0.4691798941798942,0.44502645502645505
block_permutation,8,pooled,previous_cue,0.441005291005291,0.441957671957672
block_permutation,8,pooled,post_given_past,0.4617724867724868,0.4561904761904762
block_permutation,9,A1,amplitude,0.4861607142857143,0.5151785714285715
block_permutation,9,A1,peak_latency,0.6357142857142857,0.5767857142857142
block_permutation,9,A1,spatial,0.65,0.5767857142857142
block_permutation,9,A1,mechanism,0.5901785714285714,0.5008928571428571
block_permutation,9,A1,covariance,0.5839285714285714,0.5419642857142857
block_permutation,9,A1,past_only,0.5669642857142857,0.5544642857142857
block_permutation,9,A1,previous_cue,0.5513392857142857,0.5794642857142858
block_permutation,9,A1,post_given_past,0.5316964285714285,0.46875
block_permutation,9,A2,amplitude,0.3502943650126157,0.40454163162321277
block_permutation,9,A2,peak_latency,0.4112699747687132,0.4196804037005888
block_permutation,9,A2,spatial,0.42851135407905805,0.39444911690496215
block_permutation,9,A2,mechanism,0.42851135407905805,0.47434819175777965
block_permutation,9,A2,covariance,0.4608915054667788,0.49537426408746843
block_permutation,9,A2,past_only,0.4802354920100925,0.5407905803195963
block_permutation,9,A2,previous_cue,0.5349032800672834,0.48444070647603027
block_permutation,9,A2,post_given_past,0.580740117746005,0.5164003364171573
block_permutation,9,B1,amplitude,0.5197478991596638,0.5689075630252102
block_permutation,9,B1,peak_latency,0.5512605042016807,0.5176470588235293
block_permutation,9,B1,spatial,0.4928571428571429,0.4991596638655463
block_permutation,9,B1,mechanism,0.5504201680672269,0.5571428571428572
block_permutation,9,B1,covariance,0.5226890756302521,0.5840336134453781
block_permutation,9,B1,past_only,0.5928571428571429,0.6285714285714286
block_permutation,9,B1,previous_cue,0.565546218487395,0.6033613445378151
block_permutation,9,B1,post_given_past,0.5084033613445378,0.5084033613445378
block_permutation,9,B2,amplitude,0.5088682432432432,0.5456081081081081
block_permutation,9,B2,peak_latency,0.39442567567567566,0.38851351351351354
block_permutation,9,B2,spatial,0.36528716216216217,0.3910472972972973
block_permutation,9,B2,mechanism,0.36317567567567566,0.34881756756756754
block_permutation,9,B2,covariance,0.5067567567567568,0.5853040540540541
block_permutation,9,B2,past_only,0.5878378378378378,0.5853040540540542
block_permutation,9,B2,previous_cue,0.40582770270270274,0.40878378378378377
block_permutation,9,B2,post_given_past,0.3673986486486487,0.3133445945945946
block_permutation,9,pooled,amplitude,0.46891534391534395,0.5051322751322751
block_permutation,9,pooled,peak_latency,0.501984126984127,0.4841798941798942
block_permutation,9,pooled,spatial,0.48743386243386244,0.47603174603174603
block_permutation,9,pooled,mechanism,0.48743386243386244,0.46793650793650793
block_permutation,9,pooled,covariance,0.5166666666666666,0.5528571428571429
block_permutation,9,pooled,past_only,0.5599206349206349,0.5795238095238096
block_permutation,9,pooled,previous_cue,0.5097883597883598,0.5413227513227513
block_permutation,9,pooled,post_given_past,0.4985449735449735,0.45529100529100525
block_permutation,10,A1,amplitude,0.5316964285714285,0.5455357142857143
block_permutation,10,A1,peak_latency,0.4549107142857143,0.4767857142857143
block_permutation,10,A1,spatial,0.49910714285714286,0.4714285714285714
block_permutation,10,A1,mechanism,0.43794642857142857,0.4214285714285715
block_permutation,10,A1,covariance,0.3705357142857143,0.3553571428571428
block_permutation,10,A1,past_only,0.5669642857142857,0.5375000000000001
block_permutation,10,A1,previous_cue,0.5669642857142857,0.5879464285714285
block_permutation,10,A1,post_given_past,0.4290178571428571,0.36428571428571427
block_permutation,10,A2,amplitude,0.5290159798149705,0.6030277544154752
block_permutation,10,A2,peak_latency,0.5979814970563498,0.6038687973086627
block_permutation,10,A2,spatial,0.6345668629100084,0.6013456686291
