scenario,label,n,evidence_mode,tau_m,tau_p,neural_model,target_duration,gamma,sigma,boundary,deadline_s,dt,correct_rate,error_rate,unresolved_rate,median_decision_time_s,conditional_median_scope,censor_aware_median_s,restricted_mean_decision_time_s,interpretation,correct_mc_low,correct_mc_high,error_mc_low,error_mc_high,unresolved_mc_low,unresolved_mc_high
nominal,基准,6000,matching,2.0,0.3,N2,0.2,1.5,0.6,1.0,2.0,0.00390625,0.9758333333333333,0.0013333333333333333,0.022833333333333334,0.77734375,resolved_trials_only,0.78515625,0.8644791666666667,simulation_only_no_observed_accuracy_fit,0.9716324318082067,0.9794253042919595,0.0006757745634899176,0.002629042805442667,0.019347914275054095,0.026929389243413145
weak_memory,短保持,6000,matching,0.5,0.3,N2,0.2,1.5,0.6,1.0,2.0,0.00390625,0.3293333333333333,0.13733333333333334,0.5333333333333333,1.12890625,resolved_trials_only,,1.604427734375,simulation_only_no_observed_accuracy_fit,0.3175539281697687,0.3413311430153204,0.1288556490322506,0.146275127236064,0.5206924267396328,0.5459315827945294
retrieval_off,关闭提取,6000,matching,2.0,0.3,N2_no_retrieval,0.2,1.5,0.6,1.0,2.0,0.00390625,0.21883333333333332,0.22783333333333333,0.5533333333333333,1.16015625,resolved_trials_only,,1.63074609375,simulation_only_no_observed_accuracy_fit,0.2085531769512181,0.22947330262812315,0.21739629059286555,0.23861867156069957,0.5407236212075317,0.565874794047128
high_noise,高噪声,6000,matching,2.0,0.3,N2,0.2,1.5,1.3,1.0,2.0,0.00390625,0.7703333333333333,0.21616666666666667,0.0135,0.45703125,resolved_trials_only,0.46484375,0.5664381510416666,simulation_only_no_observed_accuracy_fit,0.7595192427711304,0.7808014745509255,0.2059343713885131,0.22676218742809526,0.0108755865694081,0.016746994279493707
low_evidence,低证据增益,6000,matching,2.0,0.3,N2,0.2,0.15,0.6,1.0,2.0,0.00390625,0.30833333333333335,0.15383333333333332,0.5378333333333334,1.15625,resolved_trials_only,,1.6158196614583333,simulation_only_no_observed_accuracy_fit,0.29677378829488993,0.320138156883677,0.14492584510954148,0.16318381587818342,0.5251976636989095,0.5504205871223646
short_deadline,短仿真截止,6000,matching,2.0,0.3,N2,0.2,1.5,0.6,1.0,1.19921875,0.00390625,0.8336666666666667,0.0011666666666666668,0.16516666666666666,0.72265625,resolved_trials_only,0.78515625,0.809677734375,simulation_only_no_observed_accuracy_fit,0.8240312599331756,0.8428750755037886,0.0005652477440319584,0.002406449577229815,0.15598550736037398,0.17477631686896605
