dataset,trial_id,block,model,stage,n_samples,MSE,gap_s,identity
A1,66,3,N3,retrieval,263,7905.090902958384,0.05,frozen_V2_new_scoring_window
A1,67,3,N3,encoding,205,2415.7423080992285,0.05,frozen_V2_new_scoring_window
A1,67,3,N3,maintenance,363,31588.983926826888,0.05,frozen_V2_new_scoring_window
A1,67,3,N3,retrieval,293,51696.070369858004,0.05,frozen_V2_new_scoring_window
A1,68,3,N3,encoding,205,1112.318466080324,0.05,frozen_V2_new_scoring_window
A1,68,3,N3,maintenance,362,3604.5439594438444,0.05,frozen_V2_new_scoring_window
A1,68,3,N3,retrieval,252,607.5220145597848,0.05,frozen_V2_new_scoring_window
A1,69,3,N3,encoding,205,633.0053776932954,0.05,frozen_V2_new_scoring_window
A1,69,3,N3,maintenance,363,748.9314803325219,0.05,frozen_V2_new_scoring_window
A1,69,3,N3,retrieval,286,672.2614597711591,0.05,frozen_V2_new_scoring_window
A1,70,3,N3,encoding,205,6448.304402888333,0.05,frozen_V2_new_scoring_window
A1,70,3,N3,maintenance,362,11825.799041204953,0.05,frozen_V2_new_scoring_window
A1,70,3,N3,retrieval,268,4365.178334054627,0.05,frozen_V2_new_scoring_window
A1,71,3,N3,encoding,205,1355.3116964263377,0.05,frozen_V2_new_scoring_window
A1,71,3,N3,maintenance,362,2220.1193222900324,0.05,frozen_V2_new_scoring_window
A1,71,3,N3,retrieval,265,4681.357137156778,0.05,frozen_V2_new_scoring_window
A1,72,3,N3,encoding,205,228.95769069317706,0.05,frozen_V2_new_scoring_window
A1,72,3,N3,maintenance,362,1683.9438007227914,0.05,frozen_V2_new_scoring_window
A1,72,3,N3,retrieval,210,6078.022751438182,0.05,frozen_V2_new_scoring_window
A1,73,3,N3,encoding,205,60406.52558984961,0.05,frozen_V2_new_scoring_window
A1,73,3,N3,maintenance,362,191413.93516947053,0.05,frozen_V2_new_scoring_window
A1,73,3,N3,retrieval,302,92904.6431566664,0.05,frozen_V2_new_scoring_window
A1,74,3,N3,encoding,205,39275.709843876386,0.05,frozen_V2_new_scoring_window
A1,74,3,N3,maintenance,362,50393.074407548396,0.05,frozen_V2_new_scoring_window
A1,74,3,N3,retrieval,249,3840.2705096875143,0.05,frozen_V2_new_scoring_window
A1,75,3,N3,encoding,205,56109.216308329815,0.05,frozen_V2_new_scoring_window
A1,75,3,N3,maintenance,362,299748.0103193528,0.05,frozen_V2_new_scoring_window
A1,75,3,N3,retrieval,264,30443.887686934802,0.05,frozen_V2_new_scoring_window
A1,76,3,N3,encoding,205,2222.9197162838836,0.05,frozen_V2_new_scoring_window
A1,76,3,N3,maintenance,363,7630.482669843467,0.05,frozen_V2_new_scoring_window
A1,76,3,N3,retrieval,238,33187.61094164478,0.05,frozen_V2_new_scoring_window
A1,84,4,N3,encoding,205,54109.927095361025,0.05,frozen_V2_new_scoring_window
A1,84,4,N3,maintenance,362,41782.93415223925,0.05,frozen_V2_new_scoring_window
A1,84,4,N3,retrieval,253,18631.464688952296,0.05,frozen_V2_new_scoring_window
A1,85,4,N3,encoding,205,38895.991605395655,0.05,frozen_V2_new_scoring_window
A1,85,4,N3,maintenance,362,48456.01211610934,0.05,frozen_V2_new_scoring_window
A1,85,4,N3,retrieval,253,5031.141421587389,0.05,frozen_V2_new_scoring_window
A1,86,4,N3,encoding,205,1712.370199000077,0.05,frozen_V2_new_scoring_window
A1,86,4,N3,maintenance,362,17858.917722346283,0.05,frozen_V2_new_scoring_window
A1,86,4,N3,retrieval,257,23470.188231783468,0.05,frozen_V2_new_scoring_window
A1,87,4,N3,encoding,205,3890.482840473101,0.05,frozen_V2_new_scoring_window
A1,87,4,N3,maintenance,363,19871.387144917033,0.05,frozen_V2_new_scoring_window
A1,87,4,N3,retrieval,312,17039.940845531793,0.05,frozen_V2_new_scoring_window
A1,89,4,N3,encoding,205,828.1177510242507,0.05,frozen_V2_new_scoring_window
A1,89,4,N3,maintenance,363,20672.14605194669,0.05,frozen_V2_new_scoring_window
A1,89,4,N3,retrieval,265,95459.04927368568,0.05,frozen_V2_new_scoring_window
A1,90,4,N3,encoding,205,1014.0788367649495,0.05,frozen_V2_new_scoring_window
A1,90,4,N3,maintenance,362,2737.605389922409,0.05,frozen_V2_new_scoring_window
A1,90,4,N3,retrieval,247,1799.082674364835,0.05,frozen_V2_new_scoring_window
A1,91,4,N3,encoding,205,7342.037929109305,0.05,frozen_V2_new_scoring_window
A1,91,4,N3,maintenance,363,88889.1707140291,0.05,frozen_V2_new_scoring_window
A1,91,4,N3,retrieval,340,291347.44384291343,0.05,frozen_V2_new_scoring_window
A1,92,4,N3,encoding,205,41668.30576352451,0.05,frozen_V2_new_scoring_window
A1,92,4,N3,maintenance,362,173230.24850144045,0.05,frozen_V2_new_scoring_window
A1,92,4,N3,retrieval,240,184316.78368855818,0.05,frozen_V2_new_scoring_window
A1,93,4,N3,encoding,205,1406.2214721013302,0.05,frozen_V2_new_scoring_window
A1,93,4,N3,maintenance,363,1342.2991602323605,0.05,frozen_V2_new_scoring_window
A1,93,4,N3,retrieval,321,2171.761442588156,0.05,frozen_V2_new_scoring_window
A1,94,4,N3,encoding,205,282.46338635003934,0.05,frozen_V2_new_scoring_window
A1,94,4,N3,maintenance,362,826.1059777374193,0.05,frozen_V2_new_scoring_window
A1,94,4,N3,retrieval,309,468.45525034532824,0.05,frozen_V2_new_scoring_window
A1,95,4,N3,encoding,205,2885.233190071489,0.05,frozen_V2_new_scoring_window
A1,95,4,N3,maintenance,363,8429.310844002883,0.05,frozen_V2_new_scoring_window
A1,95,4,N3,retrieval,310,1060.6217591636594,0.05,frozen_V2_new_scoring_window
A1,96,4,N3,encoding,205,1025.0733479211451,0.05,frozen_V2_new_scoring_window
A1,96,4,N3,maintenance,362,2112.2398876574703,0.05,frozen_V2_new_scoring_window
A1,96,4,N3,retrieval,234,2025.9832295578142,0.05,frozen_V2_new_scoring_window
A1,97,4,N3,encoding,205,69116.26058532807,0.05,frozen_V2_new_scoring_window
A1,97,4,N3,maintenance,363,171151.3626530601,0.05,frozen_V2_new_scoring_window
A1,97,4,N3,retrieval,220,14540.913710881076,0.05,frozen_V2_new_scoring_window
A1,98,4,N3,encoding,205,64420.461289942665,0.05,frozen_V2_new_scoring_window
A1,98,4,N3,maintenance,362,625908.886016235,0.05,frozen_V2_new_scoring_window
A1,98,4,N3,retrieval,288,1059944.0636581127,0.05,frozen_V2_new_scoring_window
A1,99,4,N3,encoding,205,2019.1066854968133,0.05,frozen_V2_new_scoring_window
A1,99,4,N3,maintenance,363,11843.218130626687,0.05,frozen_V2_new_scoring_window
A1,99,4,N3,retrieval,331,26098.57120766468,0.05,frozen_V2_new_scoring_window
A1,2,0,N2,encoding,205,61264.32187724175,0.1,frozen_V2_new_scoring_window
A1,2,0,N2,maintenance,362,308069.5926828264,0.1,frozen_V2_new_scoring_window
A1,2,0,N2,retrieval,277,427958.7069489907,0.1,frozen_V2_new_scoring_window
A1,5,0,N2,encoding,205,20799.236333785782,0.1,frozen_V2_new_scoring_window
A1,5,0,N2,maintenance,363,34103.73401231845,0.1,frozen_V2_new_scoring_window
A1,5,0,N2,retrieval,284,24449.94921939959,0.1,frozen_V2_new_scoring_window
A1,6,0,N2,encoding,205,40158.25148421367,0.1,frozen_V2_new_scoring_window
A1,6,0,N2,maintenance,362,33570.91549121926,0.1,frozen_V2_new_scoring_window
A1,6,0,N2,retrieval,278,151178.03525485488,0.1,frozen_V2_new_scoring_window
A1,7,0,N2,encoding,205,3697.6879015067375,0.1,frozen_V2_new_scoring_window
A1,7,0,N2,maintenance,363,18515.05460284911,0.1,frozen_V2_new_scoring_window
A1,7,0,N2,retrieval,345,5249.454252877441,0.1,frozen_V2_new_scoring_window
A1,8,0,N2,encoding,205,285.1714929228124,0.1,frozen_V2_new_scoring_window
A1,8,0,N2,maintenance,362,22999.846766650426,0.1,frozen_V2_new_scoring_window
A1,8,0,N2,retrieval,240,258656.56393945136,0.1,frozen_V2_new_scoring_window
A1,9,0,N2,encoding,205,870.1680547136103,0.1,frozen_V2_new_scoring_window
A1,9,0,N2,maintenance,362,2187.7691538017466,0.1,frozen_V2_new_scoring_window
A1,9,0,N2,retrieval,275,46742.40660510485,0.1,frozen_V2_new_scoring_window
A1,10,0,N2,encoding,205,340.4433811561049,0.1,frozen_V2_new_scoring_window
A1,10,0,N2,maintenance,362,3437.390510792903,0.1,frozen_V2_new_scoring_window
A1,10,0,N2,retrieval,371,21117.95966864943,0.1,frozen_V2_new_scoring_window
A1,11,0,N2,encoding,205,54618.58436452583,0.1,frozen_V2_new_scoring_window
A1,11,0,N2,maintenance,362,72921.40449307286,0.1,frozen_V2_new_scoring_window
A1,11,0,N2,retrieval,276,24184.246109403703,0.1,frozen_V2_new_scoring_window
A1,12,0,N2,encoding,205,2307.753874480983,0.1,frozen_V2_new_scoring_window
A1,12,0,N2,maintenance,363,19891.300681166525,0.1,frozen_V2_new_scoring_window
A1,12,0,N2,retrieval,249,36716.23205439536,0.1,frozen_V2_new_scoring_window
A1,13,0,N2,encoding,205,331.6483787215379,0.1,frozen_V2_new_scoring_window
A1,13,0,N2,maintenance,362,3890.9259260306803,0.1,frozen_V2_new_scoring_window
A1,13,0,N2,retrieval,267,9458.88018040992,0.1,frozen_V2_new_scoring_window
A1,16,0,N2,encoding,205,12529.392153574323,0.1,frozen_V2_new_scoring_window
A1,16,0,N2,maintenance,362,71399.75994037416,0.1,frozen_V2_new_scoring_window
A1,16,0,N2,retrieval,233,81428.59432040043,0.1,frozen_V2_new_scoring_window
A1,17,0,N2,encoding,205,21973.639680365242,0.1,frozen_V2_new_scoring_window
A1,17,0,N2,maintenance,363,47637.07209180338,0.1,frozen_V2_new_scoring_window
A1,17,0,N2,retrieval,334,12515.762314296448,0.1,frozen_V2_new_scoring_window
A1,24,1,N2,encoding,205,733.0443758087973,0.1,frozen_V2_new_scoring_window
A1,24,1,N2,maintenance,362,2537.9047679044597,0.1,frozen_V2_new_scoring_window
A1,24,1,N2,retrieval,257,2001.6767034433644,0.1,frozen_V2_new_scoring_window
A1,25,1,N2,encoding,205,2281.4611448404694,0.1,frozen_V2_new_scoring_window
A1,25,1,N2,maintenance,362,93507.35930211002,0.1,frozen_V2_new_scoring_window
A1,25,1,N2,retrieval,304,199913.05890784255,0.1,frozen_V2_new_scoring_window
A1,26,1,N2,encoding,205,4226.165343169883,0.1,frozen_V2_new_scoring_window
A1,26,1,N2,maintenance,362,23766.76886255205,0.1,frozen_V2_new_scoring_window
A1,26,1,N2,retrieval,219,42695.97880090649,0.1,frozen_V2_new_scoring_window
A1,28,1,N2,encoding,205,13662.59449597791,0.1,frozen_V2_new_scoring_window
A1,28,1,N2,maintenance,362,36814.903633147835,0.1,frozen_V2_new_scoring_window
A1,28,1,N2,retrieval,214,11169.874662303813,0.1,frozen_V2_new_scoring_window
A1,29,1,N2,encoding,205,3493.153741491436,0.1,frozen_V2_new_scoring_window
A1,29,1,N2,maintenance,363,12121.77789886656,0.1,frozen_V2_new_scoring_window
A1,29,1,N2,retrieval,319,74424.82109589948,0.1,frozen_V2_new_scoring_window
A1,30,1,N2,encoding,205,232.5758530097112,0.1,frozen_V2_new_scoring_window
A1,30,1,N2,maintenance,362,1392.4652073166133,0.1,frozen_V2_new_scoring_window
A1,30,1,N2,retrieval,240,2817.890733489035,0.1,frozen_V2_new_scoring_window
A1,31,1,N2,encoding,205,25094.465228675304,0.1,frozen_V2_new_scoring_window
A1,31,1,N2,maintenance,363,130575.32526397966,0.1,frozen_V2_new_scoring_window
A1,31,1,N2,retrieval,226,144343.10290823173,0.1,frozen_V2_new_scoring_window
A1,32,1,N2,encoding,205,699.5766918845786,0.1,frozen_V2_new_scoring_window
A1,32,1,N2,maintenance,362,5704.989066190019,0.1,frozen_V2_new_scoring_window
A1,32,1,N2,retrieval,313,10895.880597508785,0.1,frozen_V2_new_scoring_window
A1,33,1,N2,encoding,205,453.8677563489624,0.1,frozen_V2_new_scoring_window
A1,33,1,N2,maintenance,363,1579.003692496774,0.1,frozen_V2_new_scoring_window
A1,33,1,N2,retrieval,276,2425.0598649642207,0.1,frozen_V2_new_scoring_window
A1,34,1,N2,encoding,205,641.0957784840944,0.1,frozen_V2_new_scoring_window
A1,34,1,N2,maintenance,362,4132.125916325799,0.1,frozen_V2_new_scoring_window
A1,34,1,N2,retrieval,377,2226.4651368323584,0.1,frozen_V2_new_scoring_window
A1,35,1,N2,encoding,205,291.01430181985273,0.1,frozen_V2_new_scoring_window
A1,35,1,N2,maintenance,362,289.0564734080325,0.1,frozen_V2_new_scoring_window
A1,35,1,N2,retrieval,243,1520.3363539579846,0.1,frozen_V2_new_scoring_window
A1,37,1,N2,encoding,205,812.0837375139452,0.1,frozen_V2_new_scoring_window
A1,37,1,N2,maintenance,363,3209.6054482776613,0.1,frozen_V2_new_scoring_window
A1,37,1,N2,retrieval,266,6298.377122949037,0.1,frozen_V2_new_scoring_window
A1,44,2,N2,encoding,205,855.8157629590842,0.1,frozen_V2_new_scoring_window
A1,44,2,N2,maintenance,362,1423.6001495222397,0.1,frozen_V2_new_scoring_window
A1,44,2,N2,retrieval,242,245.03183187020582,0.1,frozen_V2_new_scoring_window
A1,45,2,N2,encoding,205,5939.776455320579,0.1,frozen_V2_new_scoring_window
A1,45,2,N2,maintenance,363,10211.776462979513,0.1,frozen_V2_new_scoring_window
A1,45,2,N2,retrieval,223,18980.452984245294,0.1,frozen_V2_new_scoring_window
A1,47,2,N2,encoding,205,688.3055159805944,0.1,frozen_V2_new_scoring_window
A1,47,2,N2,maintenance,362,1545.2970062944792,0.1,frozen_V2_new_scoring_window
A1,47,2,N2,retrieval,313,13218.164321872404,0.1,frozen_V2_new_scoring_window
A1,48,2,N2,encoding,205,482.0434777091352,0.1,frozen_V2_new_scoring_window
A1,48,2,N2,maintenance,362,2308.0570163020916,0.1,frozen_V2_new_scoring_window
A1,48,2,N2,retrieval,298,3281.7586070574116,0.1,frozen_V2_new_scoring_window
A1,49,2,N2,encoding,205,6472.229361305952,0.1,frozen_V2_new_scoring_window
A1,49,2,N2,maintenance,363,3191.907107435408,0.1,frozen_V2_new_scoring_window
A1,49,2,N2,retrieval,255,13888.374587853677,0.1,frozen_V2_new_scoring_window
A1,50,2,N2,encoding,205,5655.555270368942,0.1,frozen_V2_new_scoring_window
A1,50,2,N2,maintenance,362,35072.254081932566,0.1,frozen_V2_new_scoring_window
A1,50,2,N2,retrieval,235,6094.167372715291,0.1,frozen_V2_new_scoring_window
A1,51,2,N2,encoding,205,29554.60020518871,0.1,frozen_V2_new_scoring_window
A1,51,2,N2,maintenance,362,351066.6294781494,0.1,frozen_V2_new_scoring_window
A1,51,2,N2,retrieval,273,126581.10944993843,0.1,frozen_V2_new_scoring_window
A1,52,2,N2,encoding,205,29705.7803057925,0.1,frozen_V2_new_scoring_window
A1,52,2,N2,maintenance,363,588299.9697148018,0.1,frozen_V2_new_scoring_window
A1,52,2,N2,retrieval,289,782121.0887504965,0.1,frozen_V2_new_scoring_window
A1,53,2,N2,encoding,205,52390.54018059517,0.1,frozen_V2_new_scoring_window
A1,53,2,N2,maintenance,362,279992.62197907973,0.1,frozen_V2_new_scoring_window
A1,53,2,N2,retrieval,239,254248.13142185676,0.1,frozen_V2_new_scoring_window
A1,54,2,N2,encoding,205,36497.246567915405,0.1,frozen_V2_new_scoring_window
A1,54,2,N2,maintenance,363,155675.44059502642,0.1,frozen_V2_new_scoring_window
A1,54,2,N2,retrieval,273,194567.3216552019,0.1,frozen_V2_new_scoring_window
A1,55,2,N2,encoding,205,1746.1287359772575,0.1,frozen_V2_new_scoring_window
A1,55,2,N2,maintenance,362,2374.33442490431,0.1,frozen_V2_new_scoring_window
A1,55,2,N2,retrieval,250,2445.3501383930216,0.1,frozen_V2_new_scoring_window
A1,56,2,N2,encoding,205,4047.2661491934164,0.1,frozen_V2_new_scoring_window
A1,56,2,N2,maintenance,363,4489.038723413936,0.1,frozen_V2_new_scoring_window
A1,56,2,N2,retrieval,282,4221.650626483331,0.1,frozen_V2_new_scoring_window
A1,57,2,N2,encoding,205,1175.2535150169276,0.1,frozen_V2_new_scoring_window
A1,57,2,N2,maintenance,362,6232.125322811873,0.1,frozen_V2_new_scoring_window
A1,57,2,N2,retrieval,285,2029.3317358659056,0.1,frozen_V2_new_scoring_window
A1,64,3,N2,encoding,205,12059.41215334509,0.1,frozen_V2_new_scoring_window
A1,64,3,N2,maintenance,362,54825.14500605357,0.1,frozen_V2_new_scoring_window
A1,64,3,N2,retrieval,222,241474.27338514657,0.1,frozen_V2_new_scoring_window
A1,65,3,N2,encoding,205,378.2594333488211,0.1,frozen_V2_new_scoring_window
A1,65,3,N2,maintenance,363,5244.23062000251,0.1,frozen_V2_new_scoring_window
A1,65,3,N2,retrieval,297,23118.600231771357,0.1,frozen_V2_new_scoring_window
A1,66,3,N2,encoding,205,18515.439838135357,0.1,frozen_V2_new_scoring_window
A1,66,3,N2,maintenance,362,62764.506760634664,0.1,frozen_V2_new_scoring_window
A1,66,3,N2,retrieval,250,8518.269508416633,0.1,frozen_V2_new_scoring_window
A1,67,3,N2,encoding,205,2353.92745049411,0.1,frozen_V2_new_scoring_window
A1,67,3,N2,maintenance,363,31229.049974483147,0.1,frozen_V2_new_scoring_window
A1,67,3,N2,retrieval,280,54493.60180833235,0.1,frozen_V2_new_scoring_window
A1,68,3,N2,encoding,205,1126.707811814651,0.1,frozen_V2_new_scoring_window
A1,68,3,N2,maintenance,362,3707.4040919907575,0.1,frozen_V2_new_scoring_window
A1,68,3,N2,retrieval,239,738.6384223122708,0.1,frozen_V2_new_scoring_window
A1,69,3,N2,encoding,205,645.7383229442742,0.1,frozen_V2_new_scoring_window
A1,69,3,N2,maintenance,363,694.7223148743416,0.1,frozen_V2_new_scoring_window
A1,69,3,N2,retrieval,273,568.2152079615452,0.1,frozen_V2_new_scoring_window
A1,70,3,N2,encoding,205,6417.331670681493,0.1,frozen_V2_new_scoring_window
A1,70,3,N2,maintenance,362,12109.852743680001,0.1,frozen_V2_new_scoring_window
A1,70,3,N2,retrieval,255,4041.302634146465,0.1,frozen_V2_new_scoring_window
A1,71,3,N2,encoding,205,1394.9751928413848,0.1,frozen_V2_new_scoring_window
A1,71,3,N2,maintenance,362,2298.537772817374,0.1,frozen_V2_new_scoring_window
A1,71,3,N2,retrieval,252,5193.824870104636,0.1,frozen_V2_new_scoring_window
A1,72,3,N2,encoding,205,229.49968958947244,0.1,frozen_V2_new_scoring_window
A1,72,3,N2,maintenance,362,1728.3829293070592,0.1,frozen_V2_new_scoring_window
A1,72,3,N2,retrieval,197,5593.202821967951,0.1,frozen_V2_new_scoring_window
A1,73,3,N2,encoding,205,59989.243659752996,0.1,frozen_V2_new_scoring_window
A1,73,3,N2,maintenance,362,190452.25516291193,0.1,frozen_V2_new_scoring_window
A1,73,3,N2,retrieval,289,98821.66541437893,0.1,frozen_V2_new_scoring_window
A1,74,3,N2,encoding,205,39339.31820847408,0.1,frozen_V2_new_scoring_window
A1,74,3,N2,maintenance,362,49782.54645749872,0.1,frozen_V2_new_scoring_window
A1,74,3,N2,retrieval,236,3386.30406965584,0.1,frozen_V2_new_scoring_window
A1,75,3,N2,encoding,205,55681.788664955566,0.1,frozen_V2_new_scoring_window
A1,75,3,N2,maintenance,362,298459.07128594397,0.1,frozen_V2_new_scoring_window
A1,75,3,N2,retrieval,251,32557.734246950593,0.1,frozen_V2_new_scoring_window
A1,76,3,N2,encoding,205,2230.311031903617,0.1,frozen_V2_new_scoring_window
A1,76,3,N2,maintenance,363,7741.869756834549,0.1,frozen_V2_new_scoring_window
A1,76,3,N2,retrieval,225,32091.37008308965,0.1,frozen_V2_new_scoring_window
A1,84,4,N2,encoding,205,55983.67142565368,0.1,frozen_V2_new_scoring_window
A1,84,4,N2,maintenance,362,41223.35695262132,0.1,frozen_V2_new_scoring_window
A1,84,4,N2,retrieval,240,18624.082094083322,0.1,frozen_V2_new_scoring_window
A1,85,4,N2,encoding,205,38580.59023859181,0.1,frozen_V2_new_scoring_window
A1,85,4,N2,maintenance,362,49417.72647450178,0.1,frozen_V2_new_scoring_window
A1,85,4,N2,retrieval,240,4985.434392891362,0.1,frozen_V2_new_scoring_window
A1,86,4,N2,encoding,205,1960.068174205807,0.1,frozen_V2_new_scoring_window
A1,86,4,N2,maintenance,362,18209.680108904806,0.1,frozen_V2_new_scoring_window
A1,86,4,N2,retrieval,244,20500.71590974543,0.1,frozen_V2_new_scoring_window
A1,87,4,N2,encoding,205,4376.976402456174,0.1,frozen_V2_new_scoring_window
A1,87,4,N2,maintenance,363,19305.17782935305,0.1,frozen_V2_new_scoring_window
A1,87,4,N2,retrieval,299,16375.227859905668,0.1,frozen_V2_new_scoring_window
A1,89,4,N2,encoding,205,734.1496815143457,0.1,frozen_V2_new_scoring_window
A1,89,4,N2,maintenance,363,20087.756306880685,0.1,frozen_V2_new_scoring_window
A1,89,4,N2,retrieval,252,91339.2199964281,0.1,frozen_V2_new_scoring_window
A1,90,4,N2,encoding,205,861.5342404801629,0.1,frozen_V2_new_scoring_window
A1,90,4,N2,maintenance,362,2856.206504111215,0.1,frozen_V2_new_scoring_window
A1,90,4,N2,retrieval,234,2018.37862297979,0.1,frozen_V2_new_scoring_window
A1,91,4,N2,encoding,205,7179.597402387916,0.1,frozen_V2_new_scoring_window
A1,91,4,N2,maintenance,363,87965.33092145785,0.1,frozen_V2_new_scoring_window
A1,91,4,N2,retrieval,327,295250.4004727376,0.1,frozen_V2_new_scoring_window
A1,92,4,N2,encoding,205,40088.60118072853,0.1,frozen_V2_new_scoring_window
A1,92,4,N2,maintenance,362,174939.41012206883,0.1,frozen_V2_new_scoring_window
A1,92,4,N2,retrieval,227,189227.88406366832,0.1,frozen_V2_new_scoring_window
A1,93,4,N2,encoding,205,1299.1463378056312,0.1,frozen_V2_new_scoring_window
A1,93,4,N2,maintenance,363,1431.8876762798225,0.1,frozen_V2_new_scoring_window
A1,93,4,N2,retrieval,308,2554.4039518915993,0.1,frozen_V2_new_scoring_window
A1,94,4,N2,encoding,205,385.2543449262295,0.1,frozen_V2_new_scoring_window
A1,94,4,N2,maintenance,362,806.0800549840895,0.1,frozen_V2_new_scoring_window
A1,94,4,N2,retrieval,296,497.728369888286,0.1,frozen_V2_new_scoring_window
A1,95,4,N2,encoding,205,2819.849136272698,0.1,frozen_V2_new_scoring_window
A1,95,4,N2,maintenance,363,8732.170970957426,0.1,frozen_V2_new_scoring_window
A1,95,4,N2,retrieval,297,901.2716205145075,0.1,frozen_V2_new_scoring_window
A1,96,4,N2,encoding,205,869.1706689717195,0.1,frozen_V2_new_scoring_window
A1,96,4,N2,maintenance,362,2260.9713365226717,0.1,frozen_V2_new_scoring_window
A1,96,4,N2,retrieval,221,2288.027333696975,0.1,frozen_V2_new_scoring_window
A1,97,4,N2,encoding,205,67238.11007420975,0.1,frozen_V2_new_scoring_window
A1,97,4,N2,maintenance,363,172464.79643218144,0.1,frozen_V2_new_scoring_window
A1,97,4,N2,retrieval,207,13508.665143257445,0.1,frozen_V2_new_scoring_window
A1,98,4,N2,encoding,205,64858.79539012863,0.1,frozen_V2_new_scoring_window
A1,98,4,N2,maintenance,362,622886.2596991387,0.1,frozen_V2_new_scoring_window
A1,98,4,N2,retrieval,275,1070308.758269351,0.1,frozen_V2_new_scoring_window
