n,evidence_mode,tau_m,tau_p,neural_model,target_duration,gamma,sigma,boundary,deadline_s,dt,correct_rate,error_rate,unresolved_rate,median_decision_time_s,conditional_median_scope,censor_aware_median_s,restricted_mean_decision_time_s,interpretation,correct_mc_low,correct_mc_high,error_mc_low,error_mc_high,unresolved_mc_low,unresolved_mc_high
12000,conditional,2.0,0.3,N2,0.2,1.5,0.6,1.0,2.0,0.00390625,0.9715,0.00175,0.02675,0.77734375,resolved_trials_only,0.7890625,0.8688343098958333,simulation_only_no_observed_accuracy_fit,0.9683685510973687,0.974329659782055,0.0011449294109697706,0.002673981361728196,0.024010994017131027,0.0297919152115279
12000,conditional,2.0,0.3,N2,0.2,1.5,0.6,1.0,2.0,0.001953125,0.9749166666666667,0.0020833333333333333,0.023,0.7734375,resolved_trials_only,0.783203125,0.8610244140625,simulation_only_no_observed_accuracy_fit,0.971963038678791,0.9775663186562809,0.0014115779638665536,0.0030737861215775594,0.02046663213367962,0.025838677326585166
