dataset,trial_id,block,model,stage,n_samples,MSE,identity
A2,12,0,N2,retrieval,333,124350.3443767702,new_nested_refit
A2,13,0,N2,encoding,205,10401.97581772074,new_nested_refit
A2,13,0,N2,maintenance,362,16204.585726126246,new_nested_refit
A2,13,0,N2,retrieval,321,10710.352905853,new_nested_refit
A2,14,0,N2,encoding,205,6432.649036263832,new_nested_refit
A2,14,0,N2,maintenance,363,196082.51107120162,new_nested_refit
A2,14,0,N2,retrieval,368,508891.2725279733,new_nested_refit
A2,15,0,N2,encoding,205,2048.8642807620217,new_nested_refit
A2,15,0,N2,maintenance,362,4708.220595253006,new_nested_refit
A2,15,0,N2,retrieval,408,2399.2764732518444,new_nested_refit
A2,16,0,N2,encoding,205,9673.790133301525,new_nested_refit
A2,16,0,N2,maintenance,363,28079.472457371405,new_nested_refit
A2,16,0,N2,retrieval,365,108971.6106413394,new_nested_refit
A2,17,0,N2,encoding,205,9715.050139130519,new_nested_refit
A2,17,0,N2,maintenance,363,106916.40497673243,new_nested_refit
A2,17,0,N2,retrieval,338,337990.6852171457,new_nested_refit
A2,24,1,N2,encoding,205,6459.082622912963,new_nested_refit
A2,24,1,N2,maintenance,363,1503.354362467521,new_nested_refit
A2,24,1,N2,retrieval,333,23871.722988653066,new_nested_refit
A2,25,1,N2,encoding,205,5403.014751266425,new_nested_refit
A2,25,1,N2,maintenance,362,3747.923113064822,new_nested_refit
A2,25,1,N2,retrieval,289,8217.621730998111,new_nested_refit
A2,26,1,N2,encoding,205,3689.4190178970925,new_nested_refit
A2,26,1,N2,maintenance,363,13914.357054874712,new_nested_refit
A2,26,1,N2,retrieval,300,947.1313938332486,new_nested_refit
A2,27,1,N2,encoding,205,4445.257416049995,new_nested_refit
A2,27,1,N2,maintenance,362,21887.857632101073,new_nested_refit
A2,27,1,N2,retrieval,331,81950.27664730405,new_nested_refit
A2,28,1,N2,encoding,205,10789.790284465464,new_nested_refit
A2,28,1,N2,maintenance,362,22486.157078243108,new_nested_refit
A2,28,1,N2,retrieval,346,4889.032413821765,new_nested_refit
A2,29,1,N2,encoding,205,2087.4922178481484,new_nested_refit
A2,29,1,N2,maintenance,362,111547.12810392407,new_nested_refit
A2,29,1,N2,retrieval,402,316750.6969299988,new_nested_refit
A2,32,1,N2,encoding,205,7974.494437306265,new_nested_refit
A2,32,1,N2,maintenance,362,36116.330549473234,new_nested_refit
A2,32,1,N2,retrieval,274,100795.39429537862,new_nested_refit
A2,35,1,N2,encoding,205,6215.316511056748,new_nested_refit
A2,35,1,N2,maintenance,362,31799.864424606152,new_nested_refit
A2,35,1,N2,retrieval,349,32893.78356207258,new_nested_refit
A2,36,1,N2,encoding,205,1574.0930610793823,new_nested_refit
A2,36,1,N2,maintenance,363,67015.8692501015,new_nested_refit
A2,36,1,N2,retrieval,277,137072.1232607849,new_nested_refit
A2,37,1,N2,encoding,205,96918.10006895638,new_nested_refit
A2,37,1,N2,maintenance,362,545030.4917969068,new_nested_refit
A2,37,1,N2,retrieval,319,354710.51506830216,new_nested_refit
A2,44,2,N2,encoding,205,10853.762603798985,new_nested_refit
A2,44,2,N2,maintenance,363,27490.046400137384,new_nested_refit
A2,44,2,N2,retrieval,393,24458.49429003331,new_nested_refit
A2,45,2,N2,encoding,205,1135855.6814676991,new_nested_refit
A2,45,2,N2,maintenance,363,600346.3480923293,new_nested_refit
A2,45,2,N2,retrieval,283,677936.7239187474,new_nested_refit
A2,46,2,N2,encoding,205,2555.778087598612,new_nested_refit
A2,46,2,N2,maintenance,363,46878.84811020202,new_nested_refit
A2,46,2,N2,retrieval,318,230859.08305669422,new_nested_refit
A2,47,2,N2,encoding,205,1719.110599101372,new_nested_refit
A2,47,2,N2,maintenance,362,19137.9390007744,new_nested_refit
A2,47,2,N2,retrieval,288,134252.39335157778,new_nested_refit
A2,48,2,N2,encoding,205,6145.968703672314,new_nested_refit
A2,48,2,N2,maintenance,363,70768.34114488937,new_nested_refit
A2,48,2,N2,retrieval,359,23389.0977888038,new_nested_refit
A2,49,2,N2,encoding,205,2832.6193429435557,new_nested_refit
A2,49,2,N2,maintenance,363,22773.611775524838,new_nested_refit
A2,49,2,N2,retrieval,357,146897.53869839254,new_nested_refit
A2,50,2,N2,encoding,205,55434.69200114922,new_nested_refit
A2,50,2,N2,maintenance,363,74452.63937528082,new_nested_refit
A2,50,2,N2,retrieval,354,39991.26872571594,new_nested_refit
A2,51,2,N2,encoding,205,128017.12575513672,new_nested_refit
A2,51,2,N2,maintenance,362,134561.81197354905,new_nested_refit
A2,51,2,N2,retrieval,348,17652.76740745863,new_nested_refit
A2,52,2,N2,encoding,205,93252.08078720776,new_nested_refit
A2,52,2,N2,maintenance,362,382337.77197870857,new_nested_refit
A2,52,2,N2,retrieval,271,385034.3438948596,new_nested_refit
A2,53,2,N2,encoding,205,5605.84851158606,new_nested_refit
A2,53,2,N2,maintenance,363,14855.113353495717,new_nested_refit
A2,53,2,N2,retrieval,344,7832.36199588962,new_nested_refit
A2,54,2,N2,encoding,205,9724.002166546106,new_nested_refit
A2,54,2,N2,maintenance,362,132343.65412210498,new_nested_refit
A2,54,2,N2,retrieval,334,183893.01836154258,new_nested_refit
A2,55,2,N2,encoding,205,15854.357720460539,new_nested_refit
A2,55,2,N2,maintenance,363,75426.77853634654,new_nested_refit
A2,55,2,N2,retrieval,299,156632.7531539863,new_nested_refit
A2,56,2,N2,encoding,205,12687.399296790954,new_nested_refit
A2,56,2,N2,maintenance,362,11894.934757212854,new_nested_refit
A2,56,2,N2,retrieval,345,35642.66714469129,new_nested_refit
A2,57,2,N2,encoding,205,34101.24089599165,new_nested_refit
A2,57,2,N2,maintenance,363,13892.918135966336,new_nested_refit
A2,57,2,N2,retrieval,347,3411.1524495931517,new_nested_refit
A2,64,3,N2,encoding,205,50892.33463543371,new_nested_refit
A2,64,3,N2,maintenance,363,375703.9137238744,new_nested_refit
A2,64,3,N2,retrieval,319,352970.96425596636,new_nested_refit
A2,65,3,N2,encoding,205,6369.1153314748135,new_nested_refit
A2,65,3,N2,maintenance,362,22338.138748817153,new_nested_refit
A2,65,3,N2,retrieval,298,2647.424214588175,new_nested_refit
A2,66,3,N2,encoding,205,4533.986406946153,new_nested_refit
A2,66,3,N2,maintenance,363,32647.446579673622,new_nested_refit
A2,66,3,N2,retrieval,305,135325.35626368105,new_nested_refit
A2,67,3,N2,encoding,205,6280.466517536117,new_nested_refit
A2,67,3,N2,maintenance,362,110478.18064309223,new_nested_refit
A2,67,3,N2,retrieval,297,385016.6966980301,new_nested_refit
A2,69,3,N2,encoding,205,1661.7724945218392,new_nested_refit
A2,69,3,N2,maintenance,363,17404.60610163824,new_nested_refit
A2,69,3,N2,retrieval,370,41821.79724418048,new_nested_refit
A2,70,3,N2,encoding,205,22134.358347289115,new_nested_refit
A2,70,3,N2,maintenance,362,250506.93979002698,new_nested_refit
A2,70,3,N2,retrieval,316,25550.947146235987,new_nested_refit
A2,71,3,N2,encoding,205,16913.601045434243,new_nested_refit
A2,71,3,N2,maintenance,363,32226.763383595706,new_nested_refit
A2,71,3,N2,retrieval,290,38387.80914415192,new_nested_refit
A2,72,3,N2,encoding,205,28069.238145796066,new_nested_refit
A2,72,3,N2,maintenance,362,163995.21101398708,new_nested_refit
A2,72,3,N2,retrieval,272,319420.7259202272,new_nested_refit
A2,73,3,N2,encoding,205,3232.05225613639,new_nested_refit
A2,73,3,N2,maintenance,362,10428.21167358863,new_nested_refit
A2,73,3,N2,retrieval,351,7623.570508335781,new_nested_refit
A2,74,3,N2,encoding,205,4478.651093746421,new_nested_refit
A2,74,3,N2,maintenance,362,4962.591308777774,new_nested_refit
A2,74,3,N2,retrieval,340,3711.2214246675426,new_nested_refit
A2,75,3,N2,encoding,205,80651.51788098822,new_nested_refit
A2,75,3,N2,maintenance,362,223426.2402645743,new_nested_refit
A2,75,3,N2,retrieval,302,345308.3464224269,new_nested_refit
A2,76,3,N2,encoding,205,836.711461579272,new_nested_refit
A2,76,3,N2,maintenance,363,43674.16069642276,new_nested_refit
A2,76,3,N2,retrieval,380,142454.56697975987,new_nested_refit
A2,77,3,N2,encoding,205,10856.771015230284,new_nested_refit
A2,77,3,N2,maintenance,362,21233.016734527817,new_nested_refit
A2,77,3,N2,retrieval,299,2090.4087828520483,new_nested_refit
A2,84,4,N2,encoding,205,5954.065547677585,new_nested_refit
A2,84,4,N2,maintenance,362,10422.696383057417,new_nested_refit
A2,84,4,N2,retrieval,307,5627.439515005716,new_nested_refit
A2,85,4,N2,encoding,205,21376.846811211606,new_nested_refit
A2,85,4,N2,maintenance,363,162856.95328695767,new_nested_refit
A2,85,4,N2,retrieval,332,488616.0088948287,new_nested_refit
A2,87,4,N2,encoding,205,61260.84032959037,new_nested_refit
A2,87,4,N2,maintenance,363,52247.90175349407,new_nested_refit
A2,87,4,N2,retrieval,317,141673.98901160544,new_nested_refit
A2,88,4,N2,encoding,205,211426.5798310782,new_nested_refit
A2,88,4,N2,maintenance,362,335035.8861440377,new_nested_refit
A2,88,4,N2,retrieval,256,97784.26849343434,new_nested_refit
A2,89,4,N2,encoding,205,12408.92085188728,new_nested_refit
A2,89,4,N2,maintenance,363,95981.90548249445,new_nested_refit
A2,89,4,N2,retrieval,318,121205.34310172174,new_nested_refit
A2,90,4,N2,encoding,205,125959.98076955049,new_nested_refit
A2,90,4,N2,maintenance,362,131170.94580967387,new_nested_refit
A2,90,4,N2,retrieval,427,67448.75981696128,new_nested_refit
A2,91,4,N2,encoding,205,5729.578030318128,new_nested_refit
A2,91,4,N2,maintenance,362,3729.156670277248,new_nested_refit
A2,91,4,N2,retrieval,318,3395.35515583277,new_nested_refit
A2,92,4,N2,encoding,205,68986.64131648262,new_nested_refit
A2,92,4,N2,maintenance,363,419044.6247247101,new_nested_refit
A2,92,4,N2,retrieval,370,15930.246376573496,new_nested_refit
A2,93,4,N2,encoding,205,4599.9559223214255,new_nested_refit
A2,93,4,N2,maintenance,362,15720.807334381185,new_nested_refit
A2,93,4,N2,retrieval,300,20112.311909873963,new_nested_refit
A2,94,4,N2,encoding,205,77053.06800476274,new_nested_refit
A2,94,4,N2,maintenance,363,95700.10674524569,new_nested_refit
A2,94,4,N2,retrieval,346,91589.88162663678,new_nested_refit
A2,95,4,N2,encoding,205,23158.925136786056,new_nested_refit
A2,95,4,N2,maintenance,362,105119.16950431286,new_nested_refit
A2,95,4,N2,retrieval,298,61944.20327790459,new_nested_refit
A2,96,4,N2,encoding,205,3238.9664991930154,new_nested_refit
A2,96,4,N2,maintenance,363,46966.45431639826,new_nested_refit
A2,96,4,N2,retrieval,328,50287.31710817926,new_nested_refit
A2,97,4,N2,encoding,205,1682.0310395477677,new_nested_refit
A2,97,4,N2,maintenance,362,11887.128125496301,new_nested_refit
A2,97,4,N2,retrieval,302,22290.495073568763,new_nested_refit
A2,98,4,N2,encoding,205,6268.83010615298,new_nested_refit
A2,98,4,N2,maintenance,362,62189.90558525301,new_nested_refit
A2,98,4,N2,retrieval,310,40606.77397405566,new_nested_refit
A2,99,4,N2,encoding,205,60720.5490971106,new_nested_refit
A2,99,4,N2,maintenance,362,180363.83093569355,new_nested_refit
A2,99,4,N2,retrieval,314,134512.05689173457,new_nested_refit
A2,2,0,N3,encoding,205,21437.059916237566,new_nested_refit
A2,2,0,N3,maintenance,362,214809.73577981617,new_nested_refit
A2,2,0,N3,retrieval,480,143149.64049890504,new_nested_refit
A2,3,0,N3,encoding,205,1722.6682409113341,new_nested_refit
A2,3,0,N3,maintenance,362,26593.36140031549,new_nested_refit
A2,3,0,N3,retrieval,360,31387.54852838618,new_nested_refit
A2,4,0,N3,encoding,205,1393.0292369560875,new_nested_refit
A2,4,0,N3,maintenance,362,4825.2726418705915,new_nested_refit
A2,4,0,N3,retrieval,363,10286.94681145919,new_nested_refit
A2,5,0,N3,encoding,205,30755.7914694155,new_nested_refit
A2,5,0,N3,maintenance,362,196780.60402854285,new_nested_refit
A2,5,0,N3,retrieval,346,123302.20396462998,new_nested_refit
A2,6,0,N3,encoding,205,5141.561001330808,new_nested_refit
A2,6,0,N3,maintenance,362,19342.47357349163,new_nested_refit
A2,6,0,N3,retrieval,318,7672.013008774612,new_nested_refit
A2,7,0,N3,encoding,205,3175.1367263469087,new_nested_refit
A2,7,0,N3,maintenance,363,15681.51057812202,new_nested_refit
A2,7,0,N3,retrieval,312,74978.60422499067,new_nested_refit
A2,8,0,N3,encoding,205,1821.4278695739476,new_nested_refit
A2,8,0,N3,maintenance,362,10663.876239774834,new_nested_refit
A2,8,0,N3,retrieval,316,3016.7665581774713,new_nested_refit
A2,9,0,N3,encoding,205,21169.369873257223,new_nested_refit
A2,9,0,N3,maintenance,363,67678.4658356844,new_nested_refit
A2,9,0,N3,retrieval,401,25247.31194849832,new_nested_refit
A2,10,0,N3,encoding,205,53706.15485960151,new_nested_refit
A2,10,0,N3,maintenance,362,53849.21823581591,new_nested_refit
A2,10,0,N3,retrieval,319,33449.38030028714,new_nested_refit
A2,11,0,N3,encoding,205,2236.3287532409913,new_nested_refit
A2,11,0,N3,maintenance,362,23035.00715844187,new_nested_refit
A2,11,0,N3,retrieval,353,111577.31229401943,new_nested_refit
A2,12,0,N3,encoding,205,164072.6152429312,new_nested_refit
A2,12,0,N3,maintenance,363,412133.55633845273,new_nested_refit
A2,12,0,N3,retrieval,333,136245.18151738992,new_nested_refit
A2,13,0,N3,encoding,205,5068.601508116144,new_nested_refit
A2,13,0,N3,maintenance,362,18238.32318607272,new_nested_refit
A2,13,0,N3,retrieval,321,7697.441982777662,new_nested_refit
A2,14,0,N3,encoding,205,3331.414694964941,new_nested_refit
A2,14,0,N3,maintenance,363,211400.2551551156,new_nested_refit
A2,14,0,N3,retrieval,368,520790.68405582657,new_nested_refit
A2,15,0,N3,encoding,205,3800.1476629279896,new_nested_refit
A2,15,0,N3,maintenance,362,3640.0751898461804,new_nested_refit
A2,15,0,N3,retrieval,408,2731.064326921698,new_nested_refit
A2,16,0,N3,encoding,205,5009.336438891906,new_nested_refit
A2,16,0,N3,maintenance,363,25375.500521565853,new_nested_refit
A2,16,0,N3,retrieval,365,105755.71072530508,new_nested_refit
A2,17,0,N3,encoding,205,4213.26587388633,new_nested_refit
A2,17,0,N3,maintenance,363,123966.68608460641,new_nested_refit
A2,17,0,N3,retrieval,338,314969.8235097332,new_nested_refit
A2,24,1,N3,encoding,205,2927.5661272146594,new_nested_refit
A2,24,1,N3,maintenance,363,3009.7313106473016,new_nested_refit
A2,24,1,N3,retrieval,333,22307.874432252946,new_nested_refit
A2,25,1,N3,encoding,205,8982.294521123187,new_nested_refit
A2,25,1,N3,maintenance,362,4827.842296141087,new_nested_refit
A2,25,1,N3,retrieval,289,5810.835993100212,new_nested_refit
A2,26,1,N3,encoding,205,2641.7615034205355,new_nested_refit
A2,26,1,N3,maintenance,363,17866.393343985612,new_nested_refit
A2,26,1,N3,retrieval,300,763.9444522480031,new_nested_refit
A2,27,1,N3,encoding,205,7194.85097578849,new_nested_refit
A2,27,1,N3,maintenance,362,32492.560083775792,new_nested_refit
A2,27,1,N3,retrieval,331,82058.9407054417,new_nested_refit
A2,28,1,N3,encoding,205,16649.072462266508,new_nested_refit
A2,28,1,N3,maintenance,362,15756.282233518801,new_nested_refit
A2,28,1,N3,retrieval,346,4037.385158336625,new_nested_refit
A2,29,1,N3,encoding,205,3246.6129886053045,new_nested_refit
A2,29,1,N3,maintenance,362,135131.09030659424,new_nested_refit
A2,29,1,N3,retrieval,402,307696.06508107623,new_nested_refit
A2,32,1,N3,encoding,205,11448.88130878213,new_nested_refit
A2,32,1,N3,maintenance,362,27643.559686629378,new_nested_refit
A2,32,1,N3,retrieval,274,91631.01180162895,new_nested_refit
A2,35,1,N3,encoding,205,9055.357969479839,new_nested_refit
A2,35,1,N3,maintenance,362,23274.438081969187,new_nested_refit
A2,35,1,N3,retrieval,349,34369.3717508067,new_nested_refit
A2,36,1,N3,encoding,205,3547.386880162033,new_nested_refit
A2,36,1,N3,maintenance,363,50332.58214601758,new_nested_refit
A2,36,1,N3,retrieval,277,132583.54623553462,new_nested_refit
A2,37,1,N3,encoding,205,114472.45068785563,new_nested_refit
A2,37,1,N3,maintenance,362,502414.4831710593,new_nested_refit
A2,37,1,N3,retrieval,319,351942.53194317006,new_nested_refit
A2,44,2,N3,encoding,205,9311.705166307229,new_nested_refit
A2,44,2,N3,maintenance,363,32919.75559678855,new_nested_refit
A2,44,2,N3,retrieval,393,24723.74204864398,new_nested_refit
A2,45,2,N3,encoding,205,1127513.5753437541,new_nested_refit
A2,45,2,N3,maintenance,363,612283.9788134698,new_nested_refit
A2,45,2,N3,retrieval,283,675374.0476337967,new_nested_refit
A2,46,2,N3,encoding,205,1284.6902941913947,new_nested_refit
A2,46,2,N3,maintenance,363,54656.30522242867,new_nested_refit
A2,46,2,N3,retrieval,318,226784.40308640886,new_nested_refit
A2,47,2,N3,encoding,205,3027.5620575077264,new_nested_refit
A2,47,2,N3,maintenance,362,18962.8246659809,new_nested_refit
A2,47,2,N3,retrieval,288,136884.71609719112,new_nested_refit
A2,48,2,N3,encoding,205,8567.429137866868,new_nested_refit
A2,48,2,N3,maintenance,363,61303.12951039477,new_nested_refit
A2,48,2,N3,retrieval,359,24568.68348994812,new_nested_refit
A2,49,2,N3,encoding,205,3343.896627380628,new_nested_refit
A2,49,2,N3,maintenance,363,31452.05808312094,new_nested_refit
A2,49,2,N3,retrieval,357,150917.54037630965,new_nested_refit
A2,50,2,N3,encoding,205,40370.68454428387,new_nested_refit
A2,50,2,N3,maintenance,363,66283.28981754795,new_nested_refit
A2,50,2,N3,retrieval,354,38270.69272327203,new_nested_refit
A2,51,2,N3,encoding,205,139795.84748567894,new_nested_refit
A2,51,2,N3,maintenance,362,119715.46144447198,new_nested_refit
A2,51,2,N3,retrieval,348,17394.993746492146,new_nested_refit
A2,52,2,N3,encoding,205,79508.38124192448,new_nested_refit
A2,52,2,N3,maintenance,362,408757.4343990256,new_nested_refit
A2,52,2,N3,retrieval,271,391793.8996465975,new_nested_refit
A2,53,2,N3,encoding,205,2657.303285551876,new_nested_refit
A2,53,2,N3,maintenance,363,17998.167055593807,new_nested_refit
A2,53,2,N3,retrieval,344,7953.441246012233,new_nested_refit
A2,54,2,N3,encoding,205,12319.358591257796,new_nested_refit
A2,54,2,N3,maintenance,362,145407.72660186185,new_nested_refit
A2,54,2,N3,retrieval,334,180194.37358242666,new_nested_refit
A2,55,2,N3,encoding,205,19525.203024895396,new_nested_refit
A2,55,2,N3,maintenance,363,74603.96297270784,new_nested_refit
A2,55,2,N3,retrieval,299,152557.28780677193,new_nested_refit
A2,56,2,N3,encoding,205,20115.705878906527,new_nested_refit
A2,56,2,N3,maintenance,362,18112.737289485067,new_nested_refit
A2,56,2,N3,retrieval,345,37046.7110100326,new_nested_refit
A2,57,2,N3,encoding,205,23024.246519535493,new_nested_refit
A2,57,2,N3,maintenance,363,14481.502561327,new_nested_refit
A2,57,2,N3,retrieval,347,3499.8421717156707,new_nested_refit
A2,64,3,N3,encoding,205,43539.82186079353,new_nested_refit
A2,64,3,N3,maintenance,363,389906.18554823985,new_nested_refit
A2,64,3,N3,retrieval,319,355563.9367928452,new_nested_refit
A2,65,3,N3,encoding,205,8400.488619859882,new_nested_refit
A2,65,3,N3,maintenance,362,19818.754041149838,new_nested_refit
A2,65,3,N3,retrieval,298,2449.5790877890586,new_nested_refit
A2,66,3,N3,encoding,205,5262.7328648867115,new_nested_refit
A2,66,3,N3,maintenance,363,28098.27457466488,new_nested_refit
A2,66,3,N3,retrieval,305,132776.30712887918,new_nested_refit
A2,67,3,N3,encoding,205,4595.5088449741415,new_nested_refit
A2,67,3,N3,maintenance,362,123569.37486111186,new_nested_refit
A2,67,3,N3,retrieval,297,390387.59879590553,new_nested_refit
A2,69,3,N3,encoding,205,1912.4170784275263,new_nested_refit
A2,69,3,N3,maintenance,363,14427.338448096654,new_nested_refit
A2,69,3,N3,retrieval,370,40582.350279252445,new_nested_refit
A2,70,3,N3,encoding,205,18377.852599490685,new_nested_refit
A2,70,3,N3,maintenance,362,263673.9434014762,new_nested_refit
A2,70,3,N3,retrieval,316,26270.08031187286,new_nested_refit
A2,71,3,N3,encoding,205,11962.98883644153,new_nested_refit
A2,71,3,N3,maintenance,363,32568.894127010684,new_nested_refit
A2,71,3,N3,retrieval,290,38624.32106648498,new_nested_refit
A2,72,3,N3,encoding,205,23277.222667048936,new_nested_refit
A2,72,3,N3,maintenance,362,178975.14375659593,new_nested_refit
A2,72,3,N3,retrieval,272,325359.5783577993,new_nested_refit
A2,73,3,N3,encoding,205,3220.146072111046,new_nested_refit
A2,73,3,N3,maintenance,362,7237.474438633687,new_nested_refit
A2,73,3,N3,retrieval,351,7023.6296614346065,new_nested_refit
A2,74,3,N3,encoding,205,8268.940797426842,new_nested_refit
A2,74,3,N3,maintenance,362,5673.680113548074,new_nested_refit
A2,74,3,N3,retrieval,340,2799.6683103089695,new_nested_refit
A2,75,3,N3,encoding,205,73289.1298109528,new_nested_refit
A2,75,3,N3,maintenance,362,234537.71403222,new_nested_refit
A2,75,3,N3,retrieval,302,349235.0068777997,new_nested_refit
A2,76,3,N3,encoding,205,904.3704543873673,new_nested_refit
A2,76,3,N3,maintenance,363,37831.672781150206,new_nested_refit
A2,76,3,N3,retrieval,380,140238.28419138407,new_nested_refit
A2,77,3,N3,encoding,205,8556.235849994564,new_nested_refit
A2,77,3,N3,maintenance,362,25182.657428295875,new_nested_refit
A2,77,3,N3,retrieval,299,2172.2306073633736,new_nested_refit
A2,84,4,N3,encoding,205,8217.387530206368,new_nested_refit
A2,84,4,N3,maintenance,362,12938.95223570775,new_nested_refit
A2,84,4,N3,retrieval,307,5444.9789398457,new_nested_refit
A2,85,4,N3,encoding,205,17141.822446410668,new_nested_refit
A2,85,4,N3,maintenance,363,174022.68316162832,new_nested_refit
A2,85,4,N3,retrieval,332,495330.89146168856,new_nested_refit
A2,87,4,N3,encoding,205,66974.72469984331,new_nested_refit
A2,87,4,N3,maintenance,363,56249.29441271499,new_nested_refit
A2,87,4,N3,retrieval,317,141142.87392584764,new_nested_refit
A2,88,4,N3,encoding,205,235813.26244311914,new_nested_refit
A2,88,4,N3,maintenance,362,325685.2666463756,new_nested_refit
A2,88,4,N3,retrieval,256,95100.13624295146,new_nested_refit
A2,89,4,N3,encoding,205,10642.001244655736,new_nested_refit
A2,89,4,N3,maintenance,363,102804.93925675681,new_nested_refit
A2,89,4,N3,retrieval,318,120622.62804392952,new_nested_refit
A2,90,4,N3,encoding,205,134372.7750922816,new_nested_refit
A2,90,4,N3,maintenance,362,128444.16767715845,new_nested_refit
A2,90,4,N3,retrieval,427,67834.60980682904,new_nested_refit
A2,91,4,N3,encoding,205,3909.322823551785,new_nested_refit
A2,91,4,N3,maintenance,362,3945.980431499313,new_nested_refit
A2,91,4,N3,retrieval,318,3351.967141192218,new_nested_refit
A2,92,4,N3,encoding,205,60069.1559347895,new_nested_refit
A2,92,4,N3,maintenance,363,427798.3750058892,new_nested_refit
A2,92,4,N3,retrieval,370,16414.61381222026,new_nested_refit
A2,93,4,N3,encoding,205,6454.3126126157995,new_nested_refit
A2,93,4,N3,maintenance,362,20099.396365703313,new_nested_refit
A2,93,4,N3,retrieval,300,20951.96497748174,new_nested_refit
A2,94,4,N3,encoding,205,70858.15679411312,new_nested_refit
A2,94,4,N3,maintenance,363,88340.77706877877,new_nested_refit
A2,94,4,N3,retrieval,346,92591.04926397846,new_nested_refit
A2,95,4,N3,encoding,205,29639.52744299482,new_nested_refit
A2,95,4,N3,maintenance,362,100170.75271639343,new_nested_refit
A2,95,4,N3,retrieval,298,62924.03078217931,new_nested_refit
A2,96,4,N3,encoding,205,2144.2455750152158,new_nested_refit
A2,96,4,N3,maintenance,363,51317.93440609328,new_nested_refit
A2,96,4,N3,retrieval,328,50174.140882072104,new_nested_refit
A2,97,4,N3,encoding,205,3144.2929316887344,new_nested_refit
A2,97,4,N3,maintenance,362,9402.927264397615,new_nested_refit
A2,97,4,N3,retrieval,302,22765.828221381624,new_nested_refit
A2,98,4,N3,encoding,205,8340.172068253423,new_nested_refit
A2,98,4,N3,maintenance,362,56754.421683208966,new_nested_refit
A2,98,4,N3,retrieval,310,41157.18767293643,new_nested_refit
A2,99,4,N3,encoding,205,53233.30901135153,new_nested_refit
A2,99,4,N3,maintenance,362,187891.07970250826,new_nested_refit
A2,99,4,N3,retrieval,314,133479.188590587,new_nested_refit
B1,2,0,N2,encoding,205,1333.2245594344352,new_nested_refit
B1,2,0,N2,maintenance,363,8002.579036379585,new_nested_refit
B1,2,0,N2,retrieval,284,7602.054292674972,new_nested_refit
B1,3,0,N2,encoding,205,64523.4828521541,new_nested_refit
B1,3,0,N2,maintenance,362,269884.2500227476,new_nested_refit
B1,3,0,N2,retrieval,254,275596.60766504606,new_nested_refit
B1,4,0,N2,encoding,205,47301.633244760866,new_nested_refit
B1,4,0,N2,maintenance,362,138452.94202802304,new_nested_refit
B1,4,0,N2,retrieval,236,91429.16576261759,new_nested_refit
B1,5,0,N2,encoding,205,39074.79244573991,new_nested_refit
B1,5,0,N2,maintenance,362,141535.89009618983,new_nested_refit
B1,5,0,N2,retrieval,283,539959.5835978478,new_nested_refit
B1,7,0,N2,encoding,205,8684.084959394619,new_nested_refit
B1,7,0,N2,maintenance,362,25188.210455991146,new_nested_refit
B1,7,0,N2,retrieval,267,36490.09158536835,new_nested_refit
B1,8,0,N2,encoding,205,4301.487824813728,new_nested_refit
B1,8,0,N2,maintenance,362,2095.472441261431,new_nested_refit
B1,8,0,N2,retrieval,223,2584.368727743656,new_nested_refit
B1,9,0,N2,encoding,205,869.9201232368661,new_nested_refit
B1,9,0,N2,maintenance,363,385.30855769816674,new_nested_refit
B1,9,0,N2,retrieval,428,718.8358425836955,new_nested_refit
B1,10,0,N2,encoding,205,478.57530130870515,new_nested_refit
B1,10,0,N2,maintenance,363,17565.897861213176,new_nested_refit
B1,10,0,N2,retrieval,306,30292.520603748857,new_nested_refit
B1,11,0,N2,encoding,205,9086.209436707602,new_nested_refit
B1,11,0,N2,maintenance,362,30019.89256310905,new_nested_refit
B1,11,0,N2,retrieval,265,16307.537739884117,new_nested_refit
B1,12,0,N2,encoding,205,613.0939960602014,new_nested_refit
B1,12,0,N2,maintenance,363,1421.1141443595222,new_nested_refit
B1,12,0,N2,retrieval,258,1363.1845381153935,new_nested_refit
B1,13,0,N2,encoding,205,5632.906821599444,new_nested_refit
B1,13,0,N2,maintenance,363,36214.510953699784,new_nested_refit
B1,13,0,N2,retrieval,245,43401.36945396155,new_nested_refit
B1,15,0,N2,encoding,205,1126.9002233293945,new_nested_refit
B1,15,0,N2,maintenance,362,1349.5527073001665,new_nested_refit
B1,15,0,N2,retrieval,239,9433.588796820677,new_nested_refit
B1,16,0,N2,encoding,205,375.98219101485734,new_nested_refit
B1,16,0,N2,maintenance,362,1082.1883389466304,new_nested_refit
B1,16,0,N2,retrieval,255,3347.85340925367,new_nested_refit
B1,17,0,N2,encoding,205,13458.594707763019,new_nested_refit
B1,17,0,N2,maintenance,362,79783.90430617513,new_nested_refit
B1,17,0,N2,retrieval,224,104362.85756888766,new_nested_refit
B1,24,1,N2,encoding,205,35239.452831244715,new_nested_refit
B1,24,1,N2,maintenance,362,144588.13258849713,new_nested_refit
B1,24,1,N2,retrieval,243,56630.63999753058,new_nested_refit
B1,26,1,N2,encoding,205,2944.078951317192,new_nested_refit
B1,26,1,N2,maintenance,363,48569.279004216354,new_nested_refit
B1,26,1,N2,retrieval,220,46572.935371833475,new_nested_refit
B1,27,1,N2,encoding,205,3288.8330289444416,new_nested_refit
B1,27,1,N2,maintenance,362,6867.9008101789,new_nested_refit
