dataset,trial_id,block,model,stage,n_samples,MSE,identity
B1,27,1,N2,retrieval,228,8462.011583421676,new_nested_refit
B1,28,1,N2,encoding,205,127810.34841436494,new_nested_refit
B1,28,1,N2,maintenance,363,459381.5602144602,new_nested_refit
B1,28,1,N2,retrieval,312,90209.21093467108,new_nested_refit
B1,29,1,N2,encoding,205,772.6628476781918,new_nested_refit
B1,29,1,N2,maintenance,362,2015.9581210434421,new_nested_refit
B1,29,1,N2,retrieval,250,7230.178822206184,new_nested_refit
B1,30,1,N2,encoding,205,120131.7333111425,new_nested_refit
B1,30,1,N2,maintenance,363,202502.97442347542,new_nested_refit
B1,30,1,N2,retrieval,329,11015.654217710233,new_nested_refit
B1,31,1,N2,encoding,205,739.1130964161233,new_nested_refit
B1,31,1,N2,maintenance,362,6401.759888829977,new_nested_refit
B1,31,1,N2,retrieval,251,788.9247902599259,new_nested_refit
B1,32,1,N2,encoding,205,83980.11414915667,new_nested_refit
B1,32,1,N2,maintenance,362,304580.76247710787,new_nested_refit
B1,32,1,N2,retrieval,195,298456.38392868056,new_nested_refit
B1,33,1,N2,encoding,205,2257.901665795173,new_nested_refit
B1,33,1,N2,maintenance,362,35949.34097227674,new_nested_refit
B1,33,1,N2,retrieval,263,74955.60959277472,new_nested_refit
B1,34,1,N2,encoding,205,95750.40011697919,new_nested_refit
B1,34,1,N2,maintenance,363,330106.99515911884,new_nested_refit
B1,34,1,N2,retrieval,276,173258.13474027967,new_nested_refit
B1,35,1,N2,encoding,205,93667.96620555219,new_nested_refit
B1,35,1,N2,maintenance,362,431154.32425557525,new_nested_refit
B1,35,1,N2,retrieval,277,77440.03258082797,new_nested_refit
B1,37,1,N2,encoding,205,18821.51857263735,new_nested_refit
B1,37,1,N2,maintenance,362,132351.95544622283,new_nested_refit
B1,37,1,N2,retrieval,344,53883.24069384854,new_nested_refit
B1,44,2,N2,encoding,205,2136.9817553668104,new_nested_refit
B1,44,2,N2,maintenance,362,11147.319926295753,new_nested_refit
B1,44,2,N2,retrieval,370,24181.93207028421,new_nested_refit
B1,45,2,N2,encoding,205,177.58858335814747,new_nested_refit
B1,45,2,N2,maintenance,363,1142.3281116849819,new_nested_refit
B1,45,2,N2,retrieval,413,1361.793421776639,new_nested_refit
B1,47,2,N2,encoding,205,44783.26973045055,new_nested_refit
B1,47,2,N2,maintenance,362,401688.31068219483,new_nested_refit
B1,47,2,N2,retrieval,220,725717.8890028932,new_nested_refit
B1,48,2,N2,encoding,205,20857.843184698853,new_nested_refit
B1,48,2,N2,maintenance,363,60411.18761425615,new_nested_refit
B1,48,2,N2,retrieval,225,100373.36492427468,new_nested_refit
B1,49,2,N2,encoding,205,10979.48118611837,new_nested_refit
B1,49,2,N2,maintenance,362,94670.64959920481,new_nested_refit
B1,49,2,N2,retrieval,298,207356.42562276797,new_nested_refit
B1,50,2,N2,encoding,205,206985.33814302372,new_nested_refit
B1,50,2,N2,maintenance,362,163993.00153407876,new_nested_refit
B1,50,2,N2,retrieval,214,141065.62227505553,new_nested_refit
B1,51,2,N2,encoding,205,21797.274787817965,new_nested_refit
B1,51,2,N2,maintenance,363,144627.39214633135,new_nested_refit
B1,51,2,N2,retrieval,226,324663.0716933361,new_nested_refit
B1,52,2,N2,encoding,205,4883.6740426783535,new_nested_refit
B1,52,2,N2,maintenance,362,2787.29752928383,new_nested_refit
B1,52,2,N2,retrieval,265,11412.768286479026,new_nested_refit
B1,53,2,N2,encoding,205,451.33583888830236,new_nested_refit
B1,53,2,N2,maintenance,363,1375.5553747605443,new_nested_refit
B1,53,2,N2,retrieval,202,599.2123855945774,new_nested_refit
B1,55,2,N2,encoding,205,127994.97565382748,new_nested_refit
B1,55,2,N2,maintenance,362,452184.57210238755,new_nested_refit
B1,55,2,N2,retrieval,267,675883.4649542061,new_nested_refit
B1,56,2,N2,encoding,205,24518.389403906833,new_nested_refit
B1,56,2,N2,maintenance,362,121194.53784123732,new_nested_refit
B1,56,2,N2,retrieval,215,418392.8749680151,new_nested_refit
B1,57,2,N2,encoding,205,3926.446417960278,new_nested_refit
B1,57,2,N2,maintenance,362,14043.610944451939,new_nested_refit
B1,57,2,N2,retrieval,231,167074.01176360823,new_nested_refit
B1,64,3,N2,encoding,205,9434.979882950925,new_nested_refit
B1,64,3,N2,maintenance,363,53793.248014182536,new_nested_refit
B1,64,3,N2,retrieval,236,101773.51230296583,new_nested_refit
B1,65,3,N2,encoding,205,9157.420124487595,new_nested_refit
B1,65,3,N2,maintenance,362,18529.044544377834,new_nested_refit
B1,65,3,N2,retrieval,280,64848.84180580882,new_nested_refit
B1,66,3,N2,encoding,205,31714.937096662674,new_nested_refit
B1,66,3,N2,maintenance,363,58087.112836616616,new_nested_refit
B1,66,3,N2,retrieval,201,94646.7755324157,new_nested_refit
B1,67,3,N2,encoding,205,10272.829113138565,new_nested_refit
B1,67,3,N2,maintenance,362,83510.81447485926,new_nested_refit
B1,67,3,N2,retrieval,219,128491.64527670974,new_nested_refit
B1,68,3,N2,encoding,205,1512.9024965352394,new_nested_refit
B1,68,3,N2,maintenance,362,2040.7788060031562,new_nested_refit
B1,68,3,N2,retrieval,306,1705.2367105710653,new_nested_refit
B1,69,3,N2,encoding,205,67779.3996418249,new_nested_refit
B1,69,3,N2,maintenance,362,318153.5800068114,new_nested_refit
B1,69,3,N2,retrieval,245,88659.54028057649,new_nested_refit
B1,70,3,N2,encoding,205,9798.62486989047,new_nested_refit
B1,70,3,N2,maintenance,362,3435.117495968183,new_nested_refit
B1,70,3,N2,retrieval,246,7429.812959080985,new_nested_refit
B1,71,3,N2,encoding,205,133263.92275371205,new_nested_refit
B1,71,3,N2,maintenance,363,260535.41004961325,new_nested_refit
B1,71,3,N2,retrieval,215,107385.07873218313,new_nested_refit
B1,72,3,N2,encoding,205,15690.80576971512,new_nested_refit
B1,72,3,N2,maintenance,362,21786.530013630196,new_nested_refit
B1,72,3,N2,retrieval,226,11924.425672920863,new_nested_refit
B1,73,3,N2,encoding,205,1879.827773807461,new_nested_refit
B1,73,3,N2,maintenance,363,8092.603403011041,new_nested_refit
B1,73,3,N2,retrieval,244,10761.941561684633,new_nested_refit
B1,74,3,N2,encoding,205,3998.4665189167695,new_nested_refit
B1,74,3,N2,maintenance,362,19825.331295817417,new_nested_refit
B1,74,3,N2,retrieval,287,19828.664802180134,new_nested_refit
B1,75,3,N2,encoding,205,4079.7338663658356,new_nested_refit
B1,75,3,N2,maintenance,362,15616.617449938698,new_nested_refit
B1,75,3,N2,retrieval,258,57490.461844722,new_nested_refit
B1,76,3,N2,encoding,205,5469.869174338724,new_nested_refit
B1,76,3,N2,maintenance,362,47124.67820724281,new_nested_refit
B1,76,3,N2,retrieval,291,146032.7971054221,new_nested_refit
B1,77,3,N2,encoding,205,3042.3939905842885,new_nested_refit
B1,77,3,N2,maintenance,363,5091.41618141904,new_nested_refit
B1,77,3,N2,retrieval,279,11637.716828661069,new_nested_refit
B1,84,4,N2,encoding,205,13631.284673166872,new_nested_refit
B1,84,4,N2,maintenance,363,60655.14327920035,new_nested_refit
B1,84,4,N2,retrieval,224,68302.67163747108,new_nested_refit
B1,86,4,N2,encoding,205,3552.3698163891513,new_nested_refit
B1,86,4,N2,maintenance,363,14290.061688843416,new_nested_refit
B1,86,4,N2,retrieval,222,15493.020975731413,new_nested_refit
B1,87,4,N2,encoding,205,277.80282982200487,new_nested_refit
B1,87,4,N2,maintenance,362,641.842695861599,new_nested_refit
B1,87,4,N2,retrieval,372,5345.990226238262,new_nested_refit
B1,89,4,N2,encoding,205,29920.113620532127,new_nested_refit
B1,89,4,N2,maintenance,362,117585.10787766174,new_nested_refit
B1,89,4,N2,retrieval,220,176643.83035284164,new_nested_refit
B1,90,4,N2,encoding,205,62603.3835467152,new_nested_refit
B1,90,4,N2,maintenance,363,345085.5103115994,new_nested_refit
B1,90,4,N2,retrieval,266,460144.77754460165,new_nested_refit
B1,91,4,N2,encoding,205,804.1752435444265,new_nested_refit
B1,91,4,N2,maintenance,362,4048.0911316847682,new_nested_refit
B1,91,4,N2,retrieval,240,6637.202051585295,new_nested_refit
B1,93,4,N2,encoding,205,1775.5897170406263,new_nested_refit
B1,93,4,N2,maintenance,362,4195.2393099018345,new_nested_refit
B1,93,4,N2,retrieval,235,13019.14085589177,new_nested_refit
B1,94,4,N2,encoding,205,1365.2436632287734,new_nested_refit
B1,94,4,N2,maintenance,363,2343.705821668709,new_nested_refit
B1,94,4,N2,retrieval,254,4027.3984003400174,new_nested_refit
B1,95,4,N2,encoding,205,722.4501372596944,new_nested_refit
B1,95,4,N2,maintenance,362,151.34225034560927,new_nested_refit
B1,95,4,N2,retrieval,186,423.04102685232846,new_nested_refit
B1,96,4,N2,encoding,205,649.7199692870066,new_nested_refit
B1,96,4,N2,maintenance,362,2779.538645018527,new_nested_refit
B1,96,4,N2,retrieval,220,29803.920226599694,new_nested_refit
B1,98,4,N2,encoding,205,5503.395331115491,new_nested_refit
B1,98,4,N2,maintenance,362,23549.34477215045,new_nested_refit
B1,98,4,N2,retrieval,281,23029.40415524593,new_nested_refit
B1,99,4,N2,encoding,205,12921.14256546187,new_nested_refit
B1,99,4,N2,maintenance,363,55234.51333660622,new_nested_refit
B1,99,4,N2,retrieval,226,92436.64402100416,new_nested_refit
B1,2,0,N3,encoding,205,1304.9327819109205,new_nested_refit
B1,2,0,N3,maintenance,363,7860.0508790835465,new_nested_refit
B1,2,0,N3,retrieval,284,9030.633013878023,new_nested_refit
B1,3,0,N3,encoding,205,69929.27152845472,new_nested_refit
B1,3,0,N3,maintenance,362,263074.17953025614,new_nested_refit
B1,3,0,N3,retrieval,254,270315.05533567944,new_nested_refit
B1,4,0,N3,encoding,205,50684.22084623919,new_nested_refit
B1,4,0,N3,maintenance,362,136825.30623622763,new_nested_refit
B1,4,0,N3,retrieval,236,90853.8973323325,new_nested_refit
B1,5,0,N3,encoding,205,36117.58646415955,new_nested_refit
B1,5,0,N3,maintenance,362,134894.98974928795,new_nested_refit
B1,5,0,N3,retrieval,283,537589.1624321401,new_nested_refit
B1,7,0,N3,encoding,205,7386.237295136434,new_nested_refit
B1,7,0,N3,maintenance,362,25920.222773481964,new_nested_refit
B1,7,0,N3,retrieval,267,34277.802978840184,new_nested_refit
B1,8,0,N3,encoding,205,2721.0426523423716,new_nested_refit
B1,8,0,N3,maintenance,362,2152.6692902105183,new_nested_refit
B1,8,0,N3,retrieval,223,1692.3431873339398,new_nested_refit
B1,9,0,N3,encoding,205,374.87914633105765,new_nested_refit
B1,9,0,N3,maintenance,363,130.52926847503952,new_nested_refit
B1,9,0,N3,retrieval,428,251.74180875919214,new_nested_refit
B1,10,0,N3,encoding,205,147.14568739651983,new_nested_refit
B1,10,0,N3,maintenance,363,14952.909578211738,new_nested_refit
B1,10,0,N3,retrieval,306,31996.886799250457,new_nested_refit
B1,11,0,N3,encoding,205,10359.507617193043,new_nested_refit
B1,11,0,N3,maintenance,362,29069.177911954423,new_nested_refit
B1,11,0,N3,retrieval,265,17717.66064480656,new_nested_refit
B1,12,0,N3,encoding,205,241.03642575134185,new_nested_refit
B1,12,0,N3,maintenance,363,1385.0646506453431,new_nested_refit
B1,12,0,N3,retrieval,258,883.003836436109,new_nested_refit
B1,13,0,N3,encoding,205,6560.6003916965265,new_nested_refit
B1,13,0,N3,maintenance,363,34755.541981524024,new_nested_refit
B1,13,0,N3,retrieval,245,45701.60902455946,new_nested_refit
B1,15,0,N3,encoding,205,568.7189611784389,new_nested_refit
B1,15,0,N3,maintenance,362,918.2230050722203,new_nested_refit
B1,15,0,N3,retrieval,239,7351.685942457498,new_nested_refit
B1,16,0,N3,encoding,205,194.6581003429353,new_nested_refit
B1,16,0,N3,maintenance,362,1538.6249492415352,new_nested_refit
B1,16,0,N3,retrieval,255,2767.902750752438,new_nested_refit
B1,17,0,N3,encoding,205,15769.626582975901,new_nested_refit
B1,17,0,N3,maintenance,362,80170.66953675653,new_nested_refit
B1,17,0,N3,retrieval,224,105015.31249691825,new_nested_refit
B1,24,1,N3,encoding,205,32713.87965726427,new_nested_refit
B1,24,1,N3,maintenance,362,141106.9888379298,new_nested_refit
B1,24,1,N3,retrieval,243,63809.86411100234,new_nested_refit
B1,26,1,N3,encoding,205,3176.116067926649,new_nested_refit
B1,26,1,N3,maintenance,363,44569.04094090137,new_nested_refit
B1,26,1,N3,retrieval,220,54861.82880945727,new_nested_refit
B1,27,1,N3,encoding,205,4539.432821805896,new_nested_refit
B1,27,1,N3,maintenance,362,8876.742401349882,new_nested_refit
B1,27,1,N3,retrieval,228,12042.941217560649,new_nested_refit
B1,28,1,N3,encoding,205,133539.53496575358,new_nested_refit
B1,28,1,N3,maintenance,363,473887.3804910747,new_nested_refit
B1,28,1,N3,retrieval,312,95859.12330904299,new_nested_refit
B1,29,1,N3,encoding,205,706.9073132083507,new_nested_refit
B1,29,1,N3,maintenance,362,2293.6439350483124,new_nested_refit
B1,29,1,N3,retrieval,250,6910.340468117657,new_nested_refit
B1,30,1,N3,encoding,205,135314.47256438542,new_nested_refit
B1,30,1,N3,maintenance,363,216265.35009548775,new_nested_refit
B1,30,1,N3,retrieval,329,13402.62170742041,new_nested_refit
B1,31,1,N3,encoding,205,950.9595513330988,new_nested_refit
B1,31,1,N3,maintenance,362,7207.168729819539,new_nested_refit
B1,31,1,N3,retrieval,251,1046.704761002793,new_nested_refit
B1,32,1,N3,encoding,205,72181.49774946597,new_nested_refit
B1,32,1,N3,maintenance,362,292778.56156650715,new_nested_refit
B1,32,1,N3,retrieval,195,300725.7296965652,new_nested_refit
B1,33,1,N3,encoding,205,4498.60043811528,new_nested_refit
B1,33,1,N3,maintenance,362,40143.85927147208,new_nested_refit
B1,33,1,N3,retrieval,263,71980.38414097764,new_nested_refit
B1,34,1,N3,encoding,205,89002.03513639954,new_nested_refit
B1,34,1,N3,maintenance,363,322209.82457839063,new_nested_refit
B1,34,1,N3,retrieval,276,159277.54308465612,new_nested_refit
B1,35,1,N3,encoding,205,109093.04237157766,new_nested_refit
B1,35,1,N3,maintenance,362,450986.69205143757,new_nested_refit
B1,35,1,N3,retrieval,277,80594.368941083,new_nested_refit
B1,37,1,N3,encoding,205,25127.75835793307,new_nested_refit
B1,37,1,N3,maintenance,362,141183.0886909462,new_nested_refit
B1,37,1,N3,retrieval,344,64173.17895742396,new_nested_refit
B1,44,2,N3,encoding,205,2133.6874390209473,new_nested_refit
B1,44,2,N3,maintenance,362,11046.951681049874,new_nested_refit
B1,44,2,N3,retrieval,370,24420.280573837394,new_nested_refit
B1,45,2,N3,encoding,205,182.97180148332714,new_nested_refit
B1,45,2,N3,maintenance,363,1099.4228288453226,new_nested_refit
B1,45,2,N3,retrieval,413,1318.2212417786313,new_nested_refit
B1,47,2,N3,encoding,205,44523.18459898323,new_nested_refit
B1,47,2,N3,maintenance,362,402295.4329264848,new_nested_refit
B1,47,2,N3,retrieval,220,724801.074400899,new_nested_refit
B1,48,2,N3,encoding,205,20880.5074386311,new_nested_refit
B1,48,2,N3,maintenance,363,60409.30099611323,new_nested_refit
B1,48,2,N3,retrieval,225,100105.32094350245,new_nested_refit
B1,49,2,N3,encoding,205,11034.925684854708,new_nested_refit
B1,49,2,N3,maintenance,362,95125.3292939863,new_nested_refit
B1,49,2,N3,retrieval,298,206729.49055826705,new_nested_refit
B1,50,2,N3,encoding,205,206613.14703600266,new_nested_refit
B1,50,2,N3,maintenance,362,164414.78705927916,new_nested_refit
B1,50,2,N3,retrieval,214,140545.55490253025,new_nested_refit
B1,51,2,N3,encoding,205,21886.60048719523,new_nested_refit
B1,51,2,N3,maintenance,363,144293.63195851978,new_nested_refit
B1,51,2,N3,retrieval,226,325155.3797538651,new_nested_refit
B1,52,2,N3,encoding,205,4902.3523552760935,new_nested_refit
B1,52,2,N3,maintenance,362,2735.1241599445584,new_nested_refit
B1,52,2,N3,retrieval,265,11519.976602309478,new_nested_refit
B1,53,2,N3,encoding,205,454.40908030544625,new_nested_refit
B1,53,2,N3,maintenance,363,1356.183791921956,new_nested_refit
B1,53,2,N3,retrieval,202,609.3832863563495,new_nested_refit
B1,55,2,N3,encoding,205,127929.31731692703,new_nested_refit
B1,55,2,N3,maintenance,362,451412.13183683454,new_nested_refit
B1,55,2,N3,retrieval,267,677212.8885085143,new_nested_refit
B1,56,2,N3,encoding,205,24429.000762462707,new_nested_refit
B1,56,2,N3,maintenance,362,120737.44756345356,new_nested_refit
B1,56,2,N3,retrieval,215,419587.17068063974,new_nested_refit
B1,57,2,N3,encoding,205,3970.4547236164744,new_nested_refit
B1,57,2,N3,maintenance,362,13949.086031467968,new_nested_refit
B1,57,2,N3,retrieval,231,166731.8356457087,new_nested_refit
B1,64,3,N3,encoding,205,8413.357062783343,new_nested_refit
B1,64,3,N3,maintenance,363,55012.2826859821,new_nested_refit
B1,64,3,N3,retrieval,236,102019.10977724356,new_nested_refit
B1,65,3,N3,encoding,205,10641.565429236769,new_nested_refit
B1,65,3,N3,maintenance,362,17737.389191673356,new_nested_refit
B1,65,3,N3,retrieval,280,64559.95127097961,new_nested_refit
B1,66,3,N3,encoding,205,31336.11904696018,new_nested_refit
B1,66,3,N3,maintenance,363,58528.0738842917,new_nested_refit
B1,66,3,N3,retrieval,201,96184.44184355416,new_nested_refit
B1,67,3,N3,encoding,205,11670.271183838657,new_nested_refit
B1,67,3,N3,maintenance,362,83122.7033193914,new_nested_refit
B1,67,3,N3,retrieval,219,128006.04508052283,new_nested_refit
B1,68,3,N3,encoding,205,1145.3658274722548,new_nested_refit
B1,68,3,N3,maintenance,362,2419.125604186046,new_nested_refit
B1,68,3,N3,retrieval,306,1208.8365697933925,new_nested_refit
B1,69,3,N3,encoding,205,70843.45042291576,new_nested_refit
B1,69,3,N3,maintenance,362,320299.45042587334,new_nested_refit
B1,69,3,N3,retrieval,245,89505.34504769849,new_nested_refit
B1,70,3,N3,encoding,205,8380.590620202734,new_nested_refit
B1,70,3,N3,maintenance,362,3402.2260656441645,new_nested_refit
B1,70,3,N3,retrieval,246,8544.82291328276,new_nested_refit
B1,71,3,N3,encoding,205,134081.96800410084,new_nested_refit
B1,71,3,N3,maintenance,363,254260.0361776069,new_nested_refit
B1,71,3,N3,retrieval,215,109924.87645980869,new_nested_refit
B1,72,3,N3,encoding,205,13840.406622832723,new_nested_refit
B1,72,3,N3,maintenance,362,22736.19679262174,new_nested_refit
B1,72,3,N3,retrieval,226,11307.74374652349,new_nested_refit
B1,73,3,N3,encoding,205,1791.5363211764363,new_nested_refit
B1,73,3,N3,maintenance,363,7770.156712289245,new_nested_refit
B1,73,3,N3,retrieval,244,10697.53671435988,new_nested_refit
B1,74,3,N3,encoding,205,3242.361484440857,new_nested_refit
B1,74,3,N3,maintenance,362,18539.595828550373,new_nested_refit
B1,74,3,N3,retrieval,287,21162.402364886864,new_nested_refit
B1,75,3,N3,encoding,205,3867.0874322121704,new_nested_refit
B1,75,3,N3,maintenance,362,16421.566953932754,new_nested_refit
B1,75,3,N3,retrieval,258,57895.24044190836,new_nested_refit
B1,76,3,N3,encoding,205,5277.779167725143,new_nested_refit
B1,76,3,N3,maintenance,362,44259.957494952956,new_nested_refit
B1,76,3,N3,retrieval,291,142373.71548372155,new_nested_refit
B1,77,3,N3,encoding,205,3435.4807921193715,new_nested_refit
B1,77,3,N3,maintenance,363,5091.819408167276,new_nested_refit
B1,77,3,N3,retrieval,279,12664.700544611509,new_nested_refit
B1,84,4,N3,encoding,205,13639.951916428587,new_nested_refit
B1,84,4,N3,maintenance,363,61067.078719476514,new_nested_refit
B1,84,4,N3,retrieval,224,67654.63279578372,new_nested_refit
B1,86,4,N3,encoding,205,3612.6892443750244,new_nested_refit
B1,86,4,N3,maintenance,363,14606.465283668214,new_nested_refit
B1,86,4,N3,retrieval,222,15183.714365354368,new_nested_refit
B1,87,4,N3,encoding,205,296.9683660321751,new_nested_refit
B1,87,4,N3,maintenance,362,689.3151657794866,new_nested_refit
B1,87,4,N3,retrieval,372,4974.754273254638,new_nested_refit
B1,89,4,N3,encoding,205,29915.550352144284,new_nested_refit
B1,89,4,N3,maintenance,362,117527.76102676087,new_nested_refit
B1,89,4,N3,retrieval,220,176098.15122415996,new_nested_refit
B1,90,4,N3,encoding,205,62458.62638267448,new_nested_refit
B1,90,4,N3,maintenance,363,344498.56549263967,new_nested_refit
B1,90,4,N3,retrieval,266,460734.35711350135,new_nested_refit
B1,91,4,N3,encoding,205,798.7357399898373,new_nested_refit
B1,91,4,N3,maintenance,362,4081.9779788894925,new_nested_refit
B1,91,4,N3,retrieval,240,6641.6162525176305,new_nested_refit
B1,93,4,N3,encoding,205,1788.326237206272,new_nested_refit
B1,93,4,N3,maintenance,362,4092.3083817121465,new_nested_refit
B1,93,4,N3,retrieval,235,13330.297772216845,new_nested_refit
B1,94,4,N3,encoding,205,1398.4551395511885,new_nested_refit
B1,94,4,N3,maintenance,363,2395.1944773694318,new_nested_refit
B1,94,4,N3,retrieval,254,3966.678958704425,new_nested_refit
B1,95,4,N3,encoding,205,729.9145975545428,new_nested_refit
B1,95,4,N3,maintenance,362,162.38518989447076,new_nested_refit
B1,95,4,N3,retrieval,186,470.1506790691651,new_nested_refit
B1,96,4,N3,encoding,205,657.5653025993797,new_nested_refit
B1,96,4,N3,maintenance,362,2824.392762669971,new_nested_refit
B1,96,4,N3,retrieval,220,30171.69921759,new_nested_refit
B1,98,4,N3,encoding,205,5561.810888013154,new_nested_refit
B1,98,4,N3,maintenance,362,23617.25730653505,new_nested_refit
B1,98,4,N3,retrieval,281,22970.264911423357,new_nested_refit
B1,99,4,N3,encoding,205,12931.753495095361,new_nested_refit
B1,99,4,N3,maintenance,363,55547.70354130297,new_nested_refit
B1,99,4,N3,retrieval,226,91796.64922058616,new_nested_refit
B2,2,0,N2,encoding,205,261444.23671278168,new_nested_refit
B2,2,0,N2,maintenance,362,267455.17213462293,new_nested_refit
B2,2,0,N2,retrieval,385,324978.56358802307,new_nested_refit
B2,3,0,N2,encoding,205,12843.811560782993,new_nested_refit
B2,3,0,N2,maintenance,363,86024.80511673172,new_nested_refit
B2,3,0,N2,retrieval,384,163267.65385975767,new_nested_refit
B2,4,0,N2,encoding,205,35759.19185149823,new_nested_refit
B2,4,0,N2,maintenance,363,157365.79773860032,new_nested_refit
B2,4,0,N2,retrieval,248,361778.9587114088,new_nested_refit
B2,5,0,N2,encoding,205,31303.787821293467,new_nested_refit
B2,5,0,N2,maintenance,363,78107.59802127836,new_nested_refit
B2,5,0,N2,retrieval,285,21171.42796758591,new_nested_refit
B2,6,0,N2,encoding,205,114525.98365066978,new_nested_refit
B2,6,0,N2,maintenance,362,103533.4267904672,new_nested_refit
B2,6,0,N2,retrieval,284,25943.946411571415,new_nested_refit
B2,7,0,N2,encoding,205,122036.72789325728,new_nested_refit
B2,7,0,N2,maintenance,363,242469.9895732182,new_nested_refit
B2,7,0,N2,retrieval,297,296727.01583784487,new_nested_refit
B2,8,0,N2,encoding,205,8911.316634604533,new_nested_refit
B2,8,0,N2,maintenance,362,15091.834252712602,new_nested_refit
B2,8,0,N2,retrieval,257,82763.10425125605,new_nested_refit
B2,9,0,N2,encoding,205,23623.36394212199,new_nested_refit
B2,9,0,N2,maintenance,362,47418.361327263265,new_nested_refit
B2,9,0,N2,retrieval,252,97539.86682754404,new_nested_refit
B2,10,0,N2,encoding,205,462147.20682688634,new_nested_refit
B2,10,0,N2,maintenance,362,666852.3376152525,new_nested_refit
B2,10,0,N2,retrieval,290,474435.2687983036,new_nested_refit
B2,11,0,N2,encoding,205,36771.182530492166,new_nested_refit
B2,11,0,N2,maintenance,362,252809.0698944895,new_nested_refit
B2,11,0,N2,retrieval,330,285035.2760478822,new_nested_refit
B2,12,0,N2,encoding,205,118753.15051873834,new_nested_refit
B2,12,0,N2,maintenance,363,199590.29370124347,new_nested_refit
B2,12,0,N2,retrieval,365,83234.74576954792,new_nested_refit
B2,13,0,N2,encoding,205,14613.797914641735,new_nested_refit
B2,13,0,N2,maintenance,362,46338.605547141844,new_nested_refit
B2,13,0,N2,retrieval,329,266492.177092107,new_nested_refit
B2,15,0,N2,encoding,205,67479.76203796701,new_nested_refit
B2,15,0,N2,maintenance,362,192457.94974185908,new_nested_refit
B2,15,0,N2,retrieval,347,313969.43275818176,new_nested_refit
B2,17,0,N2,encoding,205,14380.554704219134,new_nested_refit
B2,17,0,N2,maintenance,362,19953.288479566483,new_nested_refit
B2,17,0,N2,retrieval,304,10407.129420715322,new_nested_refit
B2,24,1,N2,encoding,205,41184.26098264674,new_nested_refit
B2,24,1,N2,maintenance,362,204026.9596726313,new_nested_refit
B2,24,1,N2,retrieval,324,186095.77590252017,new_nested_refit
B2,25,1,N2,encoding,205,104346.96003060343,new_nested_refit
B2,25,1,N2,maintenance,363,777599.3582653926,new_nested_refit
B2,25,1,N2,retrieval,309,680180.0065414968,new_nested_refit
B2,26,1,N2,encoding,205,9852.842372320752,new_nested_refit
B2,26,1,N2,maintenance,362,180424.14528274574,new_nested_refit
B2,26,1,N2,retrieval,315,289310.5689007843,new_nested_refit
B2,27,1,N2,encoding,205,18769.040875890652,new_nested_refit
B2,27,1,N2,maintenance,363,88392.50446410282,new_nested_refit
B2,27,1,N2,retrieval,347,47648.327280782956,new_nested_refit
B2,28,1,N2,encoding,205,889.0008559679134,new_nested_refit
B2,28,1,N2,maintenance,362,2577.107859533745,new_nested_refit
B2,28,1,N2,retrieval,273,7047.751141400317,new_nested_refit
B2,29,1,N2,encoding,205,85221.16351014077,new_nested_refit
B2,29,1,N2,maintenance,363,837961.952774341,new_nested_refit
B2,29,1,N2,retrieval,303,846612.9368161623,new_nested_refit
B2,30,1,N2,encoding,205,70211.5415222206,new_nested_refit
B2,30,1,N2,maintenance,362,311842.5652428257,new_nested_refit
B2,30,1,N2,retrieval,335,418032.3089280398,new_nested_refit
B2,31,1,N2,encoding,205,97310.88963263627,new_nested_refit
B2,31,1,N2,maintenance,363,314018.5265840405,new_nested_refit
B2,31,1,N2,retrieval,321,177274.151236649,new_nested_refit
B2,32,1,N2,encoding,205,86400.51980606213,new_nested_refit
B2,32,1,N2,maintenance,362,648947.8948690962,new_nested_refit
B2,32,1,N2,retrieval,265,1387904.5323391855,new_nested_refit
B2,33,1,N2,encoding,205,14815.022867221858,new_nested_refit
B2,33,1,N2,maintenance,363,124079.18196106289,new_nested_refit
B2,33,1,N2,retrieval,305,22909.983066028544,new_nested_refit
B2,34,1,N2,encoding,205,115116.85973989377,new_nested_refit
B2,34,1,N2,maintenance,363,266150.63854259555,new_nested_refit
B2,34,1,N2,retrieval,318,254224.54458815447,new_nested_refit
B2,35,1,N2,encoding,205,60757.016874348876,new_nested_refit
B2,35,1,N2,maintenance,363,318615.151703046,new_nested_refit
B2,35,1,N2,retrieval,337,288660.4363021493,new_nested_refit
B2,36,1,N2,encoding,205,61691.986959159425,new_nested_refit
B2,36,1,N2,maintenance,362,102159.90076768368,new_nested_refit
B2,36,1,N2,retrieval,300,15467.385860130282,new_nested_refit
B2,37,1,N2,encoding,205,7218.387113880174,new_nested_refit
B2,37,1,N2,maintenance,363,18213.422590268798,new_nested_refit
B2,37,1,N2,retrieval,329,133404.9604132533,new_nested_refit
B2,44,2,N2,encoding,205,9469.998597596163,new_nested_refit
B2,44,2,N2,maintenance,363,10776.913672007939,new_nested_refit
B2,44,2,N2,retrieval,358,79810.1075334993,new_nested_refit
B2,45,2,N2,encoding,205,56950.93949795523,new_nested_refit
B2,45,2,N2,maintenance,363,18800.490732538303,new_nested_refit
B2,45,2,N2,retrieval,301,18370.19172770976,new_nested_refit
B2,46,2,N2,encoding,205,24605.293079460003,new_nested_refit
B2,46,2,N2,maintenance,362,162794.8890590943,new_nested_refit
